MODEL,MODEL_BASE,MODEL_NAME,MODEL_GROUP,PRODUCT,PRODUCT_SIGN,PRICE_TYPE,LOOKBACK,STRATEGY,N_OBSERVATIONS,MEAN_ERROR_BIAS,MEDIAN_ERROR_BIAS,ERROR_STD,ERROR_VAR,ABS_ERROR_MEAN,ABS_ERROR_MEDIAN,PREDICTION_STD,ACTUAL_STD,ERROR_AUTOCORR_LAG1
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,12_16,NEG,MARGINAL,168.0,ensemble,243,-3.010175183127572,-0.6433307999999998,28.82005885609309,830.5957924686697,7.955728448971194,1.9969535,29.798646859673067,35.66761617912996,-0.01293733957674974
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,12_16,POS,AVERAGE,168.0,ensemble,243,-1.9281581275720163,0.3970420000000008,15.359562167172086,235.9161499672241,3.2103422724279835,0.7480729999999998,5.094029511734317,16.623209989960525,0.08234807997276208
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,12_16,POS,MARGINAL,168.0,ensemble,243,-10.892517155967079,-0.2617700000000003,92.52105252438358,8560.145160219745,12.775443981481482,1.4606861999999996,6.292622454934645,93.2102494490528,0.024488320606913114
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,NEG,AVERAGE,168.0,ensemble,243,0.6046599814403292,0.4650800000000004,1.4591832302975987,2.129215699581735,1.0738494460493826,0.5898299999999992,7.2298235539787346,7.337457645105881,0.24957885223425733
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,NEG,MARGINAL,168.0,ensemble,243,1.0227085456378602,0.7436440999999999,3.8370860654411256,14.723229473602458,2.202458474526749,0.9984500000000001,9.28426175313785,10.025695724674444,0.036544450626192986
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,ensemble,243,-6.678867277777778,-1.6969189999999994,18.300515298845554,334.9088602032802,8.298429080246914,2.803474999999999,10.846910559335917,25.02977580457957,0.3649804590960539
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,ensemble,243,-10.170577230452675,-1.0452949999999994,33.287852303132894,1108.08111095519,13.98883181893004,3.365857000000002,16.606199136461054,42.0419256592193,0.31974554491533963
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,20_24,NEG,AVERAGE,168.0,ensemble,243,0.2334895909876543,0.31480550000000007,0.6584848823859937,0.43360234033089595,0.49613636720164606,0.3665786,1.5291517951476512,1.6583956077090714,0.11583833634410672
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,20_24,NEG,MARGINAL,168.0,ensemble,243,0.01782962234567902,0.3496511000000002,1.8020154873796066,3.247259816755961,1.0186785041563786,0.5575135999999998,2.2774633267851376,2.883929212336049,-0.08664397886338962
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,20_24,POS,AVERAGE,168.0,ensemble,243,-1.9049627041152262,0.5739370000000008,5.08039832852683,25.81044717649821,3.863813049794239,2.093033000000002,5.4850166849436475,9.226842324694095,0.8368458815872107
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,20_24,POS,MARGINAL,168.0,ensemble,243,-1.7247108683127566,1.0507530000000003,7.882039025363724,62.126539197356735,5.578015102057614,3.3364150000000006,7.667636744915912,12.517591406746885,0.6322342765598313
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,NEG,AVERAGE,168.0,recency,243,0.13963277037037036,0.1989390000000002,2.844852551944604,8.093186042305726,1.6786533473251029,0.9377549999999992,5.6633849016037985,6.010759859506859,-0.03086744117841534
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,NEG,MARGINAL,168.0,recency,243,-0.39631795596707836,0.6524510000000001,6.924709547144327,47.9516023123118,3.626919532098765,1.6742720000000002,8.1069009057484,10.552818626231158,-0.08823516843702575
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,POS,AVERAGE,168.0,recency,243,0.8532029946502057,0.5469795,1.367872003551003,1.8710738180986355,1.0519790275720167,0.5960953,2.186750347576617,1.7587844462463593,0.49256729124373844
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,POS,MARGINAL,168.0,recency,243,1.0358288399176954,0.8941397000000002,2.3468713591014145,5.507805176170521,1.6192103419753086,1.0216406,2.619980600754065,2.8277430295569976,0.2573833900631395
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,NEG,AVERAGE,168.0,recency,243,0.3071026037037037,0.2936192000000002,1.2797721192449178,1.6378166771966285,0.7286129888888889,0.39639899999999884,4.26964799696496,4.010206206432753,-0.1250899282782199
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,NEG,MARGINAL,168.0,recency,243,0.20101625720164612,0.4232390000000006,4.6435303296345944,21.562373922236368,1.897221927983539,0.7868449999999996,6.757768917709002,7.568635942132023,0.013038632512817344
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,POS,AVERAGE,168.0,recency,243,-1.2560096,-0.6957570000000004,3.984954417830892,15.879861712189944,2.1605704979423868,1.2289645,3.254561755843251,4.976233944206753,0.2176704995171532
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,POS,MARGINAL,168.0,recency,243,-2.7927523181069955,0.1876130000000007,20.39178430939918,415.82486732105866,5.088419275308643,2.3125920000000004,4.204058176038118,20.651499955769342,0.052758558913736604
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,NEG,AVERAGE,168.0,recency,243,-1.062169394650206,0.036483800000000066,3.6899674739835366,13.615859959056444,2.108781370781893,0.8775056999999995,8.372374389653782,10.560167175756378,0.3881091480913284
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,NEG,MARGINAL,168.0,recency,243,-2.7765098925925926,-0.09562200000000054,15.703700210691808,246.60620030728197,5.32937688106996,1.619356999999999,10.83106320028368,21.835945348868762,0.11009043687763174
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,POS,AVERAGE,168.0,recency,243,-1.3693046473251027,0.7479970000000016,7.946979069048523,63.15447632389533,3.91449307037037,1.7418249999999986,7.351463914143667,10.609856590555522,0.18672708758437412
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,POS,MARGINAL,168.0,recency,243,-2.934057414814815,1.2396753,16.146530284778777,260.7104402372782,7.566352597530864,3.1536039999999996,10.327768307604268,19.567372197604406,0.12873075776262158
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,NEG,AVERAGE,168.0,recency,243,-0.41807215267489717,0.06993779999999994,5.482859415703203,30.061747372365264,2.666344544444444,0.8007262000000002,21.267360012356406,21.644676250389573,0.09598242323832655
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,NEG,MARGINAL,168.0,recency,243,-0.4730759378600826,0.12593999999999994,28.49376159158021,811.8944496378115,7.617303444032921,1.8685935999999996,31.641175795693595,35.66761617912996,0.007510650168710904
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,POS,AVERAGE,168.0,recency,243,-2.173478227160494,-0.13142150000000008,15.243468485905165,232.36333148078393,3.08216438436214,0.5275320000000008,5.88638895249063,16.623209989960525,0.03911907396066077
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,POS,MARGINAL,168.0,recency,243,-10.977827364609054,-0.4742809999999995,92.44623711347582,8546.306756440994,12.380588811522633,1.2251510000000003,7.100535169955459,93.2102494490528,0.013675581088018425
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,NEG,AVERAGE,168.0,recency,243,0.6109173459670783,0.2774819999999991,1.3369125486588473,1.7873351627614948,0.9357231495884775,0.39688769999999995,7.594442495004082,7.337457645105881,0.14193357647120003
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,NEG,MARGINAL,168.0,recency,243,0.4629158486419754,0.4646876999999998,3.971007650474899,15.768901760130179,1.9752455564609055,0.8105720000000001,8.79441018080775,10.025695724674444,0.07163956344374663
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,recency,243,-3.3187593353909466,0.6498020000000011,16.98563731447403,288.5118749788526,7.440115660493827,2.6904900000000005,13.997479594757825,25.02977580457957,0.22522218976387362
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,recency,243,-5.757752804526748,1.8907869999999996,32.85746608399843,1079.6130774611072,14.056875236625514,4.534633999999997,22.175656471702048,42.0419256592193,0.16476459261653373
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,NEG,AVERAGE,168.0,recency,243,0.0074053825925926055,0.057555299999999976,0.5814810786179541,0.33812024479069924,0.34815179872427987,0.19435550000000013,1.5538866599152967,1.6583956077090714,-0.04579191267313466
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,NEG,MARGINAL,168.0,recency,243,-0.2817166564609054,0.07151979999999991,1.7391829551118085,3.0247573513514427,0.8864415957201647,0.363019,2.2926360781618826,2.883929212336049,-0.1424740869201246
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,POS,AVERAGE,168.0,recency,243,-1.6192943440329213,0.05343700000000062,4.157861826548856,17.287814968672187,3.0008075711934157,1.3177295999999998,6.312127380399799,9.226842324694095,0.7245559520933353
bidirectional_lstm_ts168_recency,bidirectional_lstm,"BiLSTM (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,POS,MARGINAL,168.0,recency,243,-1.7916543806584366,0.3648699999999998,6.530249692292292,42.644161043683575,4.31285494526749,2.429583000000001,7.969671435881065,12.517591406746885,0.5108704304806453
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,00_04,NEG,AVERAGE,168.0,single,243,-0.023089272427983545,0.3920134999999998,2.8637228906425993,8.200908794390406,1.5656450707818932,0.6927491999999997,5.4705509044312794,6.010759859506859,-0.1453319247910685
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,00_04,NEG,MARGINAL,168.0,single,243,-0.9840129925925925,0.6907893999999999,6.539871107113452,42.76991409765733,3.248834266666667,1.1799157999999998,7.220606481643298,10.552818626231158,-0.027393552819785446
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,00_04,POS,AVERAGE,168.0,single,243,0.5928797370370371,0.39475150000000037,1.0591089801714604,1.121711831879831,0.7625892967078189,0.4390000999999999,1.8871110481062847,1.7587844462463593,0.1401706258935239
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,00_04,POS,MARGINAL,168.0,single,243,0.85939717654321,0.6251310999999999,2.3575532831644805,5.558057482959621,1.5054084218107,0.8419393,2.7786847284445315,2.8277430295569976,0.13485602081692233
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,AVERAGE,168.0,single,243,0.06817783209876545,0.08591339999999992,1.2628437130707928,1.5947742436424266,0.6654986345679013,0.28155900000000145,4.181979290074007,4.010206206432753,-0.10541407669078745
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,MARGINAL,168.0,single,243,-0.1137966654320988,0.26938830000000014,4.620960006347627,21.353271380264253,1.9283380251028805,0.7942252000000005,6.357058080933921,7.568635942132023,-0.007037789084605699
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,04_08,POS,AVERAGE,168.0,single,243,-0.5383637995884774,0.19044799999999995,4.02117257809303,16.169828902807346,1.8800466308641974,1.0831790000000012,4.274355043204146,4.976233944206753,0.06431392317011372
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,04_08,POS,MARGINAL,168.0,single,243,-1.6898645851851852,1.2754436,20.567023181901792,423.0024425648857,4.956558990946503,2.0862627,5.601002988561223,20.651499955769342,0.006427330406520014
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,AVERAGE,168.0,single,243,-0.7600116086419754,0.07017529999999983,3.395720848222362,11.530920079051999,1.8649088497942383,0.6791455999999998,8.916950601529312,10.560167175756378,0.18625430299899925
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,MARGINAL,168.0,single,243,-2.6739713201646094,0.06682359999999998,15.765307421381092,248.5449180906537,4.8988328806584365,1.3762348000000002,11.048098196923243,21.835945348868762,0.09582086234915528
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,08_12,POS,AVERAGE,168.0,single,243,-1.80197117654321,0.18380799999999908,7.467101757205481,55.75760865246119,3.506134426748971,1.1684883,7.8444646764354085,10.609856590555522,0.06514969858346267
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,08_12,POS,MARGINAL,168.0,single,243,-4.50105308888889,0.37805299999999775,16.282722086153598,265.12703853491416,6.92575555473251,1.6513919999999995,9.599847684731314,19.567372197604406,0.0774834966104235
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,AVERAGE,168.0,single,243,-0.13072039423868312,0.28697170000000005,5.382492636063387,28.97122697727659,2.818151474074074,1.0763320000000007,21.443316046923652,21.644676250389573,0.1290899256500577
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,MARGINAL,168.0,single,243,-5.169347690946502,-1.1811940000000014,26.387639263482612,696.3075058996892,7.412594322222223,2.0639600000000087,24.68941971482151,35.66761617912996,0.036183751995008034
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,12_16,POS,AVERAGE,168.0,single,243,-0.8104651308641976,0.29696299999999987,15.84537993220736,251.07606519599972,3.706976652674897,0.6165859999999999,9.165179272328182,16.623209989960525,-0.14753368111631346
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,12_16,POS,MARGINAL,168.0,single,243,-9.248823570370371,0.02689699999999995,92.5840593586013,8571.808047317007,12.825531509465025,1.277106999999999,11.743530284172367,93.2102494490528,-0.033654048573469375
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,AVERAGE,168.0,single,243,0.34586871489711934,0.1543886,1.3800479119680757,1.9045322393274455,0.8629250869958849,0.4076058,7.313144360697757,7.337457645105881,0.12323426666041241
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,MARGINAL,168.0,single,243,-0.34130590633744856,0.26167229999999997,3.897860057123954,15.193313024922356,1.7702605276543208,0.6785039999999984,8.026944366327989,10.025695724674444,0.1093674229383513
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,single,243,-3.513248218106995,0.30176600000000064,18.048827156261105,325.7601617165883,7.371541691358023,2.089390999999999,15.386419701937522,25.02977580457957,0.137864653534313
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,single,243,-8.03745919547325,0.7305120000000009,33.278160039819625,1107.4359356358477,13.402342228395062,3.097428999999998,20.079605537238752,42.0419256592193,0.2006653905545966
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,20_24,NEG,AVERAGE,168.0,single,243,0.05116745135802467,0.10303159999999978,0.6059042621338657,0.3671199748719842,0.37188888485596705,0.21616740000000023,1.5929824249996232,1.6583956077090714,-0.14913714321980986
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,20_24,NEG,MARGINAL,168.0,single,243,-0.12463730251028805,0.12378260000000019,1.7984837838617178,3.234543920813562,0.9250249761728394,0.4095618000000001,2.4889380948381943,2.883929212336049,-0.23570708430868895
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,20_24,POS,AVERAGE,168.0,single,243,-0.6113491111111111,-0.01596970000000031,2.5196031205684073,6.348399885178056,1.6510882057613168,0.8483944000000001,7.742940943237392,9.226842324694095,0.4286032768088487
bidirectional_lstm_ts168_single,bidirectional_lstm,"BiLSTM (168 TimeSteps), Single",DEEP_LEARNING,20_24,POS,MARGINAL,168.0,single,243,-1.0595483987654322,-0.1004675000000006,5.215952205644362,27.206157411566277,2.967475540329218,1.5780709999999996,9.243639635528723,12.517591406746885,0.17568731627093156
bidirectional_lstm_ts42_ensemble,bidirectional_lstm,"BiLSTM (42 TimeSteps), Ensemble",DEEP_LEARNING,00_04,NEG,AVERAGE,42.0,ensemble,243,0.322865253909465,0.40529300000000035,3.016158727186914,9.097213467585787,1.8151543444444442,1.008533,5.888126215030497,6.010759859506859,-0.044827099808455874
bidirectional_lstm_ts42_ensemble,bidirectional_lstm,"BiLSTM (42 TimeSteps), Ensemble",DEEP_LEARNING,00_04,NEG,MARGINAL,42.0,ensemble,243,-0.9662433991769548,0.2707918,6.997741313861495,48.96838349572399,3.594376687242798,1.5630609999999994,7.885521872972921,10.552818626231158,-0.07392057009051489
bidirectional_lstm_ts42_ensemble,bidirectional_lstm,"BiLSTM (42 TimeSteps), Ensemble",DEEP_LEARNING,00_04,POS,AVERAGE,42.0,ensemble,243,0.8920573765432099,0.7190106000000007,1.0664218502837204,1.1372555627625536,1.0091394144032924,0.7252643999999999,1.9244746942102322,1.7587844462463593,0.2957978494548836
bidirectional_lstm_ts42_ensemble,bidirectional_lstm,"BiLSTM (42 TimeSteps), Ensemble",DEEP_LEARNING,00_04,POS,MARGINAL,42.0,ensemble,243,2.246049764197531,2.0022849999999996,2.547567054887091,6.490097899146085,2.671637139506173,2.1281712,2.9704479590899107,2.8277430295569976,0.25969087536981017
bidirectional_lstm_ts42_ensemble,bidirectional_lstm,"BiLSTM (42 TimeSteps), Ensemble",DEEP_LEARNING,04_08,NEG,AVERAGE,42.0,ensemble,243,0.039830672839506184,0.11400900000000025,1.3261128533844053,1.7585752999113293,0.799863204526749,0.47653180000000006,3.9331973268333376,4.010206206432753,0.0923756989541734
bidirectional_lstm_ts42_ensemble,bidirectional_lstm,"BiLSTM (42 TimeSteps), Ensemble",DEEP_LEARNING,04_08,NEG,MARGINAL,42.0,ensemble,243,-0.6117482452674897,0.2523795,4.747881720193195,22.542380828944694,2.0047125613168726,0.9915504999999998,5.28474547563911,7.568635942132023,0.02184007442243447
bidirectional_lstm_ts42_ensemble,bidirectional_lstm,"BiLSTM (42 TimeSteps), Ensemble",DEEP_LEARNING,04_08,POS,AVERAGE,42.0,ensemble,243,-0.9866557761316873,-0.2950679999999988,4.0176485902737475,16.14150019492863,2.0468592567901234,1.1915440000000004,3.2678190203201374,4.976233944206753,0.2934394160641412
bidirectional_lstm_ts42_ensemble,bidirectional_lstm,"BiLSTM (42 TimeSteps), Ensemble",DEEP_LEARNING,04_08,POS,MARGINAL,42.0,ensemble,243,-3.0304474283950618,-0.3234370000000002,20.556878723072817,422.58526283512384,5.259448504115227,2.2453660000000006,4.700784554782474,20.651499955769342,0.06940571196200473
bidirectional_lstm_ts42_ensemble,bidirectional_lstm,"BiLSTM (42 TimeSteps), Ensemble",DEEP_LEARNING,08_12,NEG,AVERAGE,42.0,ensemble,243,-2.267023530452675,-0.39122809999999997,4.312293056146892,18.595871402092705,2.758669827572016,1.0311408999999996,7.29643617578078,10.560167175756378,0.5583885371228913
bidirectional_lstm_ts42_ensemble,bidirectional_lstm,"BiLSTM (42 TimeSteps), Ensemble",DEEP_LEARNING,08_12,NEG,MARGINAL,42.0,ensemble,243,-3.820437222633745,-0.28496959999999993,15.9320070279829,253.82884793969654,5.645306388065843,2.062856,9.635811609251643,21.835945348868762,0.1561217937443843
bidirectional_lstm_ts42_ensemble,bidirectional_lstm,"BiLSTM (42 TimeSteps), Ensemble",DEEP_LEARNING,08_12,POS,AVERAGE,42.0,ensemble,243,-1.1629512983539094,0.9281054000000006,7.311255870284729,53.454462400772904,3.5728429222222227,1.6849260000000008,6.969803446188849,10.609856590555522,0.18439749612968062
