MODEL_BASE,PRODUCT,PRODUCT_SIGN,PRICE_TYPE,LOOKBACK,BASELINE_STRATEGY,COMPARE_STRATEGY,RMSE_SINGLE,RMSE_COMPARE,MAE_SINGLE,MAE_COMPARE,REVENUE_SINGLE,REVENUE_COMPARE,RMSE_IMPROVEMENT_PCT,MAE_IMPROVEMENT_PCT,REVENUE_IMPROVEMENT_PCT
bidirectional_lstm,00_04,POS,AVERAGE,168.0,single,ensemble,1.211858950701507,2.3543564662734915,0.7625892967078189,1.8546769802469132,1.8885041728,0.7985114884,-94.27644322060985,-143.2078431016218,-57.717250514936225
bidirectional_lstm,00_04,POS,AVERAGE,168.0,single,recency,1.211858950701507,1.6097606269017652,0.7625892967078189,1.051979027572017,1.8885041728,1.86384874,-32.83399243533462,-37.94830744589846,-1.3055535251184884
bidirectional_lstm,00_04,POS,MARGINAL,42.0,single,ensemble,2.2801135166848465,3.392363368006246,1.1810510465020576,2.671637139506173,1.690430196,0.3718445212,-48.78045953337212,-126.20843928963221,-78.00296503932067
bidirectional_lstm,00_04,POS,MARGINAL,42.0,single,recency,2.2801135166848465,2.5218312848404154,1.1810510465020576,1.639909374074074,1.690430196,0.5894843088,-10.601128688847588,-38.85169306873113,-65.12814843257803
bidirectional_lstm,00_04,POS,MARGINAL,168.0,single,ensemble,2.504745161782159,3.621198836956565,1.5054084218107,2.7836177893004117,0.8073185011999999,0.4010848896,-44.573543536861635,-84.90781298754034,-50.3188779888202
bidirectional_lstm,00_04,POS,MARGINAL,168.0,single,recency,2.504745161782159,2.560874986572607,1.5054084218107,1.6192103419753086,0.8073185011999999,0.622836572,-2.2409395433470247,-7.559537897876776,-22.851195522682268
bidirectional_lstm,04_08,NEG,AVERAGE,42.0,single,ensemble,1.3930447772982,1.3239806822682858,0.7896610823045268,0.799863204526749,5.731239528000001,5.4239925956,4.95777997630941,-1.2919621405740993,-5.360915922270294
bidirectional_lstm,04_08,NEG,AVERAGE,42.0,single,recency,1.3930447772982,1.2336052757938476,0.7896610823045268,0.6694455666666667,5.731239528000001,5.8229781112,11.445396738329123,15.223684987365244,1.6006761321318084
bidirectional_lstm,04_08,NEG,AVERAGE,168.0,single,ensemble,1.2620854184493189,1.3714897870829657,0.6654986345679013,0.9396950082304528,5.7787242148,4.7927630932,-8.66853915229194,-41.20164331224862,-17.06191686868941
bidirectional_lstm,04_08,NEG,AVERAGE,168.0,single,recency,1.2620854184493189,1.3135405209099225,0.6654986345679013,0.7286129888888889,5.7787242148,5.630250007200001,-4.076990487999196,-9.483769168357034,-2.569325028866052
bidirectional_lstm,04_08,NEG,MARGINAL,42.0,single,ensemble,4.864172424049828,4.777431291524398,2.060520518930041,2.0047125613168726,3.7020608948,3.7451201016,1.7832659898435608,2.708439789871526,1.1631144928081045
bidirectional_lstm,04_08,NEG,MARGINAL,42.0,single,recency,4.864172424049828,4.748570917195579,2.060520518930041,1.870406888888889,3.7020608948,3.402309212,2.376591468729252,9.226485652269638,-8.09688687782089
bidirectional_lstm,04_08,NEG,MARGINAL,168.0,single,ensemble,4.612845923782081,4.630062629217984,1.9283380251028803,1.8584940176954727,3.6082425484,2.5514621744,-0.37323391503583786,3.6219794713471614,-29.287952786561068
bidirectional_lstm,04_08,NEG,MARGINAL,168.0,single,recency,4.612845923782081,4.638323771453759,1.9283380251028803,1.897221927983539,3.6082425484,2.4595640192,-0.5523238385293567,1.6136225451282733,-31.83484795691901
bidirectional_lstm,04_08,POS,AVERAGE,42.0,single,ensemble,4.538580488037006,4.128990662229034,2.4067110065843624,2.046859256790124,7.7826934992,7.4602514632,9.024624040216693,14.952013299882863,-4.143064814683304
bidirectional_lstm,04_08,POS,AVERAGE,42.0,single,recency,4.538580488037006,4.008741253097145,2.4067110065843624,1.968405636213992,7.7826934992,6.919432013600001,11.674117851086596,18.21179897259121,-11.092065821283281
bidirectional_lstm,04_08,POS,AVERAGE,168.0,single,ensemble,4.04884205393861,4.162750695758668,1.8800466308641972,2.1956875041152264,6.466335474,7.464240606400001,-2.8133634333611846,-16.788991723356308,15.432313037459963
bidirectional_lstm,04_08,POS,AVERAGE,168.0,single,recency,4.04884205393861,4.170380390603363,1.8800466308641972,2.1605704979423868,6.466335474,7.607770426800001,-3.0018048381641296,-14.921112193331169,17.65196002263586
bidirectional_lstm,04_08,POS,MARGINAL,42.0,single,ensemble,20.569654509958895,20.73716085793697,4.70035629835391,5.259448504115227,4.468203480000001,5.8355102028,-0.8143371970442045,-11.894677132393435,30.600815941354565
bidirectional_lstm,04_08,POS,MARGINAL,42.0,single,recency,20.569654509958895,20.772483756475022,4.70035629835391,5.185502816460906,4.468203480000001,6.116147980399999,-0.9860605408706653,-10.321483889995676,36.881590280664625
bidirectional_lstm,04_08,POS,MARGINAL,168.0,single,ensemble,20.594109208429018,20.60842721519604,4.956558990946503,5.114325686008231,3.893757922,5.9012872976,-0.06952476857393475,-3.1829883463487385,51.55763187683859
bidirectional_lstm,04_08,POS,MARGINAL,168.0,single,recency,20.594109208429018,20.540523834254685,4.956558990946503,5.088419275308643,3.893757922,5.5758702616,0.260197581900752,-2.6603190762581783,43.20022901516168
bidirectional_lstm,08_12,NEG,AVERAGE,42.0,single,ensemble,3.2046873033339764,4.864025171599868,1.823850702057613,2.758669827572016,8.4524105088,8.183844698800002,-51.7784642058403,-51.255243889193814,-3.177387204755239
bidirectional_lstm,08_12,NEG,AVERAGE,42.0,single,recency,3.2046873033339764,3.970945559340088,1.823850702057613,2.125465097942387,8.4524105088,8.679601368,-23.910546754715803,-16.53723057180622,2.687882456294173
bidirectional_lstm,08_12,NEG,AVERAGE,168.0,single,ensemble,3.4729073379976945,4.570586186692925,1.8649088497942383,2.5755839522633748,8.832194736000002,8.1010841236,-31.606914376474478,-38.107766100608494,-8.277790903092264
bidirectional_lstm,08_12,NEG,AVERAGE,168.0,single,recency,3.4729073379976945,3.832496762748471,1.8649088497942383,2.108781370781893,8.832194736000002,8.664288614000002,-10.354132424336374,-13.076913706241577,-1.9010690662833198
bidirectional_lstm,08_12,NEG,MARGINAL,42.0,single,ensemble,16.326751216815833,16.351759090432328,5.428874651440329,5.645306388065843,7.6058425612,7.955328136,-0.15317115624777905,-3.986677728285606,4.594961991230864
bidirectional_lstm,08_12,NEG,MARGINAL,42.0,single,recency,16.326751216815833,16.726220020916394,5.428874651440329,5.91518216872428,7.6058425612,7.6084888196,-2.44671336505162,-8.957796016803025,0.034792442503333076
bidirectional_lstm,08_12,NEG,MARGINAL,168.0,single,ensemble,15.95845299892038,16.961909926932158,4.8988328806584365,6.396474941152262,6.3210166028,7.6067694292,-6.287933599075444,-30.571405413865282,20.340918355291993
bidirectional_lstm,08_12,NEG,MARGINAL,168.0,single,recency,15.95845299892038,15.915412880615566,4.8988328806584365,5.32937688106996,6.3210166028,7.477818481200001,0.269701068817423,-8.78870561417591,18.300883403590106
bidirectional_lstm,08_12,POS,AVERAGE,42.0,single,ensemble,7.269026284816692,7.388297565176306,3.536216150617284,3.5728429222222227,11.8106857628,11.522174932,-1.6408150925075633,-1.0357616741992728,-2.442794911271957
bidirectional_lstm,08_12,POS,AVERAGE,42.0,single,recency,7.269026284816692,7.235902118687973,3.536216150617284,3.406152337037037,11.8106857628,11.791399756,0.4556891780389939,3.678050436977473,-0.163292861966955
bidirectional_lstm,08_12,POS,AVERAGE,168.0,single,ensemble,7.666502044212468,8.52392154932156,3.506134426748971,3.9047810057613166,13.2587241448,12.8112044672,-11.18397282312562,-11.36997417928401,-3.3752846255234568
bidirectional_lstm,08_12,POS,AVERAGE,168.0,single,recency,7.666502044212468,8.047954807078975,3.506134426748971,3.91449307037037,13.2587241448,11.006318603200002,-4.975577658059458,-11.64697623987126,-16.98810169818172
bidirectional_lstm,08_12,POS,MARGINAL,42.0,single,ensemble,16.42812620129535,17.274671847545097,6.909416277777778,7.17672332962963,8.2942325436,11.0818811076,-5.1530261934742025,-3.8687356660152514,33.60948164096275
bidirectional_lstm,08_12,POS,MARGINAL,42.0,single,recency,16.42812620129535,16.623171370614436,6.909416277777778,6.773637788888888,8.2942325436,9.4396653172,-1.1872636412039974,1.9651224275715362,13.809991070045886
bidirectional_lstm,08_12,POS,MARGINAL,168.0,single,ensemble,16.861063420560452,17.04484023922748,6.92575555473251,7.636297190946502,8.530010576799999,8.728939165200002,-1.0899479711518623,-10.259409686044494,2.3321024822765253
bidirectional_lstm,08_12,POS,MARGINAL,168.0,single,recency,16.861063420560452,16.378224894065774,6.92575555473251,7.566352597530864,8.530010576799999,7.422040282,2.863630332508582,-9.249489643922255,-12.989084653815864
bidirectional_lstm,12_16,NEG,AVERAGE,42.0,single,ensemble,6.125675741340247,5.383989189121413,3.61014997037037,2.889693888888889,19.4047761316,18.990045026400004,12.107832401467581,19.95640312437127,-2.1372630242542154
bidirectional_lstm,12_16,NEG,AVERAGE,42.0,single,recency,6.125675741340247,5.34514216056415,3.61014997037037,2.9500886913580247,19.4047761316,18.6520395464,12.74199963782809,18.283486404434022,-3.8791304784711858
bidirectional_lstm,12_16,NEG,AVERAGE,168.0,single,ensemble,5.372996523585457,5.983848008215485,2.818151474074074,3.3606622307407408,19.850395180400003,19.447495439320004,-11.368916431429222,-19.250588964346317,-2.029681209963096
bidirectional_lstm,12_16,NEG,AVERAGE,168.0,single,recency,5.372996523585457,5.487514993389176,2.818151474074074,2.666344544444444,19.850395180400003,19.98015872600001,-2.1313706290526233,5.3867555036056975,0.6537076185170019
bidirectional_lstm,12_16,NEG,MARGINAL,42.0,single,ensemble,27.886766251002477,28.33897484389549,7.892311750205761,8.077157892592592,14.007419830399998,16.7686045368,-1.621588494064835,-2.3421039137488644,19.712300622327778
bidirectional_lstm,12_16,NEG,MARGINAL,42.0,single,recency,27.886766251002477,27.77161870139801,7.892311750205761,7.71903883292181,14.007419830399998,14.427194704,0.41291108681462696,2.195464684722236,2.996803684637004
bidirectional_lstm,12_16,NEG,MARGINAL,168.0,single,ensemble,26.83587521327265,28.917794822926005,7.412594322222223,7.955728448971194,18.331733658,16.80256821,-7.757971719229288,-7.327179974232628,-8.341630292739225
bidirectional_lstm,12_16,NEG,MARGINAL,168.0,single,recency,26.83587521327265,28.43900703362225,7.412594322222223,7.617303444032921,18.331733658,12.4040738816,-5.97383840701686,-2.7616393520552047,-32.33551112506568
bidirectional_lstm,12_16,POS,AVERAGE,42.0,single,ensemble,15.15661437223671,15.261327540825045,3.0535654185185184,3.5381754353909467,9.4262030252,6.601735792399999,-0.6908743998933176,-15.870300794392147,-29.963997436179486
bidirectional_lstm,12_16,POS,AVERAGE,42.0,single,recency,15.15661437223671,15.192203918918484,3.0535654185185184,2.987189098765432,9.4262030252,8.8820257264,-0.23481198246334636,2.1737317088588743,-5.773027563115249
bidirectional_lstm,12_16,POS,AVERAGE,168.0,single,ensemble,15.833498794901551,15.448724716893992,3.706976652674897,3.2103422724279835,7.1325730068,8.3150087212,2.43012667630643,13.397289132871922,16.577968613468062
bidirectional_lstm,12_16,POS,AVERAGE,168.0,single,recency,15.833498794901551,15.36655821526596,3.706976652674897,3.08216438436214,7.1325730068,9.2197271268,2.949067579339753,16.855036512353053,29.26228891046982
bidirectional_lstm,12_16,POS,MARGINAL,42.0,single,ensemble,92.40362352854744,92.24553321082864,12.31948951728395,12.890627293004115,6.4374480488,3.6408626812,0.1710867081635182,-4.636050665239603,-43.442453382149
bidirectional_lstm,12_16,POS,MARGINAL,42.0,single,recency,92.40362352854744,92.273136696936,12.31948951728395,12.605155969958847,6.4374480488,3.5442226112,0.14121397692929452,-2.318817287632855,-44.943670467978755
bidirectional_lstm,12_16,POS,MARGINAL,168.0,single,ensemble,92.85512293092384,92.9707758136774,12.825531509465025,12.775443981481482,5.3727028584,6.330650240400001,-0.12455196773537303,0.3905298423428215,17.829896929853266
bidirectional_lstm,12_16,POS,MARGINAL,168.0,single,recency,92.85512293092384,92.90667071548808,12.825531509465025,12.380588811522632,5.3727028584,6.9853690484,-0.055514206364879,3.4691950007220576,30.015919966217048
bidirectional_lstm,16_20,NEG,AVERAGE,42.0,single,ensemble,1.5822487515581312,1.429256402780828,0.923164761728395,0.8805981738271604,5.65929854928,4.90704714824,9.669298119315481,4.610941585501952,-13.292308127757357
bidirectional_lstm,16_20,NEG,AVERAGE,42.0,single,recency,1.5822487515581312,1.5926262085263223,0.923164761728395,1.016098797201646,5.65929854928,4.50654395288,-0.6558676034960917,-10.066895891829237,-20.36921336384803
bidirectional_lstm,16_20,NEG,AVERAGE,168.0,single,ensemble,1.419971769451854,1.576726732256457,0.8629250869958849,1.0738494460493826,5.04415892064,4.693599825080001,-11.039301356330096,-24.44295133286623,-6.94980275354847
bidirectional_lstm,16_20,NEG,AVERAGE,168.0,single,recency,1.419971769451854,1.46737857338497,0.8629250869958849,0.9357231495884776,5.04415892064,4.7207586656,-3.3385736923077123,-8.436197265515338,-6.411381166376243
bidirectional_lstm,16_20,NEG,MARGINAL,42.0,single,ensemble,3.893987136163868,4.208613060910006,1.859261264403292,2.013851860493827,3.52943504564,3.654725639200001,-8.079788498122497,-8.314624687249061,3.5498767349402125
bidirectional_lstm,16_20,NEG,MARGINAL,42.0,single,recency,3.893987136163868,4.1853469717931615,1.859261264403292,2.221474504320988,3.52943504564,2.8734068631600005,-7.482300928100257,-19.481567590983182,-18.58734256323566
bidirectional_lstm,16_20,NEG,MARGINAL,168.0,single,ensemble,3.904776411615641,3.963404196044242,1.7702605276543208,2.202458474526749,3.98897888372,2.47476162176,-1.5014376816608273,-24.414369530405278,-37.96002200312195
bidirectional_lstm,16_20,NEG,MARGINAL,168.0,single,recency,3.904776411615641,3.9897744601942313,1.7702605276543208,1.9752455564609053,3.98897888372,3.2102879172000005,-2.176771205791559,-11.579370697385391,-19.521060131404262
bidirectional_lstm,16_20,POS,AVERAGE,42.0,single,ensemble,18.46231476388326,19.165763454430028,7.832208868312758,7.872591973251029,17.231367542,17.644215957999997,-3.8101868565413226,-0.5156030133676742,2.395912077168063
bidirectional_lstm,16_20,POS,AVERAGE,42.0,single,recency,18.46231476388326,17.639443664209388,7.832208868312758,7.256635333333333,17.231367542,16.875651484000002,4.4570310397025965,7.348802166245314,-2.064351869536593
bidirectional_lstm,16_20,POS,AVERAGE,168.0,single,ensemble,18.35108983034612,19.44576824286707,7.371541691358023,8.298429080246914,16.668535230000003,16.874379332000004,-5.965195651272696,-12.573860770203888,1.2349261597355146
bidirectional_lstm,16_20,POS,AVERAGE,168.0,single,recency,18.35108983034612,17.27248525367781,7.371541691358023,7.440115660493827,16.668535230000003,15.555787348,5.877605017685015,-0.9302527477555543,-6.675738849549784
bidirectional_lstm,16_20,POS,MARGINAL,42.0,single,ensemble,34.809617586343045,35.06218896409354,13.902317041152264,13.753035236625516,11.288153472,15.703860591999998,-0.7255792946417886,1.0737908226726411,39.118064180763106
bidirectional_lstm,16_20,POS,MARGINAL,42.0,single,recency,34.809617586343045,33.189227521014026,13.902317041152264,13.51421214197531,11.288153472,13.334472797999998,4.655006798939243,2.791656225563867,18.128025377010033
bidirectional_lstm,16_20,POS,MARGINAL,168.0,single,ensemble,34.168396749414214,34.74135500500751,13.402342228395062,13.98883181893004,12.868216698,15.17432734,-1.6768660812366682,-4.3760230901461625,17.920980786393034
bidirectional_lstm,16_20,POS,MARGINAL,168.0,single,recency,34.168396749414214,33.2914695177086,13.402342228395062,14.056875236625514,12.868216698,11.290091058,2.5664863298587433,-4.883721047233938,-12.263747782901998
bidirectional_lstm,20_24,NEG,AVERAGE,42.0,single,ensemble,0.5737068617528142,0.6705151715045546,0.3840573782716049,0.388025733744856,1.7934230975999998,1.83991104836,-16.874176727809655,-1.0332715103951648,2.592135164435625
bidirectional_lstm,20_24,NEG,AVERAGE,42.0,single,recency,0.5737068617528142,0.6142556297516779,0.3840573782716049,0.3461745218106996,1.7934230975999998,1.94193962604,-7.067854805671557,9.86385332092608,8.281176295696666
bidirectional_lstm,20_24,NEG,AVERAGE,168.0,single,ensemble,0.6068173540373276,0.6973774857704893,0.371888884855967,0.496136367201646,1.80971940388,1.49515169904,-14.923787385222177,-33.40984025209578,-17.382125879049177
bidirectional_lstm,20_24,NEG,AVERAGE,168.0,single,recency,0.6068173540373276,0.5803306326099413,0.371888884855967,0.3481517987242798,1.80971940388,1.86644944208,4.364858923556262,6.382843666026905,3.134742219062911
bidirectional_lstm,20_24,NEG,MARGINAL,42.0,single,ensemble,1.7869017071934603,1.800187639475569,1.0323522767407407,0.9928773345679012,1.026786699888,1.12545723432,-0.7435178011540285,3.823786033336085,9.609642824820659
bidirectional_lstm,20_24,NEG,MARGINAL,42.0,single,recency,1.7869017071934603,1.7927814659828378,1.0323522767407407,0.9914782081234568,1.026786699888,1.018312927784,-0.32904768996009154,3.959314038259134,-0.8252709257847151
bidirectional_lstm,20_24,NEG,MARGINAL,168.0,single,ensemble,1.7991018586111345,1.7983921994566416,0.9250249761728394,1.0186785041563786,0.91866420476,1.00334751644,0.03944519044856511,-10.12443235543947,9.218092012426185
bidirectional_lstm,20_24,NEG,MARGINAL,168.0,single,recency,1.7991018586111345,1.7583156897332974,0.9250249761728394,0.8864415957201647,0.91866420476,1.28015517944,2.267029444865508,4.171063641147079,39.349630997589486
bidirectional_lstm,20_24,POS,AVERAGE,42.0,single,ensemble,2.945118377914935,3.410733670690131,2.0498837423868315,2.2009369699588475,9.9507333436,12.201830744400002,-15.809730986257991,-7.36886802156563,22.622427142496367
bidirectional_lstm,20_24,POS,AVERAGE,42.0,single,recency,2.945118377914935,2.620794653212965,2.0498837423868315,1.7219803316872428,9.9507333436,13.0629787656,11.01224749178273,15.996195487544401,31.276543291170594
bidirectional_lstm,20_24,POS,AVERAGE,168.0,single,ensemble,2.5876673894506346,5.416005377449893,1.6510882057613168,3.863813049794239,12.851805387200002,9.8183917224,-109.3006774954844,-134.01614985267457,-23.60301586749196
bidirectional_lstm,20_24,POS,AVERAGE,168.0,single,recency,2.5876673894506346,4.454075198042033,1.6510882057613168,3.000807571193416,12.851805387200002,11.2639944328,-72.12703673587816,-81.74725982066741,-12.354769672916245
bidirectional_lstm,20_24,POS,MARGINAL,42.0,single,ensemble,5.134470344347236,6.366535084000311,2.928629844444444,4.046394775308642,8.1921040868,8.7146158088,-23.995946164330448,-38.16682169597419,6.378235877665742
bidirectional_lstm,20_24,POS,MARGINAL,42.0,single,recency,5.134470344347236,5.734393240867755,2.928629844444444,3.366796822222222,8.1921040868,8.4845537792,-11.684221668180438,-14.961500805879332,3.5698971753938817
bidirectional_lstm,20_24,POS,MARGINAL,168.0,single,ensemble,5.311952628306451,8.052670489115608,2.967475540329218,5.578015102057614,10.219186688000002,7.893635482800001,-51.59529936702293,-87.97172971605275,-22.756715149658703
bidirectional_lstm,20_24,POS,MARGINAL,168.0,single,recency,5.311952628306451,6.758601637080763,2.967475540329218,4.31285494526749,10.219186688000002,8.882648776,-27.233846195566137,-45.33750612781841,-13.078711181286545
lstm,00_04,NEG,AVERAGE,42.0,single,ensemble,2.924727419843662,2.9758560092691315,1.5881832267489708,1.5614393761316872,4.955004720400001,5.3417598008,-1.7481488729025774,1.6839272803572325,7.8053423200125245
lstm,00_04,NEG,AVERAGE,42.0,single,recency,2.924727419843662,2.98144570563613,1.5881832267489708,1.6491672292181072,4.955004720400001,4.8370860376,-1.9392674136962746,-3.8398593715141627,-2.379789514922637
lstm,00_04,NEG,AVERAGE,168.0,single,ensemble,2.792406678731674,2.961905284111644,1.5496979316872432,1.5429934522633746,5.0020493872,5.635549698799999,-6.069982809844777,0.43263137200996993,12.664815209963662
lstm,00_04,NEG,AVERAGE,168.0,single,recency,2.792406678731674,2.89509370414888,1.5496979316872432,1.5913577465020576,5.0020493872,5.1864221312000005,-3.6773664165509956,-2.688253882449015,3.6859440946705115
lstm,00_04,NEG,MARGINAL,42.0,single,ensemble,6.832961436496509,6.928862797994716,3.412589585596709,3.664477521399177,3.68182091,3.6327266372000007,-1.4035109430879331,-7.381137681061757,-1.3334237052828088
lstm,00_04,NEG,MARGINAL,42.0,single,recency,6.832961436496509,6.885816317462088,3.412589585596709,3.670799500823045,3.68182091,3.3351200392,-0.7735281613513562,-7.566392288019205,-9.416559883679945
lstm,00_04,NEG,MARGINAL,168.0,single,ensemble,7.069956990553943,7.234690365005315,3.453649833744856,3.407787533333334,3.4476791120000003,3.5403002728,-2.330047759434319,1.3279371858551339,2.6864785785203265
lstm,00_04,NEG,MARGINAL,168.0,single,recency,7.069956990553943,6.9570564911088,3.453649833744856,3.5040807333333337,3.4476791120000003,3.2841436208,1.5969050391110917,-1.4602204049677718,-4.743350117207782
lstm,00_04,POS,AVERAGE,42.0,single,ensemble,0.8727356995385472,1.788614144631406,0.4993439534979424,1.4407067847736628,2.8879278844000003,1.0315669028000003,-104.94339186275101,-188.5199219258393,-64.2800324629879
lstm,00_04,POS,AVERAGE,42.0,single,recency,0.8727356995385472,1.1086066574343865,0.4993439534979424,0.7168295502057612,2.8879278844000003,2.1180667612,-27.02661963072604,-43.55426659005594,-26.657906776641948
lstm,00_04,POS,AVERAGE,168.0,single,ensemble,1.1988230279026886,1.953102349987152,0.7288982860082305,1.5781000600823043,2.3954933292000007,0.9299569524,-62.91832109732298,-116.50483892954098,-61.17889617707395
lstm,00_04,POS,AVERAGE,168.0,single,recency,1.1988230279026886,1.2752194043156642,0.7288982860082305,0.8530878790123456,2.3954933292000007,1.9898719128,-6.3726150261418635,-17.03798669691382,-16.93268820479087
lstm,00_04,POS,MARGINAL,42.0,single,ensemble,2.698180228560408,4.170467106450562,1.710374314814815,3.565407708641976,0.687512072,0.4249391036,-54.565920478769506,-108.45774388444373,-38.1917611477228
lstm,00_04,POS,MARGINAL,42.0,single,recency,2.698180228560408,2.704894440426298,1.710374314814815,1.9928137769547325,0.687512072,0.5252285812,-0.24884223058265242,-16.513312886746533,-23.604456911994404
lstm,00_04,POS,MARGINAL,168.0,single,ensemble,2.168868885374506,4.74954984430752,1.1174953625514406,4.045256163786008,1.4965896152,0.3757298656,-118.98741211769466,-261.99310523758857,-74.89426214214453
lstm,00_04,POS,MARGINAL,168.0,single,recency,2.168868885374506,3.006865748827075,1.1174953625514406,2.235298686831276,1.4965896152,0.4757494944,-38.637506817654824,-100.02755821086289,-68.21109210112873
lstm,04_08,NEG,AVERAGE,42.0,single,ensemble,1.2828869922432586,1.2887524684704752,0.7273087757201647,0.7636426740740743,5.524831678000001,5.3758957052000005,-0.457209112157274,-4.995663405536739,-2.6957558434416495
lstm,04_08,NEG,AVERAGE,42.0,single,recency,1.2828869922432586,1.2291881086350638,0.7273087757201647,0.6642668580246914,5.524831678000001,5.6904181904,4.185784401344415,8.667834047932477,2.9971322576100947
lstm,04_08,NEG,AVERAGE,168.0,single,ensemble,1.4200978148988912,1.2359127055471788,0.8099964082304526,0.7082078395061727,5.5146751768,5.6048822976,12.96988893436373,12.566545689585324,1.6357648983479058
lstm,04_08,NEG,AVERAGE,168.0,single,recency,1.4200978148988912,1.2358082410918003,0.8099964082304526,0.6390415818930041,5.5146751768,5.7745762128,12.977245079432222,21.105627704068787,4.71289836060323
lstm,04_08,NEG,MARGINAL,42.0,single,ensemble,4.624151649208637,4.64891246247407,1.946676262962963,1.972185140329218,3.30662796,2.5798758636000003,-0.5354671547086899,-1.310381076277622,-21.97864728634303
lstm,04_08,NEG,MARGINAL,42.0,single,recency,4.624151649208637,4.643529685923955,1.946676262962963,1.9762358835390947,3.30662796,2.3410024956,-0.41906144489517044,-1.518466174295469,-29.202724832702376
lstm,04_08,NEG,MARGINAL,168.0,single,ensemble,4.71934725146008,5.003202915775354,1.8890573197530864,2.208911719341564,3.3224894944,3.761610551600001,-6.014722994317786,-16.931958402950155,13.2166274096617
lstm,04_08,NEG,MARGINAL,168.0,single,recency,4.71934725146008,4.681435304864794,1.8890573197530864,1.8673949744855969,3.3224894944,3.4557778584,0.8033303034345839,1.1467277906803264,4.011701593779455
lstm,04_08,POS,AVERAGE,42.0,single,ensemble,4.053976647310631,4.010447676786607,2.02971902962963,1.8588756164609053,5.985780200400001,7.199283332,1.073735107795965,8.417096685539725,20.273098760273676
lstm,04_08,POS,AVERAGE,42.0,single,recency,4.053976647310631,3.965547740983428,2.02971902962963,1.7696272786008231,5.985780200400001,7.49253985,2.181288004849913,12.814175126311284,25.17231838047294
lstm,04_08,POS,AVERAGE,168.0,single,ensemble,4.186935966262681,4.108551413569608,2.033529458436214,2.051574552263374,7.658025324,7.2893923112,1.8721220798377676,-0.8873780388230433,-4.813682342427303
lstm,04_08,POS,AVERAGE,168.0,single,recency,4.186935966262681,4.1303157325737,2.033529458436214,2.0897505913580248,7.658025324,7.380283248400001,1.3523071321179236,-2.7647070805182654,-3.6268106182616515
lstm,04_08,POS,MARGINAL,42.0,single,ensemble,20.62986544067053,20.575950514719388,4.933904830041152,4.913398519341564,4.6719947436,5.1388405092000005,0.26134405047962156,0.4156203130374716,9.992429170420534
lstm,04_08,POS,MARGINAL,42.0,single,recency,20.62986544067053,20.584200163775897,4.933904830041152,4.9449537732510285,4.6719947436,5.548795038000001,0.2213551854032383,-0.22393912307757247,18.76715070369243
