MODEL,MODEL_BASE,MODEL_NAME,MODEL_GROUP,PRODUCT,PRODUCT_SIGN,PRICE_TYPE,LOOKBACK,STRATEGY,LEVEL_BIN,N_OBSERVATIONS,BIN_MIN_ACTUAL,BIN_MAX_ACTUAL,BIN_MEAN_ACTUAL,MAE,RMSE,MEAN_ERROR
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,ensemble,"(17.878, 21.914]",49,17.889996,21.9,20.059794836734692,2.883610081632653,3.5339834666757497,-1.3120827346938775
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,ensemble,"(21.914, 31.5]",48,21.969997,31.289995,25.868330458333332,5.6821709375000005,6.8127140301663625,-4.347957354166667
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,ensemble,"(31.5, 176.64]",49,31.63999,176.64,61.83162765306123,29.001851551020405,42.501923554575335,-27.555645755102038
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,ensemble,"(8.589, 14.988]",49,8.590001,14.9800005,13.078979142857143,1.7605508061224486,2.048752561711776,0.2637237857142856
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,ensemble,"(16.94, 20.628]",48,17.0,20.579998,18.818749645833332,3.1283181041666666,4.588784272809922,2.102103645833333
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,ensemble,"(20.628, 26.5]",49,20.64,26.38,23.457754040816326,4.108832183673469,5.783875327056629,0.050455326530612236
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,ensemble,"(26.5, 40.66]",48,26.979996,40.000008,32.019374750000004,8.032130979166666,9.66847119306427,-5.0778826875
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,ensemble,"(40.66, 327.87]",49,41.1,327.86996,94.3106151632653,52.47194310204082,76.38702044734276,-48.619253142857126
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,ensemble,"(9.929, 16.94]",49,9.929998,16.9,14.684692948979594,1.8597262653061224,2.217224664319349,1.0460861224489795
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,20_24,NEG,AVERAGE,168.0,ensemble,"(0.739, 1.114]",49,0.74,1.1099999,0.9551020479591836,0.31160927714285713,0.40165992225540265,0.24797177265306117
bidirectional_lstm_ts168_ensemble,bidirectional_lstm,"BiLSTM (168 TimeSteps), Ensemble",DEEP_LEARNING,20_24,NEG,AVERAGE,168.0,ensemble,"(1.114, 1.564]",48,1.12,1.54,1.3208332833333334,0.46341019895833324,0.5941430301433107,0.44834130937499994
