MODEL,MODEL_BASE,MODEL_NAME,MODEL_GROUP,PRODUCT,PRODUCT_SIGN,PRICE_TYPE,LOOKBACK,STRATEGY,LEVEL_BIN,N_OBSERVATIONS,BIN_MIN_ACTUAL,BIN_MAX_ACTUAL,BIN_MEAN_ACTUAL,MAE,RMSE,MEAN_ERROR
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,NEG,MARGINAL,168.0,single,"(16.048, 63.18]",49,16.16,63.18,27.61061242857143,10.519835202040818,14.33567618743881,-9.04630234489796
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,NEG,MARGINAL,168.0,single,"(3.658, 5.428]",48,3.7000003,5.42,4.383541833333333,0.5836698416666667,0.8134251781500732,0.10075465416666667
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,NEG,MARGINAL,168.0,single,"(5.428, 9.06]",49,5.4299994,9.030001,7.12489817755102,0.970041718367347,1.1885130956904577,-0.5089123918367348
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,NEG,MARGINAL,168.0,single,"(9.06, 16.048]",48,9.18,15.880003,11.791667354166668,1.9584497729166666,2.6980622714122746,-1.3732633770833338
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,POS,AVERAGE,168.0,single,"(1.8390000000000002, 2.614]",49,1.84,2.6100004,2.3400000530612246,0.35404473673469383,0.45999632348173974,0.33529808367346936
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,POS,AVERAGE,168.0,single,"(2.614, 3.076]",48,2.62,3.0600002,2.819374977083333,0.36999470624999997,0.582756866565338,0.24320174791666668
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,POS,AVERAGE,168.0,single,"(3.076, 4.554]",49,3.0799997,4.55,3.869999808163265,0.45660459387755103,0.9475633354469454,0.2509165367346939
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,POS,AVERAGE,168.0,single,"(4.554, 5.15]",49,4.57,5.1499996,4.89653016122449,0.5745256959183673,0.7666875382194657,0.41623776938775503
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,POS,AVERAGE,168.0,single,"(5.15, 17.85]",48,5.19,17.85,6.429999479166667,0.9189290791666668,1.6795006825401668,0.2899399291666666
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,POS,MARGINAL,168.0,single,"(1.979, 3.0]",50,1.9800001,2.9999995,2.688599908,0.48381228800000003,0.6752626675971383,0.409354516
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,POS,MARGINAL,168.0,single,"(3.0, 3.708]",47,3.0099998,3.6999998,3.3253189872340427,0.6455689893617022,1.2227302701273284,0.5291735468085106
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,POS,MARGINAL,168.0,single,"(3.708, 5.06]",50,3.7099998,5.06,4.536799954,0.75567681,1.1281955035879683,0.48139760600000003
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,POS,MARGINAL,168.0,single,"(5.06, 6.022]",47,5.0699997,6.01,5.5238298170212765,1.2068303255319148,2.2149854218413525,1.0339271425531917
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,POS,MARGINAL,168.0,single,"(6.022, 34.46]",49,6.03,34.460003,8.40265298367347,2.4667501653061223,3.996526187692393,-0.9336070673469385
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,AVERAGE,168.0,single,"(1.5890000000000002, 3.214]",49,1.5899999,3.2100003,2.568163132653061,0.2723089918367347,0.34120444259890254,0.14559858775510207
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,AVERAGE,168.0,single,"(3.214, 4.448]",48,3.2200003,4.4400005,3.792083491666667,0.25107594166666664,0.36290260920592105,0.13693563749999998
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,AVERAGE,168.0,single,"(4.448, 5.592]",49,4.4500003,5.5699997,5.048367602040816,0.3909633714285714,0.5624229129534668,0.06505354285714285
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,AVERAGE,168.0,single,"(5.592, 8.624]",48,5.6800003,8.6,6.7956253625,0.5679741083333335,0.7971172791507689,-0.1930557749999999
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,AVERAGE,168.0,single,"(8.624, 19.53]",49,8.64,19.529997,13.094694285714285,1.8349841857142857,2.408778938579171,-0.7208113693877549
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,MARGINAL,168.0,single,"(1.959, 3.784]",49,1.9600003,3.7800002,3.071224630612245,0.597434712244898,0.930716807757477,0.5304202224489796
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,MARGINAL,168.0,single,"(12.582, 62.23]",49,12.6100025,62.22998,20.93938756122449,5.119851216326531,9.760103749219933,-1.7711973591836732
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,MARGINAL,168.0,single,"(3.784, 5.25]",49,3.7900002,5.2500005,4.552653291836735,0.5840281265306123,0.8473325382716337,0.2211098897959184
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,MARGINAL,168.0,single,"(5.25, 7.242]",48,5.26,7.2400007,6.2337500708333335,0.7571867229166666,0.9532992094184853,0.29705781041666657
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,MARGINAL,168.0,single,"(7.242, 12.582]",48,7.2500005,12.54,9.263750447916665,1.7475055333333334,2.236207978366079,0.009296312500000126
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,POS,AVERAGE,168.0,single,"(11.234, 13.612]",48,11.249998,13.569997,12.4472908125,1.3781996458333332,1.917234750683944,0.2032553541666666
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,POS,AVERAGE,168.0,single,"(13.612, 51.57]",49,13.64,51.569984,17.557550265306123,4.1511638265306114,7.953253795705678,-2.6687404591836734
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,POS,AVERAGE,168.0,single,"(2.839, 7.388]",49,2.84,7.379999,5.50387698367347,0.9026033795918366,1.0661638234340844,0.7913543632653061
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,POS,AVERAGE,168.0,single,"(7.388, 9.658]",48,7.4000006,9.65,8.608124208333333,1.3979085083333336,1.7521330389080123,1.3055701875
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,POS,AVERAGE,168.0,single,"(9.658, 11.234]",49,9.659998,11.23,10.438162653061225,1.0811973040816327,1.477739333725988,0.589320430612245
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,POS,MARGINAL,168.0,single,"(10.548, 13.016]",49,10.559999,13.009998,11.796734275510206,1.7453963591836734,2.1269885234419696,-0.7108952367346938
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,POS,MARGINAL,168.0,single,"(13.016, 16.802]",48,13.040002,16.729998,14.502082625,2.86515225,3.434007539302439,-1.6499933333333334
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,POS,MARGINAL,168.0,single,"(16.802, 304.39]",49,16.85,304.38998,31.03897855102041,15.81887524897959,45.14318742235241,-14.33973810612245
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,POS,MARGINAL,168.0,single,"(3.2390000000000003, 8.28]",49,3.2399995,8.2,6.259591726530612,1.3929502877551023,1.9243678257119219,1.0589102306122449
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,POS,MARGINAL,168.0,single,"(8.28, 10.548]",48,8.400001,10.499997,9.603124458333333,1.8125601875000001,2.5714915661587443,0.8130791458333334
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,AVERAGE,168.0,single,"(1.1190000000000002, 1.95]",49,1.12,1.9099998,1.53571423877551,0.15531502448979592,0.21946998789009667,-0.04311142857142858
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,AVERAGE,168.0,single,"(1.95, 3.86]",48,2.0099998,3.7800002,2.9133332520833335,0.323105975,0.42058946499350475,-0.1028189
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,AVERAGE,168.0,single,"(13.476, 20.62]",48,13.499999,20.589996,17.32229129166667,1.82889353125,2.3256939401524748,-0.8742918229166671
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,AVERAGE,168.0,single,"(20.62, 56.07]",49,20.64,56.070004,27.523057122448982,5.296860306122449,7.448089173145516,-4.866716102040817
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,AVERAGE,168.0,single,"(3.86, 13.476]",49,3.8799996,13.470001,7.83285767755102,1.2386775918367345,1.8724883104831613,-0.345092812244898
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,MARGINAL,168.0,single,"(1.209, 2.702]",49,1.2099999,2.6899998,1.936734781632653,0.39968596326530614,0.5910979801633609,0.26508555102040826
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,MARGINAL,168.0,single,"(16.152, 24.276]",48,16.16,24.180002,20.3629174375,3.20662250625,4.571282992284596,-0.5922270479166665
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,MARGINAL,168.0,single,"(2.702, 4.976]",48,2.72,4.92,3.6560418812499997,0.8725199291666667,1.241547200448459,0.34321157500000005
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,MARGINAL,168.0,single,"(24.276, 217.36]",49,24.34,217.35991,42.57877212244899,16.306872571428574,34.93835018385467,-11.999086938775509
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,MARGINAL,168.0,single,"(4.976, 16.152]",49,4.9900007,16.15,10.053877832653061,2.066715602040816,3.1339412421596355,0.02207769183673457
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,POS,AVERAGE,168.0,single,"(10.86, 14.5]",49,10.95,14.499999,12.998978755102042,1.2878828673469387,1.526335586590383,0.9119042755102039
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,POS,AVERAGE,168.0,single,"(14.5, 17.052]",48,14.510002,17.039999,15.695209083333333,1.5619909791666668,2.1796932188523837,0.7195242291666668
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,POS,AVERAGE,168.0,single,"(17.052, 23.376]",48,17.1,23.099995,19.207916208333334,2.2373153333333335,3.0813435415680557,0.524394791666667
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,POS,AVERAGE,168.0,single,"(23.376, 73.12]",49,23.560001,73.12001,35.020610530612245,10.374771244897959,15.070399345241027,-6.750091734693878
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,POS,AVERAGE,168.0,single,"(4.989, 10.86]",49,4.99,10.800001,8.400203620408163,1.1388071163265305,1.5357791617855376,0.7744032061224492
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,POS,MARGINAL,168.0,single,"(12.464, 16.424]",48,12.470001,16.359999,14.574582927083332,2.419544635416667,2.9348392294658026,1.8740308020833336
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,POS,MARGINAL,168.0,single,"(16.424, 19.222]",49,16.439999,19.219997,17.87550979591837,4.116457448979592,6.300826959582756,3.4020563469387755
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,POS,MARGINAL,168.0,single,"(19.222, 30.39]",48,19.23,30.000006,23.314582875,5.4142379375,7.223021048081129,2.3216091874999996
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,POS,MARGINAL,168.0,single,"(30.39, 150.69]",49,30.65,150.68996,54.69612091836735,23.09472442857143,32.309027942507555,-12.297586755102042
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,POS,MARGINAL,168.0,single,"(5.5889999999999995, 12.464]",49,5.59,12.460001,9.654081434693877,1.435512981632653,2.00437570339325,0.782235475510204
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,AVERAGE,168.0,single,"(1.129, 3.104]",49,1.1299999,3.0800002,2.087346848979592,0.24363428775510204,0.2959325354446258,0.19916138979591835
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,AVERAGE,168.0,single,"(28.748, 46.206]",48,28.859997,45.89999,37.690828395833336,4.385617208333334,5.262383080308044,-4.0841143749999995
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,AVERAGE,168.0,single,"(3.104, 7.14]",48,3.1400003,7.0600004,4.460833425,0.5513623895833333,0.8295820861379813,0.053658139583333264
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,AVERAGE,168.0,single,"(46.206, 72.26]",49,46.410007,72.26001,57.09978881632653,7.952119979591836,9.42545221101155,-6.620267653061224
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,AVERAGE,168.0,single,"(7.14, 28.748]",49,7.1600018,28.719992,16.901835712244896,2.4570996693877554,4.191812275054015,-2.364036853061225
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,MARGINAL,168.0,single,"(1.2890000000000001, 3.958]",49,1.29,3.9300003,2.666122597959184,0.3419835102040816,0.46045626063161055,0.290344963265306
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,MARGINAL,168.0,single,"(3.958, 9.2]",49,4.0,9.200003,5.893265565306122,1.0692033285714286,1.3393120262014953,-0.310861087755102
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,MARGINAL,168.0,single,"(34.588, 56.614]",48,34.940002,55.960003,45.23312145833333,8.546184916666666,9.70389241137243,-7.31541725
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,MARGINAL,168.0,single,"(56.614, 388.0]",49,57.04999,387.99994,79.12590712244898,23.087088979591833,57.81402794425979,-12.390061795918367
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,MARGINAL,168.0,single,"(9.2, 34.588]",48,10.02,34.500008,21.77041720833333,5.089393947916666,5.8680744269656575,-5.054985114583332
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,POS,AVERAGE,168.0,single,"(12.536, 184.93]",49,12.579998,184.93002,29.17367242857143,12.28725026734694,34.48057357788042,-9.485245981632653
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,POS,AVERAGE,168.0,single,"(3.839, 7.262]",49,3.8399997,7.2499986,6.018162685714287,0.662200836734694,0.896644822562094,-0.3238229551020408
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,POS,AVERAGE,168.0,single,"(7.262, 8.842]",48,7.2799997,8.809999,8.188957499999999,0.4752243166666667,0.5838224379289488,-0.33609448750000004
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,POS,AVERAGE,168.0,single,"(8.842, 9.942]",49,8.849998,9.94,9.377550377551021,0.7650428693877552,1.1767180212391415,-0.13719486938775505
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,POS,AVERAGE,168.0,single,"(9.942, 12.536]",48,9.949999,12.470001,10.898332406249999,0.7626394791666665,0.9938038322371575,-0.3453149375
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,POS,MARGINAL,168.0,single,"(11.572, 16.408]",48,11.62,16.0,13.22499928125,3.1555849166666667,4.522749099589755,0.7531675
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,POS,MARGINAL,168.0,single,"(16.408, 1057.48]",49,16.680002,1057.48,76.30754828571428,53.548744604081634,204.76222747968416,-45.514233502040824
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,POS,MARGINAL,168.0,single,"(4.249, 8.288]",49,4.25,8.259999,6.898367365306123,1.3955732142857147,2.5495704360783225,-0.3449563612244897
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,POS,MARGINAL,168.0,single,"(8.288, 9.906]",48,8.329999,9.889998,9.166249479166666,1.4649723791666667,2.886258945985731,0.21992149583333317
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,POS,MARGINAL,168.0,single,"(9.906, 11.572]",49,9.910002,11.559999,10.677142265306125,1.1621022897959181,2.0829654183264954,0.6551438326530614
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,AVERAGE,168.0,single,"(0.319, 0.694]",49,0.32,0.69000006,0.5365306136734693,0.1920048353061224,0.4337242140419916,0.17669043244897958
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,AVERAGE,168.0,single,"(0.694, 1.498]",48,0.6999999,1.4100001,1.0074999766666666,0.18785082479166668,0.2716805723249869,0.14780380145833336
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,AVERAGE,168.0,single,"(1.498, 7.422]",49,1.5199997,7.419999,3.334693873469388,0.49158665510204075,0.6980455218866837,0.34885317755102035
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,AVERAGE,168.0,single,"(13.582, 29.3]",49,13.63,29.300003,18.505101204081633,2.3423781428571426,3.083621354928641,-2.0392915918367347
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,AVERAGE,168.0,single,"(7.422, 13.582]",48,7.4300003,13.51,11.37416688125,0.7026870958333333,1.0311407651373616,-0.0853617625000001
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,MARGINAL,168.0,single,"(0.419, 0.954]",49,0.42,0.95000005,0.7020408108163265,0.9252945348979591,2.3510562095905416,0.9252945348979591
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,MARGINAL,168.0,single,"(0.954, 2.0]",50,0.96000004,2.0,1.34540001,0.666807259,0.8093210361224282,0.6344286769999999
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,MARGINAL,168.0,single,"(16.568, 80.35]",49,16.6,80.35,23.87367440816326,3.819383918367347,7.639975654283266,-2.677414244897959
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,MARGINAL,168.0,single,"(2.0, 9.444]",47,2.08,9.33,4.523617197872341,1.4884100127659576,1.7566171522013503,1.4044663914893614
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,MARGINAL,168.0,single,"(9.444, 16.568]",48,9.9,16.520002,13.428542260416668,1.6356388062500002,2.670199996145655,1.055613172916667
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,single,"(14.988, 17.878]",48,15.0,17.829998,16.63999971875,1.8652990312499995,2.796988821448692,0.4726880312500003
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,single,"(17.878, 21.914]",49,17.889996,21.9,20.059794836734692,2.3104314489795916,3.8899033737582545,0.023341612244897815
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,single,"(21.914, 31.5]",48,21.969997,31.289995,25.868330458333332,3.859429520833333,4.816724425193158,-0.5548645625000003
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,single,"(31.5, 176.64]",49,31.63999,176.64,61.83162765306123,24.494975795918364,37.981624214399616,-10.362580408163268
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,single,"(8.589, 14.988]",49,8.590001,14.9800005,13.078979142857143,0.8124640408163267,1.0650847620354267,-0.08386846938775526
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,single,"(16.94, 20.628]",48,17.0,20.579998,18.818749645833332,4.124712187499999,5.626002839661156,3.968197645833333
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,single,"(20.628, 26.5]",49,20.64,26.38,23.457754040816326,5.292599551020409,6.135801702757361,3.927301346938776
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,single,"(26.5, 40.66]",48,26.979996,40.000008,32.019374750000004,6.007236020833333,7.536386518320038,1.0713828958333336
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,single,"(40.66, 327.87]",49,41.1,327.86996,94.3106151632653,44.79177504081633,71.27674866911296,-42.58786732653061
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,single,"(9.929, 16.94]",49,9.929998,16.9,14.684692948979594,2.4062485510204077,2.812957318762887,1.9633619591836735
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,20_24,NEG,AVERAGE,168.0,single,"(0.739, 1.114]",49,0.74,1.1099999,0.9551020479591836,0.17889536428571426,0.2147596151168196,0.16138179734693875
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,20_24,NEG,AVERAGE,168.0,single,"(1.114, 1.564]",48,1.12,1.54,1.3208332833333334,0.20595869791666666,0.2692441474697086,0.1684104645833333
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,20_24,NEG,AVERAGE,168.0,single,"(1.564, 2.046]",49,1.5699998,2.04,1.7871427693877548,0.25466375918367345,0.3280783216768608,0.12036968571428569
