MODEL,MODEL_BASE,MODEL_NAME,MODEL_GROUP,PRODUCT,PRODUCT_SIGN,PRICE_TYPE,LOOKBACK,STRATEGY,SPIKE_QUANTILE,SPIKE_THRESHOLD,N_ALL,N_SPIKES,N_NON_SPIKES,RMSE_ALL,MAE_ALL,RMSE_SPIKES,MAE_SPIKES,RMSE_NON_SPIKES,MAE_NON_SPIKES,SPIKE_RMSE_PREMIUM
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,20_24,NEG,MARGINAL,168.0,single,0.95,8.973000049999994,243,13,230,1.4715328792081612,0.7623352554320988,4.99491687642439,3.853934784615384,0.936818994893545,0.5875926733478261,3.394363080159091
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,20_24,POS,AVERAGE,168.0,single,0.95,30.47800149999999,243,13,230,2.041471986876083,1.3714956625514403,4.2662111734298405,3.6152563846153845,1.8369651982404092,1.244674404347826,2.089772086443427
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,20_24,POS,MARGINAL,168.0,single,0.95,37.204999599999994,243,13,230,5.152577597471593,2.7349779304526756,17.30080108587876,10.777188769230769,3.3364197463194003,2.280418187391304,3.3576983089722683
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,00_04,NEG,AVERAGE,42.0,ensemble,0.95,21.354999699999993,243,13,230,3.0695904245754027,1.7962236600823047,10.102495937568825,8.843997692307692,2.046050417848564,1.397871214782609,3.2911543692237837
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,00_04,NEG,MARGINAL,42.0,ensemble,0.95,30.95700019999999,243,13,230,7.247679086986523,3.6396145802469135,25.069042939785426,21.308576692307692,4.4694962224780035,2.640934113043478,3.458906311787152
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,00_04,POS,AVERAGE,42.0,ensemble,0.95,6.615998999999995,243,13,230,1.711775205544438,1.3154991094650208,3.0235647366265264,2.1083858307692305,1.6059496713424473,1.2706837730434783,1.7663328261989095
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,00_04,POS,MARGINAL,42.0,ensemble,0.95,8.348998999999997,243,13,230,4.11269731860686,3.402498142798354,6.494502180242331,5.190671307692307,3.9352634255665677,3.3014274856521744,1.5791344893920582
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,04_08,NEG,AVERAGE,42.0,ensemble,0.95,15.850998899999993,243,13,230,1.6429208814917404,0.9715989946502058,3.997102588325718,3.270065692307692,1.3959633641475697,0.8416856595652173,2.432924575586638
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,04_08,NEG,MARGINAL,42.0,ensemble,0.95,23.936002999999996,243,13,230,5.013460194134987,1.9851463366255144,19.627348314259557,13.315994261538462,2.18664511113963,1.3447071060869566,3.9149305178927474
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,04_08,POS,AVERAGE,42.0,ensemble,0.95,17.267000599999992,243,13,230,3.9185492215085236,1.7072294362139917,14.98799063344575,10.048853861538463,1.8777340441968202,1.2357463165217393,3.824882574187961
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,04_08,POS,MARGINAL,42.0,ensemble,0.95,28.057999999999993,243,13,230,20.507557785237356,4.611556930041153,87.32995799126152,42.717790692307695,3.6423127976643945,2.4577263260869566,4.2584279857120375
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,08_12,NEG,AVERAGE,42.0,ensemble,0.95,30.666997199999983,243,13,230,5.40850167194857,3.0657270014814815,16.485879520484648,12.38380876923077,3.942529779980808,2.5390528146086955,3.0481417073400165
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,08_12,NEG,MARGINAL,42.0,ensemble,0.95,38.971993299999994,243,13,230,18.179478772778,5.992591467901234,75.52338380985098,51.510794230769235,5.175506043794589,3.419823485652173,4.154320635580592
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,08_12,POS,AVERAGE,42.0,ensemble,0.95,40.626993999999996,243,13,230,7.320741018776574,3.472101020164609,27.2916406428116,23.390200769230773,3.8109237074144615,2.346295382173913,3.72798881599728
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,08_12,POS,MARGINAL,42.0,ensemble,0.95,65.84398649999996,243,13,230,17.09372050740094,7.371533665432099,64.29488868866126,58.76534688461538,8.663674283655624,4.466665961739131,3.7613162483160987
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,12_16,NEG,AVERAGE,42.0,ensemble,0.95,63.1119874,243,13,230,9.062278779074362,6.422377481069958,12.295711313173676,9.74454661538461,8.844293462003314,6.234602703913042,1.3568012652143973
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,12_16,NEG,MARGINAL,42.0,ensemble,0.95,80.81896099999997,243,13,230,27.629417442529032,10.279858946707817,109.74374732535928,50.81479465384614,11.216159362573272,7.9887538849999995,3.971989187018993
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,12_16,POS,AVERAGE,42.0,ensemble,0.95,28.66400339999996,243,13,230,15.313603989665758,3.7404509790123464,65.2455498523733,37.83533630769231,2.673792645865748,1.8133487647826088,4.260626688296475
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,12_16,POS,MARGINAL,42.0,ensemble,0.95,49.48499509999998,243,13,230,92.42329513935437,13.579798638271603,399.0536707684244,190.69074638461538,4.9132008137501515,3.569179852608696,4.317674133634141
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,16_20,NEG,AVERAGE,42.0,ensemble,0.95,21.622996099999995,243,13,230,2.975329528496854,1.9102705420576132,7.854730135487034,7.476336307692309,2.421928928199179,1.5956668248695653,2.6399530069717247
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,16_20,NEG,MARGINAL,42.0,ensemble,0.95,26.906999899999995,243,13,230,5.663441434859725,3.148787686255144,19.07864206075076,14.65957492307692,3.648817951450119,2.498177972869566,3.3687365324054612
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,AVERAGE,42.0,ensemble,0.95,68.41501239999997,243,13,230,16.83965034664083,6.745440903703703,68.53095409029258,60.48683830769231,5.8436317965222875,3.7078836591304345,4.069618589436041
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,MARGINAL,42.0,ensemble,0.95,110.30499099999996,243,13,230,35.75712610932989,14.320794661728392,143.48349900099598,131.61288684615386,13.681997711058768,7.69124162521739,4.012724584248892
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,20_24,NEG,AVERAGE,42.0,ensemble,0.95,5.679999999999998,243,13,230,0.669483961793869,0.5015428295061729,1.3348718089706788,1.1599166461538462,0.6105957769336177,0.46433039639130436,1.9938816837283393
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,20_24,NEG,MARGINAL,42.0,ensemble,0.95,8.973000049999994,243,13,230,1.5890245863509846,1.0725585512345677,4.349981923270422,3.876689184615386,1.2641964874259948,0.9140642110869566,2.737517065899946
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,20_24,POS,AVERAGE,42.0,ensemble,0.95,30.47800149999999,243,13,230,2.7170516167414296,1.960789293415638,5.873543682751999,5.655482076923077,2.4186189784592007,1.7519588317391304,2.161734302933914
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,20_24,POS,MARGINAL,42.0,ensemble,0.95,37.204999599999994,243,13,230,6.4035555737274015,3.9510269662551445,21.320994885914356,14.806100769230769,4.1987263237100905,3.3374793165217387,3.329555688310169
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,NEG,AVERAGE,42.0,recency,0.95,21.354999699999993,243,13,230,2.652052967658113,1.2337562827160498,9.411835798727019,7.454355615384615,1.5569452405614628,0.88215719,3.548886810898845
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,NEG,MARGINAL,42.0,recency,0.95,30.95700019999999,243,13,230,6.999479875654271,3.354514152674897,24.04781834835185,19.98255161538461,4.367549421146031,2.4146685569565216,3.435657902524364
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,POS,AVERAGE,42.0,recency,0.95,6.615998999999995,243,13,230,1.08618583102672,0.6296579901234567,2.9471416852170265,1.5561042000000003,0.8692274025734852,0.5772936391304346,2.71329417216871
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,POS,MARGINAL,42.0,recency,0.95,8.348998999999997,243,13,230,2.724895372407459,1.8816003753086419,6.388664852458784,4.795788776923077,2.353251970420631,1.7168853786956522,2.3445541862454577
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,NEG,AVERAGE,42.0,recency,0.95,15.850998899999993,243,13,230,1.2374535093698753,0.6555917987654322,2.9266533176487015,2.123322923076923,1.064761380301664,0.5726330830434783,2.3650612289579955
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,NEG,MARGINAL,42.0,recency,0.95,23.936002999999996,243,13,230,4.783139717668526,1.7747426839506173,18.766824070461915,11.610017538461538,2.0651765865981946,1.218835844347826,3.9235366680046595
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,POS,AVERAGE,42.0,recency,0.95,17.267000599999992,243,13,230,3.9281278406368085,1.6924611209876543,15.108050399884544,10.55832153846154,1.844196932871521,1.1913472713043478,3.8461198343879004
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,POS,MARGINAL,42.0,recency,0.95,28.057999999999993,243,13,230,20.58834779034659,4.759809200823045,87.62614744005293,43.90688415384614,3.7209240516049467,2.547148442608696,4.256103905585802
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,NEG,AVERAGE,42.0,recency,0.95,30.666997199999983,243,13,230,4.10055473911238,2.085183395473251,13.512111889097252,9.826201769230767,2.7286182741531415,1.6476475743478263,3.295191199428331
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,NEG,MARGINAL,42.0,recency,0.95,38.971993299999994,243,13,230,17.07924199380223,5.1056099987654315,71.32242095006983,46.55347199999999,4.546227642499425,2.762904755217391,4.175971098480338
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,POS,AVERAGE,42.0,recency,0.95,40.626993999999996,243,13,230,6.903559873265621,3.488329974897119,25.485727486549226,21.271299461538458,3.693343475669386,2.4832056126086957,3.691679069119683
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,POS,MARGINAL,42.0,recency,0.95,65.84398649999996,243,13,230,16.00529715472984,7.045079917695473,59.32747834053005,52.365331692307684,8.46795791114274,4.483500469565218,3.70674019775995
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,NEG,AVERAGE,42.0,recency,0.95,63.1119874,243,13,230,5.146274813067043,3.3043337288065846,10.166679207672766,8.898002384615383,4.705200334083816,2.9881698482608696,1.9755414502657886
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,NEG,MARGINAL,42.0,recency,0.95,80.81896099999997,243,13,230,27.13011157306588,8.412256575514402,108.94793959745911,49.410971800000006,10.332082108670479,6.094937888913043,4.01575715249251
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,POS,AVERAGE,42.0,recency,0.95,28.66400339999996,243,13,230,15.204762862643092,3.4941261502057612,64.68916910008997,36.99335330769231,2.779551063342639,1.6006915717391308,4.254533246225509
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,POS,MARGINAL,42.0,recency,0.95,49.48499509999998,243,13,230,92.08515969757363,13.611659552263376,397.45479385403064,186.78281492307693,5.495987322016407,3.823724683478261,4.316165548926156
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,NEG,AVERAGE,42.0,recency,0.95,21.622996099999995,243,13,230,1.7472186480117542,0.9867450628395062,5.151617080935813,4.526493923076924,1.3134997704947091,0.7866723011739131,2.9484673179273186
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,NEG,MARGINAL,42.0,recency,0.95,26.906999899999995,243,13,230,4.764345875167882,2.419315571028806,16.836810651643894,12.266390769230771,2.821222719256036,1.8627417554782606,3.533918630760747
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,POS,AVERAGE,42.0,recency,0.95,68.41501239999997,243,13,230,15.343702664240128,6.466929683539096,60.13355034652316,52.88278492307692,6.659653985462626,3.8434248221739122,3.9191029481214974
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,POS,MARGINAL,42.0,recency,0.95,110.30499099999996,243,13,230,31.578444288887503,12.429394084362137,127.19279032472411,113.19368907692305,11.796291252649734,6.734020889130435,4.027835860472817
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,NEG,AVERAGE,42.0,recency,0.95,5.679999999999998,243,13,230,0.503142045598098,0.31047281407407407,1.424896746563814,1.1344930076923077,0.3907719032612322,0.26389775965217394,2.831996965926396
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,NEG,MARGINAL,42.0,recency,0.95,8.973000049999994,243,13,230,1.5166461586021314,0.8966795166255145,4.683806527188081,4.0249652000000005,1.0909864244445828,0.7198633693043479,3.088265842775794
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,POS,AVERAGE,42.0,recency,0.95,30.47800149999999,243,13,230,2.0473666065824125,1.3102770460905349,2.5399767468868837,2.060312384615385,2.0159324856206124,1.2678837443478257,1.2406067085009096
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,POS,MARGINAL,42.0,recency,0.95,37.204999599999994,243,13,230,5.069385440920381,2.947525689300411,16.14144658163806,8.664400384615387,3.5248648664761966,2.6243979891304345,3.1841032349490224
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,00_04,NEG,AVERAGE,42.0,single,0.95,21.354999699999993,243,13,230,3.073320069156745,1.487427651028807,10.482962399685992,8.594441846153845,1.9410939087401198,1.0857268486956522,3.41095693380296
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,00_04,NEG,MARGINAL,42.0,single,0.95,30.95700019999999,243,13,230,6.437246770442891,2.9091393016460905,22.3566574406207,18.71503376923077,3.940761214859782,2.015762657826087,3.4730154424517323
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,00_04,POS,AVERAGE,42.0,single,0.95,6.615998999999995,243,13,230,1.3891228079987556,0.9489965164609053,2.599668666912806,1.4212397230769227,1.2871443035637218,0.9223045091304347,1.8714462479080791
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,00_04,POS,MARGINAL,42.0,single,0.95,8.348998999999997,243,13,230,2.2396616709198707,1.184462849382716,6.749894967193472,4.470837407692307,1.650578873897058,0.9987112439130433,3.0138011713265445
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,AVERAGE,42.0,single,0.95,15.850998899999993,243,13,230,1.2306879017417813,0.6247015868312757,3.274008962874579,2.468476,0.9971639739916354,0.5204882504347826,2.6603080750537194
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,MARGINAL,42.0,single,0.95,23.936002999999996,243,13,230,4.506194090621005,1.6314813045267487,17.68575164734963,10.240177815384614,1.9427571756319744,1.1449028060869566,3.924764733094826
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,04_08,POS,AVERAGE,42.0,single,0.95,17.267000599999992,243,13,230,4.077741433996386,1.8478543238683132,15.593686714002814,10.822437584615386,1.9554584971827014,1.3405952700000003,3.824098944576836
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,04_08,POS,MARGINAL,42.0,single,0.95,28.057999999999993,243,13,230,20.743965244693655,4.9262150164609055,88.15596599218382,45.60518212307692,3.9213309849752767,2.6269690495652176,4.2497162404730835
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,AVERAGE,42.0,single,0.95,30.666997199999983,243,13,230,3.248226339173218,1.5721836847736625,10.924668531504341,7.388902000000002,2.0979884717727733,1.2434126495652174,3.363271949295576
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,MARGINAL,42.0,single,0.95,38.971993299999994,243,13,230,16.29421227918678,4.937788586008232,68.25839963387664,45.52193099999999,4.142625929282564,2.6439022756521737,4.189119330491705
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,08_12,POS,AVERAGE,42.0,single,0.95,40.626993999999996,243,13,230,7.372902031948523,3.8856361337448555,27.082842781450967,23.076792307692305,3.9968239847389313,2.8009186108695654,3.673294811743683
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,08_12,POS,MARGINAL,42.0,single,0.95,65.84398649999996,243,13,230,15.801317860935402,6.9084303407407415,59.705550238860496,54.64918346153846,7.893545665910299,4.210039946956523,3.778517131565763
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,AVERAGE,42.0,single,0.95,63.1119874,243,13,230,6.366808119236753,3.3249657777777784,17.05853276745339,13.778366461538461,5.136142887541894,2.734121391304348,2.6792911688217096
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,MARGINAL,42.0,single,0.95,80.81896099999997,243,13,230,26.972137727383103,7.806724499999999,108.40178139070098,49.530935961538454,10.21918042921827,5.448399504347825,4.019028172195914
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,12_16,POS,AVERAGE,42.0,single,0.95,28.66400339999996,243,13,230,15.462118855548372,3.3537527181069966,65.84614461433137,38.58814830769231,2.743726561215673,1.3622434021739132,4.258546013614645
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,12_16,POS,MARGINAL,42.0,single,0.95,49.48499509999998,243,13,230,92.62594225857485,13.094390511111111,399.69847724339843,187.7271043846154,5.886237939390934,3.2238458139130435,4.315189324904237
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,AVERAGE,42.0,single,0.95,21.622996099999995,243,13,230,1.4362848794750291,0.6971093355967076,4.112380572282603,2.8167803076923077,1.1061810574741282,0.5773018458695651,2.8632067572734616
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,MARGINAL,42.0,single,0.95,26.906999899999995,243,13,230,4.009784997036471,1.6436097284773663,14.76611234769275,8.839705615384615,2.1594588093322216,1.2368738739999998,3.6825197257723308
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,16_20,POS,AVERAGE,42.0,single,0.95,68.41501239999997,243,13,230,16.52103130037042,6.8828336563786,66.70476559113864,58.43283915384614,6.072630221979329,3.9691376934782614,4.037566685661024
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,16_20,POS,MARGINAL,42.0,single,0.95,110.30499099999996,243,13,230,33.00649220325679,12.685238681069961,129.58511885789943,118.821079,14.208263488970102,6.686256402173912,3.9260493984002673
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,20_24,NEG,AVERAGE,42.0,single,0.95,5.679999999999998,243,13,230,0.498872120857906,0.2914977035802469,1.4796861863828268,1.2013483999999996,0.37307831535514413,0.2400713598695652,2.966063094161733
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,20_24,NEG,MARGINAL,42.0,single,0.95,8.973000049999994,243,13,230,1.4672525324266186,0.7872163023868313,4.798799686942695,3.8282008000000003,0.9863579667259842,0.6153345699130435,3.270602422478829
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,20_24,POS,AVERAGE,42.0,single,0.95,30.47800149999999,243,13,230,3.0688086163864767,1.8956199716049382,6.511804928921462,5.377866923076924,2.7483011607281096,1.698797317826087,2.1219325617604383
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,20_24,POS,MARGINAL,42.0,single,0.95,37.204999599999994,243,13,230,5.263949006626558,2.7389432300411527,17.391093659971226,10.650088153846154,3.4900316861100777,2.2917915604347825,3.303811195374106
lstm_features_1_ts168_ensemble,lstm_features_1,"LSTM with Feature 1 (168 TimeSteps), Ensemble",DEEP_LEARNING,00_04,NEG,AVERAGE,168.0,ensemble,0.95,21.354999699999993,243,13,230,3.916654062102188,2.2128069456790125,12.41480949244008,10.571770861538461,2.7378236959415467,1.740343767826087,3.1697487946578238
lstm_features_1_ts168_ensemble,lstm_features_1,"LSTM with Feature 1 (168 TimeSteps), Ensemble",DEEP_LEARNING,00_04,NEG,MARGINAL,168.0,ensemble,0.95,30.95700019999999,243,13,230,7.591305334103642,3.286557179835391,28.0545005195359,24.896787999999997,4.049620894742011,2.0651093508695655,3.6956095539329916
lstm_features_1_ts168_ensemble,lstm_features_1,"LSTM with Feature 1 (168 TimeSteps), Ensemble",DEEP_LEARNING,00_04,POS,AVERAGE,168.0,ensemble,0.95,6.615998999999995,243,13,230,1.466254675486151,1.0612617456790125,2.9088267315328267,1.9216715384615384,1.3390941544477568,1.0126298878260869,1.983848222389045
lstm_features_1_ts168_ensemble,lstm_features_1,"LSTM with Feature 1 (168 TimeSteps), Ensemble",DEEP_LEARNING,00_04,POS,MARGINAL,168.0,ensemble,0.95,8.348998999999997,243,13,230,4.271754844041389,3.612939820576132,6.190207790055834,5.0415076153846154,4.136841051413478,3.532194684347825,1.4491018366118242
lstm_features_1_ts168_ensemble,lstm_features_1,"LSTM with Feature 1 (168 TimeSteps), Ensemble",DEEP_LEARNING,04_08,NEG,AVERAGE,168.0,ensemble,0.95,15.850998899999993,243,13,230,1.7223428683973714,1.039154618106996,3.9505978241378275,3.030858846153846,1.5006622932102684,0.926580031304348,2.2937348286603543
lstm_features_1_ts168_ensemble,lstm_features_1,"LSTM with Feature 1 (168 TimeSteps), Ensemble",DEEP_LEARNING,04_08,NEG,MARGINAL,168.0,ensemble,0.95,23.936002999999996,243,13,230,5.205563261004705,2.2729476049382717,19.864110261332204,14.765639846153846,2.515352512129486,1.566838913043478,3.8159386920020473
lstm_features_1_ts168_ensemble,lstm_features_1,"LSTM with Feature 1 (168 TimeSteps), Ensemble",DEEP_LEARNING,04_08,POS,AVERAGE,168.0,ensemble,0.95,17.267000599999992,243,13,230,4.159476213539061,2.1276335106995883,15.051627187692677,10.163934569230769,2.3396698421744744,1.6734077986956521,3.618635235537531
lstm_features_1_ts168_ensemble,lstm_features_1,"LSTM with Feature 1 (168 TimeSteps), Ensemble",DEEP_LEARNING,04_08,POS,MARGINAL,168.0,ensemble,0.95,28.057999999999993,243,13,230,20.639168211234107,5.049623109053498,87.5714257702765,43.562591999999995,4.0744054317031555,2.87280312826087,4.24297262728885
