MODEL,MODEL_BASE,MODEL_NAME,MODEL_GROUP,PRODUCT,PRODUCT_SIGN,PRICE_TYPE,LOOKBACK,STRATEGY,N_DIRECTIONAL_OBSERVATIONS,DIRECTIONAL_HIT_COUNT,DIRECTIONAL_ACCURACY
lstm_features_1_3_ts42_single,lstm_features_1_3,"LSTM with Features 1&3 (42 TimeSteps), Single",DEEP_LEARNING,12_16,POS,MARGINAL,42.0,single,242,172,0.7107438016528925
lstm_features_1_3_ts42_single,lstm_features_1_3,"LSTM with Features 1&3 (42 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,AVERAGE,42.0,single,242,200,0.8264462809917356
lstm_features_1_3_ts42_single,lstm_features_1_3,"LSTM with Features 1&3 (42 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,MARGINAL,42.0,single,242,187,0.7727272727272727
lstm_features_1_3_ts42_single,lstm_features_1_3,"LSTM with Features 1&3 (42 TimeSteps), Single",DEEP_LEARNING,16_20,POS,AVERAGE,42.0,single,242,170,0.7024793388429752
lstm_features_1_3_ts42_single,lstm_features_1_3,"LSTM with Features 1&3 (42 TimeSteps), Single",DEEP_LEARNING,16_20,POS,MARGINAL,42.0,single,242,176,0.7272727272727273
lstm_features_1_3_ts42_single,lstm_features_1_3,"LSTM with Features 1&3 (42 TimeSteps), Single",DEEP_LEARNING,20_24,NEG,AVERAGE,42.0,single,242,192,0.7933884297520661
lstm_features_1_3_ts42_single,lstm_features_1_3,"LSTM with Features 1&3 (42 TimeSteps), Single",DEEP_LEARNING,20_24,NEG,MARGINAL,42.0,single,242,183,0.756198347107438
lstm_features_1_3_ts42_single,lstm_features_1_3,"LSTM with Features 1&3 (42 TimeSteps), Single",DEEP_LEARNING,20_24,POS,AVERAGE,42.0,single,242,206,0.8512396694214877
lstm_features_1_3_ts42_single,lstm_features_1_3,"LSTM with Features 1&3 (42 TimeSteps), Single",DEEP_LEARNING,20_24,POS,MARGINAL,42.0,single,242,183,0.756198347107438
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,00_04,NEG,AVERAGE,168.0,ensemble,242,191,0.7892561983471075
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,00_04,NEG,MARGINAL,168.0,ensemble,242,182,0.7520661157024794
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,00_04,POS,AVERAGE,168.0,ensemble,242,157,0.6487603305785123
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,00_04,POS,MARGINAL,168.0,ensemble,242,141,0.5826446280991735
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,04_08,NEG,AVERAGE,168.0,ensemble,242,206,0.8512396694214877
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,04_08,NEG,MARGINAL,168.0,ensemble,242,194,0.8016528925619835
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,04_08,POS,AVERAGE,168.0,ensemble,242,181,0.7479338842975206
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,04_08,POS,MARGINAL,168.0,ensemble,242,168,0.6942148760330579
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,08_12,NEG,AVERAGE,168.0,ensemble,242,191,0.7892561983471075
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,08_12,NEG,MARGINAL,168.0,ensemble,242,195,0.8057851239669421
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,08_12,POS,AVERAGE,168.0,ensemble,242,194,0.8016528925619835
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,08_12,POS,MARGINAL,168.0,ensemble,242,177,0.731404958677686
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,12_16,NEG,AVERAGE,168.0,ensemble,242,207,0.8553719008264463
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,12_16,NEG,MARGINAL,168.0,ensemble,242,203,0.8388429752066116
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,12_16,POS,AVERAGE,168.0,ensemble,242,187,0.7727272727272727
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,12_16,POS,MARGINAL,168.0,ensemble,242,185,0.7644628099173554
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,NEG,AVERAGE,168.0,ensemble,242,199,0.8223140495867769
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,NEG,MARGINAL,168.0,ensemble,242,197,0.8140495867768595
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,ensemble,242,186,0.768595041322314
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,ensemble,242,193,0.7975206611570248
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,20_24,NEG,AVERAGE,168.0,ensemble,242,193,0.7975206611570248
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,20_24,NEG,MARGINAL,168.0,ensemble,242,179,0.7396694214876033
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,20_24,POS,AVERAGE,168.0,ensemble,242,209,0.8636363636363636
lstm_features_1_4_ts168_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Ensemble",DEEP_LEARNING,20_24,POS,MARGINAL,168.0,ensemble,242,193,0.7975206611570248
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,NEG,AVERAGE,168.0,recency,242,188,0.7768595041322314
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,NEG,MARGINAL,168.0,recency,242,182,0.7520661157024794
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,POS,AVERAGE,168.0,recency,242,152,0.628099173553719
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,POS,MARGINAL,168.0,recency,242,140,0.5785123966942148
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,NEG,AVERAGE,168.0,recency,242,198,0.8181818181818182
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,NEG,MARGINAL,168.0,recency,242,192,0.7933884297520661
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,POS,AVERAGE,168.0,recency,242,181,0.7479338842975206
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,POS,MARGINAL,168.0,recency,242,166,0.6859504132231405
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,NEG,AVERAGE,168.0,recency,242,190,0.7851239669421488
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,NEG,MARGINAL,168.0,recency,242,189,0.78099173553719
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,POS,AVERAGE,168.0,recency,242,197,0.8140495867768595
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,POS,MARGINAL,168.0,recency,242,180,0.743801652892562
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,NEG,AVERAGE,168.0,recency,242,210,0.8677685950413223
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,NEG,MARGINAL,168.0,recency,242,204,0.8429752066115702
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,POS,AVERAGE,168.0,recency,242,192,0.7933884297520661
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,POS,MARGINAL,168.0,recency,242,190,0.7851239669421488
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,NEG,AVERAGE,168.0,recency,242,199,0.8223140495867769
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,NEG,MARGINAL,168.0,recency,242,192,0.7933884297520661
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,recency,242,180,0.743801652892562
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,recency,242,195,0.8057851239669421
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,NEG,AVERAGE,168.0,recency,242,189,0.78099173553719
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,NEG,MARGINAL,168.0,recency,242,181,0.7479338842975206
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,POS,AVERAGE,168.0,recency,242,209,0.8636363636363636
lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,POS,MARGINAL,168.0,recency,242,195,0.8057851239669421
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,NEG,AVERAGE,168.0,single,242,189,0.78099173553719
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,NEG,MARGINAL,168.0,single,242,181,0.7479338842975206
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,POS,AVERAGE,168.0,single,242,152,0.628099173553719
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,00_04,POS,MARGINAL,168.0,single,242,142,0.5867768595041323
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,AVERAGE,168.0,single,242,198,0.8181818181818182
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,MARGINAL,168.0,single,242,186,0.768595041322314
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,POS,AVERAGE,168.0,single,242,174,0.71900826446281
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,04_08,POS,MARGINAL,168.0,single,242,161,0.6652892561983471
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,AVERAGE,168.0,single,242,175,0.7231404958677686
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,NEG,MARGINAL,168.0,single,242,183,0.756198347107438
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,POS,AVERAGE,168.0,single,242,194,0.8016528925619835
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,08_12,POS,MARGINAL,168.0,single,242,183,0.756198347107438
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,AVERAGE,168.0,single,242,201,0.8305785123966942
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,NEG,MARGINAL,168.0,single,242,204,0.8429752066115702
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,POS,AVERAGE,168.0,single,242,195,0.8057851239669421
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,12_16,POS,MARGINAL,168.0,single,242,177,0.731404958677686
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,AVERAGE,168.0,single,242,192,0.7933884297520661
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,NEG,MARGINAL,168.0,single,242,194,0.8016528925619835
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,POS,AVERAGE,168.0,single,242,186,0.768595041322314
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,16_20,POS,MARGINAL,168.0,single,242,180,0.743801652892562
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,20_24,NEG,AVERAGE,168.0,single,242,181,0.7479338842975206
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,20_24,NEG,MARGINAL,168.0,single,242,184,0.7603305785123967
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,20_24,POS,AVERAGE,168.0,single,242,207,0.8553719008264463
lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,20_24,POS,MARGINAL,168.0,single,242,192,0.7933884297520661
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,00_04,NEG,AVERAGE,42.0,ensemble,242,194,0.8016528925619835
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,00_04,NEG,MARGINAL,42.0,ensemble,242,181,0.7479338842975206
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,00_04,POS,AVERAGE,42.0,ensemble,242,154,0.6363636363636364
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,00_04,POS,MARGINAL,42.0,ensemble,242,137,0.5661157024793388
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,04_08,NEG,AVERAGE,42.0,ensemble,242,206,0.8512396694214877
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,04_08,NEG,MARGINAL,42.0,ensemble,242,191,0.7892561983471075
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,04_08,POS,AVERAGE,42.0,ensemble,242,186,0.768595041322314
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,04_08,POS,MARGINAL,42.0,ensemble,242,162,0.6694214876033058
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,08_12,NEG,AVERAGE,42.0,ensemble,242,189,0.78099173553719
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,08_12,NEG,MARGINAL,42.0,ensemble,242,195,0.8057851239669421
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,08_12,POS,AVERAGE,42.0,ensemble,242,190,0.7851239669421488
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,08_12,POS,MARGINAL,42.0,ensemble,242,176,0.7272727272727273
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,12_16,NEG,AVERAGE,42.0,ensemble,242,205,0.8471074380165289
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,12_16,NEG,MARGINAL,42.0,ensemble,242,205,0.8471074380165289
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,12_16,POS,AVERAGE,42.0,ensemble,242,195,0.8057851239669421
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,12_16,POS,MARGINAL,42.0,ensemble,242,181,0.7479338842975206
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,16_20,NEG,AVERAGE,42.0,ensemble,242,191,0.7892561983471075
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,16_20,NEG,MARGINAL,42.0,ensemble,242,195,0.8057851239669421
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,AVERAGE,42.0,ensemble,242,198,0.8181818181818182
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,16_20,POS,MARGINAL,42.0,ensemble,242,190,0.7851239669421488
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,20_24,NEG,AVERAGE,42.0,ensemble,242,189,0.78099173553719
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,20_24,NEG,MARGINAL,42.0,ensemble,242,178,0.7355371900826446
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,20_24,POS,AVERAGE,42.0,ensemble,242,199,0.8223140495867769
lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,20_24,POS,MARGINAL,42.0,ensemble,242,198,0.8181818181818182
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,NEG,AVERAGE,42.0,recency,242,195,0.8057851239669421
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,NEG,MARGINAL,42.0,recency,242,181,0.7479338842975206
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,POS,AVERAGE,42.0,recency,242,155,0.640495867768595
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,00_04,POS,MARGINAL,42.0,recency,242,140,0.5785123966942148
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,NEG,AVERAGE,42.0,recency,242,199,0.8223140495867769
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,NEG,MARGINAL,42.0,recency,242,191,0.7892561983471075
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,POS,AVERAGE,42.0,recency,242,185,0.7644628099173554
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,04_08,POS,MARGINAL,42.0,recency,242,167,0.6900826446280992
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,NEG,AVERAGE,42.0,recency,242,186,0.768595041322314
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,NEG,MARGINAL,42.0,recency,242,183,0.756198347107438
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,POS,AVERAGE,42.0,recency,242,195,0.8057851239669421
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,08_12,POS,MARGINAL,42.0,recency,242,177,0.731404958677686
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,NEG,AVERAGE,42.0,recency,242,209,0.8636363636363636
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,NEG,MARGINAL,42.0,recency,242,202,0.8347107438016529
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,POS,AVERAGE,42.0,recency,242,194,0.8016528925619835
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,12_16,POS,MARGINAL,42.0,recency,242,183,0.756198347107438
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,NEG,AVERAGE,42.0,recency,242,195,0.8057851239669421
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,NEG,MARGINAL,42.0,recency,242,191,0.7892561983471075
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,POS,AVERAGE,42.0,recency,242,199,0.8223140495867769
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,16_20,POS,MARGINAL,42.0,recency,242,197,0.8140495867768595
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,NEG,AVERAGE,42.0,recency,242,185,0.7644628099173554
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,NEG,MARGINAL,42.0,recency,242,176,0.7272727272727273
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,POS,AVERAGE,42.0,recency,242,201,0.8305785123966942
lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,20_24,POS,MARGINAL,42.0,recency,242,192,0.7933884297520661
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,00_04,NEG,AVERAGE,42.0,single,242,192,0.7933884297520661
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,00_04,NEG,MARGINAL,42.0,single,242,178,0.7355371900826446
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,00_04,POS,AVERAGE,42.0,single,242,149,0.6157024793388429
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,00_04,POS,MARGINAL,42.0,single,242,138,0.5702479338842975
lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,04_08,NEG,AVERAGE,42.0,single,242,197,0.8140495867768595
