DATE,PRODUCT,POS_GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h],POS_GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h],NEG_GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h],NEG_GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h]
2021-09-10 04:00:00,04_08,4.9696,5.3775,1.8502,2.125
2021-09-10 08:00:00,08_12,7.4105,8.275,1.8224,2.16
2021-09-10 12:00:00,12_16,5.2872,5.78,3.8132,4.3
2021-09-10 16:00:00,16_20,9.8718,10.98,1.652,1.9075
2021-09-10 20:00:00,20_24,7.8511,8.42,0.4717,0.5725
2021-09-11 00:00:00,00_04,2.1012,2.325,3.0611,3.4875
2021-09-11 04:00:00,04_08,3.7573,4.14,1.9732,2.7675
2021-09-11 08:00:00,08_12,5.8842,6.42,2.707,3.635
2021-09-11 12:00:00,12_16,4.2462,4.655,5.4028,7.2
2021-09-11 16:00:00,16_20,8.1612,8.7,2.3829,3.3125
2021-09-11 20:00:00,20_24,6.677,7.23,0.6588,0.9025
2021-09-12 00:00:00,00_04,2.1466,3.845,3.5233,4.66
2021-09-12 04:00:00,04_08,2.7493,3.0,3.0384,4.67
2021-09-12 08:00:00,08_12,4.5207,4.8725,5.0869,7.775
2021-09-12 12:00:00,12_16,3.7721,8.76,10.6709,19.04
2021-09-12 16:00:00,16_20,6.4331,7.09,3.8097,5.64
2021-09-12 20:00:00,20_24,5.7865,6.545,1.0722,1.71
2021-09-13 00:00:00,00_04,3.1627,3.955,3.4275,4.1025
2021-09-13 04:00:00,04_08,5.0043,5.665,2.8874,4.1875
2021-09-13 08:00:00,08_12,7.2504,8.39,3.6248,4.72
2021-09-13 12:00:00,12_16,6.9326,9.825,6.5174,8.5
2021-09-13 16:00:00,16_20,13.0741,17.1825,2.7436,3.665
2021-09-13 20:00:00,20_24,9.3306,11.8275,0.9547,1.3275
2021-09-14 00:00:00,00_04,3.013,3.25,3.0249,4.01
2021-09-14 04:00:00,04_08,4.6099,5.18,2.6369,3.34
2021-09-14 08:00:00,08_12,7.2751,7.855,2.9483,3.7225
2021-09-14 12:00:00,12_16,6.8551,7.49,5.4802,6.5925
2021-09-14 16:00:00,16_20,12.6167,14.335,2.2963,2.725
2021-09-14 20:00:00,20_24,8.7726,9.73,0.7821,1.0925
2021-09-15 00:00:00,00_04,3.144,7.915,4.2429,10.385
2021-09-15 04:00:00,04_08,4.0956,4.425,2.8226,6.25
2021-09-15 08:00:00,08_12,7.2136,11.0,9.7578,406.25
2021-09-15 12:00:00,12_16,5.9142,6.505,5.08,8.75
2021-09-15 16:00:00,16_20,12.0068,14.5,1.9429,2.8
2021-09-15 20:00:00,20_24,8.4689,10.71,1.8195,33.125
2021-09-16 00:00:00,00_04,4.0808,4.85,5.9354,10.3125
2021-09-16 04:00:00,04_08,4.5526,8.01,4.633,14.555
2021-09-16 08:00:00,08_12,7.6975,9.115,15.1129,39.5825
2021-09-16 12:00:00,12_16,5.2479,5.65,5.9221,8.75
2021-09-16 16:00:00,16_20,11.5991,12.8175,2.3682,3.75
2021-09-16 20:00:00,20_24,8.0939,8.69,4.9273,10.755
2021-09-17 00:00:00,00_04,37.6634,363.6375,6.7917,9.25
2021-09-17 04:00:00,04_08,7.2604,24.545,6.0714,8.3925
2021-09-17 08:00:00,08_12,7.4908,8.355,9.174,13.08
2021-09-17 12:00:00,12_16,4.6037,5.06,5.6244,6.6425
2021-09-17 16:00:00,16_20,11.0306,12.09,2.3012,2.875
2021-09-17 20:00:00,20_24,7.3871,8.0,3.3145,7.0
2021-09-18 00:00:00,00_04,12.4104,29.09,5.6195,10.675
2021-09-18 04:00:00,04_08,5.8209,9.14,4.6813,7.36
2021-09-18 08:00:00,08_12,6.1765,6.89,5.4949,7.9
2021-09-18 12:00:00,12_16,5.8122,28.675,6.2729,16.5
2021-09-18 16:00:00,16_20,8.9891,10.015,2.7461,5.4225
2021-09-18 20:00:00,20_24,6.5267,7.13,3.5437,8.095
2021-09-19 00:00:00,00_04,7.5944,11.25,7.7027,11.555
2021-09-19 04:00:00,04_08,4.899,6.045,6.3471,9.375
2021-09-19 08:00:00,08_12,4.906,6.1675,7.3433,10.095
2021-09-19 12:00:00,12_16,7.6398,15.0,13.7078,20.99
2021-09-19 16:00:00,16_20,7.5502,8.725,4.2787,5.6375
2021-09-19 20:00:00,20_24,5.7297,6.32,4.29,5.8025
2021-09-20 00:00:00,00_04,5.8847,6.8875,6.9896,9.655
2021-09-20 04:00:00,04_08,5.3764,7.3875,5.1302,7.0
2021-09-20 08:00:00,08_12,7.1657,9.565,5.3019,7.1425
2021-09-20 12:00:00,12_16,8.4876,10.23,7.7545,9.985
2021-09-20 16:00:00,16_20,11.4733,15.53,2.8759,3.77
2021-09-20 20:00:00,20_24,8.1991,9.865,2.9157,4.2875
2021-09-21 00:00:00,00_04,4.5142,5.3375,5.9586,7.9
2021-09-21 04:00:00,04_08,5.434,6.5125,4.1808,5.65
2021-09-21 08:00:00,08_12,7.5032,8.59,4.2395,5.5
2021-09-21 12:00:00,12_16,7.0922,8.005,6.4223,8.4875
2021-09-21 16:00:00,16_20,11.9025,13.7575,2.4458,3.0
2021-09-21 20:00:00,20_24,8.1144,8.8125,2.5047,3.23
2021-09-22 00:00:00,00_04,4.0194,4.535,6.0488,7.24
2021-09-22 04:00:00,04_08,4.8103,5.365,4.3293,5.205
2021-09-22 08:00:00,08_12,7.0669,7.7175,4.1839,5.255
2021-09-22 12:00:00,12_16,5.8616,6.4,8.1362,68.375
2021-09-22 16:00:00,16_20,11.1231,12.16,2.2099,2.6325
2021-09-22 20:00:00,20_24,7.3933,7.9875,2.3653,3.12
2021-09-23 00:00:00,00_04,3.7277,4.7875,8.5128,14.5
2021-09-23 04:00:00,04_08,9.328,75.0,10.2504,107.25
2021-09-23 08:00:00,08_12,6.3298,7.69,21.7375,182.9
2021-09-23 12:00:00,12_16,5.181,8.275,76.2664,250.0
2021-09-23 16:00:00,16_20,9.0535,9.98,16.3619,84.4375
2021-09-23 20:00:00,20_24,6.3832,7.36,10.1712,43.85
2021-09-24 00:00:00,00_04,3.9686,5.4175,17.9985,34.0
2021-09-24 04:00:00,04_08,10.1959,22.46,16.0696,24.75
2021-09-24 08:00:00,08_12,8.3335,16.875,14.5321,24.75
2021-09-24 12:00:00,12_16,6.7545,14.0625,31.5647,58.105
2021-09-24 16:00:00,16_20,11.009,18.75,12.5478,19.9575
2021-09-24 20:00:00,20_24,6.9401,10.36,8.3372,15.8125
2021-09-25 00:00:00,00_04,4.6153,5.8625,13.132,17.94
2021-09-25 04:00:00,04_08,7.8433,9.195,10.8729,14.4175
2021-09-25 08:00:00,08_12,7.5631,9.435,10.5691,15.0
2021-09-25 12:00:00,12_16,7.548,13.1725,20.5652,28.64
2021-09-25 16:00:00,16_20,13.4456,21.4,8.4972,11.025
2021-09-25 20:00:00,20_24,8.9021,12.5,6.1582,8.1125
2021-09-26 00:00:00,00_04,4.1792,4.945,9.2565,12.02
2021-09-26 04:00:00,04_08,6.3804,6.9775,8.685,10.53
2021-09-26 08:00:00,08_12,6.153,6.965,9.3228,11.0
2021-09-26 12:00:00,12_16,6.9654,9.465,17.3879,22.53
2021-09-26 16:00:00,16_20,10.7737,12.5,7.2633,8.75
2021-09-26 20:00:00,20_24,7.5491,9.05,5.0347,5.845
2021-09-27 00:00:00,00_04,4.2985,5.02,8.4236,11.75
2021-09-27 04:00:00,04_08,7.418,8.56,7.3764,10.9675
2021-09-27 08:00:00,08_12,9.2505,10.8875,6.4884,8.0
2021-09-27 12:00:00,12_16,6.7512,8.1775,9.6371,12.8925
2021-09-27 16:00:00,16_20,12.1639,13.6625,4.9857,6.75
2021-09-27 20:00:00,20_24,7.4796,8.71,4.1164,5.03
2021-09-28 00:00:00,00_04,4.1242,4.69,8.8125,14.1125
2021-09-28 04:00:00,04_08,6.8395,7.735,7.5229,9.5
2021-09-28 08:00:00,08_12,9.397,11.0375,5.0488,6.36
2021-09-28 12:00:00,12_16,6.583,7.28,7.7948,9.4875
2021-09-28 16:00:00,16_20,12.587,20.135,4.0282,4.81
2021-09-28 20:00:00,20_24,8.4233,10.25,3.4402,4.13
2021-09-29 00:00:00,00_04,3.7004,4.0625,8.483,12.6875
2021-09-29 04:00:00,04_08,5.862,6.3925,6.5988,8.0425
2021-09-29 08:00:00,08_12,8.6649,10.735,4.6073,5.3975
2021-09-29 12:00:00,12_16,5.6426,5.97,7.4271,11.555
2021-09-29 16:00:00,16_20,10.1143,12.075,3.9818,6.5075
2021-09-29 20:00:00,20_24,7.1456,8.1375,4.9323,18.425
2021-09-30 00:00:00,00_04,5.5341,22.045,29.7711,64.19
2021-09-30 04:00:00,04_08,6.646,10.0,17.1898,31.25
2021-09-30 08:00:00,08_12,8.5774,10.0025,13.8565,36.2475
2021-09-30 12:00:00,12_16,10.4363,36.0,34.726,90.125
2021-09-30 16:00:00,16_20,17.91,35.6,5.8847,14.1775
2021-09-30 20:00:00,20_24,15.7566,31.91,8.8135,17.0
2021-10-01 00:00:00,00_04,9.7403,15.635,31.7224,46.73
2021-10-01 04:00:00,04_08,7.6053,11.1725,18.1664,23.7125
2021-10-01 08:00:00,08_12,10.5405,20.085,16.3986,21.1625
2021-10-01 12:00:00,12_16,13.1494,20.615,35.9029,55.8975
2021-10-01 16:00:00,16_20,17.7543,23.525,8.7266,12.4225
2021-10-01 20:00:00,20_24,14.9514,19.8875,9.4672,12.78
2021-10-02 00:00:00,00_04,8.3335,10.33,24.3713,32.5
2021-10-02 04:00:00,04_08,7.8444,10.375,14.7202,18.0
2021-10-02 08:00:00,08_12,14.2569,19.78,12.4351,14.67
2021-10-02 12:00:00,12_16,11.5499,13.615,29.1811,44.3225
2021-10-02 16:00:00,16_20,15.0789,17.2575,9.9729,18.8975
2021-10-02 20:00:00,20_24,12.1118,14.6175,17.1572,45.005
2021-10-03 00:00:00,00_04,18.5026,64.365,101.8836,172.23
2021-10-03 04:00:00,04_08,15.7359,48.1775,94.7198,172.0
2021-10-03 08:00:00,08_12,12.9661,19.66,46.9153,70.46
2021-10-03 12:00:00,12_16,10.402,18.3325,58.7555,86.4
2021-10-03 16:00:00,16_20,14.529,27.4575,28.2128,51.7325
2021-10-03 20:00:00,20_24,12.3411,22.5925,17.7208,24.25
2021-10-04 00:00:00,00_04,10.2837,15.375,40.1644,59.25
2021-10-04 04:00:00,04_08,10.6386,15.485,31.1485,45.8325
2021-10-04 08:00:00,08_12,15.476,21.0075,18.724,23.825
2021-10-04 12:00:00,12_16,9.903,14.0025,24.6791,31.9025
2021-10-04 16:00:00,16_20,17.9022,24.0,14.7546,20.69
2021-10-04 20:00:00,20_24,14.2616,20.4525,10.6162,13.5
2021-10-05 00:00:00,00_04,7.0149,8.3325,22.5916,33.9225
2021-10-05 04:00:00,04_08,8.8467,9.98,17.9452,27.2925
2021-10-05 08:00:00,08_12,14.1778,19.3125,11.0625,13.935
2021-10-05 12:00:00,12_16,9.0414,10.685,16.183,19.77
2021-10-05 16:00:00,16_20,16.605,21.595,9.7091,12.2825
2021-10-05 20:00:00,20_24,11.8478,13.4875,8.8473,11.795
2021-10-06 00:00:00,00_04,6.355,6.98,24.621,55.1275
2021-10-06 04:00:00,04_08,7.3702,8.325,17.1933,22.3825
2021-10-06 08:00:00,08_12,14.9101,18.145,9.4844,11.695
2021-10-06 12:00:00,12_16,8.4357,10.2375,13.4662,16.725
2021-10-06 16:00:00,16_20,17.7703,23.75,7.8817,10.8275
2021-10-06 20:00:00,20_24,11.999,15.77,7.4041,9.4225
2021-10-07 00:00:00,00_04,8.2694,17.52,23.2373,42.9475
2021-10-07 04:00:00,04_08,17.6245,33.54,13.1907,23.125
2021-10-07 08:00:00,08_12,98.3329,218.8975,7.0514,8.7625
2021-10-07 12:00:00,12_16,31.8275,70.55,11.1461,71.5
2021-10-07 16:00:00,16_20,115.5181,216.7375,6.178,7.465
2021-10-07 20:00:00,20_24,32.6767,73.0,6.0105,6.7875
2021-10-08 00:00:00,00_04,8.9862,10.9575,24.2361,28.91
2021-10-08 04:00:00,04_08,16.9755,20.9525,14.0915,17.23
2021-10-08 08:00:00,08_12,71.7701,92.615,6.3605,7.6725
2021-10-08 12:00:00,12_16,27.0981,34.615,19.7383,36.6675
2021-10-08 16:00:00,16_20,84.8991,105.115,5.7124,7.14
2021-10-08 20:00:00,20_24,27.0805,33.83,5.5172,7.21
2021-10-09 00:00:00,00_04,7.4544,9.125,18.4666,22.66
2021-10-09 04:00:00,04_08,13.0218,16.5625,13.2081,16.8125
2021-10-09 08:00:00,08_12,32.3653,40.0025,8.6131,19.22
2021-10-09 12:00:00,12_16,16.4666,22.21,29.5552,59.26
2021-10-09 16:00:00,16_20,38.7145,48.975,7.3459,12.25
2021-10-09 20:00:00,20_24,17.0993,22.4725,6.4629,8.1175
2021-10-10 00:00:00,00_04,6.1294,6.6675,18.2713,25.0
2021-10-10 04:00:00,04_08,10.9866,12.24,13.5327,16.95
2021-10-10 08:00:00,08_12,20.8204,25.14,12.3477,21.2475
2021-10-10 12:00:00,12_16,13.3993,15.52,33.1135,46.1
2021-10-10 16:00:00,16_20,25.8536,32.4975,9.1359,12.615
2021-10-10 20:00:00,20_24,15.5191,20.0,6.5548,8.3325
2021-10-11 00:00:00,00_04,5.5899,8.1175,18.5782,27.345
2021-10-11 04:00:00,04_08,49.9796,241.9275,14.9553,45.225
2021-10-11 08:00:00,08_12,36.0741,180.7125,116.9317,1814.5
2021-10-11 12:00:00,12_16,28.9994,231.9275,29.2045,156.6675
2021-10-11 16:00:00,16_20,21.6483,24.85,10.534,47.575
2021-10-11 20:00:00,20_24,13.6997,16.975,11.1092,87.0
2021-10-12 00:00:00,00_04,12.0915,23.635,28.9757,65.0
2021-10-12 04:00:00,04_08,43.2321,68.635,37.0818,151.0
2021-10-12 08:00:00,08_12,48.5804,88.02,62.7495,116.815
2021-10-12 12:00:00,12_16,40.0922,75.0,42.8396,67.0
2021-10-12 16:00:00,16_20,23.4528,37.78,18.8502,32.5
2021-10-12 20:00:00,20_24,15.5208,22.5,37.6437,185.5
2021-10-13 00:00:00,00_04,224.8546,1635.75,33.6239,80.0
2021-10-13 04:00:00,04_08,318.0569,1236.365,41.926,84.64
2021-10-13 08:00:00,08_12,329.0279,1683.34,46.2274,76.455
2021-10-13 12:00:00,12_16,216.716,1635.75,41.7348,206.945
2021-10-13 16:00:00,16_20,94.4503,713.89,18.7335,37.5
2021-10-13 20:00:00,20_24,126.6364,1206.25,42.1947,94.64
2021-10-14 00:00:00,00_04,132.7882,231.16,54.4589,215.25
2021-10-14 04:00:00,04_08,173.3088,299.62,48.2176,124.25
2021-10-14 08:00:00,08_12,188.1702,363.33,52.6944,125.0
2021-10-14 12:00:00,12_16,127.4703,182.855,142.8828,1035.0
2021-10-14 16:00:00,16_20,110.5488,195.9475,52.3085,333.335
2021-10-14 20:00:00,20_24,95.2412,157.25,61.8416,165.0
2021-10-15 00:00:00,00_04,75.6442,106.15,149.0574,375.0
2021-10-15 04:00:00,04_08,99.6246,143.08,99.6382,215.075
2021-10-15 08:00:00,08_12,106.3487,160.48,77.7843,148.7275
2021-10-15 12:00:00,12_16,71.4655,111.2125,139.1437,235.55
2021-10-15 16:00:00,16_20,74.997,111.03,54.7687,110.0
2021-10-15 20:00:00,20_24,63.352,88.62,57.4594,100.0
2021-10-16 00:00:00,00_04,51.6456,67.8725,100.4982,146.55
2021-10-16 04:00:00,04_08,63.9004,84.89,78.2824,115.0225
2021-10-16 08:00:00,08_12,70.2158,91.6025,60.0747,89.25
2021-10-16 12:00:00,12_16,49.6021,66.5,99.2907,134.55
2021-10-16 16:00:00,16_20,56.6512,70.74,40.1883,56.75
2021-10-16 20:00:00,20_24,44.7974,56.1025,48.4621,63.4
2021-10-17 00:00:00,00_04,39.7197,45.125,77.9853,103.1175
2021-10-17 04:00:00,04_08,47.3367,54.25,64.7411,83.98
2021-10-17 08:00:00,08_12,49.7273,58.375,51.0429,65.085
2021-10-17 12:00:00,12_16,37.7065,43.3,80.5526,102.0
2021-10-17 16:00:00,16_20,44.0323,50.0,33.5558,41.29
2021-10-17 20:00:00,20_24,35.1631,40.045,36.5557,42.6425
2021-10-18 00:00:00,00_04,29.2324,36.5275,57.3,72.53
2021-10-18 04:00:00,04_08,38.5492,59.06,46.3177,55.5
2021-10-18 08:00:00,08_12,48.3896,72.5,36.0602,44.4
2021-10-18 12:00:00,12_16,34.6273,59.5125,47.6808,61.67
2021-10-18 16:00:00,16_20,44.4965,66.98,24.5204,29.645
2021-10-18 20:00:00,20_24,30.2838,35.4,26.3642,32.15
2021-10-19 00:00:00,00_04,23.3001,26.1975,47.6446,59.735
2021-10-19 04:00:00,04_08,35.4822,42.5,39.8587,47.2775
2021-10-19 08:00:00,08_12,44.3564,53.1775,30.4016,36.1275
2021-10-19 12:00:00,12_16,31.8414,40.65,39.6273,45.7625
2021-10-19 16:00:00,16_20,40.6815,47.7075,22.8701,29.465
2021-10-19 20:00:00,20_24,24.0618,28.41,73.0885,684.53
2021-10-20 00:00:00,00_04,27.6553,81.1875,157.2611,242.8125
2021-10-20 04:00:00,04_08,42.7624,102.04,110.2297,158.3325
2021-10-20 08:00:00,08_12,37.604,43.0975,55.621,89.6425
2021-10-20 12:00:00,12_16,27.5262,31.495,101.8228,170.0625
2021-10-20 16:00:00,16_20,36.7429,42.4825,53.5842,87.5
2021-10-20 20:00:00,20_24,24.434,43.41,125.1838,221.155
2021-10-21 00:00:00,00_04,34.0943,45.57,159.1714,196.875
2021-10-21 04:00:00,04_08,46.7541,59.6,111.1986,135.575
2021-10-21 08:00:00,08_12,34.2603,39.4975,63.9296,79.3475
2021-10-21 12:00:00,12_16,24.6302,28.4125,137.7148,168.125
2021-10-21 16:00:00,16_20,35.5903,46.25,60.0001,72.33
2021-10-21 20:00:00,20_24,27.9637,38.2475,131.1768,172.6
2021-10-22 00:00:00,00_04,30.9364,35.4875,132.8375,161.4575
2021-10-22 04:00:00,04_08,42.5093,48.25,97.4639,110.0
2021-10-22 08:00:00,08_12,32.09,35.72,53.5954,62.325
2021-10-22 12:00:00,12_16,22.0463,24.57,120.3773,140.675
2021-10-22 16:00:00,16_20,34.4615,40.045,48.9132,57.25
2021-10-22 20:00:00,20_24,27.2827,30.85,104.3271,118.5275
2021-10-23 00:00:00,00_04,26.3447,29.6425,95.4755,110.285
2021-10-23 04:00:00,04_08,35.8354,39.3775,70.1119,85.0
2021-10-23 08:00:00,08_12,28.0949,32.0925,37.5334,45.0625
2021-10-23 12:00:00,12_16,19.6626,22.395,82.6081,97.43
2021-10-23 16:00:00,16_20,39.3776,63.7175,34.0186,41.07
2021-10-23 20:00:00,20_24,27.7688,37.25,56.5564,71.91
2021-10-24 00:00:00,00_04,20.7904,22.755,62.9012,72.5
2021-10-24 04:00:00,04_08,26.3629,30.985,47.1112,55.01
2021-10-24 08:00:00,08_12,22.1725,25.55,27.1219,33.32
2021-10-24 12:00:00,12_16,16.5576,22.5,65.155,88.5325
2021-10-24 16:00:00,16_20,33.8766,41.605,24.8349,31.1675
2021-10-24 20:00:00,20_24,24.8665,30.17,38.6442,46.93
2021-10-25 00:00:00,00_04,16.6073,18.48,44.6112,61.0
2021-10-25 04:00:00,04_08,22.2298,31.7825,31.5554,37.635
2021-10-25 08:00:00,08_12,27.3706,42.525,18.2843,21.115
2021-10-25 12:00:00,12_16,17.354,36.25,38.565,44.25
2021-10-25 16:00:00,16_20,32.5081,45.535,18.1224,21.0125
2021-10-25 20:00:00,20_24,22.1914,33.0825,24.4068,28.465
2021-10-26 00:00:00,00_04,13.6782,15.75,36.3814,45.88
2021-10-26 04:00:00,04_08,21.8874,27.25,22.8167,27.3275
2021-10-26 08:00:00,08_12,26.8036,35.9425,12.1795,14.375
2021-10-26 12:00:00,12_16,18.4992,24.2425,24.7159,29.0275
2021-10-26 16:00:00,16_20,31.7044,40.47,12.3662,14.25
2021-10-26 20:00:00,20_24,20.708,24.6925,16.0438,19.65
2021-10-27 00:00:00,00_04,11.797,12.83,38.6437,54.23
2021-10-27 04:00:00,04_08,19.6866,21.8875,21.3176,26.43
2021-10-27 08:00:00,08_12,25.1793,30.25,10.1522,12.5
2021-10-27 12:00:00,12_16,17.1072,19.505,20.9747,28.23
2021-10-27 16:00:00,16_20,28.936,35.25,9.596,12.06
2021-10-27 20:00:00,20_24,18.9558,20.9425,13.2651,16.79
2021-10-28 00:00:00,00_04,9.9102,10.985,36.8012,45.5175
2021-10-28 04:00:00,04_08,17.5895,18.91,20.1734,24.23
2021-10-28 08:00:00,08_12,24.9747,27.27,8.3976,9.625
2021-10-28 12:00:00,12_16,16.0286,17.49,20.1495,23.75
2021-10-28 16:00:00,16_20,27.9834,31.5,8.2628,9.1725
2021-10-28 20:00:00,20_24,17.0282,18.4,11.963,13.825
2021-10-29 00:00:00,00_04,8.4722,9.18,35.1695,41.75
2021-10-29 04:00:00,04_08,15.618,18.22,19.2813,21.43
2021-10-29 08:00:00,08_12,22.7318,24.48,7.0246,7.97
2021-10-29 12:00:00,12_16,14.3772,15.445,18.7548,21.42
2021-10-29 16:00:00,16_20,25.5316,27.61,6.5081,7.2
2021-10-29 20:00:00,20_24,14.8241,16.375,11.3229,18.7625
2021-10-30 00:00:00,00_04,7.1255,7.765,32.4248,39.5
2021-10-30 04:00:00,04_08,14.468,15.46,18.0292,24.9975
2021-10-30 08:00:00,08_12,20.033,22.4,7.0582,9.3025
2021-10-30 12:00:00,12_16,12.5642,13.545,18.862,22.0
2021-10-30 16:00:00,16_20,22.5254,25.02,6.8206,9.2925
2021-10-30 20:00:00,20_24,13.0854,14.485,16.1282,21.07
2021-10-31 00:00:00,00_04,4.6607,5.552,30.8846,45.41
2021-10-31 04:00:00,04_08,12.3329,12.94,23.8967,34.785
2021-10-31 08:00:00,08_12,17.5779,18.93,9.4788,12.75
2021-10-31 12:00:00,12_16,10.8085,11.475,22.0565,30.365
2021-10-31 16:00:00,16_20,19.9561,21.3025,10.6383,17.59
2021-10-31 20:00:00,20_24,11.5118,12.225,26.6892,47.65
2021-11-01 00:00:00,00_04,4.6987,6.0325,54.3538,80.0
2021-11-01 04:00:00,04_08,9.5955,11.28,26.3811,36.685
2021-11-01 08:00:00,08_12,13.8184,17.39,9.0182,11.6025
2021-11-01 12:00:00,12_16,8.7573,12.005,20.1336,24.3425
2021-11-01 16:00:00,16_20,16.7443,23.625,10.0791,12.835
2021-11-01 20:00:00,20_24,9.3257,12.775,22.5196,29.0825
2021-11-02 00:00:00,00_04,7.7103,13.4625,38.6202,47.0
2021-11-02 04:00:00,04_08,15.8934,28.4625,17.2379,23.5
2021-11-02 08:00:00,08_12,25.3395,41.5475,6.9378,8.25
2021-11-02 12:00:00,12_16,15.1221,24.0,13.9937,16.9575
2021-11-02 16:00:00,16_20,27.7502,50.36,6.9074,8.5
2021-11-02 20:00:00,20_24,14.1035,25.49,14.5802,17.25
2021-11-03 00:00:00,00_04,7.2643,10.8875,22.094,32.385
2021-11-03 04:00:00,04_08,13.8559,22.9325,12.4709,16.0
2021-11-03 08:00:00,08_12,21.0861,34.525,4.3696,5.5
2021-11-03 12:00:00,12_16,12.9653,22.0,9.2005,11.5325
2021-11-03 16:00:00,16_20,26.5471,47.0225,4.364,5.5
2021-11-03 20:00:00,20_24,11.7771,18.75,8.9755,12.0675
2021-11-04 00:00:00,00_04,7.5391,8.5,19.8763,23.15
2021-11-04 04:00:00,04_08,16.926,18.42,10.9316,13.3225
2021-11-04 08:00:00,08_12,25.4599,30.24,3.6855,4.5725
2021-11-04 12:00:00,12_16,15.8759,18.78,7.3307,9.97
2021-11-04 16:00:00,16_20,31.3438,37.49,3.9301,6.0
2021-11-04 20:00:00,20_24,12.6297,14.06,8.0708,9.7625
2021-11-05 00:00:00,00_04,6.4042,6.95,21.261,30.4275
2021-11-05 04:00:00,04_08,14.5605,15.54,10.0704,12.815
2021-11-05 08:00:00,08_12,22.659,24.27,2.9495,3.5
2021-11-05 12:00:00,12_16,14.092,14.6775,6.5162,7.5
2021-11-05 16:00:00,16_20,25.6569,27.29,3.4944,4.1425
2021-11-05 20:00:00,20_24,10.3252,11.27,7.8284,9.97
2021-11-06 00:00:00,00_04,5.3863,5.67,24.0423,31.88
2021-11-06 04:00:00,04_08,11.8545,12.39,14.1961,22.03
2021-11-06 08:00:00,08_12,18.2127,19.735,5.9243,10.13
2021-11-06 12:00:00,12_16,11.5802,12.33,13.0682,18.5
2021-11-06 16:00:00,16_20,20.2623,22.025,6.242,9.78
2021-11-06 20:00:00,20_24,8.6985,9.3375,18.4829,34.8125
2021-11-07 00:00:00,00_04,4.3282,4.6775,57.443,94.25
2021-11-07 04:00:00,04_08,9.3347,10.2875,55.1772,111.4625
2021-11-07 08:00:00,08_12,14.9019,16.5,20.6109,32.35
2021-11-07 12:00:00,12_16,9.1644,9.8975,22.4161,37.555
2021-11-07 16:00:00,16_20,16.8403,18.175,8.9273,12.21
2021-11-07 20:00:00,20_24,7.3214,8.68,21.0379,25.0
2021-11-08 00:00:00,00_04,5.0649,7.7075,41.9961,65.0
2021-11-08 04:00:00,04_08,14.9253,20.99,33.7037,47.0
2021-11-08 08:00:00,08_12,23.4727,30.5,12.1186,15.75
2021-11-08 12:00:00,12_16,16.4611,21.8375,15.1317,20.0
2021-11-08 16:00:00,16_20,30.815,41.5,6.7531,9.63
2021-11-08 20:00:00,20_24,16.6539,21.12,13.6398,19.35
2021-11-09 00:00:00,00_04,6.894,8.23,26.2554,32.25
2021-11-09 04:00:00,04_08,14.9865,17.065,21.9134,26.18
2021-11-09 08:00:00,08_12,22.0797,24.18,7.9334,9.705
2021-11-09 12:00:00,12_16,14.829,16.265,11.0984,12.7225
2021-11-09 16:00:00,16_20,28.2396,31.775,5.3082,6.05
2021-11-09 20:00:00,20_24,13.5816,15.115,11.0765,13.2125
2021-11-10 00:00:00,00_04,6.4209,7.09,18.8432,22.5
2021-11-10 04:00:00,04_08,14.134,16.51,14.6551,17.95
2021-11-10 08:00:00,08_12,19.3829,21.53,4.8621,6.3625
2021-11-10 12:00:00,12_16,13.0879,14.5,7.7932,9.5
2021-11-10 16:00:00,16_20,34.5758,54.25,3.3122,4.4675
2021-11-10 20:00:00,20_24,12.6573,16.8025,7.8435,9.73
2021-11-11 00:00:00,00_04,5.946,6.7975,15.4177,17.8125
2021-11-11 04:00:00,04_08,14.1571,16.1025,11.6942,13.23
2021-11-11 08:00:00,08_12,17.5112,18.85,3.7847,4.415
2021-11-11 12:00:00,12_16,11.9716,12.6475,6.4053,7.16
2021-11-11 16:00:00,16_20,34.033,42.58,2.631,3.0
2021-11-11 20:00:00,20_24,12.5707,14.0025,6.4139,7.07
2021-11-12 00:00:00,00_04,5.4875,5.825,12.7306,14.0
2021-11-12 04:00:00,04_08,13.025,13.8975,9.5408,11.0
2021-11-12 08:00:00,08_12,15.0981,16.155,2.5906,3.345
2021-11-12 12:00:00,12_16,10.3498,10.98,5.0724,6.0625
2021-11-12 16:00:00,16_20,23.9647,26.46,2.0051,2.52
2021-11-12 20:00:00,20_24,11.073,12.11,6.0764,8.46
2021-11-13 00:00:00,00_04,4.4958,5.06,15.5394,21.3775
2021-11-13 04:00:00,04_08,10.6474,11.5375,11.7539,16.48
2021-11-13 08:00:00,08_12,12.2562,13.3525,3.5038,4.62
2021-11-13 12:00:00,12_16,8.4094,9.49,5.4161,6.67
2021-11-13 16:00:00,16_20,19.083,21.95,2.0405,2.66
2021-11-13 20:00:00,20_24,9.9696,11.6375,6.0512,8.03
2021-11-14 00:00:00,00_04,3.6465,4.02,15.6456,19.3225
