PRODUCT,PRODUCT_SIGN,PRICE_TYPE,LOOKBACK,EXOGENOUS_FACTORS,NUM_FEATURES,FEATURE_NUMBERS,N_ESTIMATORS,LEARNING_RATE,MAX_DEPTH,MIN_CHILD_WEIGHT,SUBSAMPLE,COLSAMPLE_BYTREE,REG_ALPHA,REG_LAMBDA,OUTPUT_FILE,SUCCESS,MESSAGE
00_04,NEG,AVERAGE,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,427,0.09691933397433784,3,5,0.7142707108349287,0.8366070683982904,0.03387557668886891,0.0004429798667791313,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_00_04_NEG_AVERAGE.csv,True,Completed successfully
00_04,NEG,MARGINAL,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,334,0.0902844345368957,3,8,0.7935877653929082,0.8806434548782254,0.0002207624019594458,0.11492848353581321,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_00_04_NEG_MARGINAL.csv,True,Completed successfully
00_04,POS,AVERAGE,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,519,0.016055694054731607,7,8,0.6026415790504617,0.9107544961325617,0.015587204062686348,9.879192474391198,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_00_04_POS_AVERAGE.csv,True,Completed successfully
00_04,POS,MARGINAL,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,297,0.05388108577817234,3,10,0.7035119926400067,0.8650089137415928,6.388511557344611e-06,0.0004793052550782129,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_00_04_POS_MARGINAL.csv,True,Completed successfully
04_08,NEG,AVERAGE,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,363,0.046841054274780865,3,8,0.6734050570419718,0.8458529364613961,0.01325755314833599,0.0004925531578091744,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_04_08_NEG_AVERAGE.csv,True,Completed successfully
04_08,NEG,MARGINAL,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,809,0.03498935820472346,3,10,0.8962197875869464,0.8977560785484374,0.0001164501309319154,0.0026234238212343498,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_04_08_NEG_MARGINAL.csv,True,Completed successfully
04_08,POS,AVERAGE,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,535,0.035036858048489355,5,5,0.6024115011147294,0.7930941999312329,0.0007233752615740511,0.0010763793405849523,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_04_08_POS_AVERAGE.csv,True,Completed successfully
04_08,POS,MARGINAL,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,748,0.014006382826095893,3,2,0.6882056300959021,0.781730698980295,0.7368257037626075,5.364638218775144e-05,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_04_08_POS_MARGINAL.csv,True,Completed successfully
08_12,NEG,AVERAGE,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,732,0.014023347876983906,4,5,0.6696660150341082,0.8966233639542117,0.0001446056072315146,0.0019486007459964913,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_08_12_NEG_AVERAGE.csv,True,Completed successfully
08_12,NEG,MARGINAL,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,316,0.06583872734158923,4,6,0.8000759953997473,0.8578815232744423,3.043938196474693e-07,0.00025584270327570535,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_08_12_NEG_MARGINAL.csv,True,Completed successfully
08_12,POS,AVERAGE,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,583,0.09033782964038146,3,1,0.8361344164983564,0.8315780409633363,3.784274507409646e-07,0.10309615134560682,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_08_12_POS_AVERAGE.csv,True,Completed successfully
08_12,POS,MARGINAL,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,672,0.1744023761684101,3,8,0.7831405614744166,0.8107953676713374,5.765184281449766e-05,2.9878977504993186e-06,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_08_12_POS_MARGINAL.csv,True,Completed successfully
12_16,NEG,AVERAGE,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,541,0.01546461593990255,6,5,0.6040245894786008,0.8349077672415649,1.9890585907720823e-05,0.018811679626659448,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_12_16_NEG_AVERAGE.csv,True,Completed successfully
12_16,NEG,MARGINAL,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,565,0.12558297263684737,4,6,0.7844406942061326,0.6011807579551777,0.0005844317258424099,3.310691985108358e-06,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_12_16_NEG_MARGINAL.csv,True,Completed successfully
12_16,POS,AVERAGE,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,495,0.19056829202509654,3,4,0.7490129915581989,0.8826164186595433,0.006700606786755065,0.02012038904156861,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_12_16_POS_AVERAGE.csv,True,Completed successfully
12_16,POS,MARGINAL,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,297,0.05388108577817234,3,10,0.7035119926400067,0.8650089137415928,6.388511557344611e-06,0.0004793052550782129,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_12_16_POS_MARGINAL.csv,True,Completed successfully
16_20,NEG,AVERAGE,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,302,0.08036072862972764,4,9,0.6031679116388441,0.7977633867198333,0.0001273618270595642,8.209656758006854e-05,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_16_20_NEG_AVERAGE.csv,True,Completed successfully
16_20,NEG,MARGINAL,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,297,0.05388108577817234,3,10,0.7035119926400067,0.8650089137415928,6.388511557344611e-06,0.0004793052550782129,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_16_20_NEG_MARGINAL.csv,True,Completed successfully
16_20,POS,AVERAGE,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,425,0.06333268775321842,3,9,0.6298202574719083,0.9947547746402069,0.08916674715636537,6.143857495033091e-07,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_16_20_POS_AVERAGE.csv,True,Completed successfully
16_20,POS,MARGINAL,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,515,0.022775840226211964,4,10,0.674125691908998,0.9437884106748379,0.0004925644390350066,1.0579568445719258e-08,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_16_20_POS_MARGINAL.csv,True,Completed successfully
20_24,NEG,AVERAGE,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,858,0.010403166981612921,6,7,0.6894176733376862,0.9171979198143885,0.00037782753903872616,1.0062549589392374e-08,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_20_24_NEG_AVERAGE.csv,True,Completed successfully
20_24,NEG,MARGINAL,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,992,0.013709114761906126,6,2,0.6751312917060985,0.9072878189099806,1.2781776138879227e-06,0.0364893618574645,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_20_24_NEG_MARGINAL.csv,True,Completed successfully
20_24,POS,AVERAGE,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,732,0.012557913195426816,7,4,0.6033172291134002,0.898455323922507,1.0325028007376935e-07,0.00014021547203370586,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_20_24_POS_AVERAGE.csv,True,Completed successfully
20_24,POS,MARGINAL,7,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,1_3,370,0.03366340685770753,4,10,0.6052561262871233,0.9118681661050584,0.00014422243561457965,0.007993493031681767,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_3_model_output/xgboost_v2_exog_1_3_ts7_model_results_20_24_POS_MARGINAL.csv,True,Completed successfully
