DATE,ACTUAL_VALUE,D+1,MARGINAL_PRICE,RMSE_COMPONENT,MAE,MAPE,ACCEPTANCE,REVENUE
2024-07-01 12:00:00,13.259998,14.2111,13.26,0.904595014404001,0.9511020000000006,0.0717271601398432,0,0.0
2024-07-02 12:00:00,12.249999,20.197622,12.25,63.164711350128975,7.947622999999998,0.6487856039824981,0,0.0
2024-07-03 12:00:00,12.169998,15.687896,12.17,12.375606338404005,3.5178980000000006,0.28906315350257256,0,0.0
2024-07-04 12:00:00,11.51,13.203253,11.51,2.867105722009001,1.6932530000000003,0.14711146828844487,0,0.0
2024-07-05 12:00:00,10.780001,11.961873,10.78,1.3968214243840007,1.1818720000000003,0.10963561135105648,0,0.0
2024-07-06 12:00:00,9.889998,11.658916,9.89,3.1290708907239977,1.7689179999999993,0.1788592879391886,0,0.0
2024-07-07 12:00:00,9.08,10.859156,9.08,3.1653960723360015,1.7791560000000004,0.1959422907488987,0,0.0
2024-07-08 12:00:00,11.529997,13.3400955,11.53,3.276456579702252,1.8100985000000005,0.15699037042247282,0,0.0
2024-07-09 12:00:00,10.77,12.907688,10.77,4.569709985344003,2.1376880000000007,0.19848542246982365,0,0.0
2024-07-10 12:00:00,11.189999,13.917235,11.19,7.437816199695997,2.7272359999999995,0.24372084394288146,0,0.0
2024-07-11 12:00:00,10.100001,12.713131,10.1,6.8284483969,2.61313,0.2587257169578498,0,0.0
2024-07-12 12:00:00,10.509998,13.298012,10.51,7.773022064196002,2.7880140000000004,0.2652725528587161,0,0.0
2024-07-13 12:00:00,9.08,10.736313,9.08,2.7433727539690027,1.6563130000000008,0.1824133259911895,0,0.0
2024-07-14 12:00:00,8.259999,9.658638,8.26,1.956191052320998,1.3986389999999993,0.16932677594755147,0,0.0
2024-07-15 12:00:00,10.14,10.585526,10.14,0.1984934166759993,0.4455259999999992,0.04393747534516757,0,0.0
2024-07-16 12:00:00,119.999954,20.607391,120.0,9878.881579708968,99.392563,0.8282716758374756,1,20.607391
2024-07-17 12:00:00,38.320004,31.757101,38.32,43.071695787408984,6.562902999999999,0.17126571803071836,1,31.757101
2024-07-18 12:00:00,22.98,23.051485,22.98,0.005110105224999876,0.07148499999999913,0.0031107484769364287,0,0.0
2024-07-19 12:00:00,16.680002,17.474216,16.68,0.6307758777959946,0.7942139999999966,0.047614742492236906,0,0.0
2024-07-20 12:00:00,12.500001,13.915251,12.5,2.002932562500001,1.4152500000000003,0.11321999094240076,0,0.0
2024-07-21 12:00:00,10.829998,11.888189,10.83,1.1197681924810017,1.0581910000000008,0.09770925165452485,0,0.0
2024-07-22 12:00:00,11.64,12.18209,11.64,0.29386156809999997,0.54209,0.04657130584192439,0,0.0
2024-07-23 12:00:00,11.62,12.704741,11.62,1.1766630370810023,1.084741000000001,0.09335120481927721,0,0.0
2024-07-24 12:00:00,10.319998,10.981167,10.32,0.437144446560999,0.6611689999999992,0.06406677598193325,0,0.0
2024-07-25 12:00:00,10.159999,11.13007,10.16,0.9410377450410016,0.9700710000000008,0.09547943853144089,0,0.0
