PRODUCT,PRODUCT_SIGN,PRICE_TYPE,FEATURES,NUM_FEATURES,FEATURE_NUMBERS,TIMESTEP,HIDDEN_SIZE,NUM_STACKED_LAYERS,LEARNING_RATE,DROPOUT_RATE,WEIGHT_DECAY,BATCH_SIZE,EXECUTION_TIME_[S],CV_MEAN_LOSS
all,NEG,AVERAGE,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,"1, 3",42,74,1,0.0009626855524033079,0.26648852816008434,2.6587543983272713e-06,32,246.84493803977966,0.005507426823932315
all,NEG,MARGINAL,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,"1, 3",42,88,2,0.0007011309774947931,0.12396039287911644,4.62956283496122e-06,32,296.12338161468506,0.005560081255360983
all,POS,AVERAGE,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,"1, 3",42,102,2,0.0008903488639350984,0.29390742215757315,1.0246941141612521e-06,32,391.2774477005005,0.004616719692173164
all,POS,MARGINAL,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], RES_SHARE",2,"1, 3",42,127,1,0.0009222112252730689,0.18638900372842315,3.823475224675187e-06,32,316.6216719150543,0.004705802106196288
