DATE,ACTUAL_VALUE,D+1,ORDER,SEASONAL_ORDER
2023-12-01,8.77,9.511355150428715,"(1, 0, 2)","(2, 0, 0, 7)"
2023-12-02,8.9,8.472046044054117,"(1, 0, 2)","(2, 0, 0, 7)"
2023-12-03,8.2,9.691869892930157,"(1, 0, 2)","(2, 0, 0, 7)"
2023-12-04,8.55,7.355150922166994,"(1, 0, 2)","(2, 0, 0, 7)"
2023-12-05,9.39,8.382942648852328,"(1, 0, 2)","(2, 0, 0, 7)"
2023-12-06,8.74,8.424640555827592,"(1, 0, 2)","(2, 0, 0, 7)"
2023-12-07,7.61,9.655964454870164,"(1, 0, 2)","(2, 0, 0, 7)"
2023-12-08,8.96,7.370720447772989,"(1, 0, 2)","(2, 0, 0, 7)"
2023-12-09,8.85,8.9378699010067,"(1, 0, 2)","(2, 0, 0, 7)"
2023-12-10,31.92,7.803939004834547,"(1, 0, 2)","(2, 0, 0, 7)"
2023-12-11,25.41,30.398843895496036,"(1, 0, 1)","(1, 0, 1, 7)"
2023-12-12,15.38,24.983021940676828,"(1, 0, 0)","(2, 0, 0, 7)"
2023-12-13,13.48,14.162174063425539,"(1, 0, 1)","(1, 0, 1, 7)"
2023-12-14,10.75,12.932860505871009,"(1, 0, 0)","(1, 0, 1, 7)"
2023-12-15,9.12,10.532003037637374,"(2, 0, 2)","(2, 0, 0, 7)"
2023-12-16,9.27,9.387744751242682,"(1, 0, 2)","(2, 0, 0, 7)"
2023-12-17,25.89,10.951284427850778,"(1, 0, 0)","(1, 0, 1, 7)"
2023-12-18,24.42,23.90957046927376,"(1, 0, 1)","(1, 0, 1, 7)"
2023-12-19,21.12,21.5050543449966,"(1, 0, 0)","(1, 0, 1, 7)"
2023-12-20,19.22,19.293667877520132,"(1, 0, 1)","(1, 0, 1, 7)"
2023-12-21,24.19,17.79297455432819,"(3, 0, 0)","(2, 0, 0, 7)"
2023-12-22,32.96,23.400468318784874,"(1, 0, 2)","(2, 0, 0, 7)"
