PRODUCT,PRODUCT_SIGN,PRICE_TYPE,TIMESTEP,HIDDEN_SIZE,NUM_STACKED_LAYERS,LEARNING_RATE,DROPOUT_RATE,WEIGHT_DECAY,BATCH_SIZE,EXECUTION_TIME_[S]
all,NEG,AVERAGE,42,101,2,0.0009626855524033079,0.1337321098557312,1.1952270129143854e-06,32,493.2400596141815
all,NEG,MARGINAL,42,124,2,0.0005801606691826513,0.15607494705524583,2.9282893965651464e-06,32,483.634624004364
all,POS,AVERAGE,42,111,2,0.0009910997084648949,0.26648852816008434,2.6587543983272713e-06,32,514.9535863399506
all,POS,MARGINAL,42,106,2,0.000979106100647189,0.15339821458907388,1.5367699222315612e-06,32,441.6700909137726
