DATE,ACTUAL_VALUE,D+1,MARGINAL_PRICE,RMSE_COMPONENT,MAE,MAPE,ACCEPTANCE,REVENUE
2024-07-01 04:00:00,4.75,5.2332225,5.41,0.2335039845062501,0.4832225000000001,0.10173105263157897,1,5.2332225
2024-07-02 04:00:00,4.28,4.7712793,6.0,0.24135535060848953,0.49127929999999953,0.11478488317756998,1,4.7712793
2024-07-03 04:00:00,4.06,4.518213,5.12,0.2099591533690006,0.45821300000000065,0.11286034482758638,1,4.518213
2024-07-04 04:00:00,5.31,4.915986,7.46,0.15524703219599956,0.3940139999999994,0.07420225988700554,1,4.915986
2024-07-05 04:00:00,5.42,5.618156,6.57,0.039265800336,0.198156,0.036560147601476016,1,5.618156
2024-07-06 04:00:00,5.57,5.396068,7.28,0.030252340624000222,0.17393200000000064,0.031226570915619502,1,5.396068
2024-07-07 04:00:00,6.9299994,6.4039116,9.77,0.27676837330884,0.5260878,0.07591455202723395,1,6.4039116
2024-07-08 04:00:00,5.5399995,5.989002,6.77,0.20160324500624976,0.44900249999999975,0.08104738998622649,1,5.989002
2024-07-09 04:00:00,4.8899994,5.2378373,5.56,0.12099120467641002,0.34783790000000003,0.07113250361544013,1,5.2378373
2024-07-10 04:00:00,4.650001,5.0540204,5.18,0.16323167557636012,0.40401940000000014,0.08688587378798417,1,5.0540204
2024-07-11 04:00:00,4.1899996,4.471004,4.65,0.07896347281935978,0.2810043999999996,0.06706549566257705,1,4.471004
2024-07-12 04:00:00,3.65,3.909991,3.9,0.06759532008100017,0.2599910000000003,0.0712304109589042,0,0.0
2024-07-13 04:00:00,3.8200002,3.9580534,4.68,0.019058686030239965,0.13805319999999988,0.03613957925970786,1,3.9580534
2024-07-14 04:00:00,4.810001,4.078671,7.57,0.5348435688999997,0.7313299999999998,0.15204362743375727,1,4.078671
2024-07-15 04:00:00,4.36,4.606474,4.9,0.06074943267600004,0.24647400000000008,0.05653073394495414,1,4.606474
2024-07-16 04:00:00,12.719998,4.3509345,62.23,70.04122386703224,8.3690635,0.657945347161218,1,4.3509345
2024-07-17 04:00:00,11.200001,11.052969,17.8,0.02161840902400034,0.14703200000000116,0.01312785597072725,1,11.052969
2024-07-18 04:00:00,7.0800004,8.908192,8.61,3.3422845263105576,1.8281915999999994,0.2582191379537209,0,0.0
2024-07-19 04:00:00,5.08,6.2962575,5.7,1.4792823063062506,1.2162575000000002,0.23942076771653548,0,0.0
2024-07-20 04:00:00,4.8300004,4.8129106,5.39,0.0002920612640399977,0.017089799999999933,0.003538260576541553,1,4.8129106
