PRODUCT,PRODUCT_SIGN,PRICE_TYPE,FEATURES,NUM_FEATURES,FEATURE_NUMBERS,TIMESTEP,HIDDEN_SIZE,NUM_STACKED_LAYERS,LEARNING_RATE,DROPOUT_RATE,WEIGHT_DECAY,BATCH_SIZE,EXECUTION_TIME_[S],CV_MEAN_LOSS
all,NEG,AVERAGE,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,42,88,2,0.0009192473284069678,0.18638900372842315,3.823475224675187e-06,32,886.4200308322906,0.005847514125379371
all,NEG,MARGINAL,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,42,127,2,0.0009626855524033079,0.25672592422980334,2.0193650484026896e-06,32,1133.0357074737549,0.004235677907268925
all,POS,AVERAGE,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,42,126,2,0.0008903488639350984,0.22022300234864176,2.6070247583707675e-05,32,1045.0347831249237,0.00452679145780233
all,POS,MARGINAL,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,42,114,2,0.000979106100647189,0.22801770049351125,1.1952270129143854e-06,32,1091.808715581894,0.005566698036769905
