DATE,ACTUAL_VALUE,D+1,ORDER,SEASONAL_ORDER,AIC
2023-12-01 20:00:00,3.3,3.9187137217550094,"(1, 0, 0)","(1, 0, 0, 7)",358.36398197683246
2023-12-02 20:00:00,3.27,3.1355088417113657,"(1, 0, 0)","(1, 0, 0, 7)",358.6890962958625
2023-12-03 20:00:00,3.24,2.9645797000535126,"(1, 0, 0)","(1, 0, 0, 7)",358.58269690513487
2023-12-04 20:00:00,3.14,3.04875519390211,"(1, 0, 0)","(1, 0, 0, 7)",358.5207057990233
2023-12-05 20:00:00,3.01,2.922618268158481,"(1, 0, 0)","(1, 0, 0, 7)",358.4925729934773
2023-12-06 20:00:00,3.72,2.8243719523336606,"(1, 0, 0)","(1, 0, 0, 7)",358.45545523820465
2023-12-07 20:00:00,5.01,3.5324499819423774,"(1, 0, 0)","(1, 0, 0, 7)",358.4948031804884
2023-12-08 20:00:00,3.95,4.671531210134707,"(1, 0, 0)","(1, 0, 0, 7)",359.04743023428153
2023-12-09 20:00:00,24.69,3.7916882152636853,"(1, 0, 0)","(1, 0, 0, 7)",359.28547810434566
2023-12-10 20:00:00,10.9,16.588371888805767,"(2, 0, 1)","(1, 0, 0, 7)",378.94411563472374
2023-12-11 20:00:00,7.68,9.157081205791439,"(2, 0, 1)","(0, 0, 1, 7)",379.177342294195
2023-12-12 20:00:00,7.31,7.121382367924257,"(1, 0, 0)","(1, 0, 0, 7)",382.070476024654
2023-12-13 20:00:00,6.01,6.93118954539006,"(1, 0, 0)","(1, 0, 1, 7)",381.82112027029586
2023-12-14 20:00:00,5.31,5.848836973164425,"(1, 0, 0)","(1, 0, 1, 7)",381.76175436909926
2023-12-15 20:00:00,4.61,4.8516099743048935,"(1, 0, 0)","(1, 0, 1, 7)",381.8531268206789
2023-12-16 20:00:00,9.09,5.370960478657935,"(1, 0, 0)","(1, 0, 1, 7)",381.8628922146773
2023-12-17 20:00:00,9.8,7.562950245293541,"(1, 0, 0)","(1, 0, 1, 7)",381.53634769899963
2023-12-18 20:00:00,7.54,8.488798794137676,"(2, 0, 1)","(1, 0, 0, 7)",375.17955368648336
2023-12-19 20:00:00,5.99,7.157905565851716,"(2, 0, 1)","(1, 0, 0, 7)",372.0825551147293
2023-12-20 20:00:00,5.64,5.8562967722657975,"(2, 0, 1)","(1, 0, 0, 7)",367.843651683792
2023-12-21 20:00:00,16.5,5.576596341460712,"(2, 0, 1)","(1, 0, 0, 7)",367.19785908383585
2023-12-22 20:00:00,16.9,13.420499765654702,"(1, 0, 2)","(1, 0, 1, 7)",374.6852308396111
2023-12-23 20:00:00,13.68,14.545093087491033,"(2, 0, 2)","(1, 0, 0, 7)",375.82461819373157
2023-12-24 20:00:00,22.16,12.368793885577393,"(2, 0, 1)","(0, 0, 1, 7)",374.50879358390944
