DATE,ACTUAL_VALUE,D+1,ORDER,SEASONAL_ORDER,AIC,MARGINAL_PRICE,RMSE_COMPONENT,MAE,MAPE,ACCEPTANCE,REVENUE
2024-07-01,7.06,7.155161475663266,"(4, 0, 0)","(0, 0, 0, 7)",-495.1626512984268,7.28,0.009055706450410398,0.09516147566326616,0.013478962558536284,1,7.155161475663266
2024-07-02,6.65,7.002244657139153,"(3, 0, 1)","(0, 0, 0, 7)",-495.714351005234,7.0,0.1240762984830792,0.35224465713915265,0.05296912137430867,0,0.0
2024-07-03,6.38,6.564342097257727,"(3, 0, 1)","(0, 0, 0, 7)",-501.3670365173946,6.68,0.033982008821377356,0.1843420972577272,0.02889374565168138,1,6.564342097257727
2024-07-04,6.36,6.359742245788715,"(3, 0, 1)","(0, 0, 0, 7)",-509.07059970180137,8.44,6.643723343511785e-08,0.0002577542112849329,4.052739171146744e-05,1,6.359742245788715
2024-07-05,6.36,6.388696320051267,"(3, 0, 1)","(0, 0, 0, 7)",-516.6813959203957,7.18,0.0008234787844847159,0.028696320051266433,0.00451200000806076,1,6.388696320051267
2024-07-06,7.16,6.358153622787303,"(3, 0, 1)","(0, 0, 0, 7)",-522.1462346358164,11.48,0.6429576126491267,0.8018463772126969,0.11198971748780683,1,6.358153622787303
2024-07-07,6.88,7.278291992440176,"(3, 0, 0)","(0, 0, 0, 7)",-533.7377003939932,7.8,0.15863651124196504,0.39829199244017577,0.05789127797095578,1,7.278291992440176
2024-07-08,6.64,6.669134829539148,"(3, 0, 1)","(0, 0, 0, 7)",-539.431792173795,7.43,0.0008488382922752386,0.029134829539148477,0.004387775533004289,1,6.669134829539148
2024-07-09,6.35,6.531674753363399,"(3, 0, 1)","(0, 0, 0, 7)",-545.793040240625,6.6,0.03300571600965198,0.18167475336339933,0.028610197380062888,1,6.531674753363399
2024-07-10,5.96,6.307513820310401,"(4, 0, 0)","(0, 0, 0, 7)",-562.5673413264253,6.3,0.12076585530672976,0.3475138203104011,0.058307687971543815,0,0.0
