DATE,ACTUAL_VALUE,MARGINAL_PRICE,MODEL,MODEL_NAME,D+1_arma,RMSE_arma,MAPE_arma,MAE_arma,D+1_armax,RMSE_armax,MAPE_armax,MAE_armax,D+1_sarma,RMSE_sarma,MAPE_sarma,MAE_sarma,D+1_sarmax,RMSE_sarmax,MAPE_sarmax,MAE_sarmax
2023-12-13 12:00:00,3.95,5.9,arma,ARMA,3.635584536547048,0.0988570836583348,0.0795988515070765,0.3144154634529523,4.019081739882524,0.0047722867851966,0.017489048071525,0.0690817398825238,3.9793193653295833,0.0008596251833295,0.0074226241340716,0.0293193653295831,3.128789911923308,0.6743860087589288,0.2079012881206816,0.8212100880766924
2023-12-14 12:00:00,3.64,4.5,arma,ARMA,3.816898162141704,0.0312929597691126,0.0485983961927758,0.176898162141704,4.019428570055505,0.1439660397743648,0.1042386181471166,0.3794285700555044,4.389710956970455,0.562066519001555,0.2059645486182568,0.7497109569704548,4.00576931738289,0.1337871935387449,0.1004860762040905,0.3657693173828895
2023-12-15 12:00:00,3.35,4.05,arma,ARMA,3.782117267814231,0.1867253331432359,0.1289902291982779,0.4321172678142311,3.6195638575423374,0.0726646732931055,0.0804668231469663,0.2695638575423373,3.719729713034006,0.1367000607002084,0.1103670785176137,0.369729713034006,3.238108387229446,0.0125197330083956,0.033400481424046,0.1118916127705542
2023-12-16 12:00:00,4.06,5.69,arma,ARMA,3.77660424034342,0.0803131565913297,0.0698019112454629,0.2833957596565795,5.9670770703634215,3.636942952305932,0.4697234163456704,1.907077070363422,4.603160661835741,0.2950235045658403,0.1337834142452564,0.5431606618357412,5.903195200107531,3.397368545699442,0.4539889655437269,1.8431952001075311
2023-12-17 12:00:00,9.6,12.65,arma,ARMA,4.275679573794641,28.348388000907608,0.5546167110630582,5.324320426205358,4.080068827654404,30.469640147432617,0.5749928304526662,5.519931172345595,5.340857525899195,18.140294614689523,0.4436606743855005,4.259142474100805,5.957973998794022,13.264353393460404,0.3793777084589561,3.642026001205978
2023-12-18 12:00:00,5.91,7.61,arma,ARMA,8.283044567643781,5.63134052002366,0.4015303836960712,2.373044567643781,8.992715921552119,9.503137452990927,0.5216101390105107,3.0827159215521185,6.942558372457847,1.0661767925327972,0.1747137686053886,1.0325583724578469,5.826276970681228,0.007009545638312,0.0141663332180663,0.0837230293187722
2023-12-19 12:00:00,4.86,5.61,arma,ARMA,5.065237816054611,0.0421225611388662,0.0422300033034178,0.2052378160546109,5.934019069453415,1.1535169615495782,0.2209915780768342,1.0740190694534144,4.966708069652138,0.0113866121288854,0.0219563929325386,0.1067080696521376,4.756379265923677,0.0107372565305161,0.021321138698832,0.1036207340763235
2023-12-20 12:00:00,5.25,7.19,arma,ARMA,4.688363367403349,0.3154357070745051,0.1069784062088858,0.5616366325966506,5.898690971113457,0.4207999760041204,0.1235601849739918,0.6486909711134574,4.892711289564833,0.1276552226044247,0.0680549924638413,0.3572887104351672,6.172175459206954,0.8504075775635572,0.1756524684203722,0.9221754592069544
2023-12-21 12:00:00,8.11,15.29,arma,ARMA,4.605635874120831,12.280567926748867,0.4321040845720306,3.504364125879168,6.741179524137067,1.873669495141625,0.1687818096008548,1.3688204758629323,5.503595448018199,6.793344688591449,0.3213815723775339,2.6064045519818,8.645445348687849,0.2867017214314526,0.0660228543388223,0.5354453486878494
2023-12-22 12:00:00,12.8,20.97,arma,ARMA,7.512797638874958,27.954508807486224,0.4130626844628939,5.2872023611250425,7.679178453794841,26.222813308079,0.400064183297278,5.12082154620516,7.43628921406297,28.76939339517724,0.4190399051513305,5.36371078593703,6.957287655232159,34.13728754370253,0.4564619019349876,5.8427123447678415
2023-12-23 12:00:00,12.55,16.0,arma,ARMA,11.2834186165483,1.604228400906425,0.1009228193985419,1.266581383451701,640.1085052510612,393829.6775129462,50.004661772992925,627.5585052510612,14.043120992890838,2.22941029941132,0.1189737842940906,1.493120992890837,6.973690458380957,31.095228103951595,0.4443274535154616,5.576309541619044
2023-12-24 12:00:00,18.53,24.11,arma,ARMA,10.950127683854816,57.454464329064166,0.4090594881891626,7.579872316145185,44616.039636800655,1988937865.8045275,2406.77332092826,44597.509636800656,14.4385872553767,16.73965824686598,0.2207993925862548,4.091412744623302,17.394023882582996,1.290441739341814,0.0613047014256343,1.135976117417005
2023-12-25 12:00:00,16.2,19.29,arma,ARMA,13.771931957588144,5.895514418581738,0.1498807433587564,2.428068042411855,1216.718069210417,1441243.6345007075,74.10605365496401,1200.518069210417,13.586008765350266,6.832950174825635,0.1613574836203539,2.613991234649733,12.53307400001709,13.446346289350664,0.2263534567890685,3.66692599998291
2023-12-26 12:00:00,13.54,15.39,arma,ARMA,11.00530259233266,6.424690948435531,0.1872006948055642,2.5346974076673394,6239.066724539699,38757182.99795799,459.78779354059816,6225.526724539699,13.535728151257484,1.82486916789314e-05,0.0003154984300233,0.0042718487425155,14.61515248146612,1.1559528584027583,0.0794056485573206,1.0751524814661213
2023-12-27 12:00:00,8.22,9.86,arma,ARMA,11.400149860642047,10.113353136141628,0.3868795450902733,3.180149860642046,3.9823561408702153,17.95762547682038,0.515528450015789,4.237643859129785,12.451804954678398,17.90817317444063,0.5148181210071042,4.231804954678397,4.749890366243272,12.041660870291258,0.4221544566614025,3.4701096337567288
2023-12-28 12:00:00,8.88,11.92,arma,ARMA,7.822592851116917,1.1181098785090526,0.1190773816309779,1.057407148883084,15.613767339444417,45.34362258176833,0.758307132820317,6.733767339444416,9.085371745498149,0.0421775538489561,0.023127448817359,0.205371745498148,12.550359500263118,13.47153886117172,0.4133287725521528,3.6703595002631175
2023-12-29 12:00:00,10.77,16.0,arma,ARMA,9.336805334277942,2.05404694985416,0.1330728566130044,1.4331946657220571,3192.7942522086864,10125278.34164425,295.452576806749,3182.0242522086864,9.460757211793556,1.714116678470582,0.1215638614862064,1.3092427882064437,11.829688817031943,1.1229403889425609,0.098392647820979,1.0596888170319438
2023-12-30 12:00:00,9.84,11.46,arma,ARMA,10.784163809060397,0.8914452983394378,0.0959516066118289,0.944163809060397,551.2404057986836,293114.3993989792,55.02036644295565,541.4004057986836,13.335262540126116,12.216860224408872,0.355209607736394,3.4952625401261166,9.565146317818725,0.0755445466086054,0.0279322847745198,0.2748536821812752
2023-12-31 12:00:00,14.36,25.0,arma,ARMA,10.114281957188805,18.02612169905252,0.2956628163517545,4.245718042811195,1822.1637740366784,3268154.485421258,125.89162771843166,1807.8037740366783,12.641191084432258,2.954304088235157,0.1196942141760265,1.7188089155677415,12.366882498073982,3.972517376483806,0.1387964834210318,1.993117501926017
2024-01-01 12:00:00,15.02,20.63,arma,ARMA,13.688025746531046,1.7741554119041751,0.088680043506588,1.3319742534689532,1675.7321326880312,2757964.787657229,110.56671988602072,1660.7121326880313,11.213152565615626,14.492087388678884,0.2534518931014896,3.806847434384373,13.408010113729503,2.598511393438368,0.1073228952244005,1.6119898862704964
2024-01-02 12:00:00,10.88,12.33,arma,ARMA,12.8573317672619,3.909840917823068,0.1817400521380422,1.9773317672619,39.68479087397492,829.7159772934286,2.6474991612109298,28.80479087397492,12.657551312787367,3.1596886695920903,0.1633778780135447,1.7775513127873666,7.129633079527983,14.065252038170764,0.3447028419551486,3.750366920472018
2024-01-03 12:00:00,10.29,12.84,arma,ARMA,10.205574466733667,0.0071276706673045,0.0082046193650468,0.0844255332663319,529.6514634238406,269736.32968975336,50.4724454250574,519.3614634238406,9.899146723693102,0.1527662835998357,0.0379837975030998,0.3908532763068972,13.04206000577538,7.573834275388386,0.2674499519703965,2.7520600057753803
2024-01-04 12:00:00,8.36,9.33,arma,ARMA,9.957107542988666,2.550752503871296,0.1910415721278309,1.5971075429886668,9.639056435990668,1.6359853664491504,0.1529971813385967,1.2790564359906682,11.016176005960672,7.055270974641189,0.3177244026268747,2.6561760059606723,5.993742062146867,5.599176628452957,0.2830452078771689,2.366257937853132
2024-01-05 12:00:00,6.3,7.29,arma,ARMA,8.423240404406046,4.508149814902351,0.3370222864136581,2.1232404044060464,36.58974033570196,917.4683696042504,4.807895291381263,30.28974033570196,8.509513930703609,4.881951809973312,0.3507164969370807,2.2095139307036087,8.296911641980822,3.987656105878543,0.3169701019017178,1.9969116419808224
2024-01-06 12:00:00,5.42,6.2,arma,ARMA,7.238636506381385,3.307438742343091,0.3355417908452741,1.8186365063813852,13.362105614164976,63.077041586550834,1.4653331391448297,7.942105614164976,8.651982822102525,10.445712962365802,0.5963067937458534,3.231982822102525,5.678471521995824,0.0668075276828379,0.0476884726929565,0.2584715219958244
2024-01-07 12:00:00,5.19,5.86,arma,ARMA,6.41691514964253,1.5053207844223504,0.2363998361546299,1.2269151496425297,11.010497913201355,33.878195957581326,1.1214832202700105,5.820497913201355,7.831413438193371,6.977064951468523,0.5089428589967958,2.6414134381933705,8.017952040675691,7.997312744361805,0.5448847862573586,2.827952040675691
2024-01-08 12:00:00,4.44,4.99,arma,ARMA,6.084259514082693,2.703589349651453,0.3703287193879938,1.6442595140826928,7.199858262436167,7.616817628737176,0.6215896987468843,2.7598582624361665,4.636345777165127,0.0385516642105776,0.0442220218840375,0.1963457771651269,4.868973100319474,0.1840179207977012,0.0966155631350165,0.4289731003194736
2024-01-09 12:00:00,3.65,3.98,arma,ARMA,5.316151925443748,2.7760622386599088,0.4564799795736296,1.666151925443748,5.749944405137879,4.40976650466988,0.5753272342843504,2.099944405137879,4.428002858102202,0.6052884472151951,0.213151467973206,0.778002858102202,4.044158001809155,0.1553605303901858,0.1079884936463438,0.394158001809155
2024-01-10 12:00:00,3.22,7.52,arma,ARMA,4.254822843647533,1.070858317734766,0.3213735539278052,1.0348228436475329,5.907381144024652,7.222017413259245,0.8345904173989601,2.687381144024652,3.666019477166634,0.1989333740119974,0.1385153655796999,0.4460194771666339,3.692208131698623,0.2229805196423039,0.1466484881051623,0.4722081316986228
2024-01-11 12:00:00,3.9,4.67,arma,ARMA,3.934202993093476,0.0011698447365523,0.0087699982290964,0.0342029930934759,5.259187592807337,1.8473909124414043,0.3485096391813685,1.3591875928073374,3.633536327613149,0.071002888701887,0.068324018560731,0.266463672386851,3.637925499260336,0.0686830439379442,0.0671985899332472,0.2620745007396641
2024-01-12 12:00:00,3.18,3.77,arma,ARMA,4.57603745479714,1.948920575196476,0.4390054889299181,1.3960374547971397,5.730742475012969,6.506287173835284,0.8021202751613108,2.5507424750129686,3.9863036077774,0.6501255079148509,0.2535545936406917,0.8063036077773997,3.7379575665586975,0.3113166460801032,0.1754583542637413,0.5579575665586973
2024-01-13 12:00:00,4.84,6.24,arma,ARMA,3.583183662534536,1.5795873061201025,0.2596727969969966,1.2568163374654635,14.000520176391586,83.91512990207733,1.892669457932146,9.160520176391586,4.077166870251814,0.5819143838414129,0.1576101507744186,0.7628331297481861,7.235877217878347,5.740227643148488,0.4950159541070965,2.395877217878347
2024-01-14 12:00:00,4.95,5.36,arma,ARMA,5.411995663935583,0.21343999349528,0.0933324573607238,0.4619956639355829,9.233910638095509,18.351890355187862,0.8654364925445471,4.2839106380955085,6.343144452810944,1.940851466397904,0.2814433238001906,1.3931444528109438,5.9327836087285,0.9658636215854134,0.1985421431774747,0.9827836087285
2024-01-15 12:00:00,3.85,4.29,arma,ARMA,4.858748736863934,1.0175740141245817,0.262012658925697,1.0087487368639336,6.544818171090496,7.262044975239524,0.699952771711817,2.694818171090496,3.880278905185817,0.0009168120992516,0.0078646506976148,0.0302789051858169,4.132155905382002,0.0796119549419373,0.0732872481511694,0.2821559053820022
2024-01-16 12:00:00,3.03,3.54,arma,ARMA,3.992063650304825,0.925566467237845,0.3175127558761799,0.9620636503048252,4.570613490119344,2.3734899259377067,0.5084532970690906,1.5406134901193442,3.708964328352298,0.4609925591748876,0.2240806364199004,0.6789643283522984,2.7373581216119174,0.0856392689865052,0.0965814780158687,0.2926418783880824
2024-01-17 12:00:00,2.4,2.76,arma,ARMA,3.1798038654033305,0.6080940684979758,0.3249182772513878,0.7798038654033306,5.478796572112113,9.4789883324493,1.2828319050467138,3.0787965721121133,3.0323225983951274,0.3998318684411657,0.2634677493313031,0.6323225983951275,2.7649183976257232,0.1331654369257255,0.1520493323440513,0.3649183976257233
2024-01-18 12:00:00,2.02,2.29,arma,ARMA,2.648634730301755,0.3951816241415602,0.3112053120305718,0.628634730301755,4.8465737922200605,7.989519402865294,1.3992939565445843,2.8265737922200604,2.771243581610189,0.5643669189105047,0.3719027631733609,0.751243581610189,2.68162620638798,0.43774923697935,0.3275377259346436,0.6616262063879801
2024-01-19 12:00:00,2.45,3.82,arma,ARMA,2.536411492289101,0.0074669459996292,0.0352699968526941,0.0864114922891006,6.367168604335832,15.344209874794332,1.5988443283003395,3.917168604335832,2.22487337852667,0.050681995695996,0.0918884169278898,0.22512662147333,2.919525343424516,0.2204540481179096,0.1916429973161289,0.4695253434245159
2024-01-20 12:00:00,3.8,4.8,arma,ARMA,2.9608382712960366,0.7041924069214239,0.220832033869464,0.8391617287039632,9.262255418810415,29.83623426032375,1.4374356365290568,5.462255418810416,3.297247378568374,0.2527601983563716,0.1323033214293752,0.5027526214316258,3.7049579111154087,0.0090329986595465,0.0250110760222608,0.095042088884591
2024-01-21 12:00:00,8.16,14.07,arma,ARMA,4.16560951741609,15.95515532735692,0.4895086375715575,3.99439048258391,201.43024305205927,37353.386849402064,23.68507880539942,193.27024305205927,4.695702353046363,12.00135818668851,0.4245462802639261,3.464297646953637,5.791944412163002,5.607687267086029,0.2902028906662987,2.3680555878369978
2024-01-22 12:00:00,6.74,8.36,arma,ARMA,7.248951357706087,0.259031484510869,0.0755120708762739,0.5089513577060867,10.200446756204514,11.974691752526338,0.5134194000303433,3.4604467562045134,5.768466204553309,0.943877915695054,0.1441444800366011,0.9715337954466916,5.188394253988892,2.4074803910546883,0.2302085676574344,1.5516057460111083
2024-01-23 12:00:00,5.02,5.91,arma,ARMA,5.44813341301235,0.1832982193376038,0.0852855404407072,0.4281334130123504,10.147062187594583,26.28676667546216,1.0213271290029051,5.127062187594584,5.400897070275481,0.145082578144445,0.0758759104134425,0.3808970702754815,5.303330613012665,0.080276236270133,0.0564403611579015,0.2833306130126658
2024-01-24 12:00:00,5.12,6.88,arma,ARMA,4.283670957530465,0.6994462672780102,0.1633455161073311,0.8363290424695355,87.17328998523789,6732.742397401539,16.026033200241773,82.05328998523788,4.708215726595088,0.1695662878236113,0.0804266158993968,0.4117842734049119,5.241910786705042,0.0148622399150422,0.0238107005283285,0.1219107867050421
2024-01-25 12:00:00,4.41,6.4,arma,ARMA,4.237501250954884,0.0297558184221298,0.0391153625952643,0.1724987490451157,4.083183130570684,0.1068092661435786,0.0741081336574412,0.3268168694293161,5.408675455503719,0.99735266542556,0.2264570193885983,0.9986754555037188,2.482079543933516,3.7168772849196,0.4371701714436471,1.927920456066484
2024-01-26 12:00:00,5.09,6.94,arma,ARMA,4.2270504577789145,0.7446819124195807,0.1695382204756552,0.8629495422210853,14.85154727922926,95.28780528462818,1.917789249357419,9.76154727922926,4.447523389759024,0.4127761947067353,0.1262233026013705,0.6424766102409762,6.395287821222682,1.7037762962322556,0.2564416151714502,1.3052878212226815
2024-01-27 12:00:00,5.07,5.89,arma,ARMA,5.333159728653931,0.0692530427852105,0.0519052719238522,0.2631597286539309,8.186053910091836,9.709791970598618,0.6146062939037151,3.116053910091836,6.582718535624731,2.28831736802263,0.2983665750739114,1.5127185356247308,3.974245785794533,1.2006772979490414,0.2161250915592638,1.0957542142054677
2024-01-28 12:00:00,8.27,13.54,arma,ARMA,5.058518493257999,10.313613468145869,0.3883290818309553,3.2114815067420004,10.413409203992773,4.594203015760933,0.2591788638443498,2.143409203992773,6.5662556957023686,2.902744654426619,0.2060150307494112,1.703744304297631,6.113174089491067,4.651898008242687,0.2608011983686739,2.1568259105089327
2024-01-29 12:00:00,6.02,7.5,arma,ARMA,7.321592620028852,1.694143348513573,0.2162113986758891,1.3015926200288526,5.112736713792761,0.823126670499558,0.1507081870776144,0.9072632862072388,6.543515471382069,0.27406844877639,0.0869627028873869,0.5235154713820691,3.7784427224170174,5.02457902868523,0.372351707239698,2.241557277582982
2024-01-30 12:00:00,5.19,5.9,arma,ARMA,5.184858638773262,2.6433595263808588e-05,0.0009906283673869,0.0051413612267383,7.66049333265452,6.103337306690434,0.4760102760413331,2.4704933326545198,5.246416237896032,0.0031827918983416,0.0108701807121447,0.0564162378960313,4.617546286350793,0.3277032542707689,0.1102993667917548,0.5724537136492076
2024-01-31 12:00:00,4.62,5.5,arma,ARMA,4.575739981954059,0.001958949197427,0.0095800904861344,0.0442600180459411,8.763760828540605,17.170753804147516,0.8969179282555421,4.1437608285406045,5.05039405145426,0.1852390395272123,0.0931588855961602,0.4303940514542601,4.01384146507499,0.3674281694624343,0.1312031460876644,0.6061585349250098
2024-02-01 12:00:00,4.73,5.31,arma,ARMA,4.201388528300034,0.2794300880128048,0.1117571821775828,0.5286114716999668,9.695603505102978,24.657218169890974,1.0498104661951326,4.965603505102978,4.910685086117034,0.0326471003451199,0.0381998067900705,0.1806850861170339,7.115872716088758,5.692388617376744,0.5044128363824011,2.385872716088757
2024-02-02 12:00:00,4.47,5.2,arma,ARMA,5.043839781505696,0.3292920948385051,0.128375790046017,0.5738397815056961,16.551049492358572,145.95175683681734,2.702695635874401,12.081049492358574,4.839172359843289,0.136288231272263,0.0825888948195277,0.3691723598432892,4.7390178049770535,0.0723705793946721,0.060182954133569,0.2690178049770537
2024-02-03 12:00:00,7.55,10.47,arma,ARMA,4.740988594211021,7.890545077852577,0.3720544908329773,2.8090114057889792,12.616199123837529,25.666373562372144,0.6710197515016595,5.066199123837529,5.720183145982805,3.348229719245384,0.242359848214198,1.8298168540171948,6.99516845962366,0.3078380381963824,0.0734876212418993,0.5548315403763402
2024-02-04 12:00:00,12.54,17.8,arma,ARMA,7.392349196506903,26.498308794703124,0.4104984691780779,5.147650803493097,95.08947383291527,6814.4156300911645,6.582892650152735,82.54947383291528,9.491724975285337,9.291980626299177,0.2430841327523654,3.0482750247146626,11.35416595439813,1.406202383708495,0.0945641184690485,1.1858340456018688
2024-02-05 12:00:00,9.06,11.73,arma,ARMA,10.359780172575272,1.6894284970198028,0.1434635952069836,1.2997801725752716,17.718590005727883,74.97118088729077,0.9556942611178678,8.658590005727882,8.826127814177694,0.0546961993013035,0.0258137070444047,0.2338721858223067,11.6233751898192,6.570892363780615,0.2829332439094039,2.563375189819199
2024-02-06 12:00:00,7.93,10.13,arma,ARMA,7.076884153065243,0.7278066482912074,0.1075808129804233,0.8531158469347568,11.995152136332038,16.525461891524937,0.5126295253886556,4.065152136332038,7.624086170788722,0.0935832709027068,0.0385767754364789,0.3059138292112777,8.324957061849108,0.1559910807044807,0.0498054302457892,0.3949570618491087
2024-02-07 12:00:00,5.65,6.54,arma,ARMA,6.488252955246809,0.702668016980008,0.1483633549109395,0.8382529552468085,4.106676777598539,2.381846568803632,0.2731545526374268,1.5433232224014617,7.414336054268526,3.11288171239183,0.3122718680121284,1.7643360542685258,3.3639103820635,5.226205741237053,0.4046176314931858,2.2860896179365
2024-02-08 12:00:00,4.1,4.86,arma,ARMA,4.919277002831934,0.6712148073692772,0.199823659227301,0.8192770028319343,4.086391254035858,0.0001851979667165,0.0033192063327174,0.0136087459641416,6.037831456806535,3.755190754988941,0.4726418187333014,1.937831456806536,4.090912466541897,8.258326435213508e-05,0.0022164715751469,0.0090875334581026
2024-02-09 12:00:00,3.84,4.6,arma,ARMA,4.488571969502478,0.4206455996243231,0.1688989503912702,0.6485719695024779,7.377471164188443,12.51370223746474,0.9212164490074072,3.5374711641884438,4.525158448237827,0.4694420991916668,0.1784266792286007,0.6851584482378268,4.08749899699733,0.0612557535146844,0.0644528638013881,0.2474989969973302
2024-02-10 12:00:00,3.52,3.84,arma,ARMA,4.589866733668573,1.1446148278106607,0.3039394129740264,1.0698667336685728,4.84702173302036,1.7609866799083589,0.3769948105171476,1.3270217330203598,5.36351247701794,3.39853825292082,0.5237251355164602,1.84351247701794,3.9160375180825344,0.1568457157289737,0.1125106585461745,0.3960375180825344
2024-02-11 12:00:00,3.64,4.73,arma,ARMA,4.8370856615800175,1.433014081160468,0.3288696872472575,1.1970856615800174,10.161768812103825,42.53346843853012,1.7916947285999516,6.521768812103824,5.012257986788784,1.883091982305606,0.376993952414501,1.372257986788784,4.9532753533518585,1.7246921537214486,0.3607899322395215,1.3132753533518584
2024-02-12 12:00:00,3.44,3.83,arma,ARMA,4.188962491379005,0.5609448134926464,0.217721654470641,0.7489624913790052,4.058345622897723,0.3823513093567729,0.1797516345632915,0.6183456228977229,3.223500352216091,0.0468720974905566,0.0629359441232293,0.2164996477839089,3.7551546824022735,0.0993224738400778,0.0916147332564748,0.3151546824022735
2024-02-13 12:00:00,3.02,3.46,arma,ARMA,3.763331877286661,0.5525422797905117,0.2461363832075036,0.7433318772866611,9.544226689115858,42.56553389097167,2.1603399632833966,6.524226689115858,3.301580966863789,0.0792878408999462,0.093238730749599,0.281580966863789,3.938584234567388,0.8437969959957538,0.304166965088539,0.9185842345673878
2024-02-14 12:00:00,2.68,2.99,arma,ARMA,3.3677026162139527,0.4729348883475149,0.2566054538111763,0.6877026162139526,4.6788181589680375,3.995274032620374,0.7458276712567303,1.9988181589680372,2.905179941254452,0.0507060059433584,0.0840223661397208,0.2251799412544519,3.102109784378041,0.1781766700676763,0.1575036508873287,0.422109784378041
2024-02-15 12:00:00,2.21,2.57,arma,ARMA,2.8226985277350374,0.3753994858886824,0.2772391528212839,0.6126985277350374,2.862241109221496,0.4254184645584873,0.2951317236296362,0.6522411092214959,2.897793939778087,0.4730605035954627,0.3112189772751525,0.687793939778087,2.660745050631785,0.2031711006690503,0.2039570364849705,0.4507450506317849
2024-02-16 12:00:00,6.33,59.86,arma,ARMA,2.595659784735361,13.945296843342753,0.5899431619691373,3.734340215264639,16.693121123837813,107.39427942733349,1.6371439374151362,10.363121123837812,2.3591808394863505,15.767404805502323,0.6273016051364375,3.9708191605136496,2.967548247958692,11.30608178480566,0.5311930098011545,3.362451752041308
2024-02-17 12:00:00,5.93,10.0,arma,ARMA,6.448276738728591,0.2686107779071445,0.0873991127704201,0.5182767387285914,7.127257796478718,1.4334262312290755,0.2018984479728023,1.197257796478718,7.367133586007982,2.0653529440321616,0.2423496772357473,1.437133586007982,4.319907264224033,2.5923986177985383,0.2715164815811074,1.6100927357759671
2024-02-18 12:00:00,9.1,13.56,arma,ARMA,5.296128902862531,14.46943532363781,0.4180078128722493,3.8038710971374687,25.86497221181988,281.0642932630928,1.8423046386615252,16.76497221181988,6.5676299309987085,6.412898166373604,0.278282425164977,2.532370069001291,5.995142865687965,9.640137824488338,0.3411930916826411,3.1048571343120344
2024-02-19 12:00:00,6.37,8.11,arma,ARMA,7.577450565503232,1.4579368681340734,0.1895526790428934,1.2074505655032317,7.200554621266869,0.6898209789077527,0.1303853408582212,0.8305546212668693,7.08293962836703,0.5082829136961188,0.1119214487232386,0.71293962836703,5.181800346693212,1.4118184161183718,0.186530557818962,1.1881996533067882
2024-02-20 12:00:00,5.26,6.19,arma,ARMA,4.607475369924858,0.4257883928547008,0.1240541121815859,0.6525246300751419,10.432263626340578,26.75231102036579,0.983320081053342,5.172263626340579,5.469475356283208,0.0438799248899771,0.0398242122211423,0.2094753562832085,4.940410007047675,0.1021377635952668,0.0607585537932175,0.3195899929523245
