DATE,ACTUAL_VALUE,MARGINAL_PRICE,MODEL,MODEL_NAME,D+1_rw_arma_3m,RMSE_rw_arma_3m,MAPE_rw_arma_3m,MAE_rw_arma_3m,D+1_rw_arma_6m,RMSE_rw_arma_6m,MAPE_rw_arma_6m,MAE_rw_arma_6m,D+1_rw_arma_12m,RMSE_rw_arma_12m,MAPE_rw_arma_12m,MAE_rw_arma_12m,D+1_rw_armax_3m,RMSE_rw_armax_3m,MAPE_rw_armax_3m,MAE_rw_armax_3m,D+1_rw_armax_6m,RMSE_rw_armax_6m,MAPE_rw_armax_6m,MAE_rw_armax_6m,D+1_rw_armax_12m,RMSE_rw_armax_12m,MAPE_rw_armax_12m,MAE_rw_armax_12m,D+1_rw_sarma_3m,RMSE_rw_sarma_3m,MAPE_rw_sarma_3m,MAE_rw_sarma_3m,D+1_rw_sarma_6m,RMSE_rw_sarma_6m,MAPE_rw_sarma_6m,MAE_rw_sarma_6m,D+1_rw_sarma_12m,RMSE_rw_sarma_12m,MAPE_rw_sarma_12m,MAE_rw_sarma_12m,D+1_rw_sarmax_3m,RMSE_rw_sarmax_3m,MAPE_rw_sarmax_3m,MAE_rw_sarmax_3m,D+1_rw_sarmax_6m,RMSE_rw_sarmax_6m,MAPE_rw_sarmax_6m,MAE_rw_sarmax_6m,D+1_rw_sarmax_12m,RMSE_rw_sarmax_12m,MAPE_rw_sarmax_12m,MAE_rw_sarmax_12m
2023-12-01 12:00:00,3.38,3.88,rw_arma_3m,ARMA (3 Months),2.9761063099663003,0.1631301128490382,0.1194951745661833,0.4038936900336995,4.798174101030167,2.0112177808327223,0.4195781363994577,1.418174101030167,5.189045883531869,3.272647008723601,0.5352206756011447,1.8090458835318688,4.005441687733544,0.3911773047549843,0.1850419194477941,0.6254416877335442,6.8552580121231,12.0774182508258,1.0281828438234024,3.4752580121231,6.719025660605402,11.14909236218134,0.9878774143802964,3.339025660605402,3.766203989590655,0.1491535215757389,0.1142615353818506,0.3862039895906552,4.048587041526969,0.447008632097785,0.1978068170198133,0.668587041526969,3.719019156340776,0.1149339883660117,0.1003015255446083,0.3390191563407763,2.9167599149145125,0.2145913764300096,0.1370532796110909,0.4632400850854874,4.285756237030538,0.8203943609197211,0.2679752180563723,0.9057562370305384,3.7899340437323343,0.1680459202107435,0.1212822614592705,0.4099340437323344
2023-12-02 12:00:00,3.38,4.34,rw_arma_3m,ARMA (3 Months),3.064502083058646,0.0995389355943335,0.0933425789767319,0.3154979169413541,3.882462150859337,0.2524682130461911,0.1486574410826441,0.502462150859337,4.412414400128455,1.0658794935925977,0.3054480473752825,1.032414400128455,3.2864557148253453,0.0087505332888371,0.02767582401617,0.0935442851746546,5.565586318126423,4.776787553981413,0.6466231710433203,2.185586318126423,5.983861940648406,6.780097005957286,0.770373355221422,2.6038619406484065,4.29515707348612,0.8375124691516798,0.2707565306171953,0.91515707348612,3.80809910165516,0.1832688408379552,0.1266565389512308,0.4280991016551603,3.211271138896895,0.0284694285691509,0.0499197813914511,0.168728861103105,3.800333466303989,0.1766802228951267,0.124359013699405,0.420333466303989,4.086751489656902,0.4994976681322504,0.2090980738629888,0.7067514896569023,3.298098688687563,0.0067078247946967,0.0242311571930286,0.0819013113124369
2023-12-03 12:00:00,3.52,4.29,rw_arma_3m,ARMA (3 Months),2.9993382254830325,0.2710886834431575,0.1479152768514112,0.5206617745169675,4.280022443446878,0.577634114542963,0.2159154668883176,0.7600224434468781,4.248134167306909,0.5301793655997258,0.2068562975303718,0.728134167306909,3.980442691098204,0.2120074717857561,0.1308075826983534,0.460442691098204,5.435599954890658,3.6695231871770906,0.5442045326393915,1.915599954890658,6.059708682260096,6.450120190747313,0.7215081483693455,2.539708682260096,7.760579181562214,17.982511795098862,1.2047099947619928,4.240579181562215,6.335241018384852,7.9255819915965775,0.7997843802229693,2.815241018384852,5.424066287481865,3.625468427124972,0.5409279225800753,1.9040662874818648,4.386434624425437,0.7507089584032481,0.2461462001208628,0.8664346244254371,3.9436126663548,0.1794476910962232,0.1203445074871591,0.4236126663548001,6.095555294789787,6.633485076519708,0.731691845110735,2.5755552947897877
2023-12-04 12:00:00,2.95,3.38,rw_arma_3m,ARMA (3 Months),2.984423477489126,0.0011849758024443,0.0116689754200426,0.0344234774891258,3.647374702829654,0.4863314761467482,0.2363982043490352,0.697374702829654,4.184908082452947,1.5249979721076137,0.4186129093060836,1.2349080824529466,3.243105990054231,0.0859111214056708,0.0993579627302477,0.2931059900542307,4.966622977086408,4.066768231712848,0.6836010091818332,2.016622977086408,5.321080926789517,5.622024761385036,0.8037562463693279,2.371080926789517,3.1217446440445493,0.0294962227579888,0.0582185234049319,0.1717446440445491,2.577698415438292,0.1386084698671587,0.1262039269700705,0.3723015845617081,3.472753738779056,0.2732714714074815,0.1772046572132393,0.522753738779056,3.72375618678726,0.5986986365915612,0.2622902328092407,0.77375618678726,4.3542431976608045,1.9718989581766408,0.4760146432748489,1.4042431976608043,3.497382548469281,0.2996276543687247,0.1855534062607731,0.5473825484692809
2023-12-05 12:00:00,2.43,3.0,rw_arma_3m,ARMA (3 Months),2.929081399862599,0.2490822436888113,0.2053832921245263,0.4990813998625989,3.1695191213850955,0.5468885308941834,0.3043288565370762,0.7395191213850953,3.4393766902356835,1.0188413027911427,0.415381354006454,1.009376690235683,3.173587873146835,0.5529229250910337,0.3060032399781214,0.743587873146835,4.950562120280984,6.353233402195369,1.0372683622555487,2.520562120280984,4.93804691324902,6.290299319057938,1.032118071295893,2.50804691324902,3.136583124207435,0.4992597114147391,0.2907749482335122,0.7065831242074347,2.976799251108329,0.2989894210126292,0.2250202679458143,0.5467992511083288,3.06136562039693,0.3986225466192003,0.2598212429616995,0.63136562039693,2.840023303360583,0.1681191092987244,0.168733869695713,0.4100233033605827,2.9503403565768167,0.2707540866824885,0.214131833982229,0.5203403565768165,2.848323402663263,0.1749944692157702,0.1721495484210957,0.4183234026632627
2023-12-06 12:00:00,2.68,6.53,rw_arma_3m,ARMA (3 Months),2.5351066466673253,0.0209940838399873,0.0540646840793562,0.1448933533326748,3.0021510862428187,0.1037813223674278,0.1202056291950815,0.3221510862428185,2.895771725134159,0.0465574373673709,0.0805118377366263,0.2157717251341586,2.7194968094322194,0.001559997955325,0.0147376154597832,0.0394968094322192,3.7767478973948494,1.2028559504400227,0.4092342900727049,1.0967478973948492,4.152653831166735,2.168709306450063,0.5494976981965429,1.4726538311667352,2.623137315804523,0.0032333648539145,0.0212174194759243,0.0568626841954773,2.712424480674569,0.0010513469470154,0.0120986868188689,0.0324244806745688,2.734825323080189,0.003005816050847,0.0204572101045481,0.0548253230801889,2.0309460210003327,0.4212710676553007,0.2421843205222639,0.6490539789996674,2.1532475371920823,0.2774681570742069,0.1965494264208648,0.5267524628079179,2.8924302339188026,0.0451266042827971,0.0792650126562695,0.2124302339188024
2023-12-07 12:00:00,3.36,4.84,rw_arma_3m,ARMA (3 Months),2.895492802707389,0.2157669363366365,0.1382461896704199,0.4645071972926109,2.8349659330077266,0.2756607715024469,0.1562601389857956,0.5250340669922733,3.120237736152452,0.0574859431653012,0.071357816621294,0.239762263847548,3.1219742403011392,0.0566562622802197,0.0708409999103752,0.2380257596988606,4.146155003539621,0.6180396895903821,0.2339747034344111,0.7861550035396214,4.210828726161498,0.723909521261598,0.2532228351671126,0.8508287261614984,5.212180361054426,3.4305720898757057,0.5512441550757222,1.8521803610544263,3.80459164640514,0.197661732053233,0.1323189423824821,0.44459164640514,2.906141178899688,0.205987829490565,0.1350770300893786,0.453858821100312,2.2167430971807085,1.307036345843959,0.3402550306009796,1.1432569028192914,2.971392138736755,0.1510160698355935,0.1156571015664419,0.3886078612632451,3.135186513370643,0.050541103770448,0.0669087757825467,0.2248134866293569
2023-12-08 12:00:00,3.38,4.3,rw_arma_3m,ARMA (3 Months),3.2691508980498583,0.0122875234031528,0.0327955922929413,0.1108491019501416,3.186233836900572,0.037545325962274,0.0573272671891798,0.1937661630994278,3.5742656524316403,0.0377391437146909,0.0574750450981184,0.1942656524316404,3.0849489948465094,0.087055095642085,0.0872931967909735,0.2950510051534905,4.973526914683427,2.5393280278204835,0.4714576670661028,1.5935269146834274,4.44276135854351,1.129461705213248,0.3144264374389084,1.0627613585435105,2.9490205119603385,0.1857433191109286,0.1275087242720891,0.4309794880396613,3.3343153362274016,0.0020870885040153,0.0135161727137864,0.0456846637725982,3.242525604750064,0.0188992093493356,0.0406728980029396,0.137474395249936,1.9614296162648963,2.012341933610359,0.4196953798032851,1.4185703837351036,2.356793037946021,1.0469524871957323,0.3027239532704079,1.0232069620539788,2.9136673677551665,0.2174661238963949,0.1379682343919625,0.4663326322448333
2023-12-09 12:00:00,4.46,7.35,rw_arma_3m,ARMA (3 Months),3.003008968005993,2.122822867310961,0.3266796035861002,1.456991031994007,3.205553203200884,1.5736367659995631,0.2812660979370215,1.2544467967991162,3.396566761556634,1.1308902526261444,0.2384379458393196,1.0634332384433658,7.824744176542337,11.32150337357557,0.7544269454130801,3.364744176542337,5.549510723164431,1.187033615890282,0.24428491550772,1.0895107231644312,5.994722463453472,2.355373039828695,0.3441081756622135,1.5347224634534724,3.1245738110312686,1.7833631061835498,0.2994229123248276,1.335426188968731,3.096811732739909,1.8582822519955693,0.3056475935560742,1.363188267260091,4.053074817547396,0.1655881041140853,0.0912388301463238,0.4069251824526043,4.514741519376225,0.0029966339436175,0.0122738832682118,0.0547415193762246,5.851805342832003,1.9371221123357103,0.3120639782134536,1.3918053428320034,5.298916652214677,0.7037811493630816,0.1880979040840083,0.8389166522146771
2023-12-10 12:00:00,7.16,11.69,rw_arma_3m,ARMA (3 Months),4.134060806603393,9.156308002133713,0.4226172057816491,3.0259391933966078,4.044609193026905,9.705659880172472,0.4351104479012702,3.115390806973095,4.23152188786599,8.575984053247973,0.4090053229237443,2.9284781121340098,7.382092141982328,0.0493249195302985,0.031018455584124,0.222092141982328,7.141255012688623,0.0003513745493037,0.0026180149876225,0.0187449873113774,6.997057942993497,0.0265501139415103,0.0227572705316344,0.1629420570065027,6.624900244462156,0.2863317483766609,0.0747346027287492,0.5350997555378445,6.230676564807839,0.8636420471973597,0.129793775864827,0.9293234351921617,4.969053560058552,4.800246302692105,0.3059981061370737,2.190946439941448,6.241659134243386,0.8433499457186083,0.1282598974520411,0.9183408657566146,8.411897050491353,1.567246225028949,0.1748459567725353,1.251897050491353,6.160857555668915,0.9982856240638948,0.1395450341244531,0.9991424443310848
