MODEL,PRODUCT,PRODUCT_SIGN,PRICE_TYPE,RMSE,MAPE,MAE,ZERO_COUNT,NEGATIVE_COUNT,ACCEPTANCE,CHANCE_OF_ACCEPTANCE,REVENUE,MAPE_NORM,RMSE_NORM,MAE_NORM,COMBINED_SCORE,MODEL_NAME,MODEL_GROUP
arma,00_04,NEG,AVERAGE,3.6352025997360915,0.18487975015232194,1.8906216983226338,0,0,308,0.6754385964912281,2348.3989792242937,0.7334260234582304,0.9707666608323815,0.8926601606788405,0.8642956990745017,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,00_04,NEG,MARGINAL,7.900184755634711,0.280029042786648,3.8881673045725176,0,0,143,0.31359649122807015,1437.109856421278,0.5962323866117332,0.9364688008131692,0.7792497282259696,0.7689061260309051,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,00_04,POS,AVERAGE,1.407863254395498,0.07125610972326757,0.4226231178315809,0,0,388,0.8508771929824561,1697.3813188340616,0.89725740917446,0.9886783355567696,0.9760056188915547,0.9534132240872635,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,00_04,POS,MARGINAL,4.731934428346695,0.14289079684517833,1.239071930494584,0,0,160,0.3508771929824561,814.464707465101,0.7939689560654518,0.9619470331384468,0.9296518272033758,0.8941770689750551,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,04_08,NEG,AVERAGE,2.813080949501357,0.17745767674187363,1.4774184280058507,0,0,316,0.6929824561403509,2182.891761270417,0.7441277450993405,0.9773779460025943,0.9161197309789864,0.8778576667376974,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,04_08,NEG,MARGINAL,7.608416049693935,0.2849259788940173,3.280272498363664,0,0,150,0.32894736842105265,1302.1382156093578,0.5891716039682209,0.9388151276836119,0.8137628890981404,0.7786690908871734,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,04_08,POS,AVERAGE,3.7280921858433262,0.11239035240957235,1.4424904390652953,0,0,353,0.7741228070175439,3191.7955823058037,0.8379468646941252,0.9700196673151537,0.9181027637157928,0.9079823362362149,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,04_08,POS,MARGINAL,16.86042533841114,0.1721392576810254,3.7061170887199637,0,0,169,0.3706140350877193,1766.4360546851144,0.7517962545861706,0.8644129126492526,0.7895856092408404,0.8014302387830288,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,08_12,NEG,AVERAGE,4.679146599283067,0.20043466184534378,2.4099057855041828,0,0,305,0.668859649122807,3330.3525517712433,0.710997744204561,0.9623715389173134,0.8631778636494796,0.8441705358765925,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,08_12,NEG,MARGINAL,19.967162272195935,0.3085254797132166,6.245159613767864,0,0,177,0.3881578947368421,2584.7694353675915,0.5551440115867319,0.8394293547874455,0.6454317486826802,0.6787531280846303,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,08_12,POS,AVERAGE,12.369840237686857,0.16171032307188757,4.0525553571386395,0,0,330,0.7236842105263158,4952.818987229212,0.7668335021352475,0.900525011963898,0.7699166145922792,0.8119691274895227,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,08_12,POS,MARGINAL,58.06979127947712,0.24132696352669614,11.31435249178674,0,0,136,0.2982456140350877,2504.5561589498047,0.6520360490477759,0.5330180760794432,0.35762887965961565,0.5156057520701333,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,12_16,NEG,AVERAGE,7.44803042950741,0.22780527215908059,4.786472354136477,0,0,305,0.668859649122807,6738.115755590543,0.6715326733912534,0.9401049064796718,0.7282485576760234,0.7788777521244057,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,12_16,NEG,MARGINAL,23.087750377769304,0.3210841716202824,9.349940563720757,0,0,190,0.4166666666666667,5401.809834508214,0.5370359146260253,0.8143344094605234,0.46915815117186344,0.6061447559815363,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,12_16,POS,AVERAGE,11.950845808367923,0.13844743664741938,2.555054161684877,0,0,331,0.7258771929824561,2949.5532641105438,0.8003757377500231,0.9038944544985485,0.854937080529945,0.8525421573944109,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,12_16,POS,MARGINAL,69.46943651769942,0.22714484310881797,9.510675364674533,0,0,136,0.2982456140350877,1455.0453606870892,0.6724849312670195,0.4413451399785302,0.460032450497316,0.5260994814878159,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,16_20,NEG,AVERAGE,2.93372538163987,0.1789945035595436,1.4027382348516821,0,0,344,0.7543859649122807,2278.970080092143,0.7419118288851267,0.9764077553442674,0.9203596907450007,0.8781832790304016,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,16_20,NEG,MARGINAL,13.64433431807817,0.2741431904293156,3.245373250687362,0,0,176,0.38596491228070173,1652.6630080863415,0.6047190654769908,0.8902758671921854,0.8157442900528249,0.7685911341530304,ARMA,EXPANDING_WINDOW_STATISTICAL
arma,16_20,POS,AVERAGE,16.428104270631373,0.16921396385988247,5.784445087005436,0,0,305,0.668859649122807,5666.306946011984,0.7560141703168693,0.8678895244905376,0.6715887653505191,0.7650726535552843,ARMA,EXPANDING_WINDOW_STATISTICAL
