MODEL,PRODUCT,PRODUCT_SIGN,PRICE_TYPE,RMSE,MAPE,MAE,ZERO_COUNT,NEGATIVE_COUNT,ACCEPTANCE,CHANCE_OF_ACCEPTANCE,REVENUE,MAPE_NORM,RMSE_NORM,MAE_NORM,COMBINED_SCORE,MODEL_NAME,MODEL_GROUP
rw_arma_3m,00_04,NEG,AVERAGE,3.9330211015613497,0.205659326538457,2.1448687650950995,0,0,302,0.6622807017543859,2228.0809332778,0.7034644170435653,0.9683716831013242,0.8782253113806201,0.8485549099738539,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,00_04,NEG,MARGINAL,8.481179501260486,0.310205327282097,4.311730256556614,0,0,149,0.3267543859649123,1427.4619835709914,0.5527218769502911,0.931796594522737,0.7552019881367145,0.744634970440718,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,00_04,POS,AVERAGE,1.7436524778196065,0.07675661821528695,0.48826705179515717,0,0,393,0.8618421052631579,1682.3879398587728,0.889326349009616,0.9859780073115431,0.9722786917488532,0.9485956693532003,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,00_04,POS,MARGINAL,4.646789073533474,0.15903181276292588,1.3079188399042763,0,0,145,0.31798245614035087,713.9199970682753,0.7706955862395356,0.9626317495930352,0.9257430514814261,0.8852001836760144,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,04_08,NEG,AVERAGE,3.0583777733120048,0.1877114602300064,1.6105205502002855,0,0,310,0.6798245614035088,2022.278928832021,0.729343044034038,0.975405333733964,0.9085628726067738,0.8696861430640164,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,04_08,NEG,MARGINAL,7.866315472025917,0.30813929981869387,3.5710486058941844,0,0,162,0.35526315789473684,1355.6243594520315,0.5557008357389638,0.9367411686463051,0.7972541075219798,0.7611567252867817,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,04_08,POS,AVERAGE,3.7139070288803704,0.12103487990437098,1.5125495391303097,0,0,329,0.7214912280701754,2924.5527180365452,0.8254825138514043,0.9701337406008281,0.9141251660024927,0.9024694938885733,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,04_08,POS,MARGINAL,16.957216740632703,0.20173360465564869,4.025390256644395,0,0,181,0.3969298245614035,1855.9076815623184,0.7091248276198185,0.8636345417573914,0.771458910189956,0.780683280533363,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,08_12,NEG,AVERAGE,4.794527691291634,0.21873148803560427,2.6435133406838682,0,0,294,0.6447368421052632,3016.7170144952997,0.6846159597656876,0.961443674650144,0.8499148203556026,0.8305177296722303,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,08_12,NEG,MARGINAL,19.76387129349564,0.33582767353393267,6.732030951097006,0,0,176,0.38596491228070173,2150.4223524255904,0.5157775889844403,0.8410641671443948,0.6177896819670838,0.6567861504614978,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,08_12,POS,AVERAGE,12.520524485736106,0.18033775657740142,4.391044542167337,0,0,305,0.668859649122807,4502.3059204703295,0.7399750224031996,0.8993132490402136,0.7506989282803292,0.796095526132867,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,08_12,POS,MARGINAL,58.11450110432879,0.27113137095098916,11.952720845581318,0,0,157,0.3442982456140351,2674.0203534219313,0.6090617406174643,0.532658531476865,0.3213855864694357,0.48891555073221715,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,12_16,NEG,AVERAGE,7.896744763871935,0.24136832100704053,5.152799323596951,0,0,314,0.6885964912280702,6415.915879808568,0.6519764166219095,0.9364964643183455,0.7074503842097076,0.7641744416657068,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,12_16,NEG,MARGINAL,23.58828431573759,0.35358319216148154,10.276347291976096,0,0,192,0.42105263157894735,5164.2548844763305,0.49017630381282173,0.8103092477337484,0.41656151089993965,0.5715272936454765,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,12_16,POS,AVERAGE,11.993950322475229,0.15230131948658754,2.682905227552142,0,0,304,0.6666666666666666,2666.6413919527304,0.7804001339538361,0.9035478193809775,0.8476783503041114,0.8432406815403837,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,12_16,POS,MARGINAL,69.42435952282958,0.24651680874948587,9.703438230729878,0,0,138,0.3026315789473684,1424.837341569926,0.6445529273022331,0.44170763726541673,0.4490883599434923,0.5131106743616992,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,16_20,NEG,AVERAGE,3.2588806237695627,0.22167817764538517,1.7458289221273895,0,0,291,0.6381578947368421,1901.784266675235,0.680367193925911,0.9737929427679348,0.900880754648248,0.8499671660821502,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
rw_arma_3m,16_20,NEG,MARGINAL,13.89042554215574,0.3068167506875704,3.644536523448132,0,0,178,0.39035087719298245,1509.0272441071606,0.5576077897496923,0.8882968665664276,0.7930818390722493,0.7444416213756587,ARMA (3 Months),ROLLING_WINDOW_STATISTICAL
