PRODUCT,PRODUCT_SIGN,PRICE_TYPE,MODEL,RMSE,MAPE,MAE,ZERO_COUNT,NEGATIVE_COUNT,ACCEPTANCE,CHANCE_OF_ACCEPTANCE,REVENUE,MAPE_NORM,RMSE_NORM,MAE_NORM,COMBINED_SCORE
00_04,NEG,AVERAGE,"LSTM with Feature (168 TimeSteps, Single)",2.4903555529417303,0.13397522662809455,1.3289832743679943,0,0,362,0.8098434004474273,2868.737684656905,0.8068241173470267,0.9799732184026296,0.9245471205277442,0.9028119117450126
00_04,NEG,MARGINAL,"BiLSTM (168 TimeSteps, Ensemble)",6.853871900807614,0.20226015130531036,3.1383090510023157,0,0,266,0.5950782997762863,2540.771144168248,0.7083656117829331,0.9448829724367316,0.8218228482336801,0.8238572288274331
00_04,POS,AVERAGE,ARMA (12 Months),1.3318561759316019,0.06200856519462762,0.37564485239545997,0,0,399,0.875,1755.896551777575,0.9105912367906028,0.9892895644065829,0.9786728047532074,0.9590286023315359
00_04,POS,MARGINAL,ARMAX,4.753807754363319,0.12104304236735523,1.1404664782764933,0,0,175,0.38377192982456143,899.7989628770943,0.8254707445785969,0.9617711336278625,0.9352501409256136,0.9066770737593701
04_08,NEG,AVERAGE,"LSTM (42 TimeSteps, Weighted Ensemble)",1.5040219080841415,0.08875602514757061,0.7156058358647854,0,0,428,0.9427312775330396,2956.4304714813866,0.8720246725445282,0.987905053061487,0.9593715572464027,0.9390896700667433
04_08,NEG,MARGINAL,"LSTM (42 TimeSteps, Weighted Ensemble)",6.040319271543552,0.14689899142974375,1.8514804144995938,0,0,269,0.5925110132158591,2365.6763814954575,0.7881896299452008,0.951425347803571,0.894882402769956,0.8772660318706322
04_08,POS,AVERAGE,SARMA (12 Months),3.5176200784851996,0.09961971721949613,1.2623132761427993,0,0,380,0.8333333333333334,3428.637390354593,0.8563605579340721,0.9717122284120704,0.9283323023562315,0.918177284851124
04_08,POS,MARGINAL,SARMA,16.82200199147295,0.15379294854209496,3.508676480409466,0,0,209,0.4583333333333333,2146.488317271219,0.7782493873819468,0.864721903056852,0.8007952780975575,0.8142254614908171
08_12,NEG,AVERAGE,"LSTM with Feature (42 TimeSteps, Single)",3.8211842379875898,0.15920152661862122,1.847582375442844,0,0,417,0.9185022026431718,4401.019628459275,0.770450879626996,0.969271045619532,0.8951037135093759,0.8771969695857182
08_12,NEG,MARGINAL,"BiLSTM (168 TimeSteps, Single)",17.461597888588017,0.2455384032279622,5.007920696771043,0,0,194,0.4330357142857143,2875.625094458609,0.6459636683397351,0.8595784417840362,0.7156758523392442,0.7394615642961924
