PRODUCT,PRODUCT_SIGN,PRICE_TYPE,LOOKBACK,EXOGENOUS_FACTORS,NUM_FEATURES,FEATURE_NUMBERS,N_ESTIMATORS,LEARNING_RATE,MAX_DEPTH,MIN_CHILD_WEIGHT,SUBSAMPLE,COLSAMPLE_BYTREE,REG_ALPHA,REG_LAMBDA,OUTPUT_FILE,SUCCESS,MESSAGE
08_12,POS,AVERAGE,7,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,651,0.013751359587109761,3,2,0.9767375765950342,0.8413003295011838,0.0011756634635247292,8.018391532539724e-08,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_model_output/xgboost_v2_exog_1_ts7_model_results_08_12_POS_AVERAGE.csv,True,Completed successfully
08_12,POS,MARGINAL,7,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,297,0.05388108577817234,3,10,0.7035119926400067,0.8650089137415928,6.388511557344611e-06,0.0004793052550782129,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_model_output/xgboost_v2_exog_1_ts7_model_results_08_12_POS_MARGINAL.csv,True,Completed successfully
12_16,NEG,AVERAGE,7,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,297,0.05388108577817234,3,10,0.7035119926400067,0.8650089137415928,6.388511557344611e-06,0.0004793052550782129,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_model_output/xgboost_v2_exog_1_ts7_model_results_12_16_NEG_AVERAGE.csv,True,Completed successfully
12_16,NEG,MARGINAL,7,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,979,0.015216251287478466,3,10,0.6003648527512363,0.9513830955549047,1.4178383324609216e-07,0.2647053956320279,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_model_output/xgboost_v2_exog_1_ts7_model_results_12_16_NEG_MARGINAL.csv,True,Completed successfully
12_16,POS,AVERAGE,7,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,1000,0.0249437939074372,4,6,0.9454383897931039,0.7732646026014648,0.0008849299239384554,0.0002692490831021226,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_model_output/xgboost_v2_exog_1_ts7_model_results_12_16_POS_AVERAGE.csv,True,Completed successfully
12_16,POS,MARGINAL,7,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,431,0.04235902733903683,3,2,0.9462046938349647,0.8324801011717561,1.1062419984224794e-08,1.6738541567350593e-06,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_model_output/xgboost_v2_exog_1_ts7_model_results_12_16_POS_MARGINAL.csv,True,Completed successfully
16_20,NEG,AVERAGE,7,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,360,0.05502068657003463,3,8,0.6290740943872529,0.8547641978142754,0.10130492013778519,0.0016918384533719882,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_model_output/xgboost_v2_exog_1_ts7_model_results_16_20_NEG_AVERAGE.csv,True,Completed successfully
16_20,NEG,MARGINAL,7,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,425,0.06333268775321842,3,9,0.6298202574719083,0.9947547746402069,0.08916674715636537,6.143857495033091e-07,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_model_output/xgboost_v2_exog_1_ts7_model_results_16_20_NEG_MARGINAL.csv,True,Completed successfully
16_20,POS,AVERAGE,7,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,446,0.027319001269190804,3,7,0.7260823220281896,0.9411412456226333,0.007982894618196274,0.0009227043974710815,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_model_output/xgboost_v2_exog_1_ts7_model_results_16_20_POS_AVERAGE.csv,True,Completed successfully
16_20,POS,MARGINAL,7,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,309,0.046841054274780865,3,7,0.6437233793668465,0.764344171976826,4.59086363291584e-05,0.0004925531578091744,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_model_output/xgboost_v2_exog_1_ts7_model_results_16_20_POS_MARGINAL.csv,True,Completed successfully
20_24,NEG,AVERAGE,7,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,297,0.05388108577817234,3,10,0.7035119926400067,0.8650089137415928,6.388511557344611e-06,0.0004793052550782129,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_model_output/xgboost_v2_exog_1_ts7_model_results_20_24_NEG_AVERAGE.csv,True,Completed successfully
20_24,NEG,MARGINAL,7,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,999,0.02641919732735783,4,2,0.8757345050174358,0.8005828061689467,3.826105429764211e-07,0.0011008743196947593,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_model_output/xgboost_v2_exog_1_ts7_model_results_20_24_NEG_MARGINAL.csv,True,Completed successfully
20_24,POS,AVERAGE,7,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,773,0.01855098056466818,5,1,0.8824623208756782,0.7559702553281903,1.7440946289655726e-06,1.0723995122909645e-06,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_model_output/xgboost_v2_exog_1_ts7_model_results_20_24_POS_AVERAGE.csv,True,Completed successfully
20_24,POS,MARGINAL,7,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,297,0.05388108577817234,3,10,0.7035119926400067,0.8650089137415928,6.388511557344611e-06,0.0004793052550782129,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_1_model_output/xgboost_v2_exog_1_ts7_model_results_20_24_POS_MARGINAL.csv,True,Completed successfully
