DATE,ACTUAL_VALUE,D+1,ORDER,AIC
2023-12-01 16:00:00,2.11,3.202605768952486,"(3, 0, 1)",280.7542416913951
2023-12-02 16:00:00,2.02,2.498818486343587,"(2, 0, 3)",281.1509164163915
2023-12-03 16:00:00,1.88,2.429588937836952,"(3, 0, 1)",278.5452701781878
2023-12-04 16:00:00,1.61,2.173066916500288,"(3, 0, 1)",279.0649565600639
2023-12-05 16:00:00,1.31,1.81723794862499,"(3, 0, 1)",279.78035642901887
2023-12-06 16:00:00,1.33,1.4744988501010667,"(3, 0, 1)",279.62710308879514
2023-12-07 16:00:00,1.63,1.5196122866439177,"(3, 0, 1)",279.67265324532866
2023-12-08 16:00:00,1.61,1.7831992408047623,"(3, 0, 1)",279.627468722154
2023-12-09 16:00:00,3.66,1.6283363198590821,"(3, 0, 1)",279.58516173980996
2023-12-10 16:00:00,3.48,3.68337891648154,"(3, 0, 1)",284.77533408650373
2023-12-11 16:00:00,2.71,2.8724481235385975,"(3, 0, 1)",284.6370884595324
2023-12-12 16:00:00,2.32,2.335225487322711,"(1, 0, 3)",284.5229480870246
2023-12-13 16:00:00,2.14,2.241941107472353,"(3, 0, 1)",282.4555997476395
2023-12-14 16:00:00,1.69,2.173952480298688,"(2, 0, 3)",279.6580008469647
2023-12-15 16:00:00,1.59,1.7460365752095237,"(3, 0, 1)",277.80765063611915
2023-12-16 16:00:00,2.43,1.7238778091698912,"(3, 0, 1)",277.65515663490817
2023-12-17 16:00:00,3.45,2.596144518262359,"(3, 0, 1)",278.32715017800916
2023-12-18 16:00:00,2.95,3.2551601293002213,"(3, 0, 1)",278.5716113329865
2023-12-19 16:00:00,2.13,2.59612919510642,"(3, 0, 1)",278.6175749130818
2023-12-20 16:00:00,2.77,2.015181667946702,"(3, 0, 1)",278.32807740116834
2023-12-21 16:00:00,5.53,2.8456436487608525,"(3, 0, 1)",278.0250483050801
2023-12-22 16:00:00,8.57,5.215083190111028,"(3, 0, 1)",279.67291993289155
2023-12-23 16:00:00,7.83,6.649615114358376,"(1, 0, 3)",280.5038816906446
2023-12-24 16:00:00,10.86,5.923011591991611,"(3, 0, 1)",280.5010192949636
2023-12-25 16:00:00,9.05,9.043027721261192,"(3, 0, 1)",282.60901100439446
2023-12-26 16:00:00,7.13,7.274331740220585,"(3, 0, 1)",280.7218908503311
2023-12-27 16:00:00,5.42,6.408358606677503,"(1, 0, 3)",280.1659258941803
2023-12-28 16:00:00,5.38,5.379801278818301,"(3, 0, 1)",279.2466135335154
2023-12-29 16:00:00,6.21,5.61842503202484,"(3, 0, 1)",276.8689215411014
2023-12-30 16:00:00,5.25,6.396198093765007,"(3, 0, 1)",275.4598766328858
2023-12-31 16:00:00,6.44,5.179268581552313,"(3, 0, 1)",275.7244319883822
2024-01-01 16:00:00,5.83,6.609259975763567,"(3, 0, 1)",276.1120780155466
2024-01-02 16:00:00,5.19,5.64928179432302,"(3, 0, 1)",276.2331104252957
2024-01-03 16:00:00,4.66,5.191116493108499,"(3, 0, 1)",274.5992619097923
2024-01-04 16:00:00,3.81,4.789426653119362,"(3, 0, 1)",274.6509746146806
2024-01-05 16:00:00,3.05,3.9930075223421087,"(3, 0, 1)",275.00239410403975
2024-01-06 16:00:00,2.86,3.318158261004556,"(3, 0, 1)",275.4979590580095
2024-01-07 16:00:00,2.62,3.2106386739002155,"(3, 0, 1)",275.56514932435016
2024-01-08 16:00:00,2.21,2.894887022461227,"(3, 0, 1)",275.88104934711544
2024-01-09 16:00:00,1.92,2.4271588036663383,"(3, 0, 1)",276.4566895105962
2024-01-10 16:00:00,1.63,2.14201008881673,"(3, 0, 1)",276.4649453881317
2024-01-11 16:00:00,1.48,1.8063620950056527,"(1, 0, 3)",274.9932598124494
2024-01-12 16:00:00,1.25,1.6447630323119,"(3, 0, 1)",274.2363480580779
2024-01-13 16:00:00,2.33,1.385058340810805,"(3, 0, 1)",273.0552345233792
2024-01-14 16:00:00,2.41,2.610111987615745,"(3, 0, 1)",274.53587518185043
2024-01-15 16:00:00,1.92,2.256618479067978,"(3, 0, 1)",274.27355688479895
2024-01-16 16:00:00,1.6,1.7669883594823053,"(1, 0, 3)",267.6294450960885
2024-01-17 16:00:00,1.26,1.5683213925408457,"(3, 0, 3)",264.37722843812423
2024-01-18 16:00:00,1.12,1.326638976862342,"(3, 0, 1)",262.07355006847547
2024-01-19 16:00:00,1.39,1.228782862371925,"(3, 0, 1)",261.0450149415069
2024-01-20 16:00:00,1.64,1.5274977775327263,"(3, 0, 1)",261.1682794787147
2024-01-21 16:00:00,2.76,1.6654067961244996,"(3, 0, 1)",260.0719576929925
2024-01-22 16:00:00,2.5,2.6157667732100425,"(3, 0, 3)",261.9712289494637
2024-01-23 16:00:00,2.12,2.1050155565276505,"(3, 0, 3)",261.8627787602235
2024-01-24 16:00:00,1.97,1.8231204107853585,"(3, 0, 3)",261.8328060999875
2024-01-25 16:00:00,1.65,1.8649026257119896,"(3, 0, 3)",260.79354330921603
2024-01-26 16:00:00,1.67,1.6953050011069781,"(3, 0, 3)",260.4211563117275
2024-01-27 16:00:00,1.66,1.7439114211921902,"(3, 0, 1)",258.71446678459745
2024-01-28 16:00:00,2.19,1.834889007195547,"(3, 0, 3)",257.60751513783543
2024-01-29 16:00:00,1.86,2.2975283533819693,"(3, 0, 3)",257.35998823418845
2024-01-30 16:00:00,1.65,1.7838298540228192,"(3, 0, 3)",257.63404401836584
2024-01-31 16:00:00,1.5,1.5607616512031353,"(3, 0, 3)",257.54974766600265
2024-02-01 16:00:00,1.46,1.4633756708480232,"(3, 0, 3)",257.557652350293
2024-02-02 16:00:00,1.61,1.4866099789967007,"(3, 0, 3)",257.333455384634
2024-02-03 16:00:00,2.32,1.6789026244602467,"(3, 0, 3)",256.521717198174
2024-02-04 16:00:00,5.01,2.348878134172339,"(3, 0, 3)",257.31687882112556
2024-02-05 16:00:00,3.56,4.639345816810634,"(3, 0, 3)",262.2061025440448
2024-02-06 16:00:00,3.36,2.89181655312233,"(3, 0, 3)",262.6528891876575
2024-02-07 16:00:00,2.1,2.8483026759348427,"(3, 0, 3)",262.821464283776
2024-02-08 16:00:00,1.84,2.008531698643809,"(3, 0, 3)",262.5656319081314
2024-02-09 16:00:00,1.61,2.0574972579465407,"(3, 0, 3)",261.3965232647255
2024-02-10 16:00:00,1.53,1.9460158253323994,"(3, 0, 3)",261.8771940518592
2024-02-11 16:00:00,1.59,1.8145179740888653,"(3, 0, 3)",262.3075714509053
2024-02-12 16:00:00,1.51,1.7419676044022052,"(3, 0, 3)",261.9569590987935
2024-02-13 16:00:00,1.19,1.501779247065404,"(3, 0, 3)",260.8614519549624
2024-02-14 16:00:00,1.03,1.1275301770978077,"(3, 0, 3)",260.77657791014616
2024-02-15 16:00:00,0.85,1.015551309635509,"(3, 0, 3)",259.7448625038427
2024-02-16 16:00:00,0.89,0.8780428648802987,"(3, 0, 3)",259.1771295470844
2024-02-17 16:00:00,0.89,0.9649230732826606,"(3, 0, 3)",259.04438085824995
2024-02-18 16:00:00,1.16,0.9650921786811844,"(3, 0, 3)",257.803374446841
2024-02-19 16:00:00,1.1,1.1892610178815592,"(3, 0, 3)",257.3525345944546
2024-02-20 16:00:00,1.05,1.0486366320636489,"(3, 0, 3)",257.2672914820334
2024-02-21 16:00:00,1.02,0.97854520622385,"(3, 0, 3)",256.8729690425447
2024-02-22 16:00:00,2.79,0.9755613482614514,"(3, 0, 3)",256.8270251759265
2024-02-23 16:00:00,2.7,2.7250853146060896,"(3, 0, 3)",264.24873501748107
2024-02-24 16:00:00,2.67,2.3500303807203036,"(3, 0, 3)",264.37021961800406
2024-02-25 16:00:00,2.56,2.2600567201104145,"(3, 0, 3)",264.6197520081396
2024-02-26 16:00:00,2.14,2.3235148761169624,"(3, 0, 3)",264.3940022022341
2024-02-27 16:00:00,1.64,2.113003040531887,"(3, 0, 3)",264.34316194380443
2024-02-28 16:00:00,1.25,1.7550633887806224,"(3, 0, 3)",264.4751496785793
2024-02-29 16:00:00,1.39,1.4233678234351559,"(3, 0, 3)",265.0314281010208
2024-03-01 16:00:00,1.24,1.5280271894267257,"(1, 0, 3)",261.747880336046
2024-03-02 16:00:00,1.24,1.3024468978854726,"(1, 0, 3)",262.08433498181773
2024-03-03 16:00:00,1.46,1.2880022617911107,"(1, 0, 3)",260.6562085484717
2024-03-04 16:00:00,1.28,1.5347513355153712,"(1, 0, 3)",258.5557374125103
2024-03-05 16:00:00,1.13,1.2586809031195745,"(1, 0, 3)",258.50010472626303
2024-03-06 16:00:00,0.98,1.1567691503057496,"(3, 0, 1)",257.5881188253328
2024-03-07 16:00:00,1.18,1.0252950848838884,"(3, 0, 1)",257.46512031602094
2024-03-08 16:00:00,2.13,1.2617923213950508,"(3, 0, 1)",257.45369521202997
2024-03-09 16:00:00,3.4,2.1479143379105508,"(3, 0, 1)",259.6378905465274
2024-03-10 16:00:00,4.52,2.9950123644146647,"(3, 0, 1)",260.9042144759662
2024-03-11 16:00:00,3.23,3.709077488328969,"(3, 0, 1)",261.9866872034736
2024-03-12 16:00:00,2.12,2.583783513600493,"(3, 0, 1)",261.6397045675928
2024-03-13 16:00:00,1.83,1.9346028300385263,"(3, 0, 1)",261.92472798824735
2024-03-14 16:00:00,1.66,2.0087403325269126,"(3, 0, 3)",261.01741555201284
2024-03-15 16:00:00,1.58,2.0127371260089237,"(3, 0, 3)",259.77426326678085
2024-03-16 16:00:00,3.23,1.884059897912786,"(3, 0, 3)",259.55374244940987
2024-03-17 16:00:00,2.91,3.535198401695664,"(3, 0, 3)",261.7987349824741
2024-03-18 16:00:00,2.07,2.601200632292325,"(3, 0, 3)",260.96793226935523
2024-03-19 16:00:00,1.72,1.8305100807010741,"(1, 0, 3)",257.61849008380693
2024-03-20 16:00:00,1.4,1.870517818978158,"(1, 0, 3)",257.6192358649071
2024-03-21 16:00:00,1.21,1.4679477211553786,"(3, 0, 3)",250.60080253835793
2024-03-22 16:00:00,1.17,1.301206460292488,"(1, 0, 3)",248.63037030694116
2024-03-23 16:00:00,5.46,1.3067313338487883,"(1, 0, 3)",246.42196275873698
2024-03-24 16:00:00,6.82,6.069014802427576,"(3, 0, 3)",262.14655044872643
2024-03-25 16:00:00,4.11,5.584043605914873,"(3, 0, 3)",260.5992655828441
2024-03-26 16:00:00,3.49,2.785030348543604,"(3, 0, 3)",261.2307215383871
2024-03-27 16:00:00,2.91,3.5544273946007485,"(1, 0, 3)",260.0028443858813
2024-03-28 16:00:00,4.56,2.870425552013966,"(1, 0, 3)",258.88250316408005
2024-03-29 16:00:00,5.2,5.700165336996264,"(3, 0, 3)",257.8540389327766
2024-03-30 16:00:00,5.78,6.396072043609966,"(3, 0, 3)",256.9478455773989
2024-03-31 16:00:00,6.31,5.86487389936687,"(3, 0, 2)",255.4292788731496
2024-04-01 16:00:00,7.98,5.796692911614293,"(3, 0, 3)",255.14947480494538
2024-04-02 16:00:00,7.29,6.858070455858755,"(3, 0, 3)",252.86483639484314
2024-04-03 16:00:00,4.98,6.216519828082383,"(3, 0, 3)",252.0894481667312
2024-04-04 16:00:00,4.57,4.671202220342996,"(3, 0, 2)",250.19860564623878
2024-04-05 16:00:00,6.23,4.9722117041096,"(3, 0, 2)",250.1832400514486
2024-04-06 16:00:00,7.95,7.152161466659153,"(3, 0, 2)",249.1555179038455
2024-04-07 16:00:00,9.36,8.345946889944702,"(3, 0, 2)",248.56843268546635
2024-04-08 16:00:00,6.17,8.69616767860655,"(3, 0, 2)",248.08614717790675
2024-04-09 16:00:00,6.35,5.11992532097673,"(3, 0, 3)",246.09098158408503
