DATE,ACTUAL_VALUE,D+1,ORDER,AIC
2023-12-01 20:00:00,3.3,4.563725813679206,"(2, 0, 1)",359.82944768594786
2023-12-02 20:00:00,3.27,3.745319233977159,"(2, 0, 1)",360.5041859987556
2023-12-03 20:00:00,3.24,3.606432448754047,"(2, 0, 1)",360.52042649583325
2023-12-04 20:00:00,3.14,3.493191334228448,"(2, 0, 1)",360.5936254443068
2023-12-05 20:00:00,3.01,3.341198561493325,"(2, 0, 1)",360.6167324993579
2023-12-06 20:00:00,3.72,3.169157265396771,"(2, 0, 1)",360.630275509099
2023-12-07 20:00:00,5.01,3.769339513305618,"(3, 0, 2)",360.35256659810955
2023-12-08 20:00:00,3.95,4.780587380226344,"(2, 0, 1)",360.5396851635519
2023-12-09 20:00:00,24.69,3.8403842943034014,"(3, 0, 2)",358.95316517228207
2023-12-10 20:00:00,10.9,17.850244099245316,"(2, 0, 1)",379.954810161675
2023-12-11 20:00:00,7.68,8.978685963450188,"(2, 0, 2)",382.0239993931873
2023-12-12 20:00:00,7.31,7.242881070914991,"(2, 0, 1)",380.6342766233869
2023-12-13 20:00:00,6.01,6.985256257744344,"(2, 0, 1)",380.1516935246242
2023-12-14 20:00:00,5.31,5.9738825729646265,"(2, 0, 3)",377.22542191991784
2023-12-15 20:00:00,4.61,5.427531497371724,"(3, 0, 1)",375.16151403729634
2023-12-16 20:00:00,9.09,4.857715774707594,"(1, 0, 3)",373.6960592478245
2023-12-17 20:00:00,9.8,8.300036599753039,"(2, 0, 3)",374.8823445616331
2023-12-18 20:00:00,7.54,8.618964272700891,"(2, 0, 2)",373.0563760238442
2023-12-19 20:00:00,5.99,7.210718069911082,"(2, 0, 1)",371.97561434047736
2023-12-20 20:00:00,5.64,6.0265716252856665,"(2, 0, 1)",368.83884549558974
2023-12-21 20:00:00,16.5,5.7036441049854085,"(2, 0, 1)",368.818861276981
2023-12-22 20:00:00,16.9,13.755332497763764,"(3, 0, 2)",375.5785846759831
2023-12-23 20:00:00,13.68,13.003857430649484,"(3, 0, 3)",375.49026454647196
2023-12-24 20:00:00,22.16,12.478772644746117,"(3, 0, 2)",373.5111078271925
2023-12-25 20:00:00,18.26,18.192925045688764,"(3, 0, 2)",374.4676933696767
2023-12-26 20:00:00,13.66,15.706336996686625,"(3, 0, 2)",374.4582000993572
2023-12-27 20:00:00,10.38,13.086657649030663,"(3, 0, 2)",374.57441585157443
2023-12-28 20:00:00,11.85,10.425493912758048,"(3, 0, 2)",374.7467780187532
2023-12-29 20:00:00,10.91,11.799535352453264,"(2, 0, 2)",374.58829367168573
2023-12-30 20:00:00,8.54,10.806664561663192,"(2, 0, 1)",373.5263506892776
2023-12-31 20:00:00,12.75,8.855330714658221,"(2, 0, 1)",373.85718615972985
2024-01-01 20:00:00,9.81,12.03069052400547,"(2, 0, 1)",374.6790988542268
2024-01-02 20:00:00,8.69,9.814419852863432,"(2, 0, 1)",374.91145515958374
2024-01-03 20:00:00,7.5,8.85653023585879,"(2, 0, 1)",374.9960887830722
2024-01-04 20:00:00,5.9,7.662168233096736,"(3, 0, 2)",374.78144965777756
2024-01-05 20:00:00,4.89,6.4442024660448665,"(3, 0, 2)",374.56823759163007
2024-01-06 20:00:00,4.85,5.3342220492908,"(3, 0, 2)",375.0423723040566
2024-01-07 20:00:00,4.3,5.204104046034144,"(2, 0, 1)",374.5528037284918
2024-01-08 20:00:00,3.7,4.572066241512099,"(3, 0, 2)",374.033255694354
2024-01-09 20:00:00,3.12,4.014229398131065,"(2, 0, 1)",374.0933200107813
2024-01-10 20:00:00,2.65,3.427613497176697,"(2, 0, 1)",374.3858912699592
2024-01-11 20:00:00,2.46,2.9239361583893397,"(2, 0, 1)",374.26464719070196
2024-01-12 20:00:00,2.36,2.5731139123990023,"(1, 0, 2)",373.80141443029675
