PRODUCT,PRODUCT_SIGN,PRICE_TYPE,FEATURES,NUM_FEATURES,FEATURE_NUMBERS,TIMESTEP,HIDDEN_SIZE,NUM_STACKED_LAYERS,LEARNING_RATE,DROPOUT_RATE,WEIGHT_DECAY,BATCH_SIZE,EXECUTION_TIME_[S],CV_MEAN_LOSS
all,NEG,AVERAGE,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh",2,"1, 4",42,105,2,0.0009539421500405977,0.20951164821408075,2.245506359922758e-06,32,422.458379983902,0.005123189154717072
all,NEG,MARGINAL,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh",2,"1, 4",42,88,2,0.0008903488639350984,0.1312037280884873,2.0511104188433975e-06,32,332.1623089313507,0.005355189078794111
all,POS,AVERAGE,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh",2,"1, 4",42,105,2,0.0008903488639350984,0.28902730884607736,1.0280029617905617e-06,32,447.9023721218109,0.004109206442400336
all,POS,MARGINAL,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh",2,"1, 4",42,111,2,0.0009915002908675876,0.25672592422980334,1.0317295881147266e-06,32,380.4869713783264,0.005293186709338731
