PRODUCT,PRODUCT_SIGN,PRICE_TYPE,FEATURES,NUM_FEATURES,FEATURE_NUMBERS,TIMESTEP,HIDDEN_SIZE,NUM_STACKED_LAYERS,LEARNING_RATE,DROPOUT_RATE,WEIGHT_DECAY,BATCH_SIZE,EXECUTION_TIME_[S],CV_MEAN_LOSS
all,NEG,AVERAGE,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh",2,"1, 4",168,105,2,0.0009626855524033079,0.18509422075591528,1.9156177755060477e-06,32,1073.1629271507263,0.005190589657067903
all,NEG,MARGINAL,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh",2,"1, 4",168,103,2,0.0008777332964884019,0.28902730884607736,1.0280029617905617e-06,32,1036.9832441806793,0.005428085587191162
all,POS,AVERAGE,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh",2,"1, 4",168,124,2,0.0009222112252730689,0.18638900372842315,3.823475224675187e-06,32,1180.0012769699097,0.004074023444154591
all,POS,MARGINAL,"FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW], EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh",2,"1, 4",168,88,2,0.0009626855524033079,0.2984806521145735,1.192414465947709e-06,32,699.087427854538,0.005292029014963191
