DATE,ACTUAL_VALUE,D+1,ORDER,SEASONAL_ORDER,AIC,EXOGENOUS_FACTORS,NUM_FEATURES,FEATURE_NUMBERS
2023-12-01,4.46,4.19622811778787,"(1, 0, 1)","(0, 0, 0, 7)",-168.8060145288893,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-02,4.42,4.557682464786404,"(1, 0, 1)","(0, 0, 0, 7)",-168.75995631950138,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-03,4.25,4.352525471903808,"(1, 0, 1)","(0, 0, 0, 7)",-168.7259290731916,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-04,4.11,4.195336058179383,"(1, 0, 1)","(0, 0, 0, 7)",-168.9456721443386,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-05,4.06,4.064162983674875,"(1, 0, 1)","(0, 0, 0, 7)",-168.9026442922031,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-06,4.48,4.0481557384389255,"(1, 0, 1)","(0, 0, 0, 7)",-168.98291865718,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-07,5.05,4.544697583383384,"(3, 0, 0)","(0, 0, 1, 7)",-168.5499922297357,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-08,4.6,4.987624722367793,"(3, 0, 0)","(0, 0, 1, 7)",-167.41600460604454,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-09,4.96,4.396909851831899,"(3, 0, 0)","(0, 0, 1, 7)",-179.83925518211365,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-10,5.04,5.107101939143431,"(1, 0, 1)","(0, 0, 0, 7)",-187.7542405708774,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-11,5.41,5.01653408307607,"(1, 0, 1)","(0, 0, 0, 7)",-187.926882443956,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-12,5.58,5.547880999997471,"(1, 0, 1)","(0, 0, 0, 7)",-186.3062638825342,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-13,5.67,5.591298654941653,"(1, 0, 1)","(0, 0, 0, 7)",-188.11560282496822,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-14,5.41,5.657012940627339,"(1, 0, 1)","(0, 0, 0, 7)",-195.8412149294983,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-15,5.12,5.3350471410943126,"(1, 0, 1)","(0, 0, 0, 7)",-198.4881726062065,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-16,4.89,5.053064942251933,"(1, 0, 1)","(0, 0, 0, 7)",-207.2788691406072,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-17,4.89,4.868058434102592,"(4, 0, 0)","(0, 0, 0, 7)",-210.2401166945318,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-18,5.46,4.874963743695114,"(1, 0, 1)","(0, 0, 0, 7)",-211.59979364136925,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-19,5.55,5.583346479127306,"(1, 0, 1)","(0, 0, 0, 7)",-209.83012981515284,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-20,5.31,5.511708917288561,"(1, 0, 1)","(0, 0, 0, 7)",-209.79846808642276,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-21,4.74,5.238691306496948,"(1, 0, 1)","(0, 0, 0, 7)",-209.8630629962273,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-22,4.35,4.576712066050897,"(1, 0, 1)","(0, 0, 0, 7)",-210.65178745909145,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-23,4.52,4.312953171654366,"(1, 0, 1)","(0, 0, 0, 7)",-210.6586041040304,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-24,5.26,4.580318135403952,"(1, 0, 1)","(0, 0, 0, 7)",-210.88800306723456,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-25,5.58,5.474386463803301,"(1, 0, 1)","(0, 0, 0, 7)",-207.71707458608427,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-26,5.41,5.620582288520586,"(1, 0, 1)","(0, 0, 0, 7)",-208.0574294898762,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-27,5.63,5.345562012113482,"(1, 0, 1)","(0, 0, 0, 7)",-209.1212372109269,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-28,5.17,5.706332068036022,"(1, 0, 2)","(0, 0, 0, 7)",-207.43469547739141,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-29,4.87,5.063851132956524,"(1, 0, 1)","(0, 0, 0, 7)",-207.323688267833,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-30,4.67,4.967390527939037,"(3, 0, 0)","(0, 0, 0, 7)",-207.1147996587193,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2023-12-31,4.71,4.62814395782222,"(1, 0, 1)","(0, 0, 0, 7)",-210.9108977132436,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2024-01-01,4.72,4.73063112929969,"(3, 0, 0)","(0, 0, 0, 7)",-215.3570092679606,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
2024-01-02,4.71,4.726767393120349,"(3, 0, 0)","(0, 0, 0, 7)",-215.44821527070073,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1
