DATE,ACTUAL_VALUE,D+1,ORDER,SEASONAL_ORDER,MARGINAL_PRICE,RMSE,MAPE,MAE,ACCEPTANCE,REVENUE
2023-12-01 08:00:00,27.14,14.456881950502533,"(1, 0, 1)","(0, 0, 1, 7)",39.4,160.86148345748845,0.4673219620301204,12.683118049497468,1,14.456881950502533
2023-12-02 08:00:00,18.76,26.905693878662063,"(1, 0, 1)","(0, 0, 1, 7)",22.46,66.35232876487258,0.43420543063230604,8.145693878662062,0,0.0
2023-12-03 08:00:00,14.42,17.18835629052132,"(1, 0, 1)","(0, 0, 1, 7)",17.19,7.663796551268962,0.191980325278871,2.7683562905213197,1,17.18835629052132
2023-12-04 08:00:00,14.31,13.819944793169114,"(1, 0, 1)","(0, 0, 1, 7)",17.19,0.240154105742063,0.034245646878468664,0.49005520683088655,1,13.819944793169114
2023-12-05 08:00:00,13.89,13.825124140931315,"(1, 0, 1)","(0, 0, 1, 7)",16.01,0.004208877089899919,0.004670688197889511,0.06487585906868532,1,13.825124140931315
2023-12-06 08:00:00,23.68,13.349063787879514,"(1, 0, 1)","(0, 0, 1, 7)",60.0,106.72824301890238,0.43627264409292593,10.330936212120486,1,13.349063787879514
2023-12-07 08:00:00,23.93,24.758118961396267,"(1, 0, 1)","(0, 0, 1, 7)",35.02,0.6857810142240326,0.034605890572347156,0.8281189613962674,1,24.758118961396267
2023-12-08 08:00:00,19.77,26.65216877411419,"(1, 0, 0)","(1, 0, 0, 7)",22.95,47.36424703539243,0.3481117235262616,6.8821687741141915,0,0.0
2023-12-09 08:00:00,15.84,18.08976753696829,"(1, 0, 1)","(0, 0, 1, 7)",18.29,5.061453970396361,0.14203077884900814,2.249767536968289,1,18.08976753696829
2023-12-10 08:00:00,13.54,14.808209780018752,"(1, 0, 1)","(0, 0, 1, 7)",14.95,1.6083560461352124,0.09366394239429486,1.2682097800187524,1,14.808209780018752
2023-12-11 08:00:00,14.34,13.170287175149198,"(1, 0, 1)","(0, 0, 1, 7)",16.75,1.368228092620442,0.08156993199796385,1.1697128248508015,1,13.170287175149198
2023-12-12 08:00:00,15.91,14.088762320299413,"(1, 0, 1)","(0, 0, 1, 7)",22.18,3.3169066859611793,0.11447125579513434,1.8212376797005874,1,14.088762320299413
2023-12-13 08:00:00,16.03,17.201265283035937,"(1, 0, 1)","(0, 0, 1, 7)",17.68,1.3718623632452513,0.0730670794158413,1.171265283035936,1,17.201265283035937
2023-12-14 08:00:00,15.86,15.52941679836991,"(1, 0, 1)","(0, 0, 1, 7)",17.42,0.10928525320000032,0.020843833646285583,0.33058320163008936,1,15.52941679836991
2023-12-15 08:00:00,15.56,14.892389134521755,"(1, 0, 1)","(1, 0, 0, 7)",16.58,0.4457042677046118,0.042905582614283115,0.6676108654782453,1,14.892389134521755
2023-12-16 08:00:00,13.79,14.593455105492556,"(1, 0, 1)","(1, 0, 0, 7)",15.03,0.6455401065420551,0.05826360445921367,0.8034551054925565,1,14.593455105492556
2023-12-17 08:00:00,12.54,13.047500998330063,"(1, 0, 1)","(1, 0, 0, 7)",13.0,0.25755726330601186,0.04047057402951071,0.5075009983300642,0,0.0
