PRODUCT,PRODUCT_SIGN,PRICE_TYPE,TIMESTEP,HIDDEN_SIZE,NUM_STACKED_LAYERS,LEARNING_RATE,DROPOUT_RATE,WEIGHT_DECAY,BATCH_SIZE,EXECUTION_TIME_[S],CV_MEAN_LOSS
all,NEG,AVERAGE,168,103,2,0.000988069462955884,0.21774377899481695,1.057193677051959e-06,32,1098.9569458961487,0.0034715961977781263
all,NEG,MARGINAL,168,103,2,0.0009539421500405977,0.1363649934414201,2.3270677083837795e-06,32,908.3223719596863,0.006110784860356945
all,POS,AVERAGE,168,127,2,0.0008156603401066306,0.22500073945510807,4.872311972287143e-06,32,1445.7439978122711,0.004436279231595108
all,POS,MARGINAL,168,111,2,0.0009626855524033079,0.18846886426333978,1.7641427116982489e-06,32,1674.4365537166595,0.005265683653487941
