PRODUCT,PRODUCT_SIGN,PRICE_TYPE,TIMESTEP,HIDDEN_SIZE,NUM_STACKED_LAYERS,LEARNING_RATE,DROPOUT_RATE,WEIGHT_DECAY,BATCH_SIZE,EXECUTION_TIME_[S],CV_MEAN_LOSS
all,NEG,AVERAGE,42,127,2,0.0009626855524033079,0.18638900372842315,3.823475224675187e-06,32,455.8547532558441,0.003121355975901413
all,NEG,MARGINAL,42,127,2,0.0009626855524033079,0.1512655781006477,1.610218655868345e-06,32,467.61966156959534,0.0038603463817796697
all,POS,AVERAGE,42,74,1,0.0009923361233769147,0.1363649934414201,2.3270677083837795e-06,32,335.5516378879547,0.0038128212857572647
all,POS,MARGINAL,42,127,2,0.0009626855524033079,0.19336971044703896,1.5797742125660043e-06,32,456.007306098938,0.005076448181246566
