DATE,ACTUAL_VALUE,D+1,ORDER,SEASONAL_ORDER,MARGINAL_PRICE,RMSE,MAPE,MAE,ACCEPTANCE,REVENUE
2023-12-01,8.77,9.141645421450626,"(1, 0, 1)","(2, 0, 0, 7)",13.24,0.1381203192852137,0.0423769009635834,0.3716454214506264,1,9.141645421450626
2023-12-02,8.9,8.099798073255192,"(1, 0, 1)","(2, 0, 0, 7)",9.84,0.6403231235661037,0.08991032884773127,0.8002019267448084,1,8.099798073255192
2023-12-03,8.2,10.085179671188046,"(1, 0, 2)","(2, 0, 0, 7)",9.25,3.553902392660671,0.22989995990098128,1.8851796711880464,0,0.0
2023-12-04,8.55,7.632025253340042,"(1, 0, 2)","(2, 0, 0, 7)",13.26,0.8426776355054155,0.10736546744560921,0.9179747466599588,1,7.632025253340042
2023-12-05,9.39,8.017704597705345,"(1, 0, 0)","(2, 0, 0, 7)",12.46,1.8831946711590508,0.14614434529229559,1.3722954022946556,1,8.017704597705345
2023-12-06,8.74,8.608668113739558,"(1, 0, 0)","(2, 0, 0, 7)",10.0,0.017248064348725736,0.01502653160874625,0.13133188626044223,1,8.608668113739558
2023-12-07,7.61,9.862730680196002,"(1, 0, 0)","(2, 0, 0, 7)",9.44,5.074795517496339,0.2960224284094614,2.2527306801960014,0,0.0
2023-12-08,8.96,7.3576648540860194,"(1, 0, 0)","(2, 0, 0, 7)",13.0,2.56747791983118,0.17883204753504256,1.6023351459139814,1,7.3576648540860194
2023-12-09,8.85,8.52696956475524,"(1, 0, 0)","(2, 0, 0, 7)",10.55,0.10434866209441933,0.03650061415195033,0.3230304352447604,1,8.52696956475524
2023-12-10,31.92,8.10140132407521,"(1, 0, 0)","(2, 0, 0, 7)",66.31,567.3256428847661,0.7461967003735835,23.81859867592479,1,8.10140132407521
2023-12-11,25.41,31.027932160657134,"(1, 0, 0)","(1, 0, 0, 7)",33.92,31.56116176174573,0.22109138766852157,5.6179321606571335,1,31.027932160657134
2023-12-12,15.38,24.789591224859144,"(1, 0, 0)","(1, 0, 0, 7)",17.82,88.5404070189462,0.6118069717073565,9.409591224859144,0,0.0
2023-12-13,13.48,14.815641178238282,"(1, 0, 0)","(1, 0, 0, 7)",15.8,1.7839373570057455,0.09908317345981318,1.3356411782382818,1,14.815641178238282
2023-12-14,10.75,12.926151110264124,"(1, 0, 0)","(1, 0, 0, 7)",12.5,4.735633654703779,0.2024326614199185,2.176151110264124,0,0.0
2023-12-15,9.12,10.656414075486785,"(1, 0, 0)","(1, 0, 0, 7)",10.1,2.3605682113539137,0.16846645564548088,1.5364140754867854,0,0.0
2023-12-16,9.27,8.913327513589788,"(1, 0, 0)","(2, 0, 0, 7)",12.4,0.12721526256204238,0.038475996376506075,0.3566724864102113,1,8.913327513589788
2023-12-17,25.89,9.848791754599386,"(1, 0, 0)","(2, 0, 0, 7)",36.83,257.32036197230866,0.6195908939899812,16.041208245400615,1,9.848791754599386
2023-12-18,24.42,24.193189441334496,"(1, 0, 0)","(2, 0, 0, 7)",29.79,0.05144302952215865,0.00928790166525411,0.22681055866550537,1,24.193189441334496
2023-12-19,21.12,22.30952386146232,"(1, 0, 0)","(1, 0, 1, 7)",25.9,1.4149670169882276,0.056322152531359825,1.1895238614623196,1,22.30952386146232
2023-12-20,19.22,20.07776790603868,"(1, 0, 0)","(1, 0, 0, 7)",20.67,0.7357657806299841,0.04462892331106563,0.8577679060386814,1,20.07776790603868
2023-12-21,24.19,18.027179492601785,"(1, 0, 0)","(1, 0, 0, 7)",32.75,37.980356606408,0.2547672801735517,6.162820507398216,1,18.027179492601785
2023-12-22,32.96,22.95462190114325,"(1, 0, 0)","(1, 0, 0, 7)",45.0,100.10759090108236,0.30356122872745,10.005378098856752,1,22.95462190114325
2023-12-23,36.07,32.10616848948698,"(1, 0, 0)","(1, 0, 0, 7)",40.97,15.711960243735911,0.10989275049939055,3.9638315105130175,1,32.10616848948698
2023-12-24,33.49,36.8529076088797,"(1, 0, 0)","(1, 0, 0, 7)",37.66,11.309147585860947,0.10041527646699597,3.362907608879695,1,36.8529076088797
2023-12-25,31.81,31.531682212820183,"(1, 0, 0)","(1, 0, 0, 7)",38.86,0.07746079066066931,0.00874938029487004,0.2783177871798159,1,31.531682212820183
2023-12-26,28.48,30.194549733327698,"(1, 0, 0)","(1, 0, 0, 7)",32.15,2.939680788054077,0.06020188670392195,1.7145497333276971,1,30.194549733327698
2023-12-27,18.61,27.24761021001108,"(1, 0, 0)","(1, 0, 0, 7)",22.31,74.60831014008764,0.46413810908173453,8.63761021001108,0,0.0
2023-12-28,27.25,18.644445502164327,"(1, 0, 0)","(1, 0, 0, 7)",39.17,74.05556821521978,0.3158001650581898,8.605554497835673,1,18.644445502164327
2023-12-29,29.33,27.59942156360264,"(1, 0, 0)","(1, 0, 0, 7)",33.88,2.9949017245235265,0.05900369711549126,1.7305784363973586,1,27.59942156360264
2023-12-30,26.86,28.48599527028914,"(1, 0, 0)","(1, 0, 0, 7)",29.94,2.6438606190026595,0.06053593709192635,1.6259952702891418,1,28.48599527028914
2023-12-31,20.32,26.09572679951526,"(1, 0, 0)","(1, 0, 0, 7)",24.49,33.35902006263877,0.28423852359819185,5.775726799515258,0,0.0
2024-01-01,21.33,19.65341634238939,"(1, 0, 0)","(1, 0, 0, 7)",25.21,2.8109327609669603,0.07860214053495579,1.6765836576106068,1,19.65341634238939
2024-01-02,18.1,20.406381362214297,"(1, 0, 0)","(1, 0, 0, 7)",20.63,5.3193949879694715,0.12742438465272352,2.306381362214296,1,20.406381362214297
2024-01-03,24.16,16.616012603676126,"(1, 0, 0)","(1, 0, 0, 7)",31.99,56.91174583589347,0.3122511339538028,7.543987396323875,1,16.616012603676126
2024-01-04,20.93,24.653421730310917,"(1, 0, 0)","(1, 0, 0, 7)",25.89,13.863869381751547,0.1778987926569956,3.7234217303109176,1,24.653421730310917
2024-01-05,16.43,20.561526931758145,"(1, 0, 0)","(1, 0, 0, 7)",17.65,17.069514787842873,0.2514623817259979,4.131526931758145,0,0.0
2024-01-06,14.13,15.847895326868867,"(1, 0, 0)","(1, 0, 0, 7)",15.64,2.95116435407789,0.12157787168215616,1.7178953268688666,0,0.0
2024-01-07,13.22,13.33749972613294,"(1, 0, 0)","(1, 0, 0, 7)",14.09,0.013806185641315699,0.008888027695381174,0.11749972613293913,1,13.33749972613294
2024-01-08,10.77,12.944794761281155,"(1, 0, 0)","(1, 0, 0, 7)",12.18,4.72973225369596,0.20193080420437845,2.174794761281156,0,0.0
2024-01-09,9.06,10.290712463372284,"(1, 0, 0)","(1, 0, 0, 7)",9.7,1.5146531674998736,0.13584022774528512,1.2307124633722832,0,0.0
2024-01-10,7.33,9.140715187187824,"(1, 0, 0)","(1, 0, 0, 7)",7.85,3.278689489112638,0.2470279927950647,1.8107151871878244,0,0.0
2024-01-11,6.09,7.061332411625522,"(1, 0, 0)","(1, 0, 0, 7)",6.8,0.9434866538742533,0.15949629090731074,0.9713324116255224,0,0.0
2024-01-12,5.21,5.817322883362288,"(1, 0, 0)","(1, 0, 0, 7)",5.51,0.36884108465548343,0.11656869162423956,0.6073228833622881,0,0.0
2024-01-13,5.3,5.035767918062899,"(1, 0, 0)","(1, 0, 0, 7)",7.14,0.06981859312481457,0.04985510979945292,0.26423208193710046,1,5.035767918062899
2024-01-14,9.44,5.172664844284088,"(1, 0, 0)","(1, 0, 0, 7)",13.97,18.210149331208942,0.452048215647872,4.267335155715911,1,5.172664844284088
2024-01-15,11.01,9.03380714052161,"(1, 0, 0)","(1, 0, 0, 7)",18.57,3.9053382178533753,0.17949072293173388,1.97619285947839,1,9.03380714052161
2024-01-16,8.21,10.552392268984626,"(1, 0, 0)","(1, 0, 0, 7)",10.04,5.48680154179894,0.28530965517474116,2.342392268984625,0,0.0
2024-01-17,7.11,7.8609404497658995,"(1, 0, 0)","(1, 0, 0, 7)",8.98,0.5639115590946109,0.10561750348324882,0.7509404497658991,1,7.8609404497658995
2024-01-18,6.36,6.836374376869841,"(1, 0, 0)","(1, 0, 0, 7)",6.94,0.22693254693812928,0.07490163158330833,0.47637437686984097,1,6.836374376869841
2024-01-19,5.88,6.140617942045727,"(1, 0, 0)","(1, 0, 0, 7)",6.7,0.06792171171615019,0.044322779259477474,0.2606179420457275,1,6.140617942045727
2024-01-20,6.39,5.778741771019189,"(1, 0, 0)","(1, 0, 0, 7)",7.64,0.3736366224967571,0.09565856478572937,0.6112582289808106,1,5.778741771019189
2024-01-21,6.76,6.614616244697467,"(1, 0, 0)","(1, 0, 0, 7)",7.5,0.021136436305866858,0.02150647267788953,0.14538375530253322,1,6.614616244697467
2024-01-22,18.38,6.725673681371183,"(1, 0, 0)","(1, 0, 0, 7)",34.61,135.82332194108426,0.634076513527139,11.654326318628815,1,6.725673681371183
2024-01-23,17.91,17.396249805702194,"(1, 0, 0)","(0, 0, 1, 7)",24.98,0.26393926214103364,0.028685102975868577,0.5137501942978062,1,17.396249805702194
2024-01-24,25.59,17.242969235595492,"(1, 0, 0)","(0, 0, 1, 7)",37.96,69.6729225819153,0.32618330458790573,8.347030764404508,1,17.242969235595492
2024-01-25,22.0,24.72238979031588,"(1, 0, 0)","(0, 0, 1, 7)",25.89,7.411406170416141,0.12374499046890364,2.72238979031588,1,24.72238979031588
2024-01-26,13.33,21.33209247202695,"(1, 0, 0)","(0, 0, 1, 7)",16.05,64.03348393087039,0.60030701215506,8.00209247202695,0,0.0
2024-01-27,12.29,13.085013571841465,"(1, 0, 0)","(0, 0, 1, 7)",15.4,0.6320465794121254,0.0646878414842527,0.7950135718414657,1,13.085013571841465
2024-01-28,9.9,11.978847156262166,"(1, 0, 0)","(0, 0, 1, 7)",11.2,4.3216054990992925,0.20998456123860257,2.0788471562621655,0,0.0
2024-01-29,10.71,10.73060230177943,"(1, 0, 0)","(0, 0, 1, 7)",15.54,0.00042445483861063634,0.001923650959797231,0.020602301779428345,1,10.73060230177943
2024-01-30,8.83,10.460907492959944,"(1, 0, 0)","(0, 0, 1, 7)",10.0,2.6598592505928886,0.18470073532955195,1.6309074929599436,0,0.0
2024-01-31,7.53,8.97608060476609,"(1, 0, 0)","(0, 0, 1, 7)",8.19,2.0911491154806576,0.19204257699416852,1.446080604766089,0,0.0
2024-02-01,12.67,7.26124597779942,"(1, 0, 0)","(0, 0, 1, 7)",22.52,29.254620072670953,0.4268945558169361,5.40875402220058,1,7.26124597779942
2024-02-02,10.12,11.7531666311255,"(1, 0, 0)","(0, 0, 1, 7)",12.28,2.6672332450218192,0.16138010188987167,1.6331666311255013,1,11.7531666311255
2024-02-03,18.11,9.78982029201253,"(1, 0, 0)","(0, 0, 1, 7)",24.96,69.22539037320645,0.45942461115336664,8.320179707987469,1,9.78982029201253
2024-02-04,19.03,17.27317884999118,"(1, 0, 0)","(0, 0, 1, 7)",22.5,3.086420553118319,0.09231850499258128,1.7568211500088218,1,17.27317884999118
2024-02-05,19.95,18.51547684632076,"(1, 0, 0)","(0, 0, 1, 7)",25.55,2.0578566784418335,0.0719059224901875,1.4345231536792404,1,18.51547684632076
2024-02-06,18.79,19.08696122229203,"(1, 0, 0)","(0, 0, 1, 7)",23.3,0.08818596754517628,0.015804216194360284,0.2969612222920297,1,19.08696122229203
2024-02-07,18.54,17.991841787617247,"(1, 0, 0)","(0, 0, 1, 7)",22.46,0.30047742580265446,0.02956624662258642,0.5481582123827522,1,17.991841787617247
