PRODUCT,PRODUCT_SIGN,PRICE_TYPE,FEATURE,TIMESTEP,HIDDEN_SIZE,NUM_STACKED_LAYERS,LEARNING_RATE,DROPOUT_RATE,WEIGHT_DECAY,BATCH_SIZE,EXECUTION_TIME_[S]
all,NEG,AVERAGE,CUMULATED_CAPACITY_MORE_EXPENSIVE_THAN_ELECTRICITY_PRICE_EXCESS_CAPACITY,168,125,2,0.0009910997084648949,0.21093206567259995,1.1952270129143854e-06,32,641.8436534404755
all,NEG,MARGINAL,CUMULATED_CAPACITY_MORE_EXPENSIVE_THAN_ELECTRICITY_PRICE_EXCESS_CAPACITY,168,99,2,0.0006482131165247735,0.1312037280884873,2.0511104188433975e-06,32,544.1796159744263
all,POS,AVERAGE,CUMULATED_CAPACITY_MORE_EXPENSIVE_THAN_ELECTRICITY_PRICE_EXCESS_CAPACITY,168,114,2,0.000979106100647189,0.1312037280884873,2.0511104188433975e-06,32,554.4737343788147
all,POS,MARGINAL,CUMULATED_CAPACITY_MORE_EXPENSIVE_THAN_ELECTRICITY_PRICE_EXCESS_CAPACITY,168,111,2,0.0009888913458222359,0.26648852816008434,2.6587543983272713e-06,32,588.0903148651123
