DATE,ACTUAL_VALUE,D+1,ORDER,SEASONAL_ORDER
2023-12-01,13.24,3.832716036824545,"(1, 0, 0)","(0, 0, 0, 7)"
2023-12-02,9.84,6.482092918376641,"(1, 0, 0)","(0, 0, 0, 7)"
2023-12-03,9.25,6.8075677170892686,"(1, 0, 0)","(0, 0, 0, 7)"
2023-12-04,13.26,10.076128129436192,"(1, 0, 0)","(0, 0, 0, 7)"
2023-12-05,12.46,13.827359426553278,"(1, 0, 0)","(0, 0, 0, 7)"
2023-12-06,10.0,3.854148499278081,"(1, 0, 0)","(0, 0, 0, 7)"
2023-12-07,9.44,2.6608274846272018,"(1, 0, 0)","(0, 0, 0, 7)"
2023-12-08,13.0,14.322054023913424,"(1, 0, 0)","(0, 0, 0, 7)"
2023-12-09,10.55,6.446404540095419,"(1, 0, 0)","(0, 0, 0, 7)"
2023-12-10,66.31,138.04474974645825,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-11,33.92,21.835852238248293,"(1, 0, 0)","(0, 0, 0, 7)"
2023-12-12,17.82,5.008864666371742,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-13,15.8,20.83802102601241,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-14,12.5,2.738553698270183,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-15,10.1,7.1446559179540685,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-16,12.4,17.22780054595739,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-17,36.83,38.700147643305016,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-18,29.79,43.068535236993775,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-19,25.9,33.303434864142424,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-20,20.67,34.36356988481002,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-21,32.75,97.82321909400994,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-22,45.0,66.23007526953769,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-23,40.97,88.94913479083391,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-24,37.66,38.07760803341935,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-25,38.86,95.60594091521527,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-26,32.15,55.30223312254484,"(0, 0, 2)","(0, 0, 0, 7)"
2023-12-27,22.31,7.757491454317158,"(0, 0, 2)","(0, 0, 0, 7)"
2023-12-28,39.17,84.27180588471691,"(0, 0, 2)","(0, 0, 0, 7)"
2023-12-29,33.88,66.33090042002915,"(0, 0, 2)","(0, 0, 0, 7)"
2023-12-30,29.94,53.49787296455236,"(0, 0, 1)","(0, 0, 0, 7)"
2023-12-31,24.49,11.791657983317148,"(0, 0, 2)","(0, 0, 0, 7)"
2024-01-01,25.21,85.706498313374,"(0, 0, 1)","(0, 0, 0, 7)"
2024-01-02,20.63,6.110587657691926,"(0, 0, 1)","(0, 0, 0, 7)"
2024-01-03,31.99,115.96999421941265,"(0, 0, 1)","(0, 0, 0, 7)"
2024-01-04,25.89,16.57545826328288,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-05,17.65,5.346813055565064,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-06,15.64,15.017167941014819,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-07,14.09,6.811571274507949,"(0, 0, 1)","(0, 0, 0, 7)"
2024-01-08,12.18,8.666486277109868,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-09,9.7,5.1959519351111805,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-10,7.85,3.9587567333256124,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-11,6.8,4.2539902217542,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-12,5.51,4.159703749564564,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-13,7.14,9.173835665546108,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-14,13.97,15.384370063338329,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-15,18.57,12.190821681939736,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-16,10.04,4.9053753042199455,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-17,8.98,7.292577196773393,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-18,6.94,2.763886986484809,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-19,6.7,9.716353072360095,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-20,7.64,10.933098094482425,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-21,7.5,5.415535636950451,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-22,34.61,14.836356180068327,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-23,24.98,21.631547228992638,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-24,37.96,19.09976855549153,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-25,25.89,20.396216522712077,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-26,16.05,4.82661554352506,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-27,15.4,23.28696791727297,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-28,11.2,4.644746912697654,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-29,15.54,13.491033764533823,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-30,10.0,3.513365151149951,"(1, 0, 0)","(0, 0, 0, 7)"
2024-01-31,8.19,11.437176712591551,"(1, 0, 0)","(0, 0, 0, 7)"
2024-02-01,22.52,13.62828563400706,"(1, 0, 0)","(0, 0, 0, 7)"
2024-02-02,12.28,7.674152989524588,"(1, 0, 0)","(0, 0, 0, 7)"
2024-02-03,24.96,23.425129849543172,"(1, 0, 0)","(0, 0, 0, 7)"
