DATE,ACTUAL_VALUE,D+1,ORDER,SEASONAL_ORDER,MARGINAL_PRICE,RMSE,MAPE,MAE,ACCEPTANCE,REVENUE
2023-12-01 12:00:00,3.38,3.7899340437323343,"(1, 0, 0)","(2, 0, 0, 7)",3.88,0.1680459202107435,0.12128226145927055,0.40993404373233444,1,3.7899340437323343
2023-12-02 12:00:00,3.38,3.298098688687563,"(1, 0, 0)","(2, 0, 0, 7)",4.34,0.0067078247946967115,0.024231157193028683,0.08190131131243694,1,3.298098688687563
2023-12-03 12:00:00,3.52,6.095555294789787,"(1, 0, 3)","(1, 0, 2, 7)",4.29,6.633485076519708,0.731691845110735,2.5755552947897873,0,0.0
2023-12-04 12:00:00,2.95,3.497382548469281,"(1, 0, 2)","(1, 0, 2, 7)",3.38,0.2996276543687247,0.18555340626077318,0.5473825484692809,0,0.0
2023-12-05 12:00:00,2.43,2.848323402663263,"(1, 0, 0)","(1, 0, 1, 7)",3.0,0.17499446921577025,0.17214954842109575,0.41832340266326273,1,2.848323402663263
2023-12-06 12:00:00,2.68,2.8924302339188026,"(1, 0, 3)","(2, 0, 1, 7)",6.53,0.04512660428279713,0.07926501265626956,0.21243023391880245,1,2.8924302339188026
2023-12-07 12:00:00,3.36,3.135186513370643,"(4, 0, 1)","(1, 0, 1, 7)",4.84,0.05054110377044806,0.06690877578254671,0.22481348662935696,1,3.135186513370643
2023-12-08 12:00:00,3.38,2.9136673677551665,"(4, 0, 1)","(1, 0, 1, 7)",4.3,0.21746612389639497,0.13796823439196254,0.46633263224483334,1,2.9136673677551665
2023-12-09 12:00:00,4.46,5.298916652214677,"(2, 0, 3)","(2, 0, 1, 7)",7.35,0.7037811493630816,0.18809790408400834,0.8389166522146771,1,5.298916652214677
2023-12-10 12:00:00,7.16,6.160857555668915,"(1, 0, 3)","(1, 0, 1, 7)",11.69,0.9982856240638949,0.13954503412445318,0.9991424443310848,1,6.160857555668915
2023-12-11 12:00:00,5.67,5.516297739004818,"(2, 0, 3)","(1, 0, 2, 7)",6.9,0.02362438503503102,0.02710798253883279,0.15370226099518192,1,5.516297739004818
2023-12-12 12:00:00,4.01,3.4934370632209637,"(1, 0, 3)","(1, 0, 1, 7)",5.51,0.2668372676537824,0.12881868747606887,0.5165629367790361,1,3.4934370632209637
2023-12-13 12:00:00,3.95,3.796197637855127,"(2, 0, 3)","(1, 0, 2, 7)",5.9,0.023655166601342655,0.038937306872119735,0.15380236214487297,1,3.796197637855127
2023-12-14 12:00:00,3.64,4.698831124580154,"(2, 0, 3)","(1, 0, 2, 7)",4.5,1.1211233503796743,0.2908876715879545,1.0588311245801543,0,0.0
2023-12-15 12:00:00,3.35,3.464010675572386,"(1, 0, 3)","(1, 0, 2, 7)",4.05,0.012998434144471849,0.03403303748429432,0.11401067557238598,1,3.464010675572386
2023-12-16 12:00:00,4.06,5.0115394842106245,"(1, 0, 3)","(1, 0, 1, 7)",5.69,0.9054273900118219,0.23436933108636082,0.9515394842106248,1,5.0115394842106245
2023-12-17 12:00:00,9.6,5.544623131303889,"(1, 0, 3)","(1, 0, 1, 7)",12.65,16.44608154715547,0.4224350904891782,4.0553768686961105,1,5.544623131303889
2023-12-18 12:00:00,5.91,5.573198681057301,"(1, 0, 3)","(1, 0, 1, 7)",7.61,0.11343512844154184,0.05698837883971223,0.33680131894269927,1,5.573198681057301
2023-12-19 12:00:00,4.86,4.571339203162524,"(1, 0, 2)","(1, 0, 1, 7)",5.61,0.08332505563084668,0.05939522568672348,0.28866079683747614,1,4.571339203162524
2023-12-20 12:00:00,5.25,5.7886520651037685,"(3, 0, 0)","(1, 0, 1, 7)",7.19,0.2901460472405545,0.10260039335309876,0.5386520651037685,1,5.7886520651037685
2023-12-21 12:00:00,8.11,7.119941001239071,"(1, 0, 2)","(1, 0, 1, 7)",15.29,0.9802168210274922,0.12207879146250661,0.9900589987609285,1,7.119941001239071
2023-12-22 12:00:00,12.8,6.347251140722137,"(1, 0, 1)","(1, 0, 1, 7)",20.97,41.63796784091177,0.5041210046310831,6.452748859277864,1,6.347251140722137
2023-12-23 12:00:00,12.55,7.347423352920503,"(1, 0, 1)","(1, 0, 1, 7)",16.0,27.066803768736953,0.4145479400063345,5.202576647079498,1,7.347423352920503
2023-12-24 12:00:00,18.53,16.471961644218585,"(1, 0, 1)","(1, 0, 1, 7)",24.11,4.2355218738674765,0.11106521078151195,2.0580383557814166,1,16.471961644218585
2023-12-25 12:00:00,16.2,12.65540469312509,"(1, 0, 1)","(1, 0, 1, 7)",19.29,12.564155889519629,0.21880217943672278,3.5445953068749088,1,12.65540469312509
2023-12-26 12:00:00,13.54,13.125935564098414,"(1, 0, 1)","(1, 0, 1, 7)",15.39,0.17144935707849765,0.030580829830249987,0.4140644359015848,1,13.125935564098414
2023-12-27 12:00:00,8.22,5.682495149677455,"(1, 0, 1)","(1, 0, 1, 7)",9.86,6.4389308654104465,0.308698886900553,2.537504850322546,1,5.682495149677455
2023-12-28 12:00:00,8.88,10.597569333573045,"(1, 0, 1)","(1, 0, 1, 7)",11.92,2.9500444156305505,0.1934199699969644,1.717569333573044,1,10.597569333573045
2023-12-29 12:00:00,10.77,10.389742171217891,"(1, 0, 1)","(1, 0, 1, 7)",16.0,0.14459601635008307,0.035307133591653495,0.3802578287821081,1,10.389742171217891
2023-12-30 12:00:00,9.84,8.369602206124895,"(1, 0, 1)","(1, 0, 1, 7)",11.46,2.162069672232774,0.1494306701092586,1.4703977938751045,1,8.369602206124895
2023-12-31 12:00:00,14.36,10.94285236859864,"(1, 0, 1)","(1, 0, 1, 7)",25.0,11.676897934791922,0.23796292697781057,3.4171476314013596,1,10.94285236859864
