DATE,ACTUAL_VALUE,D+1,ORDER,AIC
2023-12-01,5.61,5.267476121333517,"(1, 0, 2)",41.715888678138164
2023-12-02,5.0,5.631310091519971,"(1, 0, 3)",39.100498060376964
2023-12-03,4.91,5.011565511842096,"(2, 0, 3)",34.43312237328148
2023-12-04,4.96,4.975464052929503,"(2, 0, 3)",32.35495268477641
2023-12-05,4.68,4.756787303872036,"(3, 0, 3)",29.917955883239856
2023-12-06,9.45,4.735612479712502,"(2, 0, 3)",29.814805385735966
2023-12-07,6.28,7.595569871205403,"(1, 0, 3)",33.572203380640154
2023-12-08,5.35,5.797124646340964,"(1, 0, 2)",31.797871126028454
2023-12-09,8.8,5.531389926369176,"(2, 0, 3)",29.68951851021405
2023-12-10,6.06,7.177988890460186,"(2, 0, 2)",33.850069512816575
2023-12-11,7.0,5.809608715528198,"(2, 0, 3)",28.967363890716985
2023-12-12,8.68,6.466737698659923,"(3, 0, 1)",27.744964591511426
2023-12-13,6.37,7.452055787638964,"(2, 0, 1)",26.18996450771962
2023-12-14,5.9,6.270518858396011,"(1, 0, 3)",21.00574513813312
2023-12-15,5.5,6.203014772277377,"(1, 0, 2)",18.408605328748443
2023-12-16,5.57,5.80159578136936,"(1, 0, 2)",18.628118037273907
2023-12-17,6.68,5.6816418416724925,"(2, 0, 1)",17.964735428581992
2023-12-18,6.57,6.257801101037342,"(2, 0, 1)",13.709905787501
2023-12-19,6.16,6.23877709948237,"(2, 0, 1)",12.04322196286232
2023-12-20,5.64,6.030791450763457,"(2, 0, 1)",11.77075217574305
2023-12-21,5.14,5.716532221572808,"(2, 0, 1)",10.742206200779124
2023-12-22,5.0,5.368469794247451,"(2, 0, 1)",10.192259175777757
2023-12-23,6.15,5.20225918963612,"(2, 0, 1)",5.130816914211089
2023-12-24,7.2,5.807547269231706,"(2, 0, 1)",5.474195883879911
2023-12-25,6.65,6.428076366704021,"(2, 0, 1)",-2.6205155124332933
2023-12-26,6.26,6.143749693185572,"(1, 0, 2)",-5.490975395672727
2023-12-27,6.36,6.088460607131963,"(1, 0, 2)",-7.8677628417447725
2023-12-28,5.73,6.174186673361704,"(1, 0, 2)",-12.160193248659109
2023-12-29,5.37,5.76392243474662,"(1, 0, 2)",-13.530068096126797
2023-12-30,5.02,5.55740985239385,"(1, 0, 2)",-13.617138836773169
2023-12-31,6.83,5.255959516563727,"(1, 0, 2)",-14.674847289153274
2024-01-01,5.25,6.284805262975586,"(1, 0, 2)",-13.370182464961992
2024-01-02,5.19,5.215925233762869,"(1, 0, 2)",-12.764296936426902
2024-01-03,4.88,5.383421942900139,"(1, 0, 2)",-15.751868336477354
2024-01-04,4.64,5.045578711559345,"(2, 0, 1)",-20.06053778369058
2024-01-05,4.9,4.8544053740865865,"(1, 0, 2)",-21.6356589380787
2024-01-06,4.22,4.936104809456131,"(1, 0, 2)",-24.44817639152027
2024-01-07,3.95,4.421690654294283,"(1, 0, 2)",-25.922447439708804
2024-01-08,3.98,4.2420977021897714,"(1, 0, 2)",-30.721680994762878
2024-01-09,3.69,4.153238194811722,"(1, 0, 2)",-35.42678156593411
2024-01-10,3.54,3.8765305005776147,"(1, 0, 2)",-37.12124913179363
2024-01-11,3.47,3.732688760439943,"(1, 0, 2)",-37.523004610521326
2024-01-12,3.21,3.611255130188375,"(1, 0, 2)",-39.61980004181736
2024-01-13,3.68,3.375260258027766,"(1, 0, 2)",-43.090289835801194
2024-01-14,3.13,3.652650632046826,"(1, 0, 2)",-46.98767103406763
2024-01-15,3.0,3.2023435417064827,"(1, 0, 2)",-46.86591465801821
2024-01-16,3.05,3.1617736039983146,"(1, 0, 2)",-46.77126541519025
2024-01-17,2.88,3.1141041163896923,"(1, 0, 2)",-49.96670968400424
2024-01-18,2.78,2.960265921283175,"(1, 0, 2)",-54.12553567153218
2024-01-19,2.59,2.8711159690717083,"(1, 0, 2)",-60.9142593747014
2024-01-20,4.0,2.701107159566653,"(1, 0, 2)",-64.50700074647307
2024-01-21,6.9,3.5727388813675587,"(1, 0, 2)",-62.2510154320768
2024-01-22,4.56,5.101187787925589,"(1, 0, 2)",-58.28375047695778
