DATE,ACTUAL_VALUE,D+1,ORDER,SEASONAL_ORDER,MARGINAL_PRICE,RMSE,MAPE,MAE,ACCEPTANCE,REVENUE
2023-12-01 12:00:00,12.75,4.750858574337332,"(1, 0, 0)","(0, 0, 0, 7)",17.99,63.98626354775257,0.6273836412284445,7.999141425662668,1,4.750858574337332
2023-12-02 12:00:00,10.73,5.149742041750896,"(1, 0, 0)","(0, 0, 0, 7)",12.49,31.139278880602465,0.5200613195013145,5.5802579582491045,1,5.149742041750896
2023-12-03 12:00:00,9.16,5.153457698256463,"(1, 0, 0)","(0, 0, 0, 7)",10.47,16.052381215660404,0.4373954477885958,4.006542301743537,1,5.153457698256463
2023-12-04 12:00:00,9.12,6.185380195515659,"(1, 0, 0)","(1, 0, 0, 7)",10.77,8.611993396871707,0.32177848733380926,2.93461980448434,1,6.185380195515659
2023-12-05 12:00:00,9.17,4.374655050050199,"(1, 0, 0)","(0, 0, 0, 7)",9.97,22.995333189009056,0.5229383805834025,4.795344949949801,1,4.374655050050199
2023-12-06 12:00:00,17.19,6.304265380279053,"(1, 0, 0)","(1, 0, 0, 7)",54.48,118.4992182109912,0.633259721915122,10.88573461972095,1,6.304265380279053
2023-12-07 12:00:00,15.06,7.186386460575541,"(1, 0, 0)","(0, 0, 1, 7)",19.39,61.993790168208164,0.5228163040786493,7.8736135394244595,1,7.186386460575541
2023-12-08 12:00:00,11.64,6.987435578204308,"(1, 0, 0)","(0, 0, 1, 7)",13.94,21.646355698959088,0.3997048472333069,4.6525644217956925,1,6.987435578204308
2023-12-09 12:00:00,9.99,8.326476027156017,"(1, 0, 0)","(0, 0, 1, 7)",10.98,2.767312008226628,0.1665189162005989,1.6635239728439828,1,8.326476027156017
2023-12-10 12:00:00,8.66,7.132557499466269,"(1, 0, 0)","(0, 0, 1, 7)",9.5,2.3330805924367386,0.1763790416320706,1.5274425005337315,1,7.132557499466269
2023-12-11 12:00:00,8.84,4.084796340399449,"(1, 0, 0)","(0, 0, 1, 7)",10.53,22.611961844278472,0.5379189660181619,4.755203659600551,1,4.084796340399449
2023-12-12 12:00:00,9.33,3.96673945196154,"(1, 0, 0)","(0, 0, 1, 7)",10.4,28.764563706145797,0.5748403588465658,5.363260548038459,1,3.96673945196154
2023-12-13 12:00:00,9.18,5.5242089470388605,"(1, 0, 0)","(0, 0, 1, 7)",9.86,13.364808222910716,0.39823431949467747,3.6557910529611393,1,5.5242089470388605
2023-12-14 12:00:00,9.02,6.817693218195526,"(1, 0, 0)","(1, 0, 1, 7)",11.7,4.850155161181978,0.24415817980093946,2.2023067818044737,1,6.817693218195526
2023-12-15 12:00:00,8.89,4.684532557613126,"(1, 0, 0)","(0, 0, 1, 7)",9.36,17.685956408975997,0.4730559552741141,4.205467442386874,1,4.684532557613126
2023-12-16 12:00:00,7.92,7.27004372332533,"(1, 0, 0)","(0, 0, 1, 7)",8.59,0.4224431615888005,0.082065186448822,0.6499562766746703,1,7.27004372332533
2023-12-17 12:00:00,7.13,5.319867356405183,"(1, 0, 0)","(0, 0, 1, 7)",7.68,3.27658018740756,0.2538755460862296,1.8101326435948168,1,5.319867356405183
2023-12-18 12:00:00,7.4,5.464400942054668,"(1, 0, 0)","(1, 0, 1, 7)",8.41,3.7465437131188564,0.2615674402628827,1.935599057945332,1,5.464400942054668
2023-12-19 12:00:00,7.12,5.75097707709968,"(1, 0, 0)","(1, 0, 1, 7)",7.55,1.8742237634265353,0.19227850040734829,1.36902292290032,1,5.75097707709968
2023-12-20 12:00:00,6.67,6.137113959202329,"(1, 0, 0)","(1, 0, 1, 7)",7.0,0.2839675324770166,0.07989295963983067,0.5328860407976705,1,6.137113959202329
2023-12-21 12:00:00,5.93,6.001248990715582,"(1, 0, 0)","(1, 0, 1, 7)",6.38,0.005076418677989121,0.012015006866034102,0.07124899071558222,1,6.001248990715582
2023-12-22 12:00:00,5.32,4.444227067971522,"(1, 0, 0)","(0, 0, 1, 7)",5.8,0.7669782284737571,0.16461897218580412,0.875772932028478,1,4.444227067971522
2023-12-23 12:00:00,4.67,3.3670849276972903,"(1, 0, 0)","(0, 0, 1, 7)",5.05,1.6975876856335752,0.27899680349094425,1.3029150723027096,1,3.3670849276972903
