DATE,ACTUAL_VALUE,D+1,ORDER,SEASONAL_ORDER,AIC
2023-12-01 20:00:00,12.05,8.83009604467462,"(1, 0, 0)","(2, 0, 2, 7)",-109.92339579086291
2023-12-02 20:00:00,10.74,12.33230364005388,"(1, 0, 0)","(2, 0, 0, 7)",-111.83117218806562
2023-12-03 20:00:00,9.42,10.344930323572365,"(1, 0, 0)","(2, 0, 2, 7)",-107.21789338113754
2023-12-04 20:00:00,9.47,9.114091372726245,"(1, 0, 0)","(2, 0, 2, 7)",-106.59369397909077
2023-12-05 20:00:00,9.21,8.871397147402268,"(1, 0, 0)","(2, 0, 1, 7)",-110.3600401126757
2023-12-06 20:00:00,9.02,8.19654868027215,"(1, 0, 0)","(2, 0, 0, 7)",-111.33260302913787
2023-12-07 20:00:00,8.53,18.65548709654796,"(1, 0, 0)","(2, 0, 1, 7)",-110.24199430079176
2023-12-08 20:00:00,8.17,7.766227047415376,"(1, 0, 0)","(2, 0, 1, 7)",-105.49259122658506
2023-12-09 20:00:00,9.65,7.6330734074015,"(1, 0, 0)","(2, 0, 1, 7)",-105.54876714539303
2023-12-10 20:00:00,9.11,8.806845831963834,"(1, 0, 0)","(2, 0, 1, 7)",-104.24046419012616
2023-12-11 20:00:00,9.43,9.558462265977395,"(1, 0, 0)","(2, 0, 1, 7)",-104.3276099685994
2023-12-12 20:00:00,9.02,9.057757030962547,"(1, 0, 0)","(2, 0, 1, 7)",-105.03656514982649
2023-12-13 20:00:00,8.61,8.480897160513056,"(1, 0, 0)","(2, 0, 1, 7)",-105.12563496803712
2023-12-14 20:00:00,8.06,9.519822791392695,"(1, 0, 0)","(2, 0, 1, 7)",-105.7132366843481
2023-12-15 20:00:00,7.54,8.182238603279337,"(1, 0, 0)","(2, 0, 0, 7)",-105.17865353122889
2023-12-16 20:00:00,7.08,7.483888616752985,"(1, 0, 0)","(2, 0, 0, 7)",-104.97401255265294
2023-12-17 20:00:00,6.96,6.8082286753572046,"(1, 0, 0)","(1, 0, 1, 7)",-116.98731090745625
2023-12-18 20:00:00,7.16,6.817437347110073,"(1, 0, 0)","(2, 0, 1, 7)",-115.97362235624135
2023-12-19 20:00:00,7.09,7.198151098583208,"(1, 0, 0)","(1, 0, 1, 7)",-117.77068415412566
2023-12-20 20:00:00,6.51,6.961048281531921,"(1, 0, 1)","(1, 0, 1, 7)",-117.12986493510539
2023-12-21 20:00:00,5.69,7.284074781335841,"(1, 0, 1)","(1, 0, 1, 7)",-117.79899835834885
2023-12-22 20:00:00,5.73,5.560067097119007,"(1, 0, 0)","(2, 0, 1, 7)",-115.15795975760443
2023-12-23 20:00:00,7.55,5.721286417828651,"(1, 0, 0)","(1, 0, 1, 7)",-119.37433424180998
2023-12-24 20:00:00,9.25,7.052648371230297,"(1, 0, 1)","(1, 0, 1, 7)",-122.6157327422575
2023-12-25 20:00:00,9.98,9.249091975400612,"(1, 0, 0)","(2, 0, 0, 7)",-133.38045757349613
2023-12-26 20:00:00,9.27,9.739600785604521,"(1, 0, 0)","(2, 0, 1, 7)",-136.86455940290267
2023-12-27 20:00:00,8.87,8.95300201186133,"(1, 0, 0)","(2, 0, 1, 7)",-140.30554497543585
2023-12-28 20:00:00,8.0,8.486097570704194,"(1, 0, 0)","(2, 0, 0, 7)",-142.3239719247926
2023-12-29 20:00:00,7.29,7.822907122991856,"(1, 0, 0)","(2, 0, 0, 7)",-144.1420198964518
2023-12-30 20:00:00,8.65,7.444666519324153,"(1, 0, 0)","(2, 0, 0, 7)",-145.39086839816105
2023-12-31 20:00:00,8.47,8.184722117170757,"(1, 0, 0)","(1, 0, 1, 7)",-147.50051425753654
2024-01-01 20:00:00,8.14,8.547421575589409,"(1, 0, 0)","(2, 0, 0, 7)",-149.6665144388943
2024-01-02 20:00:00,7.84,7.952690132918719,"(1, 0, 0)","(2, 0, 0, 7)",-151.7473216684511
2024-01-03 20:00:00,7.6,7.579931571890066,"(1, 0, 0)","(2, 0, 0, 7)",-151.93443469226347
2024-01-04 20:00:00,7.82,7.201504294118942,"(1, 0, 0)","(2, 0, 0, 7)",-151.93407989291367
2024-01-05 20:00:00,7.3,7.627890204227787,"(1, 0, 0)","(2, 0, 0, 7)",-154.26214071281814
2024-01-06 20:00:00,6.7,7.86390435034369,"(1, 0, 0)","(2, 0, 0, 7)",-157.11912952379348
2024-01-07 20:00:00,6.06,6.870552791135117,"(1, 0, 0)","(2, 0, 0, 7)",-157.411498911973
2024-01-08 20:00:00,5.78,6.050306664341333,"(1, 0, 0)","(2, 0, 0, 7)",-157.71427515432129
2024-01-09 20:00:00,6.0,5.6181403157543475,"(1, 0, 0)","(1, 0, 1, 7)",-160.40997383995034
2024-01-10 20:00:00,5.87,5.869538704891108,"(1, 0, 0)","(2, 0, 0, 7)",-161.81905174238514
2024-01-11 20:00:00,5.66,5.777015136254879,"(1, 0, 0)","(1, 0, 1, 7)",-164.79588119022094
2024-01-12 20:00:00,5.31,5.447656173114139,"(1, 0, 0)","(2, 0, 0, 7)",-165.20624317193264
2024-01-13 20:00:00,4.86,5.353974316653052,"(1, 0, 0)","(2, 0, 0, 7)",-167.77663394000132
2024-01-14 20:00:00,4.35,4.759640147836594,"(1, 0, 0)","(1, 0, 1, 7)",-167.43808614155952
2024-01-15 20:00:00,4.37,4.289525210741338,"(1, 0, 0)","(1, 0, 1, 7)",-168.245689507838
2024-01-16 20:00:00,4.69,4.322876165861615,"(1, 0, 0)","(1, 0, 1, 7)",-167.640625271827
2024-01-17 20:00:00,5.04,4.6142393558012,"(1, 0, 0)","(2, 0, 0, 7)",-166.40956809609287
2024-01-18 20:00:00,4.95,4.99655729550712,"(1, 0, 0)","(2, 0, 0, 7)",-166.44625835570014
2024-01-19 20:00:00,4.54,4.799255210882256,"(1, 0, 0)","(2, 0, 0, 7)",-166.36233312495966
2024-01-20 20:00:00,4.47,4.368649862262497,"(1, 0, 0)","(2, 0, 0, 7)",-167.9270254284626
2024-01-21 20:00:00,4.57,4.269540332699821,"(1, 0, 0)","(2, 0, 0, 7)",-169.85772838755227
2024-01-22 20:00:00,4.53,4.503959604612807,"(1, 0, 0)","(2, 0, 0, 7)",-172.63550086305287
2024-01-23 20:00:00,4.6,4.553743013143558,"(1, 0, 0)","(1, 0, 1, 7)",-174.621792537928
2024-01-24 20:00:00,4.49,4.588951493462777,"(1, 0, 0)","(1, 0, 1, 7)",-174.697748008825
2024-01-25 20:00:00,6.47,4.415798872334829,"(1, 0, 0)","(2, 0, 0, 7)",-173.02414097423213
2024-01-26 20:00:00,4.94,6.228031492880985,"(1, 0, 0)","(2, 0, 0, 7)",-169.27845824634744
2024-01-27 20:00:00,5.56,4.800262973806272,"(1, 0, 0)","(2, 0, 0, 7)",-170.36916348489518
2024-01-28 20:00:00,5.1,5.4221259360211596,"(1, 0, 0)","(2, 0, 0, 7)",-173.6023745079234
2024-01-29 20:00:00,5.67,5.042152167411399,"(1, 0, 0)","(2, 0, 0, 7)",-174.45959079586407
2024-01-30 20:00:00,5.2,5.700129289542637,"(1, 0, 0)","(2, 0, 0, 7)",-174.43501517188218
2024-01-31 20:00:00,4.83,5.185590402899989,"(1, 0, 0)","(2, 0, 0, 7)",-173.7018681116648
2024-02-01 20:00:00,5.04,5.162677102131516,"(1, 0, 0)","(2, 0, 0, 7)",-173.2120570706134
2024-02-02 20:00:00,4.33,4.642030437517707,"(1, 0, 0)","(2, 0, 0, 7)",-173.52872754218734
2024-02-03 20:00:00,4.19,4.391209170242452,"(1, 0, 0)","(1, 0, 1, 7)",-174.03102209000127
2024-02-04 20:00:00,4.0,4.050639900647514,"(1, 0, 0)","(1, 0, 1, 7)",-173.43504302431057
2024-02-05 20:00:00,3.97,4.058466484046857,"(1, 0, 0)","(1, 0, 1, 7)",-173.8966263751973
2024-02-06 20:00:00,3.95,3.8804847184161426,"(1, 0, 0)","(2, 0, 0, 7)",-172.41358241357736
2024-02-07 20:00:00,4.92,3.8433573936337813,"(1, 0, 0)","(2, 0, 0, 7)",-172.64584788012024
2024-02-08 20:00:00,4.77,5.109255775663502,"(1, 0, 0)","(1, 0, 1, 7)",-172.43064178737416
2024-02-09 20:00:00,4.04,4.519780624198037,"(1, 0, 0)","(1, 0, 1, 7)",-173.0200006844949
