DATE,ACTUAL_VALUE,D+1,ORDER,SEASONAL_ORDER,AIC
2023-12-01,5.61,4.973290247905574,"(1, 0, 1)","(2, 0, 0, 7)",36.69560269285035
2023-12-02,5.0,5.908769838281902,"(1, 0, 2)","(0, 0, 2, 7)",37.95944611493094
2023-12-03,4.91,5.095038935183248,"(1, 0, 2)","(0, 0, 2, 7)",35.86227445474766
2023-12-04,4.96,5.021761633689829,"(1, 0, 2)","(0, 0, 2, 7)",35.847142911705234
2023-12-05,4.68,4.885992441761318,"(1, 0, 2)","(0, 0, 2, 7)",30.010981552011366
2023-12-06,9.45,4.5295277413219,"(1, 0, 2)","(2, 0, 0, 7)",27.890800263153473
2023-12-07,6.28,9.84126309666264,"(1, 0, 2)","(0, 0, 2, 7)",37.60752826254902
2023-12-08,5.35,5.560501545357019,"(1, 0, 2)","(2, 0, 0, 7)",36.4541824889661
2023-12-09,8.8,5.4908412848220465,"(1, 0, 2)","(2, 0, 0, 7)",36.712041257458154
2023-12-10,6.06,7.307560389874652,"(1, 0, 2)","(0, 0, 1, 7)",34.38954054515964
2023-12-11,7.0,5.630172354692371,"(1, 0, 2)","(2, 0, 0, 7)",34.38864258091792
2023-12-12,8.68,6.463010218172142,"(1, 0, 2)","(2, 0, 0, 7)",34.44318469322603
2023-12-13,6.37,7.674693011818604,"(1, 0, 2)","(2, 0, 0, 7)",35.27607330895362
2023-12-14,5.9,6.302735319829251,"(1, 0, 2)","(1, 0, 1, 7)",30.51168922744579
2023-12-15,5.5,6.174010069231504,"(1, 0, 2)","(0, 0, 2, 7)",31.29438141505937
2023-12-16,5.57,5.893820994372312,"(1, 0, 2)","(1, 0, 1, 7)",30.1770777015196
2023-12-17,6.68,5.7647879090577305,"(1, 0, 2)","(0, 0, 0, 7)",23.783913700563517
2023-12-18,6.57,6.289519469495888,"(1, 0, 2)","(0, 0, 0, 7)",18.97912972455663
2023-12-19,6.16,6.166267805916446,"(1, 0, 2)","(0, 0, 0, 7)",17.115890093770926
2023-12-20,5.64,6.034396871750795,"(1, 0, 2)","(0, 0, 0, 7)",16.8092812160518
2023-12-21,5.14,5.740499828473078,"(1, 0, 2)","(0, 0, 0, 7)",15.750946818769291
2023-12-22,5.0,5.400417114574395,"(1, 0, 2)","(0, 0, 0, 7)",15.296510390326794
2023-12-23,6.15,5.242121182443641,"(1, 0, 2)","(0, 0, 0, 7)",9.87316487999727
2023-12-24,7.2,5.832778757460442,"(1, 0, 2)","(0, 0, 0, 7)",10.116872503448715
2023-12-25,6.65,6.331765881560505,"(1, 0, 2)","(0, 0, 0, 7)",0.9069780892103196
2023-12-26,6.26,6.143749693185572,"(1, 0, 2)","(0, 0, 0, 7)",-2.2147203142945315
2023-12-27,6.36,6.088460607131963,"(1, 0, 2)","(0, 0, 0, 7)",-4.844197763347143
2023-12-28,5.73,6.174186673361704,"(1, 0, 2)","(0, 0, 0, 7)",-9.71951311851305
2023-12-29,5.37,5.76392243474662,"(1, 0, 2)","(0, 0, 0, 7)",-9.640059255325912
2023-12-30,5.02,5.55740985239385,"(1, 0, 2)","(0, 0, 0, 7)",-9.452762186007405
2023-12-31,6.83,5.255959516563727,"(1, 0, 2)","(0, 0, 0, 7)",-10.363159131956134
2024-01-01,5.25,6.284805262975586,"(1, 0, 2)","(0, 0, 0, 7)",-10.157387943150603
2024-01-02,5.19,5.215925233762869,"(1, 0, 2)","(0, 0, 0, 7)",-9.274408611261912
2024-01-03,4.88,5.383421942900139,"(1, 0, 2)","(0, 0, 0, 7)",-12.484096380248133
2024-01-04,4.64,5.025619653589976,"(1, 0, 2)","(0, 0, 0, 7)",-17.042584358687016
2024-01-05,4.9,4.66087548377129,"(3, 0, 0)","(1, 0, 0, 7)",-12.892601599837704
2024-01-06,4.22,4.755955111647762,"(3, 0, 0)","(1, 0, 0, 7)",-15.961616604849837
2024-01-07,3.95,4.370767069262071,"(3, 0, 0)","(1, 0, 0, 7)",-17.687174921322438
2024-01-08,3.98,4.2420977021897714,"(1, 0, 2)","(0, 0, 0, 7)",-28.24484380714646
2024-01-09,3.69,4.153238194811722,"(1, 0, 2)","(0, 0, 0, 7)",-33.34054849933094
2024-01-10,3.54,3.8765305005776147,"(1, 0, 2)","(0, 0, 0, 7)",-35.09669590660286
2024-01-11,3.47,3.732688760439943,"(1, 0, 2)","(0, 0, 0, 7)",-35.470523491004265
2024-01-12,3.21,3.611255130188375,"(1, 0, 2)","(0, 0, 0, 7)",-37.70769622763986
2024-01-13,3.68,3.375260258027766,"(1, 0, 2)","(0, 0, 0, 7)",-41.23804552449608
2024-01-14,3.13,3.652650632046826,"(1, 0, 2)","(0, 0, 0, 7)",-45.32503424491097
2024-01-15,3.0,3.2023435417064827,"(1, 0, 2)","(0, 0, 0, 7)",-45.07950095552403
2024-01-16,3.05,3.1617736039983146,"(1, 0, 2)","(0, 0, 0, 7)",-44.80857706106841
2024-01-17,2.88,3.1141041163896923,"(1, 0, 2)","(0, 0, 0, 7)",-48.17155081751343
2024-01-18,2.78,2.960265921283175,"(1, 0, 2)","(0, 0, 0, 7)",-52.435676955408596
2024-01-19,2.59,2.8711159690717083,"(1, 0, 2)","(0, 0, 0, 7)",-59.45631671567956
2024-01-20,4.0,2.701107159566653,"(1, 0, 2)","(0, 0, 0, 7)",-63.029102968190045
2024-01-21,6.9,3.5727388813675587,"(1, 0, 2)","(0, 0, 0, 7)",-61.67101068973828
2024-01-22,4.56,5.101187787925589,"(1, 0, 2)","(0, 0, 0, 7)",-60.367335117784364
2024-01-23,3.99,3.947999634932038,"(1, 0, 2)","(0, 0, 0, 7)",-59.531653259867724
2024-01-24,3.5,4.066316757367216,"(1, 0, 2)","(0, 0, 0, 7)",-62.90303555967958
