DATE,ACTUAL_VALUE,D+1,ORDER,SEASONAL_ORDER,AIC
2023-12-01 04:00:00,8.48,8.686166420313869,"(1, 0, 0)","(0, 0, 0, 7)",65.2447746786049
2023-12-02 04:00:00,8.88,8.341715557858462,"(1, 0, 0)","(0, 0, 0, 7)",65.26418995687744
2023-12-03 04:00:00,7.97,8.739781252346697,"(1, 0, 0)","(0, 0, 0, 7)",65.22592081416033
2023-12-04 04:00:00,8.03,7.849426877410246,"(1, 0, 0)","(0, 0, 0, 7)",65.36500835230605
2023-12-05 04:00:00,8.42,7.914564221195605,"(1, 0, 0)","(0, 0, 0, 7)",65.35901212384444
2023-12-06 04:00:00,8.46,8.303639528595165,"(1, 0, 0)","(0, 0, 0, 7)",65.26892716640802
2023-12-07 04:00:00,7.23,8.350391918300982,"(1, 0, 0)","(0, 0, 0, 7)",65.26216289974445
2023-12-08 04:00:00,8.21,7.138456300966829,"(1, 0, 0)","(0, 0, 0, 7)",65.4579914156293
2023-12-09 04:00:00,8.26,8.104738040857734,"(1, 0, 0)","(0, 0, 0, 7)",63.879563425517574
2023-12-10 04:00:00,29.65,8.149338671763413,"(1, 0, 0)","(0, 0, 0, 7)",61.521095295884145
2023-12-11 04:00:00,20.35,27.281481560115477,"(1, 0, 0)","(0, 0, 0, 7)",74.65022134546797
2023-12-12 04:00:00,12.58,20.08129549497876,"(1, 0, 0)","(0, 0, 0, 7)",69.98939491776986
2023-12-13 04:00:00,10.93,12.330834150914084,"(1, 0, 0)","(0, 0, 0, 7)",66.45801985549491
2023-12-14 04:00:00,8.81,10.708947216766068,"(1, 0, 0)","(0, 0, 0, 7)",65.97133296329841
2023-12-15 04:00:00,7.97,8.623780891602173,"(1, 0, 0)","(0, 0, 0, 7)",65.56123335851262
2023-12-16 04:00:00,9.75,7.809917793596006,"(1, 0, 0)","(0, 0, 0, 7)",65.88879604398477
2023-12-17 04:00:00,27.53,9.55443791985985,"(1, 0, 0)","(0, 0, 0, 7)",65.47942735501373
2023-12-18 04:00:00,20.4,27.072142541234822,"(1, 0, 0)","(0, 0, 0, 7)",73.9005174438858
2023-12-19 04:00:00,15.35,19.91890225071645,"(1, 0, 0)","(0, 0, 0, 7)",71.14209573268131
2023-12-20 04:00:00,13.62,14.908573599403361,"(1, 0, 0)","(0, 0, 0, 7)",70.05640004388698
2023-12-21 04:00:00,20.05,13.225434567838267,"(1, 0, 0)","(0, 0, 0, 7)",70.07780547411208
2023-12-22 04:00:00,30.17,19.515843422100634,"(1, 0, 0)","(0, 0, 0, 7)",71.3470907109706
2023-12-23 04:00:00,35.39,28.55502405346063,"(1, 0, 0)","(0, 0, 0, 7)",75.94516897980424
2023-12-24 04:00:00,33.81,29.245387217151816,"(1, 0, 0)","(0, 0, 0, 7)",77.8927682535479
2023-12-25 04:00:00,31.41,29.67418584741965,"(1, 0, 0)","(0, 0, 0, 7)",78.5137432100284
2023-12-26 04:00:00,26.43,30.271865480801953,"(1, 0, 0)","(0, 0, 0, 7)",79.86683356649493
2023-12-27 04:00:00,16.27,25.77375974814541,"(1, 0, 0)","(0, 0, 0, 7)",79.83047651005572
2023-12-28 04:00:00,22.06,15.842337182396115,"(1, 0, 0)","(0, 0, 0, 7)",80.27862291328655
2023-12-29 04:00:00,24.39,21.548912117091188,"(1, 0, 0)","(0, 0, 0, 7)",81.26842393783336
2023-12-30 04:00:00,21.75,23.86183394650951,"(1, 0, 0)","(0, 0, 0, 7)",81.6244367794102
2023-12-31 04:00:00,18.29,21.26651471986469,"(1, 0, 0)","(0, 0, 0, 7)",81.47976576817588
2024-01-01 04:00:00,19.77,17.870015544431634,"(1, 0, 0)","(0, 0, 0, 7)",81.1495547028197
2024-01-02 04:00:00,16.93,19.333704491264992,"(1, 0, 0)","(0, 0, 0, 7)",81.04423747919014
2024-01-03 04:00:00,20.63,16.486892019149355,"(1, 0, 0)","(0, 0, 0, 7)",79.02920864004
