PRODUCT,PRODUCT_SIGN,PRICE_TYPE,MODEL,MODEL_BASE,MODEL_NAME,MODEL_GROUP,LOOKBACK,STRATEGY,N_OBSERVATIONS,RMSE,MAPE,MAE,MED_MAE,ZERO_COUNT,NEGATIVE_COUNT,ACCEPTANCE,CHANCE_OF_ACCEPTANCE,REVENUE,MAX_REVENUE,ACHIEVED_REVENUE_PERCENTAGE,MAPE_NORM,RMSE_NORM,MAE_NORM,COMBINED_SCORE,MAE_vs_BEST_STATISTICAL
00_04,NEG,AVERAGE,rw_sarmax_exog_1_3_6m,rw_sarmax_exog_1_3_6m,RW-SARMAX (Exog. 1&3) (6 Months),STATISTICAL_ROLLING,,,243,3.2484812539575074,0.15665610427254667,1.6410154958511927,0.6216126639363102,0,0,201,0.8271604938271605,5.590773527080117,7.52448,74.30112814546808,0.9960658841027313,0.9994518021119034,0.9958272509844421,0.9971044881167228,0.4332763574446022
00_04,NEG,MARGINAL,rw_sarmax_exog_4_3m,rw_sarmax_exog_4_3m,RW-SARMAX (Exog. 4) (3 Months),STATISTICAL_ROLLING,,,243,8.388693530567403,0.2729463842696859,4.178141871890336,1.3570348321718226,0,0,164,0.6748971193415638,5.039659646004951,10.485959999999999,48.06102298697451,0.9931454780237022,0.9985843649022926,0.989375884976791,0.9936963449881564,25.72975270566537
00_04,POS,AVERAGE,rw_sarma_3m,rw_sarma_3m,RW-SARMA (3 Months),STATISTICAL_ROLLING,,,243,1.057321848684157,0.06603543228595929,0.33790790014681293,0.14944597364304624,0,0,224,0.9218106995884774,3.5110764772946723,3.9527600000000005,88.825946358865,0.9983416474886467,0.9998215715101385,0.9991407729779204,0.9990937338271993,11.758969461658406
00_04,POS,MARGINAL,rw_sarmax_exog_4_3m,rw_sarmax_exog_4_3m,RW-SARMAX (Exog. 4) (3 Months),STATISTICAL_ROLLING,,,243,2.475913795402554,0.16368454339005406,1.0269580057676737,0.390792104491791,0,0,156,0.6419753086419753,2.3928310136589053,4.75564,50.315646551440096,0.995889378410894,0.9995821768366078,0.9973886669453029,0.9976027671077345,16.545488088506964
04_08,NEG,AVERAGE,sarmax_exog_1_3,sarmax_exog_1_3,SARMAX (Exog. 1&3),STATISTICAL_EXPANDING,,,243,1.8003525969231886,0.15164189393832067,1.0439287469241372,0.5593476890836677,0,0,199,0.8189300411522634,4.870839877615781,6.09224,79.95154290730144,0.9961918063237628,0.9996961812569304,0.9973455140051674,0.9977289735865716,24.467922723448954
04_08,NEG,MARGINAL,rw_sarmax_exog_4_3m,rw_sarmax_exog_4_3m,RW-SARMAX (Exog. 4) (3 Months),STATISTICAL_ROLLING,,,243,6.122919628475684,0.24777858125168048,2.860261673206327,1.0564800943350416,0,0,139,0.5720164609053497,3.759177464250139,8.57392,43.84432633206444,0.9937775188523201,0.9989667258799089,0.992726970518387,0.9951432762212264,4.366334360106996
04_08,POS,AVERAGE,sarma,sarma,SARMA,STATISTICAL_EXPANDING,,,243,3.955025813071509,0.11872272236172125,1.5887550587774824,0.6015063614803982,0,0,205,0.8436213991769548,8.38977777661162,10.60856,79.08498209570025,0.9970185078227296,0.9993325690904167,0.9959601380217086,0.9974328860067295,1.371840509008306
04_08,POS,MARGINAL,rw_sarmax_exog_1_4_12m,rw_sarmax_exog_1_4_12m,RW-SARMAX (Exog. 1&4) (12 Months),STATISTICAL_ROLLING,,,243,20.466813041859705,0.3292562333755538,5.782730583292659,2.806028927687713,0,0,173,0.7119341563786008,6.450676925797903,14.25088,45.265112931958605,0.9917313647750109,0.9965461202302008,0.9852957614296295,0.9911964849712478,195.92038197081962
08_12,NEG,AVERAGE,rw_sarmax_exog_4_3m,rw_sarmax_exog_4_3m,RW-SARMAX (Exog. 4) (3 Months),STATISTICAL_ROLLING,,,243,3.846899868462666,0.1554612856479701,1.6839145945101883,0.6230396815170987,0,0,194,0.7983539094650206,8.551060644755168,11.116,76.9256984954585,0.9960958896678968,0.9993508158986476,0.9957181678148131,0.997045367112527,-14.157782854009204
08_12,NEG,MARGINAL,rw_armax_exog_1_4_12m,rw_armax_exog_1_4_12m,RW-ARMAX (Exog. 1&4) (12 Months),STATISTICAL_ROLLING,,,243,18.682651987677925,0.3255544261457325,6.443189930785973,2.4528265523954573,0,0,162,0.6666666666666666,6.985373196827529,15.307240000000002,45.63443963005434,0.9918243285234654,0.9968472065673115,0.9836163555379507,0.9907732471927149,118.02295008105668
08_12,POS,AVERAGE,rw_sarmax_exog_1_3_12m,rw_sarmax_exog_1_3_12m,RW-SARMAX (Exog. 1&3) (12 Months),STATISTICAL_ROLLING,,,243,7.918793880833926,0.1564335745307435,3.688358232924857,1.1084128121310073,0,0,191,0.7860082304526749,12.643567172899271,17.75968,71.19253935261936,0.9960714725079768,0.9986636628804747,0.9906212992964586,0.9951283381711001,0.0
08_12,POS,MARGINAL,rw_sarmax_exog_1_4_12m,rw_sarmax_exog_1_4_12m,RW-SARMAX (Exog. 1&4) (12 Months),STATISTICAL_ROLLING,,,243,14563448473.687431,6270785.091768812,936101448.8348233,3.653498609146494,0,0,178,0.7325102880658436,10.891624866564806,23.39096,46.563394005910006,0.0,0.0,0.0,0.0,78.02048717594718
12_16,NEG,AVERAGE,sarmax_exog_4,sarmax_exog_4,SARMAX (Exog. 4),STATISTICAL_EXPANDING,,,243,4.81529885182969,0.17539192713555002,3.0069062043447485,1.611313082529648,0,0,202,0.831275720164609,20.1176405972079,23.006559999999997,87.4430623144351,0.99559537004957,0.9991873935988053,0.9923540850553966,0.9957111137727404,11.047081379971631
