MODEL,MODEL_BASE,MODEL_NAME,MODEL_GROUP,LOOKBACK,STRATEGY,PRODUCT,PRODUCT_SIGN,PRICE_TYPE,N_OBSERVATIONS,RMSE,MAPE,MAE,MED_MAE,ZERO_COUNT,NEGATIVE_COUNT,ACCEPTANCE,CHANCE_OF_ACCEPTANCE,REVENUE,MAX_REVENUE,ACHIEVED_REVENUE_PERCENTAGE,MAPE_NORM,RMSE_NORM,MAE_NORM,COMBINED_SCORE,MAE_vs_BEST_STATISTICAL
rw_arma_12m,rw_arma_12m,RW-ARMA (12 Months),STATISTICAL_ROLLING,,,00_04,NEG,AVERAGE,243,3.8683817455778327,0.20252008178715625,2.0444390463172786,0.7254185347580968,0,0,166,0.6831275720164609,4.391140483190156,7.52448,58.35805907106081,0.9949140987708411,0.9993471907216045,0.9948014317723042,0.996339839005076,17.205077056855515
rw_arma_12m,rw_arma_12m,RW-ARMA (12 Months),STATISTICAL_ROLLING,,,00_04,NEG,MARGINAL,243,8.737589901262949,0.2935647027132453,4.298042945908978,1.6178805881557992,0,0,77,0.3168724279835391,2.9768908159318044,10.485959999999999,28.38930165604107,0.9926276887250316,0.9985254868486338,0.9890710023660901,0.9934002556073697,49.89720339792232
rw_arma_12m,rw_arma_12m,RW-ARMA (12 Months),STATISTICAL_ROLLING,,,00_04,POS,AVERAGE,243,0.964966032707267,0.06214551636970419,0.3008093791128152,0.15090211064114722,0,0,210,0.8641975308641975,3.363388920098979,3.9527600000000005,85.08963155109286,0.9984393352239331,0.9998371570282049,0.9992351065277951,0.9991632209496173,12.84790057392415
rw_arma_12m,rw_arma_12m,RW-ARMA (12 Months),STATISTICAL_ROLLING,,,00_04,POS,MARGINAL,243,2.350004406877045,0.1422434256751146,0.8806255408767075,0.4258897841500042,0,0,65,0.2674897119341564,1.1693080924317203,4.75564,24.587817673998043,0.9964278307262331,0.9996034246922932,0.997760758891029,0.9979156430294156,27.01262946501971
rw_arma_12m,rw_arma_12m,RW-ARMA (12 Months),STATISTICAL_ROLLING,,,04_08,NEG,AVERAGE,243,2.3799943145025284,0.1752982680943048,1.2577074327868536,0.5802330654245993,0,0,174,0.7160493827160493,4.24843778339892,6.09224,69.73523340181805,0.9955977221157394,0.9995983637414245,0.9968019208439595,0.9973153194325282,29.115406675178264
rw_arma_12m,rw_arma_12m,RW-ARMA (12 Months),STATISTICAL_ROLLING,,,04_08,NEG,MARGINAL,243,6.521110832124296,0.3118383875210412,3.245570819582677,1.424991782537409,0,0,79,0.32510288065843623,2.5834972974584605,8.57392,30.132043423060406,0.9921687803777454,0.998899529070128,0.9917472123349376,0.9942508099921051,40.77044104679567
rw_arma_12m,rw_arma_12m,RW-ARMA (12 Months),STATISTICAL_ROLLING,,,04_08,POS,AVERAGE,243,4.148186340558863,0.14174616799942188,1.8600395723529077,0.9156781916537948,0,0,155,0.6378600823045267,6.4272001902693505,10.60856,60.58503878254305,0.9964403183936372,0.9992999722597891,0.9952703199244268,0.996997904674628,54.319205159280045
rw_arma_12m,rw_arma_12m,RW-ARMA (12 Months),STATISTICAL_ROLLING,,,04_08,POS,MARGINAL,243,20.78943972636634,0.212484199526883,4.811925711696947,1.6225055941312352,0,0,91,0.37448559670781895,4.278910030471203,14.25088,30.025584598784093,0.9946638691728044,0.9964916753209453,0.9877643091566262,0.9929901903963521,71.10745738489457
rw_arma_12m,rw_arma_12m,RW-ARMA (12 Months),STATISTICAL_ROLLING,,,08_12,NEG,AVERAGE,243,4.6043610496204606,0.20489579811460878,2.436201980090324,1.2569071428808805,0,0,154,0.6337448559670782,6.265716245539115,11.116,56.366644886102144,0.9948544372376079,0.9992229904358041,0.9938052629973192,0.9959498322937175,73.17628249424163
rw_arma_12m,rw_arma_12m,RW-ARMA (12 Months),STATISTICAL_ROLLING,,,08_12,NEG,MARGINAL,243,18.130220116036256,0.32897543507302063,6.048793952594935,2.0309181713137985,0,0,85,0.3497942386831276,4.698268594195175,15.307240000000002,30.693113808858907,0.9917384164827694,0.9969404322816302,0.9846192195778682,0.9911057467177762,80.52102813818156
