MODEL,MODEL_BASE,MODEL_NAME,MODEL_GROUP,LOOKBACK,STRATEGY,PRODUCT,PRODUCT_SIGN,PRICE_TYPE,N_OBSERVATIONS,RMSE,MAPE,MAE,MED_MAE,ZERO_COUNT,NEGATIVE_COUNT,ACCEPTANCE,CHANCE_OF_ACCEPTANCE,REVENUE,MAX_REVENUE,ACHIEVED_REVENUE_PERCENTAGE,MAPE_NORM,RMSE_NORM,MAE_NORM,COMBINED_SCORE,MAE_vs_BEST_STATISTICAL
arma,arma,ARMA,STATISTICAL_EXPANDING,,,00_04,NEG,AVERAGE,243,3.846324629449,0.19856643156980944,1.9908678139120273,0.7114859743780695,0,0,163,0.6707818930041153,4.348615232697732,7.52448,57.79290040903467,0.9950133870701674,0.9993509129731842,0.9949376518798208,0.9964197780053485,14.954008556813763
arma,arma,ARMA,STATISTICAL_EXPANDING,,,00_04,NEG,MARGINAL,243,8.811774172338918,0.3042578835294211,4.396733670364583,1.6328109250747183,0,0,68,0.27983539094650206,2.4888298994876497,10.485959999999999,23.73487882356646,0.9923591501140618,0.9985129678720555,0.988820053106709,0.9932220079617733,51.28050434504958
arma,arma,ARMA,STATISTICAL_EXPANDING,,,00_04,POS,AVERAGE,243,0.9722497392134285,0.0678056489967919,0.3184471199764306,0.17388911155065756,0,0,208,0.8559670781893004,3.32275471495002,3.9527600000000005,84.06163579245943,0.9982971919103848,0.9998359278653401,0.9991902575510418,0.999099686436937,30.03808288554119
arma,arma,ARMA,STATISTICAL_EXPANDING,,,00_04,POS,MARGINAL,243,2.3280360226304584,0.13984509282866028,0.872059896822221,0.3808947397609228,0,0,80,0.3292181069958848,1.4567746647768463,4.75564,30.63256816699427,0.9964880602297178,0.9996071319699124,0.9977825394792601,0.997944532056331,13.593808179699488
arma,arma,ARMA,STATISTICAL_EXPANDING,,,04_08,NEG,AVERAGE,243,2.3554873517997414,0.17470369596984403,1.2809811559579751,0.6181564247285034,0,0,176,0.7242798353909465,4.333845279241918,6.09224,71.13713969314928,0.9956126536478221,0.9996024994171901,0.996742740777899,0.9973022315046391,37.55423970760698
arma,arma,ARMA,STATISTICAL_EXPANDING,,,04_08,NEG,MARGINAL,243,6.4889769991538895,0.3057861828084787,3.2354096706574493,1.5385281616523936,0,0,78,0.32098765432098764,2.4316169997675625,8.57392,28.360621509969334,0.9923207698254837,0.9989049518194049,0.9917730499484653,0.9943128023240617,51.986341628631486
arma,arma,ARMA,STATISTICAL_EXPANDING,,,04_08,POS,AVERAGE,243,4.037771927148212,0.13470216327406018,1.754560061576029,0.8686533135214329,0,0,174,0.7160493827160493,7.396699649654176,10.60856,69.72388005209166,0.9966172149856926,0.9993186052588785,0.9955385316054672,0.9971527082603696,46.394104526500314
arma,arma,ARMA,STATISTICAL_EXPANDING,,,04_08,POS,MARGINAL,243,20.719164126460885,0.20599507437965695,4.6618437978949325,1.5789915674623014,0,0,82,0.3374485596707819,3.8953337073183167,14.25088,27.33398714548376,0.9948268310345181,0.9965035346891981,0.9881459351434945,0.9931754475965247,66.5185213030523
arma,arma,ARMA,STATISTICAL_EXPANDING,,,08_12,NEG,AVERAGE,243,4.387214539873588,0.1915541118303326,2.2055145370868146,0.9511885990919842,0,0,161,0.6625514403292181,7.2665995135832055,11.116,65.37063254392952,0.9951894879549169,0.999259635024073,0.9943918514866589,0.9962694164532133,31.054474846966922
arma,arma,ARMA,STATISTICAL_EXPANDING,,,08_12,NEG,MARGINAL,243,18.035122470635915,0.3208457911128336,5.967680813425639,2.006482786865348,0,0,85,0.3497942386831276,4.566708819483467,15.307240000000002,29.833652699529544,0.9919425768102039,0.9969564804974874,0.9848254728231747,0.9912485207112878,78.3490545028615
arma,arma,ARMA,STATISTICAL_EXPANDING,,,08_12,POS,AVERAGE,243,8.195486242560266,0.1896571198358599,4.1817634923508,1.9940569016647416,0,0,162,0.6666666666666666,11.237793843621652,17.75968,63.27700636284918,0.9952371272499007,0.998616969623998,0.9893666759758709,0.9944152263129231,79.90200761312175
arma,arma,ARMA,STATISTICAL_EXPANDING,,,08_12,POS,MARGINAL,243,18.092614294006967,0.27950988353090056,8.706814368344117,3.605488061000308,0,0,64,0.26337448559670784,5.383986711662356,23.39096,23.017382406119097,0.9929806483995701,0.996946778457152,0.9778604460615967,0.9892998045470409,75.68112370960527
arma,arma,ARMA,STATISTICAL_EXPANDING,,,12_16,NEG,AVERAGE,243,7.224092805615723,0.2208981079883794,4.635595160002706,2.2709537026898357,0,0,156,0.6419753086419753,15.058805559852923,23.006559999999997,65.45439891862549,0.9944525700907146,0.998780897253254,0.988212679777047,0.9938217542508425,56.50762310998982
arma,arma,ARMA,STATISTICAL_EXPANDING,,,12_16,NEG,MARGINAL,243,27.77355925670178,0.31771199950793,9.39276858572171,4.183596748595907,0,0,86,0.35390946502057613,10.419959086844694,30.051000000000005,34.67425072990813,0.992021275941839,0.9953130692963361,0.9761162122060868,0.9878588967160249,69.84544570884009
arma,arma,ARMA,STATISTICAL_EXPANDING,,,12_16,POS,AVERAGE,243,16.086173340884233,0.1596825412424499,3.7501910905935625,0.9351946314441264,0,0,164,0.6748971193415638,6.82662278771594,12.400360000000001,55.05181129996177,0.9959898809756865,0.997285375668311,0.9904640716550265,0.9945938771484348,23.35150129263339
arma,arma,ARMA,STATISTICAL_EXPANDING,,,12_16,POS,MARGINAL,243,93.56793080304918,0.2269324985611484,13.193998501309538,1.663450403813485,0,0,86,0.35390946502057613,4.230805566728376,22.700200000000006,18.637745776373666,0.994301028010737,0.9842099313341237,0.9664505031202925,0.9817802928936081,8.925961878509789
arma,arma,ARMA,STATISTICAL_EXPANDING,,,16_20,NEG,AVERAGE,243,2.426573700573778,0.17860323044650916,1.2370580069405512,0.31224253288397996,0,0,180,0.7407407407407407,4.605730979061281,6.76304,68.10148955294189,0.9955147243609436,0.9995905032309037,0.9968544278870617,0.9973018335516495,2.2926260352067755
arma,arma,ARMA,STATISTICAL_EXPANDING,,,16_20,NEG,MARGINAL,243,5.770733971729937,0.2676044947039303,2.4189688202031285,0.8546130254632089,0,0,84,0.345679012345679,2.8563530794621683,8.51464,33.546375178071756,0.9932796292765991,0.9990261590174745,0.9938490832117755,0.9953639038896962,43.033629453183615
arma,arma,ARMA,STATISTICAL_EXPANDING,,,16_20,POS,AVERAGE,243,21.85670948299213,0.20836936482500407,8.75340841618941,3.069836445241023,0,0,160,0.6584362139917695,14.15318819942562,26.775800000000004,52.85813383512581,0.9947672053095638,0.9963115680705498,0.9777419674318892,0.9896585165210565,43.25809031109152
arma,arma,ARMA,STATISTICAL_EXPANDING,,,16_20,POS,MARGINAL,243,38.71112123604789,0.2863855053153019,15.805286292761828,5.484274087542573,0,0,99,0.4074074074074074,10.869954265978178,35.721720000000005,30.42953773216457,0.9928079804202965,0.9934672995629573,0.9598105606038027,0.9821364071979316,32.42932325844248
arma,arma,ARMA,STATISTICAL_EXPANDING,,,20_24,NEG,AVERAGE,243,0.9031902387342823,0.15043763618490472,0.4527623194979068,0.1648531516680638,0,0,199,0.8189300411522634,1.6652466078036472,2.23896,74.37589808677453,0.9962220489344426,0.9998475820105718,0.998848722923249,0.9982852772658715,8.698949166387857
arma,arma,ARMA,STATISTICAL_EXPANDING,,,20_24,NEG,MARGINAL,243,2.221237878098541,0.26742728005487104,1.1159316772033083,0.41878660181935246,0,0,82,0.3374485596707819,0.9614208751309986,3.17832,30.24934163743735,0.9932840796806949,0.999625154705064,0.9971624260591978,0.9966564887436427,11.300911211766463
arma,arma,ARMA,STATISTICAL_EXPANDING,,,20_24,POS,AVERAGE,243,3.1215887739361627,0.1278654114422021,1.905863615166775,1.1857958032322937,0,0,160,0.6584362139917695,9.638370568026055,14.73664,65.40412582533096,0.9967889068210812,0.9994732158693257,0.9951537992516947,0.9971351433091045,27.06508991785163
arma,arma,ARMA,STATISTICAL_EXPANDING,,,20_24,POS,MARGINAL,243,7.886560433715172,0.19799066596994444,3.8066065120836825,2.1440109561095433,0,0,85,0.3497942386831276,5.91628760636579,17.544799999999995,33.72103190897469,0.9950278463126594,0.9986691024401505,0.9903206193871592,0.9946760759493165,31.488866475428352
armax_exog_1,armax_exog_1,ARMAX (Exog. 1),STATISTICAL_EXPANDING,,,00_04,NEG,AVERAGE,243,3.8616730708669142,0.19809028990518074,1.9997140204903552,0.6789140124460564,0,0,163,0.6707818930041153,4.425490378831961,7.52448,58.81456763566335,0.9950253444496826,0.9993483228449018,0.9949151578815103,0.9964155657526081,9.69139239081299
armax_exog_1,armax_exog_1,ARMAX (Exog. 1),STATISTICAL_EXPANDING,,,00_04,NEG,MARGINAL,243,8.745461277220782,0.3015214361457288,4.356966793207043,1.6254241368593334,0,0,69,0.2839506172839506,2.5394543929249878,10.485959999999999,24.217662406923047,0.9924278707119869,0.9985241585135323,0.9889211717115792,0.9932824350163625,50.5961158285639
armax_exog_1,armax_exog_1,ARMAX (Exog. 1),STATISTICAL_EXPANDING,,,00_04,POS,AVERAGE,243,0.9572233830689453,0.06550464493043341,0.3087652959114243,0.16619811779011284,0,0,209,0.8600823045267489,3.356854416920282,3.9527600000000005,84.92431660207758,0.9983549771892871,0.9998384636400792,0.9992148763446719,0.9991282944393256,24.28658944706596
armax_exog_1,armax_exog_1,ARMAX (Exog. 1),STATISTICAL_EXPANDING,,,00_04,POS,MARGINAL,243,2.32225936010584,0.14191157462444542,0.8647091391563523,0.42500535365764147,0,0,64,0.26337448559670784,1.1951393165835653,4.75564,25.130987976036145,0.9964361645252895,0.9996081068113687,0.9978012308730291,0.9979333773744499,26.748866757871824
armax_exog_1,armax_exog_1,ARMAX (Exog. 1),STATISTICAL_EXPANDING,,,04_08,NEG,AVERAGE,243,2.350651562893362,0.1723172827215074,1.2627400889984866,0.5622789166512874,0,0,175,0.720164609053498,4.2662477062141315,6.09224,70.02757124168009,0.9956725838135909,0.9996033154813933,0.9967891238829888,0.9973381834868671,25.120189307349598
armax_exog_1,armax_exog_1,ARMAX (Exog. 1),STATISTICAL_EXPANDING,,,04_08,NEG,MARGINAL,243,6.502729123448159,0.30192230219957555,3.219410784926582,1.49034948820176,0,0,78,0.32098765432098764,2.5373102330712167,8.57392,29.593350918497226,0.9924178037342434,0.998902631077832,0.9918137316695412,0.9943584529762759,47.226922526144705
armax_exog_1,armax_exog_1,ARMAX (Exog. 1),STATISTICAL_EXPANDING,,,04_08,POS,AVERAGE,243,4.072593544878683,0.14543753630174228,1.8509492226707693,0.9831061791323723,0,0,155,0.6378600823045267,6.5357763798716,10.60856,61.60851595194446,0.996347616798712,0.9993127289321253,0.9952934347260743,0.996978223718768,65.68284090820057
armax_exog_1,armax_exog_1,ARMAX (Exog. 1),STATISTICAL_EXPANDING,,,04_08,POS,MARGINAL,243,20.757889349359576,0.21076250085320525,4.711850865319483,1.7840751113856452,0,0,81,0.3333333333333333,3.888041987896451,14.25088,27.282820344402946,0.9947071063141457,0.996496999609033,0.9880187779399858,0.9930906227379859,88.14638124950521
armax_exog_1,armax_exog_1,ARMAX (Exog. 1),STATISTICAL_EXPANDING,,,08_12,NEG,AVERAGE,243,3.8808320215548733,0.19201854044667638,1.9629445328090573,0.9621113042575953,0,0,159,0.654320987654321,7.480433632699819,11.116,67.29429320528804,0.9951778247260169,0.9993450896736183,0.9950086547704261,0.9964971960733804,32.55940183069435
armax_exog_1,armax_exog_1,ARMAX (Exog. 1),STATISTICAL_EXPANDING,,,08_12,NEG,MARGINAL,243,17.846097523771075,0.2956687457689473,5.4403582482403054,1.934169646489579,0,0,83,0.34156378600823045,4.494889613994064,15.307240000000002,29.36446814706024,0.9925748497420095,0.9969883794276544,0.9861663405482641,0.9919165065043364,71.92139895626218
armax_exog_1,armax_exog_1,ARMAX (Exog. 1),STATISTICAL_EXPANDING,,,08_12,POS,AVERAGE,243,8.600136753498383,0.19919118340064346,4.391862468652369,1.9834333848531056,0,0,147,0.6049382716049383,10.153044963992555,17.75968,57.169076041868735,0.9949976976329702,0.9985486827729524,0.9888324395236566,0.9941349875530908,78.94356354829617
armax_exog_1,armax_exog_1,ARMAX (Exog. 1),STATISTICAL_EXPANDING,,,08_12,POS,MARGINAL,243,18.494640514469015,0.2864633034465894,8.892764122539248,3.4465277256540645,0,0,70,0.2880658436213992,5.915410997570556,23.39096,25.289304062640248,0.9928060266702878,0.9968789344685963,0.977387615880698,0.9890620106831649,67.93561745181007
