PRODUCT,PRODUCT_SIGN,PRICE_TYPE,MODEL,MODEL_BASE,MODEL_NAME,MODEL_GROUP,LOOKBACK,STRATEGY,N_OBSERVATIONS,RMSE,MAPE,MAE,MED_MAE,ZERO_COUNT,NEGATIVE_COUNT,ACCEPTANCE,CHANCE_OF_ACCEPTANCE,REVENUE,MAX_REVENUE,ACHIEVED_REVENUE_PERCENTAGE,MAPE_NORM,RMSE_NORM,MAE_NORM,COMBINED_SCORE,MAE_vs_BEST_STATISTICAL
00_04,NEG,AVERAGE,lstm_features_4_ts168_recency,lstm_features_4,"LSTM with Feature 4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,168,recency,243,2.683048747439061,0.12253986500700331,1.257167181069959,0.4080018999999999,0,0,215,0.8847736625514403,6.1261827636,7.5244800332,81.41669240359013,0.996922647647777,0.999547221750098,0.9968032945877331,0.9977493705917284,-34.07958049377687
00_04,NEG,MARGINAL,lstm_features_1_4_ts42_ensemble,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Ensemble",DEEP_LEARNING,42,ensemble,243,7.247679086986523,0.26155709479080713,3.6396145802469135,1.5512069,0,0,202,0.831275720164609,5.780990610000001,10.485960278399999,55.13076968170715,0.993431498061067,0.9987769169471895,0.9907452439083412,0.9943090224230879,43.7198628278301
00_04,POS,AVERAGE,lstm_ts42_single,lstm,"LSTM (42 TimeSteps), Single",DEEP_LEARNING,42,single,243,0.8727356995385472,0.11940094982311,0.4993439534979424,0.31568200000000024,0,0,194,0.7983539094650206,2.8879278844000003,3.952759774,73.06105226520148,0.9970014754482159,0.9998527213704033,0.9987302758592767,0.9985128907381878,136.0739077645728
00_04,POS,MARGINAL,lstm_features_4_ts42_single,lstm_features_4,"LSTM with Feature 4 (42 TimeSteps), Single",DEEP_LEARNING,42,single,243,2.2104632494690875,0.20925656232155515,1.1579580522633743,0.6123969999999996,0,0,132,0.5432098765432098,2.0500955344,4.755639932399999,43.108720667281275,0.9947449250556828,0.9996269729789581,0.9970555620377411,0.9971185110744429,82.63446586709789
04_08,NEG,AVERAGE,lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,168,recency,243,1.2311607845069212,0.08472138811838195,0.6255907172839505,0.27115700000000054,0,0,232,0.9547325102880658,5.8600211588,6.092240204,96.18828152823765,0.9978723857497738,0.9997922352972941,0.9984092575260328,0.998683103786621,-39.66123543441706
04_08,NEG,MARGINAL,lstm_features_1_4_ts168_recency,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Weighted Ensemble",DEEP_LEARNING,168,recency,243,4.753091972103637,0.15710366533513184,1.7812517781893005,0.7098695999999993,0,0,170,0.6995884773662552,4.9137490995999995,8.573920134400002,57.310413703123,0.9960546444699095,0.999197891329106,0.9954706603181436,0.9968992011633616,-29.874222502690824
04_08,POS,AVERAGE,lstm_features_1_3_ts168_single,lstm_features_1_3,"LSTM with Features 1&3 (168 TimeSteps), Single",DEEP_LEARNING,168,single,243,4.009428114697498,0.14389971808327565,1.8921304580246914,1.0076070000000001,0,0,207,0.8518518518518519,8.164989877600002,10.608559304800002,76.96605771818261,0.9963862361370932,0.9993233884227362,0.9951887197128908,0.9969603159713687,69.81196316589408
04_08,POS,MARGINAL,lstm_features_4_ts42_single,lstm_features_4,"LSTM with Feature 4 (42 TimeSteps), Single",DEEP_LEARNING,42,single,243,20.92421609424197,0.21058510082537227,4.987086013580247,1.7194564999999997,0,0,184,0.757201646090535,7.3915104856,14.250879452400001,51.86704799720406,0.9947115613736719,0.9964689311169747,0.9873189142294629,0.9928519198313728,81.33178145155463
08_12,NEG,AVERAGE,lstm_features_4_ts42_single,lstm_features_4,"LSTM with Feature 4 (42 TimeSteps), Single",DEEP_LEARNING,42,single,243,3.6064560546460105,0.13684668954778514,1.758218620576132,0.5708909999999996,0,0,224,0.9218106995884774,9.343288718,11.115999204,84.05262133014453,0.9965633593447346,0.9993913920265781,0.9955292286777956,0.9971553470096531,-21.342812275839186
08_12,NEG,MARGINAL,lstm_features_4_ts42_single,lstm_features_4,"LSTM with Feature 4 (42 TimeSteps), Single",DEEP_LEARNING,42,single,243,16.56135754720193,0.24519430095372233,4.994722240740741,1.517907000000001,0,0,140,0.5761316872427984,8.198968604,15.307239597599999,53.56268549742636,0.9938424180673899,0.9972051858940764,0.9872994969482446,0.9927929674808785,34.92130610111363
