PRODUCT,PRODUCT_SIGN,PRICE_TYPE,MODEL,MODEL_BASE,MODEL_NAME,MODEL_GROUP,LOOKBACK,STRATEGY,N_OBSERVATIONS,RMSE,MAPE,MAE,MED_MAE,ZERO_COUNT,NEGATIVE_COUNT,ACCEPTANCE,CHANCE_OF_ACCEPTANCE,REVENUE,MAX_REVENUE,ACHIEVED_REVENUE_PERCENTAGE,MAPE_NORM,RMSE_NORM,MAE_NORM,COMBINED_SCORE,MAE_vs_BEST_STATISTICAL
00_04,NEG,AVERAGE,lstm_features_1_4_ts42_recency,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Weighted Ensemble",DEEP_LEARNING,42,recency,243,2.652052967658113,0.12388694417467597,1.2337562827160498,0.41532899999999984,0,0,213,0.8765432098765432,6.0842944092,7.5244800332,80.85999806437762,0.9968888183527551,0.9995524524470568,0.9968628234607428,0.9977592392895107,-32.89574898278625
00_04,NEG,MARGINAL,lstm_features_1_4_ts168_single,lstm_features_1_4,"LSTM with Features 1&4 (168 TimeSteps), Single",DEEP_LEARNING,168,single,243,6.585470758892539,0.19122523474493666,2.917685840740741,0.8274229999999996,0,0,147,0.6049382716049383,5.531135305199999,10.485960278399999,52.74800932246111,0.9951977470685717,0.998888668002086,0.992580953226561,0.995552209008768,-23.338969121016927
00_04,POS,AVERAGE,lstm_features_1_3_ts42_single,lstm_features_1_3,"LSTM with Features 1&3 (42 TimeSteps), Single",DEEP_LEARNING,42,single,243,0.9695487226335767,0.10443469455694494,0.4639775547325103,0.2611367999999996,0,0,165,0.6790123456790124,2.5909415211999995,3.9527597800000005,65.54765949374234,0.9973773240820027,0.999836383675754,0.9988202049952327,0.9986649644493066,95.2838135754828
00_04,POS,MARGINAL,lstm_features_1_3_ts168_single,lstm_features_1_3,"LSTM with Features 1&3 (168 TimeSteps), Single",DEEP_LEARNING,168,single,243,2.3319704677259714,0.19444568861576872,1.060319910288066,0.5933937,0,0,80,0.3292181069958848,1.5143542155999998,4.755639932399999,31.843332067315703,0.9951168715812838,0.9996064680121045,0.997303834806547,0.9973201362677917,76.96713316427251
04_08,NEG,AVERAGE,lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,42,single,243,1.2306879017417813,0.08362525371062589,0.6247015868312757,0.28182799999999997,0,0,239,0.9835390946502057,5.857397904,6.092240204,96.14522257599413,0.9978999130511779,0.9997923150986884,0.998411518393301,0.9986932354897571,-37.286688744937166
04_08,NEG,MARGINAL,lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,42,single,243,4.506194090621005,0.14896910740622007,1.6314813045267487,0.5749884000000001,0,0,143,0.588477366255144,4.264102652,8.573920134400002,49.73340764968998,0.9962589282021905,0.9992395566140878,0.9958514943798055,0.9971080824167297,-43.19871057735977
04_08,POS,AVERAGE,lstm_features_4_ts42_single,lstm_features_4,"LSTM with Feature 4 (42 TimeSteps), Single",DEEP_LEARNING,42,single,243,3.820356486925436,0.11908212946889228,1.5602490625514405,0.687183000000001,0,0,185,0.7613168724279835,7.8148872223999994,10.608559304800002,73.66586732341722,0.9970094820064649,0.9993552952305459,0.9960326226313849,0.9974612367766353,15.810920611139808
04_08,POS,MARGINAL,lstm_features_1_3_ts42_single,lstm_features_1_3,"LSTM with Features 1&3 (42 TimeSteps), Single",DEEP_LEARNING,42,single,243,20.709307749426486,0.20820191127224985,4.706020382304528,1.6184209999999997,0,0,129,0.5308641975308642,6.0747463131999995,14.250879452400001,42.62716791262273,0.9947714105825533,0.9965051980034216,0.9880336036027065,0.9931200841280905,70.67670107886211
08_12,NEG,AVERAGE,lstm_features_1_4_ts42_single,lstm_features_1_4,"LSTM with Features 1&4 (42 TimeSteps), Single",DEEP_LEARNING,42,single,243,3.248226339173218,0.12531238217558324,1.5721836847736625,0.5488839999999993,0,0,217,0.8930041152263375,9.0442809096,11.115999204,81.36273441208498,0.9968530212267767,0.9994518451300819,0.996002275457178,0.9974298870108997,-24.374930018535483
08_12,NEG,MARGINAL,lstm_features_4_ts168_single,lstm_features_4,"LSTM with Feature 4 (168 TimeSteps), Single",DEEP_LEARNING,168,single,243,15.522377455285403,0.21076350824336634,4.45152767325103,1.0292299999999983,0,0,136,0.5596707818930041,6.717435051600001,15.307239597599999,43.88403937084265,0.9947070810154849,0.9973805191183236,0.9886807237571806,0.9936006176941812,-8.515438772962465
