PRODUCT,PRODUCT_SIGN,PRICE_TYPE,MODEL,MODEL_BASE,MODEL_NAME,MODEL_GROUP,LOOKBACK,STRATEGY,N_OBSERVATIONS,RMSE,MAPE,MAE,MED_MAE,ZERO_COUNT,NEGATIVE_COUNT,ACCEPTANCE,CHANCE_OF_ACCEPTANCE,REVENUE,MAX_REVENUE,ACHIEVED_REVENUE_PERCENTAGE,MAPE_NORM,RMSE_NORM,MAE_NORM,COMBINED_SCORE,MAE_vs_BEST_STATISTICAL
00_04,NEG,AVERAGE,xgboost_exog_4,xgboost_exog_4,XGBoost (Exog. 4),TREE_BASED,7,,243,2.6805496072419386,0.18487900720146347,1.4679712790123456,0.7307780000000008,0,0,158,0.6502057613168725,5.523628126799999,7.52448,73.40876880262822,0.9953571203325909,0.9995476434928359,0.9962672651630332,0.9970403407695179,18.07099997798734
00_04,NEG,MARGINAL,xgboost_v2_exog_1_ts7,xgboost_v2_exog_1,XGBoost v2 (Exog. 1) (7 TimeSteps),TREE_BASED,7,,243,8.483773960481264,0.2973989347629739,4.122290618106996,1.4074530000000003,0,0,81,0.3333333333333333,3.2156843404,10.485959999999999,30.66657073267493,0.9925313993826489,0.9985683195916372,0.9895179026876726,0.9935291291422728,30.40101362146984
00_04,POS,AVERAGE,xgboost_v2_exog_1_3_ts7,xgboost_v2_exog_1_3,XGBoost v2 (Exog. 1&3) (7 TimeSteps),TREE_BASED,7,,243,0.9700508996932727,0.0802363633218053,0.34708032839506175,0.21367199999999986,0,0,195,0.8024691358024691,3.2347678576000005,3.9527600000000005,81.83567577085378,0.9979850184967312,0.9998362989307972,0.9991174494681546,0.9989696432605428,59.78859744892559
00_04,POS,MARGINAL,xgboost_exog_4,xgboost_exog_4,XGBoost (Exog. 4),TREE_BASED,7,,243,2.3360695055157623,0.16587060601945486,0.938344146090535,0.5139519999999997,0,0,96,0.3950617283950617,1.8037558100000002,4.75564,37.92877110126083,0.9958344796644795,0.9996057762784346,0.9976139929075911,0.9976662469173116,53.27532466900834
04_08,NEG,AVERAGE,xgboost_exog_4,xgboost_exog_4,XGBoost (Exog. 4),TREE_BASED,7,,243,1.6963669584775416,0.15193389469813534,1.0244211477366256,0.6186620000000005,0,0,181,0.7448559670781894,4.7520415412,6.09224,78.00154854700405,0.9961844732878972,0.9997137293672416,0.997395117628967,0.9977486404266339,37.66674201172247
04_08,NEG,MARGINAL,xgboost_v2_exog_1_ts7,xgboost_v2_exog_1,XGBoost v2 (Exog. 1) (7 TimeSteps),TREE_BASED,7,,243,6.444769658638918,0.3348704031581916,3.3330555185185182,1.5803789999999998,0,0,76,0.31275720164609055,2.645660436,8.57392,30.857069298523903,0.9915903757296468,0.9989124120350608,0.9915247575852513,0.9939849937227829,56.12065387138717
04_08,POS,AVERAGE,xgboost_exog_4,xgboost_exog_4,XGBoost (Exog. 4),TREE_BASED,7,,243,3.9479385344888596,0.1216546640881631,1.6313739119341564,0.6951830000000001,0,0,196,0.8065843621399177,8.090039607200001,10.60856,76.2595451899221,0.9969448777614599,0.9993337651050609,0.9958517674560415,0.9973724841840603,17.159160257477126
04_08,POS,MARGINAL,xgboost_exog_4,xgboost_exog_4,XGBoost (Exog. 4),TREE_BASED,7,,243,20.703300773404692,0.18660388415557472,4.400837649794239,1.2769670000000009,0,0,114,0.4691358024691358,5.6032761352,14.25088,39.31880792765078,0.9953138033748669,0.9965062117114628,0.9888096175708057,0.9935609168106034,34.66737946836547
08_12,NEG,AVERAGE,xgboost_v2_exog_4_ts7,xgboost_v2_exog_4,XGBoost v2 (Exog. 4) (7 TimeSteps),TREE_BASED,7,,243,4.468957350671331,0.22234256875235567,2.1219151016460907,0.9504429999999999,0,0,166,0.6831275720164609,8.4834851236,11.116,76.31778628643396,0.9944162952447333,0.9992458405051138,0.9946044268479631,0.9960721286097247,30.95174643165618
08_12,NEG,MARGINAL,xgboost_exog_4,xgboost_exog_4,XGBoost (Exog. 4),TREE_BASED,7,,243,18.377159570105796,0.2842068083397172,5.515987007407408,1.549439999999997,0,0,107,0.4403292181069959,5.506140317600001,15.307240000000002,35.97082372524374,0.9928626941925225,0.9968987599810609,0.9859740329002497,0.9919213376762902,37.72416131245785
08_12,POS,AVERAGE,xgboost_exog_4,xgboost_exog_4,XGBoost (Exog. 4),TREE_BASED,7,,243,7.965693910087498,0.16955125667942877,3.906699923045268,1.511747999999999,0,0,174,0.7160493827160493,11.878502152400001,17.75968,66.88466319438187,0.9957420472224694,0.9986557482597709,0.9900661033980599,0.9948305071027237,36.38853534122809
08_12,POS,MARGINAL,xgboost_v2_exog_1_3_ts7,xgboost_v2_exog_1_3,XGBoost v2 (Exog. 1&3) (7 TimeSteps),TREE_BASED,7,,243,18.262971061846333,0.28201346298638447,8.666819244032922,3.3118669999999995,0,0,84,0.345679012345679,7.090608536,23.39096,30.31345672003202,0.9929177758305014,0.9969180298780309,0.977962145049826,0.9893025015085635,61.37413473374125
12_16,NEG,AVERAGE,xgboost_v2_exog_4_ts7,xgboost_v2_exog_4,XGBoost v2 (Exog. 4) (7 TimeSteps),TREE_BASED,7,,243,5.238156856053649,0.18272925653645158,3.179523843621399,1.5596899999999998,0,0,182,0.7489711934156379,19.355694875199994,23.006559999999997,84.13119942833694,0.9954111071740591,0.9991160341397971,0.9919151555716833,0.9954800690439687,7.489366427545957
12_16,NEG,MARGINAL,xgboost_v2_exog_1_4_ts7,xgboost_v2_exog_1_4,XGBoost v2 (Exog. 1&4) (7 TimeSteps),TREE_BASED,7,,243,26.184961976444015,0.2518880065028031,6.624084513580247,2.6614199999999997,0,0,101,0.4156378600823045,14.113709422800001,30.051000000000005,46.965856120594985,0.9936743185634827,0.9955811532426456,0.9831563795693002,0.9908326541395263,8.0481923287972
12_16,POS,AVERAGE,xgboost_exog_4,xgboost_exog_4,XGBoost (Exog. 4),TREE_BASED,7,,243,16.137791792678616,0.15537430900429022,3.7277649798353916,0.7798929999999995,0,0,196,0.8065843621399177,8.238226185200002,12.400360000000001,66.43537917608843,0.9960980739185404,0.9972766647895808,0.9905210964252529,0.9946466063331989,2.867327466435782
12_16,POS,MARGINAL,xgboost_exog_4,xgboost_exog_4,XGBoost (Exog. 4),TREE_BASED,7,,243,93.68825081916167,0.21542429782267322,13.163345665020577,1.4135089999999995,0,0,87,0.35802469135802467,4.389070092,22.700200000000006,19.334940185549023,0.994590034275028,0.9841896267137267,0.9665284466819298,0.9818975758740762,-7.440686481570545
16_20,NEG,AVERAGE,xgboost_exog_4,xgboost_exog_4,XGBoost (Exog. 4),TREE_BASED,7,,243,1.7391477083579374,0.17178688268744388,0.8651375174485596,0.3081695999999998,0,0,202,0.831275720164609,5.88521559004,6.76304,87.02026884418841,0.9956859037873999,0.9997065098960789,0.9978001415992827,0.9977104022811853,0.9583074959631667
16_20,NEG,MARGINAL,xgboost_v2_exog_1_4_ts7,xgboost_v2_exog_1_4,XGBoost v2 (Exog. 1&4) (7 TimeSteps),TREE_BASED,7,,243,4.645860363322003,0.3683689612631553,1.817135522633745,0.7865359999999999,0,0,74,0.3045267489711934,3.742599338,8.51464,43.95487463944453,0.9907491240555528,0.999215987213575,0.9953794156835355,0.9950711851349345,31.639812902000266
