PRODUCT,PRODUCT_SIGN,PRICE_TYPE,MODEL,MODEL_BASE,MODEL_NAME,MODEL_GROUP,LOOKBACK,STRATEGY,N_OBSERVATIONS,RMSE,MAPE,MAE,MED_MAE,ZERO_COUNT,NEGATIVE_COUNT,ACCEPTANCE,CHANCE_OF_ACCEPTANCE,REVENUE,MAX_REVENUE,ACHIEVED_REVENUE_PERCENTAGE,MAPE_NORM,RMSE_NORM,MAE_NORM,COMBINED_SCORE,MAE_vs_BEST_STATISTICAL
00_04,NEG,AVERAGE,rw_sarmax_exog_1_3_12m,rw_sarmax_exog_1_3_12m,RW-SARMAX (Exog. 1&3) (12 Months),STATISTICAL_ROLLING,,,243,2.970932120215199,0.1528019885024989,1.4928793546034795,0.6189309823210136,0,0,194,0.7983539094650206,5.58115445064579,7.52448,74.17329105327929,0.9961626727863978,0.9994986399530561,0.9962039292907242,0.9972771565978229,0.0
00_04,NEG,MARGINAL,rw_sarmax_exog_1_3_12m,rw_sarmax_exog_1_3_12m,RW-SARMAX (Exog. 1&3) (12 Months),STATISTICAL_ROLLING,,,243,6.977654636938677,0.21791445071166002,3.1288226938382273,1.0793267329083633,0,0,105,0.43209876543209874,4.041095453102934,10.485959999999999,38.53815438074277,0.9945274988882796,0.9988224849593399,0.9920440776771602,0.99512531529206,0.0
00_04,POS,AVERAGE,rw_sarmax_exog_1_3_6m,rw_sarmax_exog_1_3_6m,RW-SARMAX (Exog. 1&3) (6 Months),STATISTICAL_ROLLING,,,243,0.9328904643660687,0.057950129744690534,0.28323121779000565,0.13372168190430322,0,0,219,0.9012345679012346,3.4527048911729272,3.9527600000000005,87.34921652650115,0.9985446942668718,0.9998425699450265,0.9992798040066067,0.9992155794547755,0.0
00_04,POS,MARGINAL,armax_exog_4,armax_exog_4,ARMAX (Exog. 4),STATISTICAL_EXPANDING,,,243,2.3294170962789744,0.12456225150911708,0.8144952839188829,0.33531294166876346,0,0,79,0.32510288065843623,1.430115263884158,4.75564,30.07198324272145,0.9968718593115974,0.9996068989066442,0.9979289138934144,0.9981232503899624,0.0
04_08,NEG,AVERAGE,rw_sarmax_exog_1_3_12m,rw_sarmax_exog_1_3_12m,RW-SARMAX (Exog. 1&3) (12 Months),STATISTICAL_ROLLING,,,243,1.9323672589729293,0.13798649849176836,1.0205680139768463,0.44939103734097285,0,0,204,0.8395061728395061,4.869540063097615,6.09224,79.93020733092614,0.9965347352415935,0.9996739031049955,0.9974049153183512,0.9978578200618462,0.0
04_08,NEG,MARGINAL,rw_sarmax_exog_1_3_12m,rw_sarmax_exog_1_3_12m,RW-SARMAX (Exog. 1&3) (12 Months),STATISTICAL_ROLLING,,,243,5.7071023041967335,0.22782397735282076,2.565096389175659,1.0122805412421103,0,0,96,0.3950617283950617,3.1418150729000858,8.57392,36.643858035765284,0.9942786402403869,0.999036897188032,0.9934775122722459,0.9955844928036233,0.0
04_08,POS,AVERAGE,sarmax_exog_1_3,sarmax_exog_1_3,SARMAX (Exog. 1&3),STATISTICAL_EXPANDING,,,243,3.8740686725223075,0.11571974305991597,1.5520124156639068,0.5933663219096292,0,0,202,0.831275720164609,8.366817570772012,10.60856,78.8685511584231,0.9970939218556858,0.9993462310234881,0.9960535666506696,0.9974938666634052,0.0
04_08,POS,MARGINAL,sarmax_exog_1_3,sarmax_exog_1_3,SARMAX (Exog. 1&3),STATISTICAL_EXPANDING,,,243,20.543978691216914,0.17130283806511168,4.193983525456675,0.9482378026818079,0,0,104,0.4279835390946502,4.955650891604917,14.25088,34.7743500163142,0.9956980596344545,0.9965330981307322,0.9893356030632496,0.9938740116697284,0.0
08_12,NEG,AVERAGE,rw_sarmax_exog_1_3_12m,rw_sarmax_exog_1_3_12m,RW-SARMAX (Exog. 1&3) (12 Months),STATISTICAL_ROLLING,,,243,3.791138945960349,0.1551091300640319,1.691108813425211,0.7257963531597778,0,0,180,0.7407407407407407,8.336036987941688,11.116,74.99133670332571,0.9961047333761424,0.9993602258405757,0.9956998744653773,0.9970454424488531,0.0
08_12,NEG,MARGINAL,armax_exog_4,armax_exog_4,ARMAX (Exog. 4),STATISTICAL_EXPANDING,,,243,17.863688925389454,0.23067593525902458,4.916716062509042,1.1250313563244347,0,0,117,0.48148148148148145,6.0681568184170365,15.307240000000002,39.642396790127,0.994207018818488,0.9969854107883236,0.9874978498609664,0.9929098624125516,0.0
