PRODUCT,PRODUCT_SIGN,PRICE_TYPE,TIMESTEP,HIDDEN_SIZE,NUM_STACKED_LAYERS,LEARNING_RATE,DROPOUT_RATE,WEIGHT_DECAY,BATCH_SIZE,EXECUTION_TIME_[S],CV_MEAN_LOSS
all,NEG,AVERAGE,168,88,2,0.0009261388636698346,0.1363649934414201,2.3270677083837795e-06,32,1336.2634100914001,0.003769240138863096
all,NEG,MARGINAL,168,88,2,0.0008637277180597748,0.1312037280884873,2.0511104188433975e-06,32,1407.521788597107,0.00462199642919586
all,POS,AVERAGE,168,115,2,0.0008377901917960575,0.18638900372842315,3.823475224675187e-06,32,2292.4032847881317,0.004337361152865924
all,POS,MARGINAL,168,122,2,0.0009539421500405977,0.18638900372842315,3.823475224675187e-06,32,2096.623605966568,0.004697898074955446
