DATE,ACTUAL_VALUE,D+1,ORDER,SEASONAL_ORDER,AIC,EXOGENOUS_FACTORS,NUM_FEATURES,FEATURE_NUMBERS,MARGINAL_PRICE,RMSE_COMPONENT,MAE,MAPE,ACCEPTANCE,REVENUE
2024-07-01 16:00:00,19.51,20.402908286323843,"(1, 0, 2)","(1, 0, 1, 7)",86.66117291479864,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,19.51,0.797285207785779,0.8929082863238413,0.04576669842766998,0,0.0
2024-07-02 16:00:00,18.76,20.94140506640887,"(1, 0, 1)","(1, 0, 1, 7)",87.46612160751631,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,18.76,4.758528063754276,2.1814050664088676,0.1162795877616667,0,0.0
2024-07-03 16:00:00,19.08,18.60407407504684,"(1, 0, 2)","(1, 0, 1, 7)",86.74557567964877,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,19.08,0.22650548604252047,0.47592592495315955,0.024943706758551343,1,18.60407407504684
2024-07-04 16:00:00,16.84,19.137564362379024,"(1, 0, 2)","(1, 0, 1, 7)",83.41090271041183,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,16.84,5.2788019992741315,2.297564362379024,0.1364349383835525,0,0.0
2024-07-05 16:00:00,15.8,15.489647459345774,"(1, 0, 1)","(1, 0, 1, 7)",80.35977500950865,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,15.8,0.0963186994905337,0.3103525406542271,0.01964256586419159,1,15.489647459345774
2024-07-06 16:00:00,13.93,14.00600212758506,"(1, 0, 1)","(1, 0, 1, 7)",77.23752383156162,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,13.93,0.005776323397455701,0.07600212758505975,0.005456003416012904,0,0.0
2024-07-07 16:00:00,14.76,12.56339177940794,"(1, 0, 1)","(1, 0, 1, 7)",72.47302714537905,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,14.76,4.825087674772615,2.1966082205920596,0.14882169516206367,1,12.56339177940794
2024-07-08 16:00:00,20.82,18.91777032764065,"(1, 0, 1)","(1, 0, 1, 7)",68.64259148253379,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,20.82,3.6184777264043624,1.9022296723593506,0.09136549819209176,1,18.91777032764065
2024-07-09 16:00:00,19.29,20.27129307789743,"(1, 0, 2)","(1, 0, 1, 7)",66.47567247961393,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,19.29,0.9629361047294113,0.9812930778974298,0.05087055872977864,0,0.0
2024-07-10 16:00:00,18.92,18.82102372775948,"(1, 0, 2)","(1, 0, 1, 7)",63.49085194595864,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,18.92,0.009796302466629589,0.0989762722405203,0.005231304029625809,1,18.82102372775948
2024-07-11 16:00:00,18.0,18.64860870684172,"(1, 0, 2)","(1, 0, 1, 7)",61.24829909429222,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,18.0,0.420693254590889,0.6486087068417206,0.036033817046762256,0,0.0
2024-07-12 16:00:00,16.7,16.42580814108617,"(1, 0, 2)","(1, 0, 1, 7)",54.86360840057658,FCR_GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],1,1,16.7,0.0751811754946221,0.2741918589138308,0.016418674186456934,1,16.42580814108617
