DATE,ACTUAL_VALUE,D+1,MARGINAL_PRICE,RMSE,MAPE,MAE,ACCEPTANCE,REVENUE
2023-12-01 20:00:00,2.86,3.8784194851800566,3.3,1.0371782477944118,0.35609072908393596,1.0184194851800568,0,0.0
2023-12-02 20:00:00,2.75,3.601677476945425,3.27,0.7253545247361248,0.30970090070742723,0.851677476945425,0,0.0
2023-12-03 20:00:00,2.78,3.8744349312722974,3.24,1.1977878187889988,0.3936816299540639,1.0944349312722976,0,0.0
2023-12-04 20:00:00,2.47,3.377776849490682,3.14,0.8240588084712283,0.3675209916966323,0.9077768494906819,0,0.0
2023-12-05 20:00:00,2.34,2.593988335977604,3.01,0.06451007481267228,0.10854202392205302,0.25398833597760406,1,2.593988335977604
2023-12-06 20:00:00,2.32,2.241386126635217,3.72,0.006180141085414135,0.033885290243440946,0.07861387336478298,1,2.241386126635217
2023-12-07 20:00:00,3.02,2.705544721944685,5.01,0.09888212189684542,0.1041242642567268,0.3144552780553149,1,2.705544721944685
2023-12-08 20:00:00,3.31,2.6984429932390657,3.95,0.37400197251839357,0.18476042500330345,0.6115570067609344,1,2.6984429932390657
2023-12-09 20:00:00,9.37,6.146973801003361,24.69,10.387897879418714,0.343972913446813,3.223026198996638,1,6.146973801003361
2023-12-10 20:00:00,8.8,5.658543649545335,10.9,9.86874800181195,0.3569836761880302,3.141456350454666,1,5.658543649545335
2023-12-11 20:00:00,6.12,5.119771963317413,7.68,1.0004561253659037,0.16343595370630515,1.0002280366825875,1,5.119771963317413
2023-12-12 20:00:00,5.29,4.964033037183379,7.31,0.10625446084789257,0.06161946367043881,0.3259669628166213,1,4.964033037183379
2023-12-13 20:00:00,5.07,4.314213041148189,6.01,0.5712139271704689,0.1490704060851698,0.7557869588518109,1,4.314213041148189
2023-12-14 20:00:00,4.13,3.966867214523001,5.31,0.026612305697484594,0.03949946379588355,0.16313278547699905,1,3.966867214523001
2023-12-15 20:00:00,3.97,4.899311153882508,4.61,0.8636192207304374,0.23408341407619832,0.9293111538825074,0,0.0
2023-12-16 20:00:00,6.02,6.027616208096561,9.09,5.800662577013393e-05,0.0012651508466049548,0.007616208096561827,1,6.027616208096561
2023-12-17 20:00:00,8.06,6.375713169080844,9.8,2.8368221288076962,0.2089685894440641,1.6842868309191568,1,6.375713169080844
2023-12-18 20:00:00,6.45,6.6405231491356815,7.54,0.03629907035657708,0.029538472734214165,0.19052314913568136,1,6.6405231491356815
2023-12-19 20:00:00,5.25,5.346498164529716,5.99,0.009311895757604062,0.018380602767564876,0.0964981645297156,1,5.346498164529716
2023-12-20 20:00:00,4.92,6.134778274084793,5.64,1.4756862551884284,0.24690615326926688,1.214778274084793,0,0.0
2023-12-21 20:00:00,9.22,7.519502243718506,16.5,2.891692619118398,0.18443576532337252,1.7004977562814947,1,7.519502243718506
2023-12-22 20:00:00,11.93,7.539498105438541,16.9,19.27650688614776,0.36802195260364284,4.390501894561459,1,7.539498105438541
2023-12-23 20:00:00,11.01,8.275677286796334,13.68,7.476520699941456,0.2483490202728125,2.7343227132036656,1,8.275677286796334
2023-12-24 20:00:00,16.59,12.314151569587594,22.16,18.282879799860236,0.2577364936957448,4.275848430412406,1,12.314151569587594
2023-12-25 20:00:00,14.35,10.521240283696992,18.26,14.65940096518469,0.26681252378418174,3.828759716303008,1,10.521240283696992
2023-12-26 20:00:00,11.5,9.51505007207541,13.66,3.9400262163678383,0.17260434155866006,1.9849499279245908,1,9.51505007207541
2023-12-27 20:00:00,9.33,10.451074245225564,10.38,1.256807463308069,0.12015801127819555,1.1210742452255644,0,0.0
2023-12-28 20:00:00,9.68,9.688255657536798,11.85,6.815588136489733e-05,0.0008528571835535606,0.008255657536798466,1,9.688255657536798
2023-12-29 20:00:00,9.61,9.562225053275602,10.91,0.0022824455345189796,0.0049713784312588015,0.04777494672439708,1,9.562225053275602
2023-12-30 20:00:00,7.99,6.453278063263036,8.54,2.361514310848607,0.19233065541138478,1.5367219367369644,1,6.453278063263036
2023-12-31 20:00:00,9.73,10.12210343984784,12.75,0.15374510754050766,0.04029840080656102,0.3921034398478387,1,10.12210343984784
2024-01-01 20:00:00,8.24,7.282162147169463,9.81,0.9174533523150141,0.11624245786778366,0.9578378528305374,1,7.282162147169463
2024-01-02 20:00:00,7.79,9.063999330545832,8.69,1.6230742942312268,0.16354291791345718,1.2739993305458315,0,0.0
2024-01-03 20:00:00,6.83,6.256036003579778,7.5,0.32943466918667247,0.08403572421965182,0.5739639964202219,1,6.256036003579778
2024-01-04 20:00:00,5.32,4.098736464341791,5.9,1.4914846235283892,0.22956081497334752,1.2212635356582089,1,4.098736464341791
2024-01-05 20:00:00,4.16,6.318473073801484,4.89,4.659006010326026,0.5188637196638183,2.158473073801484,0,0.0
2024-01-06 20:00:00,4.05,4.59397353407171,4.85,0.2959072057704656,0.1343144528572123,0.5439735340717098,1,4.59397353407171
2024-01-07 20:00:00,3.85,4.44401691840493,4.3,0.35285609935128953,0.15429010867660525,0.5940169184049302,0,0.0
2024-01-08 20:00:00,3.39,3.254130116652088,3.7,0.01846062520097526,0.040079611607053735,0.13586988334791217,1,3.254130116652088
2024-01-09 20:00:00,2.83,3.1251848221242327,3.12,0.08713407921251483,0.10430559085661928,0.2951848221242326,0,0.0
2024-01-10 20:00:00,2.32,2.875880963670478,2.65,0.3090036457712195,0.23960386365106823,0.5558809636704782,0,0.0
2024-01-11 20:00:00,1.97,2.532319564348797,2.46,0.31620329244942064,0.28544140322273953,0.5623195643487968,0,0.0
2024-01-12 20:00:00,1.91,2.460146266518081,2.36,0.30266091456378336,0.2880346945120843,0.550146266518081,0,0.0
2024-01-13 20:00:00,4.81,3.700172458628968,7.93,1.231717171585669,0.2307333765844141,1.1098275413710317,1,3.700172458628968
2024-01-14 20:00:00,4.59,4.639349662668273,6.39,0.0024353892054723826,0.010751560494177224,0.04934966266827345,1,4.639349662668273
2024-01-15 20:00:00,3.73,2.9270472172670288,4.59,0.6447331712986221,0.21526884255575635,0.8029527827329712,1,2.9270472172670288
2024-01-16 20:00:00,3.02,3.2117646689288057,3.33,0.03677368824937447,0.06349823474463766,0.19176466892880573,1,3.2117646689288057
2024-01-17 20:00:00,2.22,2.4106437953288125,2.56,0.03634505669737406,0.08587558348144696,0.19064379532881226,1,2.4106437953288125
2024-01-18 20:00:00,2.07,2.7132536056279317,2.7,0.41377520115333494,0.3107505341197739,0.6432536056279319,0,0.0
2024-01-19 20:00:00,2.58,2.938676378472585,4.19,0.1286487444742089,0.1390218521211569,0.3586763784725848,1,2.938676378472585
2024-01-20 20:00:00,3.22,2.779114646430525,3.92,0.1943798949920812,0.136920917257601,0.4408853535694752,1,2.779114646430525
2024-01-21 20:00:00,4.68,4.263094259126437,7.59,0.17381039677333393,0.0890824232635817,0.41690574087356236,1,4.263094259126437
2024-01-22 20:00:00,4.81,4.138872824149459,5.86,0.45041168616512245,0.1395274793868068,0.6711271758505406,1,4.138872824149459
2024-01-23 20:00:00,4.41,4.330797305892454,5.34,0.006273066753893518,0.01795979458221,0.0792026941075461,1,4.330797305892454
2024-01-24 20:00:00,4.22,4.274073527095091,5.68,0.0029239463325035344,0.012813632013054728,0.054073527095090945,1,4.274073527095091
2024-01-25 20:00:00,3.4,2.1968075136250618,3.94,1.4476721592691058,0.3538801430514524,1.2031924863749381,1,2.1968075136250618
2024-01-26 20:00:00,3.92,4.654861170360968,5.13,0.5400209397042922,0.18746458427575727,0.7348611703609684,1,4.654861170360968
2024-01-27 20:00:00,3.5,2.76625050093715,4.08,0.5383883273749835,0.20964271401795717,0.7337494990628501,1,2.76625050093715
2024-01-28 20:00:00,3.59,4.319804200030071,4.07,0.5326141703815324,0.20328807800280538,0.7298042000300713,0,0.0
2024-01-29 20:00:00,3.0,2.1661510624025957,3.55,0.6953040507323198,0.27794964586580145,0.8338489375974043,1,2.1661510624025957
2024-01-30 20:00:00,2.77,3.3933462614213323,2.98,0.388560561627952,0.22503475141564344,0.6233462614213323,0,0.0
2024-01-31 20:00:00,3.14,3.440475244526685,4.78,0.09028537257337098,0.09569275303397602,0.3004752445266847,1,3.440475244526685
2024-02-01 20:00:00,2.97,2.667950387359106,3.45,0.09123396849651426,0.10170020627639537,0.30204961264089425,1,2.667950387359106
2024-02-02 20:00:00,4.19,4.351155935718081,5.82,0.02597123561717017,0.03846203716421974,0.16115593571808073,1,4.351155935718081
2024-02-03 20:00:00,4.86,4.184956633778115,5.5,0.4556835462801744,0.1388978119798118,0.6750433662218853,1,4.184956633778115
2024-02-04 20:00:00,5.69,5.680734620388625,8.75,8.584725934288914e-05,0.0016283619703647279,0.009265379611375302,1,5.680734620388625
2024-02-05 20:00:00,4.8,4.603683763122679,5.8,0.03854006486167233,0.040899216016108506,0.1963162368773208,1,4.603683763122679
2024-02-06 20:00:00,4.3,4.650806618976863,4.71,0.12306528391797797,0.0815829346457821,0.35080661897686305,1,4.650806618976863
2024-02-07 20:00:00,3.04,2.1381747055017004,3.72,0.8132888617969448,0.2966530574007564,0.9018252944982996,1,2.1381747055017004
2024-02-08 20:00:00,2.8,3.078663902212514,3.18,0.07765357039630577,0.09952282221875514,0.27866390221251436,1,3.078663902212514
2024-02-09 20:00:00,2.4,2.7132076353705,2.75,0.09809902285438009,0.130503181404375,0.3132076353705,1,2.7132076353705
2024-02-10 20:00:00,2.25,2.814028410167836,2.56,0.3181280474764568,0.25067929340792716,0.5640284101678361,0,0.0
2024-02-11 20:00:00,2.16,2.1614012777037384,2.49,1.963579202993839e-06,0.00064873967765658,0.001401277703738213,1,2.1614012777037384
2024-02-12 20:00:00,1.98,2.2053544475864264,2.27,0.050784627046983416,0.11381537756890224,0.22535444758642642,1,2.2053544475864264
2024-02-13 20:00:00,1.82,1.936488281128504,2.04,0.013569519640273371,0.06400455007060657,0.11648828112850396,1,1.936488281128504
2024-02-14 20:00:00,1.66,1.9559791686025323,1.88,0.08760366824664628,0.17830070397742914,0.29597916860253237,0,0.0
2024-02-15 20:00:00,1.42,1.8810339432319847,1.69,0.21255229681203294,0.32467179100844,0.46103394323198477,0,0.0
2024-02-16 20:00:00,1.3,1.8324715946835288,1.58,0.28352599914482013,0.4095935343719452,0.5324715946835288,0,0.0
2024-02-17 20:00:00,1.15,1.1849702123955097,1.34,0.0012229157549870668,0.03040888034392156,0.03497021239550979,1,1.1849702123955097
2024-02-18 20:00:00,1.41,1.5835911343272868,2.36,0.030133881917034165,0.12311427966474249,0.1735911343272869,1,1.5835911343272868
2024-02-19 20:00:00,1.4,1.3056758153941903,1.87,0.00889705180155085,0.06737441757557829,0.0943241846058096,1,1.3056758153941903
2024-02-20 20:00:00,1.42,1.6390718814281175,1.81,0.04799248923245523,0.15427597283670255,0.21907188142811762,1,1.6390718814281175
2024-02-21 20:00:00,1.53,1.6448932183152545,2.32,0.013200451614836722,0.07509360674199637,0.11489321831525445,1,1.6448932183152545
