PRODUCT,PRODUCT_SIGN,PRICE_TYPE,TIMESTEP,HIDDEN_SIZE,NUM_STACKED_LAYERS,LEARNING_RATE,DROPOUT_RATE,WEIGHT_DECAY,BATCH_SIZE,EXECUTION_TIME_[S]
all,NEG,AVERAGE,168,100,2,0.0009958522103666134,0.14152376832430352,1.0280029617905617e-06,32,540.6190133094788
all,NEG,MARGINAL,168,118,2,0.0006173849598677337,0.26648852816008434,2.6587543983272713e-06,32,563.521829366684
all,POS,AVERAGE,168,119,2,0.0008903488639350984,0.26383629359293603,1.0617602937099095e-06,32,645.5001800060272
all,POS,MARGINAL,168,115,2,0.0009910997084648949,0.14149068224667016,1.0625600049713475e-06,32,715.0710122585297
