DATE,ACTUAL_VALUE,D+1_ENSEMBEL_MODEL,D+1_RECENCY_WEIGHTED,D+1_SINGLE_MODEL
2023-12-03 20:00:00,10.259998868923025,11.298631365495076,10.78613973893133,12.152284136385482
2023-12-04 20:00:00,10.869999456399857,10.887378809569316,10.416499718658576,11.20796882309076
2023-12-05 20:00:00,9.910000323747623,11.001247001375841,10.690232906090426,11.436018659932511
2023-12-06 20:00:00,10.169998966006204,23.37333412708266,21.70294003765168,21.279723495237988
2023-12-07 20:00:00,9.400000122205252,10.650284385039107,9.565839844961838,10.036660331772042
2023-12-08 20:00:00,9.500000092484962,9.748197551661562,8.815267852204812,9.684244783619613
2023-12-09 20:00:00,19.400001853052018,9.577036733420165,8.890852659318206,9.536978149324383
2023-12-10 20:00:00,10.45999938872949,12.921402615101805,13.526808858752887,14.703853437574923
2023-12-11 20:00:00,10.590000541698632,11.314429814319373,11.260508054275562,12.130404894036793
2023-12-12 20:00:00,9.469998995797823,11.537170180524296,11.444003562652354,11.746183035945597
2023-12-13 20:00:00,9.020000573755528,9.463058434840093,9.250967339067357,9.693463030105955
2023-12-14 20:00:00,8.499999890288999,9.728051628848542,9.505072238692714,9.86305215540217
2023-12-15 20:00:00,7.999999122227574,8.73316893890612,8.45671587542125,8.846739713712367
2023-12-16 20:00:00,7.789999705531828,8.128557802030793,7.922474587123139,8.258598753862938
2023-12-17 20:00:00,7.619999694542859,7.831113018198244,7.595446014023157,7.871435591170029
2023-12-18 20:00:00,8.189999028584483,9.040365507490177,8.684272090217444,8.932256907990158
2023-12-19 20:00:00,7.390000328479526,8.18962413674521,7.8856290428984375,8.105589536245615
2023-12-20 20:00:00,6.920000082575142,7.457172409724283,7.201255281322312,7.433347722882494
2023-12-21 20:00:00,6.269999670667824,6.877367133961741,6.672951736228546,6.860595229854608
2023-12-22 20:00:00,10.469999050584427,6.430131701359327,6.244228032292726,6.42739319284198
2023-12-23 20:00:00,15.200001670486285,9.305265067540505,9.360583414614982,10.378103062017233
2023-12-24 20:00:00,12.960000209997105,10.46685814428544,10.812681589350412,12.467215562550054
2023-12-25 20:00:00,12.100000418401672,11.403711213829578,11.780704894262268,13.214700763934234
2023-12-26 20:00:00,10.740000173881437,9.99262560548152,10.329407734884677,11.234527366936032
2023-12-27 20:00:00,10.130000081720805,10.727146084942135,11.13876003347779,11.739235727667467
2023-12-28 20:00:00,8.679999356708867,9.144237300711868,9.517259410780639,10.286315035802577
2023-12-29 20:00:00,8.050000874350605,8.531400488854533,8.852367083833268,9.119607903315336
2023-12-30 20:00:00,12.770001449004834,9.527056009058143,9.69650118294199,10.213045414578872
2023-12-31 20:00:00,9.560000159943224,9.598876093525345,9.909745341159837,10.837177928204191
2024-01-01 20:00:00,8.510000601335234,7.953683970972816,8.097624128973836,8.637549619758403
2024-01-02 20:00:00,8.430000241186935,8.637013139208396,8.892046390189051,9.439023370419244
2024-01-03 20:00:00,8.12000065458445,8.65607034392778,8.822312952534357,9.77633719518795
2024-01-04 20:00:00,8.539999055578441,8.901269031040268,8.927172364671682,9.730582052265692
2024-01-05 20:00:00,7.68000032263606,7.333872208696206,7.255279884474925,8.01184554123314
2024-01-06 20:00:00,7.010000389119499,6.627276707645959,6.662549493934375,7.31782742464469
2024-01-07 20:00:00,6.340000182389785,6.118064527511247,6.183023086608489,6.763571628455015
2024-01-08 20:00:00,6.780000141129532,6.751743634177449,6.787814576176608,7.493458417060082
2024-01-09 20:00:00,6.429999882579978,7.830409415396745,7.80791715018664,8.821966525044225
2024-01-10 20:00:00,6.240000361045291,9.436375435781212,9.238942982869528,11.053178267635287
2024-01-11 20:00:00,6.0000003112538804,5.828807615714256,5.554504045181505,7.148663653007664
2024-01-12 20:00:00,5.870000334229215,5.766937326668951,5.637839053009256,6.4303582456827835
2024-01-13 20:00:00,5.3200000880467435,4.729710124771505,4.534097481234622,5.2968234539261925
2024-01-14 20:00:00,4.669999866506239,4.7528030035486,4.692903497175796,5.117740894664971
2024-01-15 20:00:00,5.470000277136102,5.624013067239376,5.374002407375098,6.036151244993377
2024-01-16 20:00:00,5.710000141223644,5.902815222529625,5.704346157178849,6.203868063457484
2024-01-17 20:00:00,6.449999882838731,10.425944317839207,9.594663539988293,11.4129148771087
2024-01-18 20:00:00,5.539999785316134,5.321849410778898,4.926226613745776,5.408966756366861
2024-01-19 20:00:00,4.96999992712797,5.268189060049583,5.125680903835613,5.277385245383876
2024-01-20 20:00:00,6.899999640087901,4.904892347850934,4.783275291984883,4.812684954151399
2024-01-21 20:00:00,5.52999985984397,5.909972481497267,5.932626597018223,6.085834100743084
2024-01-22 20:00:00,5.160000284506612,6.186712808069297,6.051524376301277,6.071750341977721
2024-01-23 20:00:00,5.570000103792248,5.340818346066119,5.1489271876147615,5.356217052260001
2024-01-24 20:00:00,4.910000207523803,5.006010871664347,4.9032057602173795,5.36551804047387
2024-01-25 20:00:00,8.92999913378458,8.754724882686817,8.502779726603528,9.719728240672442
2024-01-26 20:00:00,5.750000026897884,5.467004162899424,5.341831547973619,6.4685904967770025
2024-01-27 20:00:00,6.920000082575142,5.698619369319604,5.637434296796002,6.452795023041092
2024-01-28 20:00:00,5.6799999110400785,5.5682254189927605,5.558523731849358,6.135815463998596
2024-01-29 20:00:00,6.870000415230042,8.634941212330304,8.321531172086482,9.623732899790772
2024-01-30 20:00:00,5.77999986415704,5.593780121419563,5.3607388071103355,5.959644898990282
2024-01-31 20:00:00,5.4500000653687275,5.3431697075814855,5.236928596292197,5.594932529956687
2024-02-01 20:00:00,5.769999756895285,5.352282217771415,5.330574169354882,5.816682909696153
2024-02-02 20:00:00,5.039999866347566,5.032154894870822,5.033987937864138,5.41400435663713
2024-02-03 20:00:00,5.249999756490438,4.749084748148189,4.7221362548342425,5.239919540926358
2024-02-04 20:00:00,4.419999846398316,4.935673329874273,4.885385281509138,5.180017717519473
2024-02-05 20:00:00,4.5999999872300394,5.071152322443952,4.902463914607414,5.144287724831117
2024-02-06 20:00:00,4.240000084524515,4.414464109057488,4.2782835417012715,4.638502086099992
2024-02-07 20:00:00,7.199999889703434,6.827934319945807,6.491332128743635,7.893994628890144
2024-02-08 20:00:00,5.4500000653687275,6.228294258085953,6.053094705832098,6.797171611234935
2024-02-09 20:00:00,4.609999936638597,4.4241730825647325,4.327538480645556,4.914824060367521
2024-02-10 20:00:00,3.9900001106143534,4.210493014928911,4.18066995737653,4.527402236623412
2024-02-11 20:00:00,3.6400000322838766,3.7283229218798346,3.6487178096436366,3.9984795779659534
2024-02-12 20:00:00,3.790000010840173,3.9917747153491647,3.8635249289191225,4.20970151656237
2024-02-13 20:00:00,3.719999880404067,4.251972728161854,4.03617431923237,4.656683645048271
2024-02-14 20:00:00,3.28999991505217,3.375992949569676,3.2010209717805793,3.520405843282379
2024-02-15 20:00:00,3.1200001409726177,4.375795407477303,4.122795760412603,4.871469654592582
2024-02-16 20:00:00,2.960000163797157,2.863580442528944,2.6664738491689137,2.84849890231874
2024-02-17 20:00:00,4.820000270289094,3.6977164567272918,3.494291008715234,4.0327695420425
2024-02-18 20:00:00,3.880000156502561,3.7752595099218493,3.5992324041864774,4.116299164947183
2024-02-19 20:00:00,4.2700000808749765,4.578791608413396,4.33995676823412,4.8549639788950145
2024-02-20 20:00:00,3.920000203290251,4.09477509514045,3.940017523724681,4.32152672741371
2024-02-21 20:00:00,3.7800000463557044,4.727904406845523,4.542604095692633,4.7488740416146555
2024-02-22 20:00:00,3.509999818325115,4.407814784033634,4.3324499821485,4.8129257885645815
2024-02-23 20:00:00,29.08000042298413,7.187385214909369,7.473790252082588,7.647430486958185
2024-02-24 20:00:00,8.729999197444746,10.597944923858805,10.96332107337073,14.208979438303592
2024-02-25 20:00:00,6.310000124031273,6.858744094652866,6.726379192607139,7.567345472213505
2024-02-26 20:00:00,5.730000037358874,6.468109695682606,6.497151997982308,6.957370460437107
2024-02-27 20:00:00,5.369999718266482,8.74046554007728,8.612069112125406,9.72915947052219
2024-02-28 20:00:00,5.360000272817947,8.033934307720251,7.76774822186291,6.855503779260717
2024-02-29 20:00:00,4.900000126301698,6.010218020094142,5.537357384789198,4.892388321603583
2024-03-01 20:00:00,4.740000237764531,5.125773312808965,4.76979417532134,4.852109681721824
2024-03-02 20:00:00,4.430000245154451,4.599769164296496,4.358145525436183,4.736687596933647
2024-03-03 20:00:00,4.169999946302717,4.180766823252204,4.048935137771997,4.484730660994429
2024-03-04 20:00:00,4.940000033894648,5.142254778592073,4.895687526349502,5.68595014175421
2024-03-05 20:00:00,4.5999999872300394,4.604367783578174,4.377827759395771,5.278125524542584
2024-03-06 20:00:00,4.539999771291472,5.180670347754999,4.918665227905923,5.78772127504268
2024-03-07 20:00:00,4.1400001964770725,4.749653388957178,4.551300706030235,4.873736822749108
2024-03-08 20:00:00,4.049999952991402,4.753010798225555,4.713702505105779,4.890159633247669
2024-03-09 20:00:00,3.8700001008498215,4.952174462924067,5.054321348677601,4.728564063891303
2024-03-10 20:00:00,3.460000145478929,4.4851094102710745,4.311673624793189,3.956633391203408
2024-03-11 20:00:00,4.39999976909429,5.084283249990694,4.82892220357367,4.6306150910268356
2024-03-12 20:00:00,4.630000206739249,5.793192259041307,5.367641793419349,5.792805451897609
2024-03-13 20:00:00,4.159999811089809,4.588983461036662,4.261921912493515,4.583921691633908
2024-03-14 20:00:00,4.319999981802813,4.049345480772227,3.8175403584151035,4.223572887424651
2024-03-15 20:00:00,5.310000029554471,4.193616479963016,4.0282521156670015,4.614929656325671
2024-03-16 20:00:00,6.800000054838059,4.665055499286586,4.550445644315525,5.338410620163278
2024-03-17 20:00:00,4.910000207523803,5.368549000629198,5.396784193375042,6.25592833545274
2024-03-18 20:00:00,6.119999876972198,9.212514721496653,8.758265507001212,10.764813220491869
2024-03-19 20:00:00,6.2900003421289945,6.880099096188597,6.34337110432442,7.82784220977575
2024-03-20 20:00:00,8.269999656112287,7.903060402558991,7.315808539770199,8.654322515260843
2024-03-21 20:00:00,6.840000169783657,6.816721557524644,6.6058222388085,7.279415076959001
2024-03-22 20:00:00,6.639999864903872,9.443362644866422,9.241860704969532,11.608918393251457
2024-03-23 20:00:00,8.299999791464948,6.326327262259583,6.083646152178557,7.749329683328611
2024-03-24 20:00:00,5.990000217563783,7.27703883409461,7.3806610071965695,7.599091121769677
2024-03-25 20:00:00,13.129998890720698,10.221739919977805,9.540625776767659,10.397343339061177
2024-03-26 20:00:00,8.149999422850113,8.162516333598392,8.081808762930637,9.122876607018087
2024-03-27 20:00:00,8.280000763336629,8.958440200976666,8.695060022280314,10.057475058914756
2024-03-28 20:00:00,11.209999961180216,7.2123382384107835,7.072304155516245,7.664783005350617
2024-03-29 20:00:00,9.200000158482624,8.860641322933013,9.111187255291943,9.82217246768727
2024-03-30 20:00:00,8.92999913378458,8.878432122234527,8.8374549951201,9.206308650893131
2024-03-31 20:00:00,10.620000910181156,8.37536482279733,8.344031564242838,8.251498002411658
2024-04-01 20:00:00,8.320000334075303,9.021757113212173,9.140558787519556,9.533378782677387
2024-04-02 20:00:00,8.149999422850113,8.287703541308561,8.245593054767912,8.467362963197733
2024-04-03 20:00:00,9.269999148724072,8.323010758974439,8.25522172716688,8.69573363688206
2024-04-04 20:00:00,7.8800000696557,7.605512862587161,7.6683589819587406,8.278277636398077
2024-04-05 20:00:00,7.089999596268161,7.240238133140219,7.3282937155304255,7.917702338869552
2024-04-06 20:00:00,7.170000112047441,6.7043341185203325,6.766829304951765,7.127978692654565
2024-04-07 20:00:00,6.660000369990791,6.476217632241303,6.543806696264971,6.996204874504587
2024-04-08 20:00:00,7.439999846934887,8.133138221400994,8.060390255930189,8.7527726992743
2024-04-09 20:00:00,7.499999929486708,6.848679451474868,6.826193971239353,7.105638491763511
2024-04-10 20:00:00,17.03999815710212,10.130281495766738,10.04789841793667,11.660691980325138
2024-04-11 20:00:00,20.13999812661212,12.636013224529488,12.917279935310145,15.359044755047712
2024-04-12 20:00:00,21.19999816666648,15.783533673579816,16.717738013804812,18.375485176280367
