PRODUCT,PRODUCT_SIGN,PRICE_TYPE,TIMESTEP,HIDDEN_SIZE,NUM_STACKED_LAYERS,LEARNING_RATE,DROPOUT_RATE,WEIGHT_DECAY,BATCH_SIZE,EXECUTION_TIME_[S]
all,NEG,AVERAGE,42,103,2,0.0009955102648569905,0.15312945905319522,5.7715979754234545e-06,32,328.0479414463043
all,NEG,MARGINAL,42,111,2,0.000979106100647189,0.1019978014400369,1.716413232917364e-06,32,325.48900604248047
all,POS,AVERAGE,42,112,2,0.0008190878415622633,0.22022300234864176,2.6070247583707675e-05,32,332.75548100471497
all,POS,MARGINAL,42,111,2,0.000979106100647189,0.1312037280884873,2.0511104188433975e-06,32,321.16271328926086
