PRODUCT,PRODUCT_SIGN,PRICE_TYPE,LOOKBACK,EXOGENOUS_FACTORS,NUM_FEATURES,FEATURE_NUMBERS,N_ESTIMATORS,LEARNING_RATE,MAX_DEPTH,MIN_CHILD_WEIGHT,SUBSAMPLE,COLSAMPLE_BYTREE,REG_ALPHA,REG_LAMBDA,OUTPUT_FILE,SUCCESS,MESSAGE
00_04,NEG,AVERAGE,7,EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh,1,4,326,0.042176392183598505,3,9,0.6308462011438297,0.9437884106748379,0.031027015975516294,5.096206243621858e-06,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_4_model_output/xgboost_v2_exog_4_ts7_model_results_00_04_NEG_AVERAGE.csv,True,Completed successfully
00_04,NEG,MARGINAL,7,EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh,1,4,395,0.07810704919042749,3,7,0.7021566757071185,0.7834164046220702,4.9923228025551e-05,1.4984260363555144e-08,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_4_model_output/xgboost_v2_exog_4_ts7_model_results_00_04_NEG_MARGINAL.csv,True,Completed successfully
00_04,POS,AVERAGE,7,EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh,1,4,447,0.03887322689939158,5,6,0.641442893276994,0.8796383259804939,2.8748604303086655e-07,8.038061038966312,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_4_model_output/xgboost_v2_exog_4_ts7_model_results_00_04_POS_AVERAGE.csv,True,Completed successfully
00_04,POS,MARGINAL,7,EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh,1,4,681,0.11114989443094977,3,10,0.9329770563201687,0.6849356442713105,4.329370014459266e-07,4.4734294104626844e-07,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_4_model_output/xgboost_v2_exog_4_ts7_model_results_00_04_POS_MARGINAL.csv,True,Completed successfully
04_08,NEG,AVERAGE,7,EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh,1,4,608,0.022274612396718636,3,7,0.6532912859582701,0.9615397725511903,0.0008419696503316457,1.6902749588425065e-08,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_4_model_output/xgboost_v2_exog_4_ts7_model_results_04_08_NEG_AVERAGE.csv,True,Completed successfully
04_08,NEG,MARGINAL,7,EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh,1,4,881,0.06842873063766042,3,9,0.8124577490483051,0.749371237781407,0.0035974621328947786,1.4681123541401887e-06,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_4_model_output/xgboost_v2_exog_4_ts7_model_results_04_08_NEG_MARGINAL.csv,True,Completed successfully
04_08,POS,AVERAGE,7,EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh,1,4,929,0.043028793272271625,4,2,0.7442578096512015,0.9206660485483712,7.744860901129858e-08,0.00029462511749794217,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_4_model_output/xgboost_v2_exog_4_ts7_model_results_04_08_POS_AVERAGE.csv,True,Completed successfully
04_08,POS,MARGINAL,7,EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh,1,4,313,0.04500796991903097,4,1,0.6395919747726229,0.9107994904540783,2.3632685607260675e-06,1.7899977364738258e-08,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_4_model_output/xgboost_v2_exog_4_ts7_model_results_04_08_POS_MARGINAL.csv,True,Completed successfully
08_12,NEG,AVERAGE,7,EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh,1,4,260,0.07482227022847908,3,4,0.7488040495304314,0.7656700935004151,2.1782010778133865e-07,1.4984260363555144e-08,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_4_model_output/xgboost_v2_exog_4_ts7_model_results_08_12_NEG_AVERAGE.csv,True,Completed successfully
08_12,NEG,MARGINAL,7,EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh,1,4,297,0.05388108577817234,3,10,0.7035119926400067,0.8650089137415928,6.388511557344611e-06,0.0004793052550782129,/ceph/home/glo54486/Economic_LSTM_XGboost/03_Output_paper/xgboost_v2_exog_4_model_output/xgboost_v2_exog_4_ts7_model_results_08_12_NEG_MARGINAL.csv,True,Completed successfully
