DATE,ACTUAL_VALUE,D+1,MARGINAL_PRICE,RMSE_COMPONENT,MAE,MAPE,ACCEPTANCE,REVENUE
2024-07-01,4.49,4.086075485366397,4.94,0.16315501352199197,0.40392451463360324,0.0899609163994662,1,4.086075485366397
2024-07-02,4.18,4.999890034082424,4.73,0.6722196679876784,0.819890034082424,0.19614594116804404,0,0.0
2024-07-03,3.97,4.342053138877975,4.21,0.13842353814895347,0.37205313887797464,0.0937161558886586,0,0.0
2024-07-04,4.59,4.502506032545737,6.2,0.007655194340887589,0.08749396745426274,0.019061866547769663,1,4.502506032545737
2024-07-05,4.83,5.0628154150094105,5.8,0.05420301746600399,0.2328154150094104,0.04820194927731064,1,5.0628154150094105
2024-07-06,4.61,4.194453604430583,5.08,0.17267880687073456,0.4155463955694172,0.09014021595865881,1,4.194453604430583
2024-07-07,5.59,6.3170741380400806,7.74,0.5286368022067264,0.7270741380400807,0.13006692988194646,1,6.3170741380400806
2024-07-08,4.72,3.479715934562596,6.51,1.5383045629779344,1.2402840654374039,0.26277204776216184,1,3.479715934562596
2024-07-09,4.31,4.581958603523577,4.6,0.07396148203049441,0.2719586035235775,0.06309944397298782,1,4.581958603523577
2024-07-10,4.43,5.552183283436079,5.34,1.2592953216233806,1.1221832834360796,0.2533145109336523,0,0.0
2024-07-11,4.03,3.270467763475132,4.34,0.5768892183204684,0.7595322365248682,0.18846953759922289,1,3.270467763475132
2024-07-12,3.45,3.932099004756255,3.79,0.23241945038697137,0.4820990047562548,0.13973884195833472,0,0.0
2024-07-13,3.64,4.639509676317298,4.42,0.9990195930519088,0.9995096763172975,0.27459057041684,0,0.0
2024-07-14,3.83,3.3169039056095766,4.76,0.26326760207870636,0.5130960943904235,0.1339676486659069,1,3.3169039056095766
2024-07-15,3.58,3.816347619076206,3.99,0.05586019704299124,0.23634761907620572,0.06601888801011332,1,3.816347619076206
2024-07-16,3.54,4.162280479096999,4.78,0.38723299466519107,0.6222804790969994,0.1757854460725987,1,4.162280479096999
2024-07-17,3.75,3.402094783922684,4.73,0.1210380393738039,0.34790521607731595,0.09277472428728425,1,3.402094783922684
2024-07-18,3.58,2.9754071915385283,3.99,0.3655324640433299,0.6045928084614718,0.16888067275460106,1,2.9754071915385283
2024-07-19,3.43,3.465771268146685,3.7,0.0012795836248220304,0.035771268146684854,0.010428941150636983,1,3.465771268146685
2024-07-20,3.34,3.67248917536654,3.82,0.11054905173592193,0.3324891753665402,0.09954765729537132,1,3.67248917536654
2024-07-21,3.82,3.966850834012478,4.3,0.021565167450160464,0.14685083401247834,0.038442626704837266,1,3.966850834012478
2024-07-22,3.4,3.3017164825753555,3.88,0.009659649797360371,0.09828351742464436,0.028906916889601283,1,3.3017164825753555
2024-07-23,3.19,3.349422954554139,3.61,0.025415678438771076,0.15942295455413902,0.04997584782261411,1,3.349422954554139
2024-07-24,3.02,3.46613496568143,3.35,0.1990364076035709,0.4461349656814302,0.14772680982828815,0,0.0
2024-07-25,2.78,2.6092599041815907,3.21,0.02915218032007952,0.1707400958184091,0.061417300654103994,1,2.6092599041815907
2024-07-26,2.72,3.0724113423636936,3.0,0.12419375422658034,0.3524113423636934,0.12956299351606376,0,0.0
2024-07-27,2.66,2.366569246059235,3.07,0.08610160735824592,0.29343075394076523,0.11031231351156587,1,2.366569246059235
2024-07-28,3.18,3.0172638039314257,4.41,0.026483069510869515,0.16273619606857448,0.05117490442408002,1,3.0172638039314257
2024-07-29,3.09,3.155697679946225,3.55,0.004316185150316643,0.06569767994622522,0.021261385095865767,1,3.155697679946225
2024-07-30,2.77,2.909188841088185,3.1,0.01937353348347207,0.1391888410881852,0.05024867909320765,1,2.909188841088185
2024-07-31,2.48,2.641948893348457,2.82,0.02622744405678996,0.1619488933484572,0.0653019731243779,1,2.641948893348457
2024-08-01,2.32,2.611068529466108,2.5,0.08472088884556256,0.29106852946610795,0.12546057304573618,0,0.0
2024-08-02,1.98,2.359179504564492,2.19,0.14377709668177371,0.3791795045644921,0.19150480028509703,0,0.0
2024-08-03,1.92,1.9040591247274024,2.16,0.00025411150445651286,0.015940875272597577,0.008302539204477904,1,1.9040591247274024
2024-08-04,2.06,2.2225729377642502,2.4,0.026429960093298767,0.1625729377642502,0.07891890182730592,1,2.2225729377642502
2024-08-05,1.94,2.0607310523494933,2.32,0.014575987001416098,0.12073105234949333,0.06223250121107904,1,2.0607310523494933
2024-08-06,1.83,1.8711721740676663,2.14,0.0016951479174582107,0.04117217406766627,0.022498455774681018,1,1.8711721740676663
2024-08-07,1.79,1.9729041610701996,1.96,0.03345393213679351,0.18290416107019958,0.1021810955699439,0,0.0
2024-08-08,1.62,1.7603150038231168,1.76,0.01968830029788125,0.14031500382311668,0.08661419989081276,0,0.0
2024-08-09,1.81,1.9297832562656705,2.5,0.014348028481607275,0.11978325626567043,0.06617859462191737,1,1.9297832562656705
2024-08-10,2.51,1.9524651678166016,3.7,0.31084508909777,0.5575348321833982,0.22212543114876424,1,1.9524651678166016
2024-08-11,3.14,2.271149669537577,3.88,0.7549008967446622,0.8688503304624233,0.2767039268988609,1,2.271149669537577
2024-08-12,2.9,2.778704408362139,3.49,0.0147126205507787,0.12129559163786086,0.04182606608202099,1,2.778704408362139
2024-08-13,2.88,3.3025676612490447,3.32,0.17856342833348746,0.42256766124904477,0.14672488237814055,1,3.3025676612490447
2024-08-14,2.69,2.6308115929259217,3.05,0.0035032675319667953,0.05918840707407824,0.02200312530634879,1,2.6308115929259217
2024-08-15,2.5,2.350840678737888,2.7,0.022248503119373958,0.14915932126211207,0.059663728504844825,1,2.350840678737888
2024-08-16,2.41,2.656558925649254,2.63,0.060791303817314346,0.24655892564925397,0.1023066081532174,0,0.0
2024-08-17,2.24,2.0583282358619464,2.5,0.03300462988503267,0.18167176413805386,0.08110346613305976,1,2.0583282358619464
2024-08-18,2.68,2.277472940528098,3.93,0.16202803360709625,0.40252705947190215,0.15019666398205303,1,2.277472940528098
