PRODUCT,PRODUCT_SIGN,PRICE_TYPE,FEATURES,NUM_FEATURES,FEATURE_NUMBERS,TIMESTEP,HIDDEN_SIZE,NUM_STACKED_LAYERS,LEARNING_RATE,DROPOUT_RATE,WEIGHT_DECAY,BATCH_SIZE,EXECUTION_TIME_[S],CV_MEAN_LOSS
all,NEG,AVERAGE,EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh,1,4,168,122,2,0.0009888913458222359,0.26648852816008434,2.6587543983272713e-06,32,2025.0989875793457,0.003741021587920841
all,NEG,MARGINAL,EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh,1,4,168,119,2,0.0008790226394164142,0.1363649934414201,2.3270677083837795e-06,32,2270.7657673358917,0.003783310152357444
all,POS,AVERAGE,EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh,1,4,168,120,2,0.000979106100647189,0.20363176149061066,1.9156177755060477e-06,32,2504.0765147209167,0.003852830992382224
all,POS,MARGINAL,EXESSIVE_AVAILABLE_CAPACITY_UNTIL_PRICE_LIMIT_9999_€/MWh,1,4,168,111,2,0.0009626855524033079,0.1363649934414201,2.3270677083837795e-06,32,2164.6451506614685,0.005178133490044274
