DATE,ACTUAL_VALUE,D+1,ORDER,AIC,MARGINAL_PRICE,RMSE_COMPONENT,MAE,MAPE,ACCEPTANCE,REVENUE
2024-07-01 08:00:00,23.91,34.70429142328241,"(1, 0, 3)",154.82537158679327,23.91,116.51672733074827,10.794291423282413,0.4514550992589884,0,0.0
2024-07-02 08:00:00,61.16,27.79935176950905,"(1, 0, 3)",154.34423251778634,61.16,1112.9328503585587,33.360648230490945,0.545465144383436,1,27.79935176950905
2024-07-03 08:00:00,26.78,45.90927597414279,"(3, 0, 3)",166.68040813554526,26.78,365.92919929491643,19.129275974142786,0.7143120229328896,0,0.0
2024-07-04 08:00:00,33.1,30.68844714400836,"(3, 0, 3)",162.98464280514224,33.1,5.815587177241438,2.4115528559916406,0.0728565817520133,1,30.68844714400836
2024-07-05 08:00:00,100.0,28.65614796509447,"(3, 0, 3)",153.3989131915334,100.0,5089.9452231784935,71.34385203490552,0.7134385203490552,1,28.65614796509447
2024-07-06 08:00:00,37.62,47.17338325664316,"(3, 0, 3)",172.32623334082663,37.62,91.26713164830997,9.553383256643166,0.25394426519519314,0,0.0
2024-07-07 08:00:00,34.92,41.85360261908586,"(3, 0, 3)",169.56431058959592,34.92,48.0748452793943,6.93360261908586,0.1985567760333866,0,0.0
2024-07-08 08:00:00,24.18,36.2267821125745,"(3, 0, 3)",170.78458610064598,24.18,145.12495926784487,12.046782112574498,0.49821265974253504,0,0.0
2024-07-09 08:00:00,21.15,27.544280218195603,"(3, 0, 3)",169.93301441184718,21.15,40.88681950880762,6.394280218195604,0.30233003395723895,0,0.0
2024-07-10 08:00:00,19.9,26.033482334461645,"(3, 0, 3)",172.8416812593045,19.9,37.61960554715309,6.133482334461647,0.3082151926865149,0,0.0
2024-07-11 08:00:00,17.73,23.43051911999626,"(3, 0, 3)",167.88550837527595,17.73,32.495918237442915,5.700519119996258,0.32151828087965356,0,0.0
2024-07-12 08:00:00,15.2,25.65865881091399,"(3, 0, 3)",173.07664931222027,15.2,109.38354412310888,10.458658810913992,0.6880696586127627,0,0.0
2024-07-13 08:00:00,23.63,17.191716614450115,"(3, 0, 3)",162.4274813530805,23.63,41.451492952647676,6.438283385549884,0.27246226769148896,1,17.191716614450115
2024-07-14 08:00:00,32.0,22.663073302898663,"(3, 0, 3)",174.1285563069315,32.0,87.17820014704368,9.336926697101337,0.2917789592844168,1,22.663073302898663
2024-07-15 08:00:00,22.62,33.571536157455675,"(3, 0, 3)",172.76403945656165,22.62,119.93614420805899,10.951536157455674,0.4841527921067937,0,0.0
2024-07-16 08:00:00,174.65,23.06114737575901,"(3, 0, 3)",163.32625421424228,174.65,22979.180239933852,151.58885262424099,0.8679579308573775,1,23.06114737575901
2024-07-17 08:00:00,48.67,39.77121538170108,"(3, 0, 3)",185.51393198124956,48.67,79.18836768287343,8.898784618298919,0.18283921549823132,1,39.77121538170108
2024-07-18 08:00:00,29.5,44.10203694875728,"(3, 0, 3)",186.16610551086023,29.5,213.21948305287285,14.60203694875728,0.49498430334770444,0,0.0
2024-07-19 08:00:00,22.42,28.659582717073903,"(3, 0, 3)",187.24275257834307,22.42,38.93239248320732,6.239582717073901,0.27830431387483945,0,0.0
2024-07-20 08:00:00,25.0,21.992412402769585,"(3, 0, 3)",186.94820246935743,25.0,9.045583155014222,3.0075875972304154,0.12030350388921661,1,21.992412402769585
2024-07-21 08:00:00,28.08,26.48178466956161,"(3, 0, 3)",186.68009226988403,28.08,2.5542922424482897,1.5982153304383893,0.05691650037173751,1,26.48178466956161
2024-07-22 08:00:00,19.62,33.47690931992392,"(3, 0, 3)",185.3295570061692,19.62,192.01393590059436,13.856909319923918,0.7062644913314943,0,0.0
2024-07-23 08:00:00,18.27,30.32385018266493,"(3, 0, 3)",186.96943576303528,18.27,145.29530422613138,12.053850182664931,0.6597619147599852,0,0.0
2024-07-24 08:00:00,16.96,21.98201937435025,"(3, 0, 3)",189.14080338227612,16.96,25.220678596349284,5.022019374350251,0.2961096329215949,0,0.0
2024-07-25 08:00:00,16.0,20.46025761758109,"(3, 0, 3)",187.99400410877377,16.0,19.893898015190132,4.460257617581089,0.27876610109881805,0,0.0
2024-07-26 08:00:00,13.85,20.311628517235857,"(3, 0, 3)",188.05950362503023,13.85,41.75264309475566,6.461628517235857,0.46654357525168644,0,0.0
2024-07-27 08:00:00,16.1,18.57171803614456,"(3, 0, 3)",188.36621714428125,16.1,6.109390050202313,2.4717180361445585,0.15352285938786076,0,0.0
2024-07-28 08:00:00,27.5,17.174284482233745,"(3, 0, 3)",180.8057321960917,27.5,106.62040095383885,10.325715517766255,0.3754805642824093,1,17.174284482233745
2024-07-29 08:00:00,21.0,26.783916961100783,"(3, 0, 3)",187.50214640623483,21.0,33.45369541290931,5.783916961100783,0.27542461719527533,0,0.0
2024-07-30 08:00:00,18.74,22.82713711524351,"(3, 0, 3)",186.8591274029229,18.74,16.70468979880105,4.087137115243511,0.21809696452740188,0,0.0
2024-07-31 08:00:00,16.85,19.40491491727631,"(3, 0, 3)",175.08844261258486,16.85,6.527590234521015,2.55491491727631,0.15162699805794125,0,0.0
2024-08-01 08:00:00,14.5,16.92355843124701,"(3, 0, 3)",185.81119621972988,14.5,5.873635469668466,2.4235584312470095,0.16714196077565582,0,0.0
2024-08-02 08:00:00,12.8,16.46004329212589,"(3, 0, 3)",185.9527180457494,12.8,13.395916900235708,3.660043292125888,0.285940882197335,0,0.0
2024-08-03 08:00:00,27.76,15.654578467469902,"(3, 0, 3)",185.82042379874048,27.76,146.5412304802434,12.1054215325301,0.43607426269921107,1,15.654578467469902
2024-08-04 08:00:00,59.88,25.319360070300664,"(3, 0, 3)",185.2852459317565,59.88,1194.437832350328,34.560639929699335,0.5771649954859608,1,25.319360070300664
2024-08-05 08:00:00,28.1,44.49858296905985,"(3, 0, 3)",190.0276562017471,28.1,268.9135233931396,16.398582969059845,0.5835794650910977,0,0.0
2024-08-06 08:00:00,50.93,26.87174801764078,"(3, 0, 3)",191.64024046811005,50.93,578.7994884466914,24.05825198235922,0.4723787940773458,1,26.87174801764078
2024-08-07 08:00:00,34.2,41.73736462818191,"(3, 0, 3)",176.62722150570437,34.2,56.811865538167744,7.537364628181905,0.22039077860181006,0,0.0
2024-08-08 08:00:00,23.77,27.28402119695733,"(3, 0, 3)",192.29440161119945,23.77,12.348344972665426,3.51402119695733,0.1478342952022436,0,0.0
2024-08-09 08:00:00,24.34,24.730566047975863,"(3, 0, 3)",191.9412107719989,24.34,0.15254183783148414,0.39056604797586303,0.016046263269345235,0,0.0
2024-08-10 08:00:00,38.72,25.15876129134317,"(3, 0, 3)",173.21752496495824,38.72,183.90719531317237,13.56123870865683,0.3502386030128314,1,25.15876129134317
2024-08-11 08:00:00,42.0,36.28928092047549,"(3, 0, 3)",186.94410572447472,42.0,32.612312405245255,5.710719079524509,0.13596950189344068,1,36.28928092047549
2024-08-12 08:00:00,28.64,48.0938035338555,"(3, 0, 3)",180.3591044908601,28.64,378.4504719338487,19.4538035338555,0.6792529166848987,0,0.0
2024-08-13 08:00:00,37.14,27.960842263981817,"(1, 0, 3)",184.20169197044348,37.14,84.25693674270246,9.179157736018183,0.24715018136828712,1,27.960842263981817
2024-08-14 08:00:00,25.08,35.50549114801188,"(1, 0, 3)",179.0913048425176,25.08,108.69086567727405,10.42549114801188,0.41568943971339234,0,0.0
2024-08-15 08:00:00,22.65,25.660029482448792,"(3, 0, 3)",169.73088866221084,22.65,9.06027748521095,3.010029482448793,0.13289313388294893,0,0.0
2024-08-16 08:00:00,20.45,25.821570063315267,"(3, 0, 3)",177.14442530955455,20.45,28.853764945104793,5.371570063315268,0.26266846275380284,0,0.0
2024-08-17 08:00:00,25.14,21.341279711469003,"(3, 0, 3)",166.7006688934364,25.14,14.430275830497026,3.7987202885309976,0.15110263677529823,1,21.341279711469003
2024-08-18 08:00:00,28.38,28.01452830270305,"(3, 0, 3)",176.02946233618755,28.38,0.13356956152511365,0.3654716972969503,0.012877790602429539,1,28.01452830270305
2024-08-19 08:00:00,21.55,31.110413669094537,"(3, 0, 3)",175.88045763936282,21.55,91.40150952420966,9.560413669094537,0.44363868534081374,0,0.0
2024-08-20 08:00:00,217.36,25.04805419331716,"(3, 0, 3)",177.3813904800562,217.36,36983.88449995252,192.31194580668284,0.8847623564900756,1,25.04805419331716
2024-08-21 08:00:00,69.35,47.11207610481752,"(3, 0, 3)",187.11661142817232,69.35,494.52525916792774,22.237923895182476,0.32066220468900475,1,47.11207610481752
2024-08-22 08:00:00,40.95,57.520945666909455,"(3, 0, 3)",188.3839880002295,40.95,274.59624029566515,16.570945666909452,0.40466289784882664,0,0.0
2024-08-23 08:00:00,39.0,39.07038063218884,"(2, 0, 1)",188.1057572414228,39.0,0.004953433387300288,0.0703806321888365,0.0018046315945855513,0,0.0
2024-08-24 08:00:00,37.71,38.21961713446736,"(2, 0, 1)",188.092095212696,37.71,0.25970962374272544,0.5096171344673621,0.013514111229577356,0,0.0
2024-08-25 08:00:00,38.0,32.94726129064106,"(3, 0, 3)",186.95175318843349,38.0,25.530168465054256,5.052738709358941,0.13296680814102477,1,32.94726129064106
2024-08-26 08:00:00,27.69,37.86384294391575,"(1, 0, 3)",186.88186547604,27.69,103.50708024746424,10.173842943915748,0.3674193912573401,0,0.0
2024-08-27 08:00:00,24.39,31.21315621718689,"(1, 0, 3)",187.0945062438316,24.39,46.555460764136086,6.823156217186888,0.2797522024266867,0,0.0
2024-08-28 08:00:00,21.7,29.02375317142213,"(1, 0, 3)",186.6616064493179,21.7,53.6373605159157,7.32375317142213,0.3375001461484853,0,0.0
2024-08-29 08:00:00,20.07,27.17771390350789,"(1, 0, 3)",185.46529849510551,20.07,50.519596934119356,7.107713903507889,0.35414618353302885,0,0.0
2024-08-30 08:00:00,17.14,25.216495541106507,"(1, 0, 3)",185.9783142023149,17.14,65.22978022551328,8.076495541106507,0.4712074411380692,0,0.0
2024-08-31 08:00:00,23.56,22.34390228757348,"(1, 0, 3)",186.85153250214407,23.56,1.4788936461690083,1.2160977124265173,0.05161705061233096,1,22.34390228757348
2024-09-01 08:00:00,35.53,27.27959785282226,"(1, 0, 3)",184.6105208808828,35.53,68.06913559015508,8.250402147177741,0.23220946093942418,1,27.27959785282226
2024-09-02 08:00:00,22.78,36.55905952318459,"(3, 0, 3)",184.50892905999436,22.78,189.86248134346383,13.779059523184586,0.6048753083048545,0,0.0
2024-09-03 08:00:00,24.37,24.73129680412419,"(3, 0, 1)",184.69653002202529,24.37,0.13053538067035378,0.36129680412419063,0.014825474112605277,0,0.0
2024-09-04 08:00:00,18.35,24.864405303325764,"(3, 0, 3)",183.1870586039895,18.35,42.43747645599882,6.514405303325763,0.35500846339649933,0,0.0
2024-09-05 08:00:00,20.22,20.2216687802052,"(3, 0, 3)",181.5679402303472,20.22,2.7848273732688513e-06,0.0016687802052004486,8.253116741841981e-05,0,0.0
2024-09-06 08:00:00,18.74,22.072841898314092,"(3, 0, 3)",181.44814479431895,18.74,11.10783511915789,3.3328418983140935,0.17784641933372966,0,0.0
2024-09-07 08:00:00,22.2,22.011463690882664,"(3, 0, 3)",180.25133124509017,22.2,0.03554593985558742,0.18853630911733532,0.008492626536816907,1,22.011463690882664
2024-09-08 08:00:00,30.5,23.746241384882644,"(1, 0, 3)",179.5541474308523,30.5,45.6132554312719,6.753758615117356,0.2214347086923723,1,23.746241384882644
2024-09-09 08:00:00,18.68,29.384223557641874,"(2, 0, 2)",178.77859198401455,18.68,114.58040197197528,10.704223557641875,0.5730312397024558,0,0.0
2024-09-10 08:00:00,22.7,21.339086688221087,"(2, 0, 1)",178.80416253092562,22.7,1.8520850421770463,1.360913311778912,0.05995212827219877,1,21.339086688221087
2024-09-11 08:00:00,19.16,24.07098443863176,"(2, 0, 1)",178.19370382529874,19.16,24.117768156483315,4.910984438631761,0.2563144279035366,0,0.0
2024-09-12 08:00:00,16.43,21.537223760991395,"(2, 0, 1)",177.37788312356565,16.43,26.083734544835096,5.1072237609913955,0.31084745958559923,0,0.0
2024-09-13 08:00:00,14.14,18.861775920366764,"(1, 0, 3)",173.30294964386658,14.14,22.295167842155394,4.721775920366763,0.3339304045521049,0,0.0
2024-09-14 08:00:00,21.8,17.388006537363076,"(1, 0, 3)",173.44169944412195,21.8,19.465686314350965,4.411993462636925,0.2023850212218773,1,17.388006537363076
2024-09-15 08:00:00,33.34,22.76153545487917,"(3, 0, 1)",172.81106889686816,33.34,111.90391213237854,10.578464545120834,0.3172904782579734,1,22.76153545487917
2024-09-16 08:00:00,23.49,29.900604440483207,"(2, 0, 1)",171.80207233725474,23.49,41.095849292343026,6.410604440483208,0.27290780930111574,0,0.0
2024-09-17 08:00:00,69.58,23.8448913422786,"(3, 0, 1)",171.5204067282287,69.58,2091.7001639335826,45.7351086577214,0.6573025101713337,1,23.8448913422786
2024-09-18 08:00:00,24.41,49.203716204335535,"(2, 0, 1)",177.26092026482007,24.41,614.7283632211305,24.793716204335535,1.015719631476261,0,0.0
2024-09-19 08:00:00,23.32,25.67760997305541,"(1, 0, 3)",179.35603968481527,23.32,5.558324785050334,2.3576099730554105,0.10109819781541211,0,0.0
2024-09-20 08:00:00,20.68,24.68763153398767,"(3, 0, 1)",177.13565288835167,20.68,16.061110512212366,4.00763153398767,0.19379262736884284,0,0.0
2024-09-21 08:00:00,24.64,22.89121408411281,"(2, 0, 1)",175.26271860493887,24.64,3.0582521796053976,1.74878591588719,0.07097345437853855,1,22.89121408411281
2024-09-22 08:00:00,30.74,25.366212821751528,"(1, 0, 3)",174.63977999017646,30.74,28.877588637107657,5.37378717824847,0.17481415674198017,1,25.366212821751528
2024-09-23 08:00:00,19.31,28.905219090995946,"(3, 0, 1)",174.55905356402673,19.31,92.06822940421308,9.595219090995947,0.49690414764349805,0,0.0
2024-09-24 08:00:00,16.16,24.235575385795755,"(3, 0, 2)",173.3853684326666,16.16,65.21491781167026,8.075575385795755,0.49972619961607395,0,0.0
2024-09-25 08:00:00,19.52,17.466585363907118,"(3, 0, 2)",172.02888546731324,19.52,4.216511667720461,2.0534146360928816,0.10519542193098778,1,17.466585363907118
2024-09-26 08:00:00,15.9,22.31430132590245,"(1, 0, 3)",169.75453208383337,15.9,41.1432614994739,6.414301325902448,0.4034151777297137,0,0.0
2024-09-27 08:00:00,28.33,19.37392482304299,"(1, 0, 3)",170.3044392792329,28.33,80.21128257530549,8.956075176957007,0.31613396318238646,1,19.37392482304299
2024-09-28 08:00:00,26.28,26.308367965339198,"(3, 0, 1)",168.47875092519615,26.28,0.0008047414574858477,0.028367965339196388,0.0010794507358902734,0,0.0
2024-09-29 08:00:00,26.99,25.60415007751008,"(2, 0, 1)",166.52729636911107,26.99,1.9205800076653108,1.3858499224899177,0.05134679223749232,1,25.60415007751008
2024-09-30 08:00:00,20.0,26.10425494432331,"(2, 0, 1)",166.51626764139644,20.0,37.26192842529556,6.1042549443233085,0.3052127472161654,0,0.0
2024-10-01 08:00:00,16.57,21.76247641568797,"(2, 0, 1)",167.14631498485778,16.57,26.961811327475793,5.19247641568797,0.3133661083698232,0,0.0
2024-10-02 08:00:00,12.25,19.250039532425777,"(2, 0, 1)",167.54608997563005,12.25,49.00055345552369,7.000039532425777,0.5714317985653696,0,0.0
2024-10-03 08:00:00,13.39,15.743313127589635,"(2, 0, 1)",167.26725085112116,13.39,5.538082676485709,2.353313127589635,0.1757515405220041,0,0.0
2024-10-04 08:00:00,10.83,16.37627691247294,"(2, 0, 1)",166.61024313234748,10.83,30.761187589830353,5.546276912472939,0.5121215985662917,0,0.0
2024-10-05 08:00:00,9.97,14.136590891944472,"(2, 0, 1)",166.40036457655236,9.97,17.360479660834624,4.166590891944471,0.41791282767747956,0,0.0
2024-10-06 08:00:00,19.58,13.099945158165172,"(2, 0, 1)",167.23294310384034,19.58,41.99111075318698,6.480054841834827,0.33095274983834666,1,13.099945158165172
