DATE,ACTUAL_VALUE,D+1
2023-12-01 16:00:00,2.5,3.963724140835647
2023-12-02 16:00:00,2.64,3.4558447945557793
2023-12-03 16:00:00,2.21,3.7430810168840476
2023-12-04 16:00:00,1.89,2.997884079188144
2023-12-05 16:00:00,1.54,2.538709975055891
2023-12-06 16:00:00,2.66,2.04111302268546
2023-12-07 16:00:00,2.4,2.76235336181302
2023-12-08 16:00:00,1.97,2.665693134777342
2023-12-09 16:00:00,5.1,6.5438831716523636
2023-12-10 16:00:00,4.05,5.144456171339369
2023-12-11 16:00:00,3.39,2.627041989130382
2023-12-12 16:00:00,2.92,2.5858518624818663
2023-12-13 16:00:00,2.43,2.7390151619864582
2023-12-14 16:00:00,2.14,2.482687893484691
2023-12-15 16:00:00,1.84,2.369736538714774
2023-12-16 16:00:00,3.88,5.425806522768173
2023-12-17 16:00:00,4.46,5.5799909658697535
2023-12-18 16:00:00,3.33,3.164116559691791
2023-12-19 16:00:00,2.61,3.4912134813029243
2023-12-20 16:00:00,5.31,4.166511061672434
2023-12-21 16:00:00,11.78,10.51678149388275
2023-12-22 16:00:00,12.14,7.296325741323023
2023-12-23 16:00:00,9.56,7.351817108105367
2023-12-24 16:00:00,14.2,20.528654971439106
2023-12-25 16:00:00,10.5,8.41385770587507
2023-12-26 16:00:00,8.2,11.297902098042494
2023-12-27 16:00:00,6.18,4.01048000706933
2023-12-28 16:00:00,7.37,8.508010209922292
2023-12-29 16:00:00,7.45,9.132321560461223
2023-12-30 16:00:00,5.59,4.341564530729102
2023-12-31 16:00:00,8.03,9.191013402045956
2024-01-01 16:00:00,6.73,6.93309542247767
2024-01-02 16:00:00,5.65,4.859595953776389
2024-01-03 16:00:00,5.13,5.744545024093536
2024-01-04 16:00:00,4.32,2.382252750499957
2024-01-05 16:00:00,3.55,5.113593658491158
2024-01-06 16:00:00,3.18,3.7254172098955887
2024-01-07 16:00:00,2.91,4.031804460286948
2024-01-08 16:00:00,2.53,2.348122398665451
2024-01-09 16:00:00,2.14,2.657208580401196
2024-01-10 16:00:00,1.9,2.4234721770569605
2024-01-11 16:00:00,1.7,2.2390415213816275
2024-01-12 16:00:00,1.47,2.063289963910559
2024-01-13 16:00:00,3.5,5.482956233780936
2024-01-14 16:00:00,2.73,3.7219715185901
2024-01-15 16:00:00,2.24,1.925269677771232
2024-01-16 16:00:00,1.79,1.7954594221558229
2024-01-17 16:00:00,1.45,1.7934531860189515
2024-01-18 16:00:00,1.56,1.6601097964814937
2024-01-19 16:00:00,1.87,2.4541414377938744
2024-01-20 16:00:00,2.41,2.591085956882503
2024-01-21 16:00:00,3.96,5.002632331180599
2024-01-22 16:00:00,3.05,3.1510319494790555
2024-01-23 16:00:00,2.39,2.623361064130381
2024-01-24 16:00:00,2.38,3.789265269724981
2024-01-25 16:00:00,1.88,1.1640124433343289
2024-01-26 16:00:00,2.5,3.905966053978266
2024-01-27 16:00:00,2.01,1.4823944527470274
2024-01-28 16:00:00,3.04,2.7853273924792714
2024-01-29 16:00:00,2.13,1.5381642608024741
2024-01-30 16:00:00,1.9,1.8520452528899802
2024-01-31 16:00:00,1.82,1.8960729437810324
2024-02-01 16:00:00,1.72,2.054566587593448
2024-02-02 16:00:00,2.15,3.4520068459928255
2024-02-03 16:00:00,4.0,3.2398943064927788
2024-02-04 16:00:00,11.38,5.921455825743686
2024-02-05 16:00:00,5.0,5.553505648560464
2024-02-06 16:00:00,3.78,5.198515698080261
2024-02-07 16:00:00,2.79,1.4438022861156883
2024-02-08 16:00:00,2.15,2.164009385735446
2024-02-09 16:00:00,1.85,1.990947797555181
2024-02-10 16:00:00,1.71,2.1015459879172655
2024-02-11 16:00:00,2.13,1.7893697700583486
2024-02-12 16:00:00,1.7,1.891787415714876
2024-02-13 16:00:00,1.4,1.7551663351355624
2024-02-14 16:00:00,1.18,1.5636927452032243
2024-02-15 16:00:00,1.09,1.3851418563318338
2024-02-16 16:00:00,1.15,1.6134342615116797
2024-02-17 16:00:00,1.2,1.1112787445518812
2024-02-18 16:00:00,1.52,1.5651758197756471
2024-02-19 16:00:00,1.38,1.225751111069891
2024-02-20 16:00:00,1.25,1.3162967175264781
2024-02-21 16:00:00,1.29,1.2895600833560346
2024-02-22 16:00:00,7.96,1.8501674164623259
2024-02-23 16:00:00,3.59,2.8300451557366384
2024-02-24 16:00:00,3.43,2.81333309057283
2024-02-25 16:00:00,2.9,2.663402436395161
2024-02-26 16:00:00,2.42,2.631375377037028
2024-02-27 16:00:00,1.87,2.4343455819482913
2024-02-28 16:00:00,1.62,2.1051025468390883
2024-02-29 16:00:00,1.75,1.8878197930566372
2024-03-01 16:00:00,1.43,1.8976636673996126
2024-03-02 16:00:00,1.66,1.7042303000942183
2024-03-03 16:00:00,2.2,1.9980248343767368
2024-03-04 16:00:00,1.58,1.8431129903695522
2024-03-05 16:00:00,1.36,1.677774231506035
2024-03-06 16:00:00,1.18,1.5208579901295265
2024-03-07 16:00:00,1.85,1.3677808049258406
2024-03-08 16:00:00,3.37,2.4598027744533555
