DATE,ACTUAL_VALUE,D+1,MARGINAL_PRICE,RMSE_COMPONENT,MAE,MAPE,ACCEPTANCE,REVENUE
2024-07-01 16:00:00,19.51,19.399532,19.51,0.0122031790240002,0.1104680000000009,0.005662121988723777,1,19.399532
2024-07-02 16:00:00,18.76,19.035656,18.76,0.07598623033599884,0.2756559999999979,0.01469381663112995,0,0.0
2024-07-03 16:00:00,19.08,18.791397,19.08,0.08329169160899907,0.2886029999999984,0.015125943396226332,1,18.791397
2024-07-04 16:00:00,16.84,18.111217,16.84,1.615992661089,1.271217,0.07548794536817102,0,0.0
2024-07-05 16:00:00,15.8,17.487944,15.8,2.8491549471359936,1.6879439999999981,0.10683189873417709,0,0.0
2024-07-06 16:00:00,13.93,17.774807,13.93,14.782540867248995,3.8448069999999994,0.2760091170136396,0,0.0
2024-07-07 16:00:00,14.76,15.227706,14.76,0.21874890243599976,0.46770599999999973,0.031687398373983724,0,0.0
2024-07-08 16:00:00,20.82,17.827557,20.82,8.95471510824901,2.9924430000000015,0.14372925072046117,1,17.827557
2024-07-09 16:00:00,19.29,17.902899,19.29,1.9240491842009937,1.3871009999999977,0.0719077760497666,1,17.902899
2024-07-10 16:00:00,18.92,18.528458,18.92,0.15330513776400093,0.39154200000000117,0.02069460887949266,1,18.528458
2024-07-11 16:00:00,18.0,17.513968,18.0,0.23622710502400154,0.4860320000000016,0.027001777777777864,1,17.513968
2024-07-12 16:00:00,16.7,17.519623,16.7,0.6717818621289999,0.819623,0.04907922155688623,0,0.0
2024-07-13 16:00:00,15.01,17.215466,15.01,4.864080277155998,2.2054659999999995,0.14693311125916053,0,0.0
2024-07-14 16:00:00,13.49,16.11212,13.49,6.875513294400004,2.6221200000000007,0.1943750926612306,0,0.0
2024-07-15 16:00:00,17.84,15.872351,17.84,3.871642587200999,1.9676489999999998,0.11029422645739909,1,15.872351
2024-07-16 16:00:00,96.0,17.28638,96.0,6195.833973504398,78.71361999999999,0.8199335416666665,1,17.28638
2024-07-17 16:00:00,39.47,37.0799,39.47,5.7125780099999846,2.390099999999997,0.06055485178616663,1,37.0799
2024-07-18 16:00:00,25.56,32.196472,25.56,44.042760606784014,6.636472000000001,0.2596428794992176,0,0.0
2024-07-19 16:00:00,21.96,25.175407,21.96,10.338842175648994,3.215406999999999,0.1464210837887067,0,0.0
2024-07-20 16:00:00,17.07,19.757402,17.07,7.2221295096039935,2.6874019999999987,0.1574342120679554,0,0.0
2024-07-21 16:00:00,14.86,18.717487,14.86,14.880205955168993,3.857486999999999,0.25958862718707937,0,0.0
2024-07-22 16:00:00,17.1,15.552062,17.1,2.3961120518440064,1.547938000000002,0.09052269005847964,1,15.552062
2024-07-23 16:00:00,17.53,20.039879,17.53,6.29949259464099,2.509878999999998,0.14317621220764393,0,0.0
2024-07-24 16:00:00,14.98,19.01351,14.98,16.269202920099996,4.03351,0.26925967957276364,0,0.0
2024-07-25 16:00:00,16.87,18.074091,16.87,1.4498351362809958,1.2040909999999982,0.0713746887966804,0,0.0
2024-07-26 16:00:00,15.69,18.343714,15.69,7.042197993795995,2.653713999999999,0.16913409815168892,0,0.0
2024-07-27 16:00:00,14.02,17.669027,14.02,13.315398046729001,3.6490270000000002,0.260272967189729,0,0.0
2024-07-28 16:00:00,12.31,14.6771345,12.31,5.603325741090244,2.367134499999999,0.19229362307067416,0,0.0
2024-07-29 16:00:00,15.72,14.14122,15.72,2.4925462884000003,1.57878,0.10043129770992366,1,14.14122
2024-07-30 16:00:00,14.99,17.31982,14.99,5.428061232399999,2.32982,0.1554249499666444,0,0.0
2024-07-31 16:00:00,14.6,15.933348,14.6,1.7778168891040023,1.3333480000000009,0.09132520547945211,0,0.0
2024-08-01 16:00:00,13.9,16.111801,13.9,4.8920636636009975,2.2118009999999995,0.1591223741007194,0,0.0
2024-08-02 16:00:00,13.08,14.147275,13.08,1.139075925625001,1.0672750000000004,0.08159594801223245,0,0.0
2024-08-03 16:00:00,12.23,13.95939,12.23,2.9907897721000016,1.7293900000000004,0.14140556009811941,0,0.0
2024-08-04 16:00:00,11.34,13.519004,11.34,4.748058432016004,2.179004000000001,0.19215202821869495,0,0.0
2024-08-05 16:00:00,15.12,13.497023,15.12,2.634054342528996,1.6229769999999988,0.1073397486772486,1,13.497023
2024-08-06 16:00:00,17.17,15.133004,17.17,4.1493527040160085,2.036996000000002,0.11863692486895759,1,15.133004
2024-08-07 16:00:00,20.41,16.274221,20.41,17.104667936840997,4.135778999999999,0.20263493385595294,1,16.274221
2024-08-08 16:00:00,18.42,17.318453,18.42,1.213405793209,1.101547,0.05980168295331161,1,17.318453
2024-08-09 16:00:00,15.5,17.190659,15.5,2.8583278542810007,1.6906590000000001,0.1090747741935484,0,0.0
2024-08-10 16:00:00,13.39,15.9793415,13.39,6.704689403622249,2.5893414999999997,0.19337875280059744,0,0.0
2024-08-11 16:00:00,12.36,15.1213,12.36,7.624777690000002,2.7613000000000003,0.22340614886731394,0,0.0
2024-08-12 16:00:00,16.61,14.943254,16.61,2.7780422285159996,1.6667459999999998,0.10034593618302227,1,14.943254
2024-08-13 16:00:00,28.36,16.582512,28.36,138.70922359014395,11.777487999999998,0.4152851904090267,1,16.582512
2024-08-14 16:00:00,27.5,21.26087,27.5,38.926743156899995,6.239129999999999,0.22687745454545452,1,21.26087
2024-08-15 16:00:00,20.9,22.55305,20.9,2.732574302500001,1.6530500000000004,0.07909330143540672,0,0.0
2024-08-16 16:00:00,21.23,19.568563,21.23,2.760372904968998,1.6614369999999994,0.07825892604804519,1,19.568563
2024-08-17 16:00:00,18.18,19.269356,18.18,1.186696494735997,1.0893559999999987,0.05992057205720565,0,0.0
2024-08-18 16:00:00,16.15,17.79405,16.15,2.7029004025,1.64405,0.10179876160990713,0,0.0
2024-08-19 16:00:00,24.32,18.291996,24.32,36.33683222401599,6.028003999999999,0.24786200657894733,1,18.291996
2024-08-20 16:00:00,20.82,21.691463,20.82,0.7594477603689974,0.8714629999999985,0.04185701248799224,0,0.0
2024-08-21 16:00:00,24.33,19.550941,24.33,22.839404925480967,4.779058999999997,0.19642659268392917,1,19.550941
2024-08-22 16:00:00,20.13,21.842323,20.13,2.932050056329005,1.7123230000000014,0.08506323894684557,0,0.0
2024-08-23 16:00:00,18.27,19.41426,18.27,1.3093309475999981,1.1442599999999992,0.06263054187192114,0,0.0
2024-08-24 16:00:00,16.23,18.545301,16.23,5.360618720600991,2.315300999999998,0.14265563770794812,0,0.0
2024-08-25 16:00:00,14.82,17.63823,14.82,7.9424203328999985,2.81823,0.19016396761133603,0,0.0
2024-08-26 16:00:00,28.71,18.20488,28.71,110.35754621440003,10.505120000000002,0.36590456287008016,1,18.20488
2024-08-27 16:00:00,31.95,23.50765,31.95,71.27327352249996,8.442349999999998,0.2642363067292644,1,23.50765
2024-08-28 16:00:00,25.43,25.9336,25.43,0.2536129599999987,0.5035999999999987,0.01980338183248127,0,0.0
2024-08-29 16:00:00,30.4,25.084938,30.4,28.249884063843975,5.3150619999999975,0.1748375657894736,1,25.084938
2024-08-30 16:00:00,31.99,26.847591,31.99,26.44437032328097,5.142408999999997,0.1607505157861831,1,26.847591
2024-08-31 16:00:00,22.95,28.423965,22.95,29.964292821224998,5.473965,0.23851699346405228,0,0.0
2024-09-01 16:00:00,20.11,20.638477,20.11,0.27928793952900244,0.5284770000000023,0.026279313774241787,0,0.0
2024-09-02 16:00:00,30.96,21.837559,30.96,83.21892979848104,9.122441000000002,0.29465248708010344,1,21.837559
2024-09-03 16:00:00,46.95,26.867537,46.95,403.3053201463692,20.082463000000004,0.4277414909478169,1,26.867537
2024-09-04 16:00:00,59.84,42.232323,59.84,310.0302893363291,17.607677000000002,0.294245939171123,1,42.232323
2024-09-05 16:00:00,32.95,44.817276,32.95,140.83223966017593,11.867275999999997,0.3601601213960545,0,0.0
2024-09-06 16:00:00,27.23,28.494974,27.23,1.6001592206759967,1.2649739999999987,0.046455159750275386,0,0.0
2024-09-07 16:00:00,24.08,25.146393,24.08,1.1371940304490031,1.0663930000000015,0.044285423588039934,0,0.0
2024-09-08 16:00:00,20.15,23.658714,20.15,12.311073933796008,3.508714000000001,0.17412972704714647,0,0.0
2024-09-09 16:00:00,22.99,22.596733,22.99,0.15465893328899846,0.39326699999999803,0.017106002609830275,1,22.596733
2024-09-10 16:00:00,20.58,21.314857,20.58,0.5400148104490025,0.7348570000000016,0.03570733722060261,0,0.0
2024-09-11 16:00:00,26.38,20.929739,26.38,29.705344968120972,5.450260999999998,0.20660579984836988,1,20.929739
2024-09-12 16:00:00,47.0,29.5504,47.0,304.48854016,17.4496,0.371268085106383,1,29.5504
2024-09-13 16:00:00,28.98,34.64147,28.98,32.05224256089998,5.661469999999998,0.1953578329882677,0,0.0
2024-09-14 16:00:00,21.37,26.096354,21.37,22.338422133316005,4.726354000000001,0.22116771174543753,0,0.0
2024-09-15 16:00:00,18.72,20.788557,18.72,4.278928062249008,2.068557000000002,0.11049983974358986,0,0.0
2024-09-16 16:00:00,21.58,20.635393,21.58,0.8922823844489958,0.9446069999999978,0.04377233549582937,1,20.635393
2024-09-17 16:00:00,27.22,19.98824,27.22,52.29835269759997,7.231759999999998,0.26567817781043346,1,19.98824
2024-09-18 16:00:00,20.64,23.302197,20.64,7.087292866808995,2.662196999999999,0.12898241279069764,0,0.0
2024-09-19 16:00:00,20.17,20.454865,20.17,0.08114806822499995,0.2848649999999999,0.01412320277640059,0,0.0
2024-09-20 16:00:00,19.22,20.888615,19.22,2.784276018225009,1.6686150000000026,0.08681659729448506,0,0.0
2024-09-21 16:00:00,18.56,19.241444,18.56,0.46436592513600355,0.6814440000000026,0.036715732758620834,0,0.0
2024-09-22 16:00:00,18.82,19.54153,18.82,0.5206055409000019,0.7215300000000013,0.03833846971307127,0,0.0
2024-09-23 16:00:00,55.72,23.308966,55.72,1050.475124949156,32.411034,0.5816768485283561,1,23.308966
