DATE,ACTUAL_VALUE,D+1,ORDER,MARGINAL_PRICE,RMSE,MAPE,MAE,ACCEPTANCE,REVENUE
2023-12-01,5.61,5.411130240510152,"(2, 0, 1)",5.61,0.03954918123955002,0.03544915498927773,0.19886975948984809,1,5.411130240510152
2023-12-02,5.0,5.736478526727508,"(2, 0, 1)",5.0,0.5424006203307205,0.14729570534550157,0.7364785267275078,0,0.0
2023-12-03,4.91,5.306459121438171,"(2, 0, 1)",4.91,0.1571798349715262,0.08074523858211216,0.39645912143817075,0,0.0
2023-12-04,4.96,5.1648770480994015,"(2, 0, 1)",4.96,0.04197460483792449,0.04130585647165354,0.20487704809940155,0,0.0
2023-12-05,4.68,5.126959963118567,"(2, 0, 1)",4.68,0.19977320863095138,0.09550426562362557,0.44695996311856767,0,0.0
2023-12-06,9.45,4.898420059362624,"(2, 0, 1)",9.45,20.716879956012534,0.48164867096691805,4.551579940637375,1,4.898420059362624
2023-12-07,6.28,7.476481205959848,"(2, 0, 1)",6.28,1.4315672762151317,0.19052248502545346,1.1964812059598477,0,0.0
2023-12-08,5.35,6.14748415071597,"(3, 0, 4)",5.35,0.6359809706431723,0.14906245807775145,0.7974841507159702,0,0.0
2023-12-09,8.8,5.909726742372658,"(3, 0, 4)",8.8,8.353679503755775,0.32844014291219803,2.890273257627343,1,5.909726742372658
2023-12-10,6.06,7.6277407184000925,"(3, 0, 4)",6.06,2.457810960129639,0.25870308884489984,1.5677407184000929,0,0.0
2023-12-11,7.0,6.19972574889476,"(1, 0, 4)",7.0,0.6404388769820522,0.11432489301503423,0.8002742511052396,1,6.19972574889476
2023-12-12,8.68,6.585811400310899,"(1, 0, 3)",8.68,4.385625891067797,0.24126596770611763,2.094188599689101,1,6.585811400310899
2023-12-13,6.37,7.896641789179495,"(4, 0, 2)",6.37,2.330635152469169,0.23966119139395523,1.5266417891794948,0,0.0
